year,aucun_DET âge_NOUN,aucun_DET age_NOUN,aucun_DET page_NOUN
1914,7.165515647500342e-08,0.0,0.0
1915,5.1835352010698443e-08,0.0,0.0
1916,4.724608526629481e-08,1.0987462051303964e-09,5.493730803607377e-09
1917,3.83824856342585e-08,0.0,0.0
1918,6.432370724951397e-08,0.0,0.0
1919,3.867296261006459e-08,0.0,0.0
1920,5.3762846619065385e-08,7.572231730534895e-10,0.0
1921,6.512563133220794e-08,2.27182422873895e-09,2.2718242842501013e-09
1922,5.754789622613998e-08,7.377935484775833e-10,0.0
1923,4.564857825073432e-08,0.0,1.0615948120573648e-09
1924,4.1253197746726755e-08,0.0,0.0
1925,3.1894716423508385e-08,2.1996355847875293e-09,2.1996355847875293e-09
1926,4.45845556029667e-08,1.1146138456652466e-09,0.0
1927,5.2401356143150224e-08,1.1149224876660924e-09,1.1149224876660924e-09
1928,3.1992914539813455e-08,2.2852082448565625e-09,2.2852082448565625e-09
1929,4.567566680435675e-08,1.1140406375176326e-09,0.0
1930,5.041729611576784e-08,1.0503603542488804e-09,1.0503603542488804e-09
1931,1.9389107208667156e-08,0.0,1.1405356659111021e-09
1932,2.7398840973802407e-08,2.1919073223131136e-09,2.1919073223131136e-09
1933,2.523545683530415e-08,0.0,1.1470662197865522e-09
1934,3.714290031098244e-08,1.1981580172459871e-09,0.0
1935,4.906996586839796e-08,0.0,0.0
1936,3.152425698260686e-08,1.2124714565686645e-09,0.0
1937,1.888667666705146e-08,1.2591118148108649e-09,0.0
1938,3.111651514231539e-08,0.0,0.0
1939,3.364691014695609e-08,0.0,1.5294050470515685e-09
1940,3.296517858686343e-08,2.5357829169792012e-09,0.0
1941,2.6563524713196784e-08,0.0,0.0
1942,5.158160121254696e-08,0.0,0.0
1943,7.258088197126256e-08,0.0,0.0
1944,6.747690939334916e-08,0.0,9.639558484764166e-09
1945,3.7034568745042407e-08,2.178504043826024e-09,0.0
1946,5.568441618919451e-08,0.0,1.3921104269343232e-09
1947,6.31806162942894e-08,0.0,0.0
1948,3.8051608086675515e-08,2.174377566888097e-09,0.0
1949,3.8286331438541765e-08,0.0,0.0
1950,4.4668517773516214e-08,0.0,1.0635361480382244e-09
1951,4.904244754744269e-08,1.0661401761424827e-09,0.0
1952,3.47978517112324e-08,0.0,0.0
1953,3.23214819353268e-08,1.0773827385790469e-09,2.1547654771580937e-09
1954,3.713563812013376e-08,0.0,1.9545072227344917e-09
1955,6.757637383003612e-08,0.0,0.0
1956,2.180285396669035e-08,0.0,0.0
1957,3.5340151804952313e-08,8.835037701437898e-10,8.835037701437898e-10
1958,3.722509589465517e-08,0.0,0.0
1959,3.797866376942238e-08,1.5501495642666896e-09,0.0
1960,4.221708316265449e-08,0.0,0.0
1961,3.68252436322436e-08,0.0,0.0
1962,3.170978235544908e-08,0.0,0.0
1963,3.5563294309426396e-08,0.0,0.0
1964,3.102823864509219e-08,0.0,1.825190498738749e-09
1965,4.4870754223325093e-08,0.0,0.0
1966,3.988133656651627e-08,1.6617224263271169e-09,1.1078149508847446e-09
1967,3.3526281306706096e-08,0.0,4.930335584241163e-10
1968,3.278733573530701e-08,1.7965663401398047e-09,4.4914158503495116e-10
1969,4.587175372883223e-08,1.3625273131978588e-09,9.083515606356229e-10
1970,2.5292986927105687e-08,1.3796175035718505e-09,4.5987250119061684e-10
1971,2.6719667367558486e-08,2.5691987426412766e-09,1.541519245584766e-09
1972,3.5398014741616635e-08,0.0,1.0260293725750103e-09
1973,2.7566019800140396e-08,1.6539611347177186e-09,1.102640756478479e-09
1974,3.3753430717098354e-08,5.625571675160757e-10,1.1251143350321513e-09
1975,4.512069295969923e-08,5.711480177694739e-10,0.0
1976,3.485251509616205e-08,1.7140580621521906e-09,0.0
1977,3.937443748824876e-08,1.1753563677885381e-09,5.876781838942691e-10
1978,4.39603775603814e-08,5.940591352171509e-10,5.940591352171509e-10
1979,2.5163485517509798e-08,0.0,0.0
1980,3.752199440043569e-08,5.685150683554241e-10,0.0
1981,3.6055631813525224e-08,0.0,0.0
1982,3.476201193564066e-08,0.0,6.207502289967692e-10
1983,2.5892796351456582e-08,6.315316047889041e-10,1.2630632095778083e-09
1984,3.3054348591576854e-08,0.0,0.0
1985,3.9702684251352593e-08,6.015558051686298e-10,0.0
1986,3.1770773567529886e-08,0.0,0.0
1987,2.3221103706561053e-08,0.0,6.110816852533674e-10
1988,2.8783458949632745e-08,0.0,0.0
1989,2.9635858989074393e-08,0.0,0.0
1990,4.304434364499343e-08,5.44865097484859e-10,1.089730194969718e-09
1991,2.5204299980430278e-08,0.0,0.0
1992,3.250867131043833e-08,1.1019888335184191e-09,1.6529832502776287e-09
1993,2.7696037907531945e-08,5.539207426075166e-10,5.539207426075166e-10
1994,3.6396993641218955e-08,0.0,0.0
1995,4.012613680215438e-08,0.0,0.0
1996,3.3096171137003694e-08,0.0,5.338092190498855e-10
1997,3.6441199391390455e-08,0.0,9.58978896292706e-10
1998,3.337690479554567e-08,0.0,4.768129224785866e-10
1999,3.7475647918228105e-08,9.140402323914998e-10,9.140402323914998e-10
2000,2.6066385938605663e-08,0.0,0.0
2001,2.2782301822843465e-08,0.0,4.3812117822561447e-10
2002,2.0153619662011124e-08,0.0,1.314366449012283e-09
2003,3.7502304817138565e-08,0.0,8.333845835650777e-10
2004,2.0262039379659313e-08,0.0,2.2023955992267474e-09
2005,3.017512173464354e-08,0.0,4.5037495954858286e-10
2006,3.417848759568187e-08,4.1178899179428186e-10,4.1178899179428186e-10
2007,3.1156940138998834e-08,3.994479469415779e-10,2.79613560083547e-09
2008,2.980207702840687e-08,0.0,8.514879357157668e-10
2009,2.002640919762655e-08,0.0,0.0
2010,2.503610230242259e-08,1.4171379625338432e-09,1.4171379625338432e-09
2011,3.250376101604502e-08,0.0,3.0591775224131368e-09
2012,2.4851045443696762e-08,0.0,1.0212758139171996e-09
2013,3.068037623954467e-08,0.0,1.3945624655065103e-09
2014,3.118240976540676e-08,0.0,8.661780875884872e-10
2015,3.701680828527287e-08,0.0,2.216575423208411e-09
2016,3.64555834408975e-08,1.2428039986023265e-09,1.0356699942093428e-09
2017,3.043889629239516e-08,0.0,1.2578056929335446e-09
2018,2.5556520899527868e-08,2.5814667070633845e-10,2.5814667070633845e-10
2019,3.061185349650941e-08,0.0,1.275493877184175e-09
