year,ton_DET arc_NOUN,ton_DET parc_NOUN
1955,3.0972504561077585e-08,6.569925492527773e-09
1956,2.7907653077363648e-08,7.849027428008526e-09
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,2.8952852393349104e-08,8.272243612328367e-09
1959,3.2553141071645086e-08,6.200598257066758e-09
1960,5.3982500247684584e-08,2.076250060767393e-09
1961,3.057190056665604e-08,6.25334317660986e-09
1962,3.0441391629665304e-08,1.0147130080628841e-08
1963,3.750310717531846e-08,7.1126584622049904e-09
1964,2.3727476761159494e-08,7.30076216148845e-09
1965,2.7907422150974526e-08,1.4774517165250245e-08
1966,5.040558037627818e-08,2.215629901769489e-09
1967,3.993571850990918e-08,2.465167847631733e-09
1968,3.9524460038187215e-08,4.491415683816058e-09
1969,2.952142652556944e-08,4.995933389206897e-09
1970,2.3453497643988186e-08,1.8394900047624674e-09
1971,3.2885744127852945e-08,9.249115584530898e-09
1972,3.33459553303328e-08,5.130146973897354e-09
1973,2.701469825616698e-08,4.410563081425067e-09
1974,2.0814615919739765e-08,9.000914735768362e-09
1975,2.3988215858139483e-08,6.282628195464213e-09
1976,2.9710338855792884e-08,3.4281160132820787e-09
1977,2.2331770932471073e-08,5.876781727920388e-09
1978,2.495048323503113e-08,5.346532216954358e-09
1979,2.6333880187578984e-08,2.925986564150662e-09
1980,1.9329512213062117e-08,1.7055452605774235e-09
1981,2.150686839730298e-08,6.3255494731073725e-09
1982,2.8554509756695268e-08,4.345251602977385e-09
1983,2.084054351314535e-08,3.78918940668882e-09
1984,2.203623239438457e-08,1.7397025486864948e-09
1985,2.4663787123735403e-08,3.007779025843149e-09
1986,2.4577391011249006e-08,2.997242676272549e-09
1987,2.566543033655222e-08,2.4443267410134695e-09
1988,1.4391729530327524e-08,7.195864348830128e-09
1989,2.57941739079115e-08,2.1952488715726304e-09
1990,3.378163487832708e-08,3.2691906959314565e-09
1991,2.9893472863751214e-08,4.103025585955322e-09
1992,2.369276075331328e-08,2.2039777225479895e-09
1993,3.046564184261413e-08,7.754890063438324e-09
1994,3.2177052078363744e-08,5.274926717646622e-09
1995,4.0126134415174874e-08,3.253470548525428e-09
1996,2.348760586023957e-08,3.2028553142993132e-09
1997,3.692068617500155e-08,2.8769365778558154e-09
1998,2.43174582692518e-08,2.86087753487152e-09
1999,3.7932668228712885e-08,3.6561609850771504e-09
2000,1.767212520764616e-08,4.418031385178267e-09
2001,2.8915997374312497e-08,3.943090742808408e-09
2002,4.205972459203622e-08,3.504977197366088e-09
2003,3.083523036906399e-08,5.41700001521761e-09
2004,2.422635247967264e-08,1.3214374039449694e-09
2005,2.6121748541996226e-08,4.954124332989807e-09
2006,2.923701880597207e-08,2.058944903460258e-09
2007,3.634976342148377e-08,5.192823504529542e-09
2008,2.767335727238418e-08,4.257439734089985e-09
2009,5.4357394807524884e-08,2.860915504498962e-09
2010,4.487603444403021e-08,1.1337103700270745e-08
2011,4.856444379974789e-08,8.41273803398046e-09
2012,5.991484774980904e-08,9.53190804064974e-09
2013,7.865332696255223e-08,1.0598675048711925e-08
2014,6.842806432594273e-08,6.712879987991194e-09
2015,8.844136134555924e-08,9.752931795503628e-09
2016,8.533921214137763e-08,7.871092222444531e-09
2017,1.791115229465845e-07,1.1068689659277098e-08
2018,7.615327124455007e-08,1.6521386703161056e-08
2019,8.698868558809636e-08,1.632632107284593e-08
