year,ton_DET arc_NOUN,ton_DET parc_NOUN
1800,8.489244152087849e-08,9.432493897065797e-09
1801,3.5717739876872656e-08,4.7623651688866175e-09
1802,7.384872446891677e-08,6.713520406265161e-09
1803,6.241085515057421e-08,2.5354410126965377e-08
1804,1.9033252840472414e-07,0.0
1805,6.538618890772341e-08,5.685755422035754e-09
1806,7.492339904047185e-08,8.645007376628655e-09
1807,3.131650672116848e-08,5.693910232196231e-09
1808,9.290903335568146e-08,0.0
1809,5.1957701252547395e-08,2.259030518203531e-09
1810,1.2870697219113936e-07,9.360507036149102e-09
1811,4.011322829455821e-08,0.0
1812,5.067695729721322e-08,0.0
1813,8.339650747757332e-08,4.3136125782439194e-08
1814,9.440030979135372e-09,0.0
1815,2.6972236000233352e-08,2.697223555614414e-09
1816,4.8669683394564345e-08,0.0
1817,7.784367150875937e-09,1.2454987263765815e-08
1818,5.0068943213688044e-08,1.1921177378582115e-09
1819,5.3825459644940565e-08,0.0
1820,6.05190555447166e-08,0.0
1821,4.339054981983281e-08,9.86148829262845e-10
1822,7.318699601910339e-08,3.0076847679083585e-09
1823,5.929612356680991e-09,5.929612356680991e-09
1824,1.0779024250950897e-07,2.4421226818560626e-08
1825,4.754939109119505e-08,3.522177216552791e-09
1826,2.7304752237000685e-08,9.688783109140786e-09
1827,3.779082058397165e-08,2.1199728195142598e-08
1828,6.879226077671774e-08,1.8344602503717056e-09
1829,2.3147575411996968e-08,5.143905745796928e-09
1830,8.140732177253085e-08,5.218417697960831e-09
1831,6.392394169552063e-08,4.677361609140007e-09
1832,6.764985016616265e-08,6.764984572527055e-09
1833,4.170106215894975e-08,5.791814139399776e-09
1834,4.947301235347368e-08,6.534171870242744e-09
1835,6.352993864311429e-08,6.050470346963266e-09
1836,8.8041823775864e-08,1.4785650370718884e-08
1837,4.87052354003481e-08,6.957891152126194e-09
1838,3.9135404694690124e-08,3.787297142565649e-09
1839,4.1948849838213675e-08,6.9914749545318955e-09
1840,5.477932130126817e-08,1.9109065441114126e-09
1841,5.5216717864681186e-08,3.2102742686390684e-09
1842,8.586579092195734e-08,6.037438549100216e-09
1843,6.261325868894829e-08,5.31621990873532e-09
1844,3.512679308537159e-08,8.232842074740176e-09
1845,3.069125442678455e-08,3.9061593959388574e-09
1846,3.9225158454669895e-08,2.9272506640865004e-09
1847,3.721324226546585e-08,0.0
1848,3.459445252484983e-08,4.02261068899179e-09
1849,1.675882921325922e-08,1.6758829879393033e-09
1850,4.0055075700706766e-08,3.394498016007219e-09
1851,2.7087642573420112e-08,3.8696632564949596e-09
1852,1.6276364034339963e-08,6.510545214055696e-09
1853,1.6124216184465467e-08,3.5831591027601917e-09
1854,3.948705140643938e-08,5.195664454227256e-10
1855,5.678422709820552e-08,1.0613874223963649e-09
1856,3.6240325740344304e-08,2.0708756931497874e-09
1857,5.174399575480493e-08,1.9526036343364694e-09
1858,4.6489920801917606e-08,6.8511465389775594e-09
1859,5.092173371856745e-08,2.036869339860914e-09
1860,7.689669279109523e-08,1.785101666484934e-08
1861,6.555189568935305e-08,9.431927461278633e-10
1862,5.737842562192341e-08,2.2589932147099034e-09
1863,3.0467186995508655e-08,0.0
1864,4.938569642121138e-08,9.589455896019672e-10
1865,3.2006542804996485e-08,2.3534221238463715e-09
1866,4.670988396071607e-08,9.731225825149181e-10
1867,6.745407787889235e-08,3.88224918879132e-09
1868,7.212216446284003e-08,2.4699371437009177e-09
1869,3.027781758646597e-08,3.4184634012390802e-09
1870,5.2753247992143315e-08,5.734048791339319e-09
1871,1.805600113868877e-08,3.18635318130589e-09
1872,5.5030788370658e-08,1.5118347462816928e-08
1873,1.496501056408306e-08,0.0
1874,2.9275584956245382e-08,3.584765484454522e-09
1875,3.490131444960909e-08,1.1443054281912168e-09
1876,4.957732269161852e-08,1.813804439976252e-09
1877,3.277952487223956e-08,6.184816103704804e-09
1878,2.2344627925718896e-08,3.6234530931267273e-09
1879,1.9549841634436405e-08,7.94212251520321e-09
1880,3.2089232604448625e-08,1.1552122813895949e-08
1881,2.7192779805673695e-08,4.183504653809678e-09
1882,2.2628309892525067e-08,6.655385131892899e-09
1883,2.401348808689363e-08,6.319338829996468e-09
1884,2.508644758592027e-08,6.601696966868076e-09
1885,1.9981470755769948e-08,3.2228177904158883e-09
1886,8.38950281467632e-09,4.5174246565693466e-09
1887,2.2851236569643163e-08,1.9586774424595887e-09
1888,2.1558090423923204e-08,4.4384300679212174e-09
1889,2.1927979154678923e-08,0.0
1890,1.5730528268864674e-08,1.3108772956016423e-09
1891,1.7210394887001712e-08,1.2748440081367107e-09
1892,2.9462007944403013e-08,3.761107425503951e-09
1893,2.278614097406262e-08,0.0
1894,1.7014155417882648e-08,5.041231432301174e-09
1895,1.5046536461227333e-08,6.018614495673091e-10
1896,1.8870493112554954e-08,5.3073260231073505e-09
1897,1.4566783779201842e-08,1.1653427112179315e-09
1898,2.8291774589739305e-08,7.921697076085366e-09
1899,1.8241008703512307e-08,2.7637891975018647e-09
1900,1.7130475704618675e-08,8.30568502863116e-09
1901,1.5648469298135126e-08,3.353243460679778e-09
1902,9.820567303808758e-09,2.455141867585553e-09
1903,3.51014310950859e-08,1.6200660812870638e-09
1904,2.1498500757388683e-08,2.6873125946735854e-09
1905,2.270733984177653e-08,5.160758931310738e-09
1906,1.4403716774857855e-08,5.144184633820714e-09
1907,1.2857108266928208e-08,6.685696440911215e-09
1908,1.5716445478375363e-08,5.40252820258047e-09
1909,2.9705311987981986e-08,2.200393367512987e-09
1910,9.0850561518252e-09,3.740905585303267e-09
1911,3.883873089804979e-08,1.2236860302827779e-08
1912,3.229841050167437e-08,5.209421227725386e-09
1913,1.6439267946921632e-08,4.242391882236518e-09
1914,1.7411533825839598e-08,1.0714789944188396e-08
1915,4.712304768617059e-09,0.0
1916,1.098746182925936e-08,2.197492410260793e-09
1917,1.973956464951243e-08,3.2899273305631027e-09
1918,2.067547821837934e-08,1.033773866510046e-08
1919,2.301962176431971e-08,9.207848428172127e-09
1920,2.6502810612782923e-08,9.843901693784574e-09
1921,2.196096771100997e-08,3.0290989716519334e-09
1922,3.541409121510242e-08,6.640141769764796e-09
1923,3.6094223165861195e-08,7.431163684401554e-09
1924,5.672314840055037e-08,1.289162443462999e-09
1925,3.739380427525418e-08,5.499088961968823e-09
1926,3.343841403768977e-08,2.229227691330493e-09
1927,3.7907363914513326e-08,6.689535148041159e-09
1928,4.227635264086871e-08,7.998228634953364e-09
1929,3.676334081603727e-08,0.0
1930,2.2057567772293396e-08,1.0503603542488804e-09
1931,2.8513391647777553e-08,2.2810713318222042e-09
1932,6.466126856174981e-08,0.0
1933,1.605892707701173e-08,6.882397318719313e-09
1934,1.7972370258689807e-08,5.990790086229936e-09
1935,4.4282652211791174e-08,3.590485242455088e-09
1936,1.9399543305098632e-08,1.2124714565686645e-09
1937,8.813782592653752e-09,1.1332006444320086e-08
1938,5.704694316932546e-08,2.2040865133021725e-08
1939,4.129393449403551e-08,7.647025235257843e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,5.9030051069441924e-08,0.0
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,2.322588166236983e-08,8.709705845433291e-09
1944,4.4984606262232774e-08,0.0
1945,4.574858536443571e-08,1.089252066321933e-08
1946,4.037120149291695e-08,4.1763312808029696e-09
1947,3.69547006329185e-08,2.3841741914054637e-09
1948,2.8266908813634473e-08,6.523132700664291e-09
1949,2.454252068240237e-08,1.9634016634739737e-09
1950,4.2541445033350556e-08,6.381216888229346e-09
1951,2.1322804077961166e-08,4.264560704569931e-09
1952,3.163441131270872e-08,3.1634410646574906e-09
1953,4.632745742583211e-08,5.386913581872932e-09
1954,2.6385848173049453e-08,5.863521668203475e-09
