year,mon_DET air_NOUN,mon_DET pair_NOUN
1862,1.7846046151959172e-07,9.035972858839614e-09
1863,1.8030581472316953e-07,1.4983863039219614e-09
1864,1.706923171695962e-07,3.3563094525845827e-09
1865,1.925099297750421e-07,9.413688495385486e-09
1866,1.552130566295773e-07,4.865612912574591e-10
1867,1.3684928390489404e-07,2.426405742994575e-09
1868,1.724016076565249e-07,4.93987406535723e-10
1869,2.0852626825274e-07,0.0
1870,1.6342038833272454e-07,0.0
1871,1.5188284052669587e-07,5.3105884134652115e-09
1872,2.3161310114261369e-07,3.628403577593531e-09
1873,1.5803051933716006e-07,4.190203295451056e-09
1874,1.6728906082619233e-07,1.1949218281515073e-09
1875,1.624913661402161e-07,5.721527140956084e-10
1876,2.569556318832156e-07,3.02300739996042e-09
1877,1.7131939955561393e-07,6.184815992682502e-10
1878,1.358794881056724e-07,6.039088673581716e-10
1879,1.3868168480257737e-07,6.10932526790009e-10
1880,1.854757591956968e-07,1.2835692508872398e-09
1881,1.3875289717191208e-07,4.183504653809678e-09
1882,1.6239140165907884e-07,6.655385131892899e-10
1883,1.6809441660825541e-07,0.0
1884,1.0760765789541438e-07,1.9805090900604227e-09
1885,1.1150949896787665e-07,5.80107206715752e-09
1886,1.1358096596580936e-07,0.0
1887,1.3776030716172727e-07,1.566941953967671e-08
1888,1.2871447729878582e-07,1.9021844099853524e-09
1889,1.1089292373256399e-07,0.0
1890,1.0749193646297783e-07,1.3108772956016423e-09
1891,1.332212002935762e-07,1.2748440081367107e-09
1892,1.2537025106951205e-07,5.014809900671935e-09
1893,1.4287526561851394e-07,5.542574843531156e-09
1894,1.1216739892461192e-07,6.301539290376468e-10
1895,1.0472389000426574e-07,0.0
1896,1.4624632260762382e-07,2.948514543632541e-09
1897,1.1478626049665763e-07,0.0
1898,9.902120945426418e-08,0.0
1899,9.452159055456377e-08,6.633094074004475e-09
1900,1.1627959217719308e-07,1.038210628578895e-09
1901,9.109644327764954e-08,0.0
1902,1.0016979423710382e-07,4.910283846193408e-10
1903,1.1988489134751035e-07,1.6200660812870638e-09
1904,1.0158041874319679e-07,0.0
1905,8.566860154601841e-08,1.0321518084666081e-09
1906,7.098974830199722e-08,2.0576738091193647e-09
1907,1.1777111375010918e-07,0.0
1908,1.1738220173640457e-07,9.822778146428846e-10
1909,1.1827114576590247e-07,5.500983557560346e-10
1910,1.3093168682587475e-07,0.0
1911,1.5961122468155509e-07,5.320374141248863e-10
1912,1.3023552636326485e-07,0.0
1913,1.5961999189073595e-07,1.060597942803554e-09
1914,1.4732836106645664e-07,6.696743715117748e-10
1915,8.482148650124088e-08,0.0
1916,1.1317085935047544e-07,0.0
1917,9.979446535801628e-08,0.0
1918,1.0108011139209339e-07,0.0
1919,1.519294960949935e-07,1.8415696745321952e-09
1920,1.1055458104536342e-07,2.2716695191604686e-09
1921,1.15105757814149e-07,0.0
1922,1.7190590106963555e-07,0.0
1923,1.7940952456996229e-07,1.0615948120573648e-09
1924,1.4438619144740983e-07,1.289162443462999e-09
1925,1.6827212601100427e-07,2.1996355847875293e-09
1926,1.6942130898200958e-07,1.1146138456652466e-09
1927,2.8876491597884524e-07,2.2298449753321847e-09
1928,1.7824623643747373e-07,2.2852082448565625e-09
1929,2.183519605125639e-07,0.0
1930,1.7541018415556664e-07,1.0503603542488804e-09
1931,1.1633463614657558e-07,1.1405356659111021e-09
1932,1.632970887399665e-07,1.0959536611565568e-09
1933,1.3879500571079006e-07,0.0
1934,1.317973783443449e-07,0.0
1935,1.6875280284267546e-07,0.0
1936,1.3822174960154143e-07,0.0
1937,1.208747373304675e-07,2.5182236296217297e-09
1938,1.1539040922770027e-07,0.0
1939,7.799965739963e-08,0.0
1940,8.621661695684679e-08,0.0
1941,8.854507971278736e-08,1.1806010391524069e-08
1942,1.608132293995368e-07,0.0
1943,1.5677470432962082e-07,0.0
1944,1.4780655810398002e-07,1.6065930807940276e-08
1945,1.6338780639557626e-07,4.357008087652048e-09
1946,2.631088840132634e-07,0.0
1947,1.955022828070696e-07,8.344609447874518e-09
1948,1.5220642346491786e-07,1.0871887834440486e-09
1949,1.688525461673862e-07,9.817008317369869e-10
1950,1.4889505894899457e-07,0.0
1951,1.460612031323194e-07,2.1322803522849654e-09
1952,1.697713489789976e-07,2.1089607837865287e-09
1953,1.572978778341394e-07,0.0
1954,1.6417860493334047e-07,9.772536113672459e-10
1955,1.7738798696598224e-07,0.0
1956,1.8052763017806228e-07,0.0
1957,1.378265830354053e-07,0.0
1958,1.795076887134428e-07,1.6544486891589827e-09
1959,2.0772004205582562e-07,7.750747821333448e-10
1960,2.3115583580590737e-07,2.7683333403416555e-09
1961,1.9107437410070816e-07,6.948159270159238e-10
1962,2.2006589173173552e-07,1.9025869768540815e-09
1963,1.4483959898115017e-07,6.466053248388448e-10
1964,1.6791752344147426e-07,2.4335873316516654e-09
1965,1.8276624391688756e-07,2.188817349590977e-09
1966,1.7558866360900538e-07,1.1078149508847446e-09
1967,2.164417356453896e-07,9.860671168482327e-10
1968,1.8998688666727048e-07,8.982831700699023e-10
1969,1.5260306707176596e-07,9.083515606356229e-10
1970,1.6003562830491092e-07,2.2993624781975086e-09
1971,1.4849968632546506e-07,1.541519245584766e-09
1972,1.8571131477074232e-07,1.5390440033513642e-09
1973,1.290089750582979e-07,2.7566018356850464e-09
1974,1.3613883975693852e-07,1.1251143350321513e-09
1975,1.2850830444222083e-07,0.0
1976,1.2112676817110923e-07,0.0
1977,1.2928920334331906e-07,2.938390863960194e-09
1978,1.5564349808983025e-07,2.3762365408686037e-09
1979,1.6619604004119992e-07,5.851973350345929e-10
1980,1.4610836895911916e-07,5.685150683554241e-10
1981,1.5244573692285712e-07,3.1627747087981106e-09
1982,1.3159904366233377e-07,0.0
1983,1.4272613579890958e-07,1.2630632095778083e-09
1984,1.6121243628930415e-07,2.3196033982486597e-09
1985,1.2091271806013992e-07,1.8046674155058895e-09
1986,1.7324062717705146e-07,0.0
1987,1.6132557068004871e-07,4.277571630240118e-09
1988,1.4631591138680733e-07,0.0
1989,1.8934021817074154e-07,2.1952488715726304e-09
1990,1.4602385300932497e-07,2.724325431913144e-09
1991,1.4712277085493497e-07,2.9307325455363298e-09
1992,1.5813539100406615e-07,0.0
1993,1.5066644820649344e-07,1.1078414852150331e-09
1994,1.5033540812225965e-07,1.0549853213248639e-09
1995,1.4694841876661258e-07,2.7112254663563817e-09
1996,1.6868371321976383e-07,1.067618438099771e-09
1997,1.6014947945564018e-07,1.438468344439059e-09
1998,1.6259320112510522e-07,0.0
1999,1.5721492374609625e-07,2.285100553223174e-09
2000,1.5772373096467618e-07,8.836062992401139e-10
2001,1.8795399192583773e-07,8.762423564512289e-10
2002,1.914593834584366e-07,2.6287327870022636e-09
2003,1.875115316352094e-07,8.333845835650777e-10
2004,2.2552531930841724e-07,3.523833003171717e-09
2005,1.639364910488439e-07,1.8014998381943315e-09
2006,2.3430793127943161e-07,4.1178899179428186e-10
2007,2.1050906262587432e-07,1.5977917877663117e-09
2008,2.7375337552371093e-07,2.1287198670449925e-09
2009,2.9372066379096395e-07,1.430457752249481e-09
2010,4.3364418722546816e-07,2.3618964561933353e-09
2011,4.5925904501586956e-07,0.0
2012,6.243399468530697e-07,3.063827413996023e-09
2013,6.417776852174484e-07,3.3469500504423877e-09
2014,7.503267838160355e-07,2.3819897165822113e-09
2015,7.671567487932407e-07,3.768178213903184e-09
2016,8.167293721328406e-07,2.4856081637381067e-09
2017,9.737931421227586e-07,2.5156112748447867e-09
2018,1.1670810451391844e-06,2.8396134332808742e-09
2019,1.0614659586849484e-06,3.06118530524202e-09
