year,en_ADP if_NOUN,en_ADP pif_NOUN
1800,2.515331631869344e-08,0.0
1801,3.571773965482805e-08,0.0
1802,2.0140561218795483e-08,0.0
1803,2.145373123596528e-08,0.0
1804,4.202146519638461e-08,0.0
1805,1.421438833304478e-08,0.0
1806,4.610670512050774e-08,0.0
1807,5.693910232196231e-09,0.0
1808,3.852325747288887e-08,0.0
1809,4.743964043818494e-08,0.0
1810,4.446240842170823e-08,2.3401267590372754e-09
1811,2.0056613703189896e-08,2.5070767684098882e-09
1812,2.6672081876455422e-08,2.6672082320544632e-09
1813,2.8757417114277928e-08,0.0
1814,9.440030979135372e-09,0.0
1815,8.091670666843243e-09,0.0
1816,6.952811659743929e-09,0.0
1817,1.8682480895648723e-08,1.556873407970727e-09
1818,2.0266001987678806e-08,1.1921177378582115e-09
1819,4.243930529224116e-08,0.0
1820,2.7292906601417144e-08,0.0
1821,4.437669687273882e-08,0.0
1822,3.107940926838637e-08,0.0
1823,6.917880712720148e-09,9.882686891060644e-10
1824,5.55793455703224e-08,8.421112696055388e-10
1825,1.6730341112491942e-08,0.0
1826,1.8496767340003828e-08,0.0
1827,1.4747637222534138e-08,9.217273055917019e-10
1828,5.503380751115117e-09,0.0
1829,1.5431716904323878e-08,0.0
1830,2.609208915593797e-08,0.0
1831,1.4032085493553836e-08,0.0
1832,1.2176972319366541e-08,0.0
1833,1.274199168399548e-08,0.0
1834,1.3068343074351674e-08,0.0
1835,1.8907719834260206e-08,2.2689263801112247e-09
1836,1.8146025571041946e-08,6.720750067579218e-10
1837,1.739472799133779e-08,0.0
1838,8.2058102535143e-09,1.2624323808552163e-09
1839,2.5868458264355354e-08,1.3982950353153e-09
1840,2.8026629461663788e-08,0.0
1841,1.6051371787284552e-08,0.0
1842,1.542900962547833e-08,1.341653010911159e-09
1843,8.269675499938955e-09,5.906911071384968e-10
1844,2.4698526168709378e-08,5.488561272137815e-10
1845,1.7298706467272496e-08,0.0
1846,1.2294453011207906e-08,0.0
1847,1.0247124926365814e-08,0.0
1848,2.1722098120235955e-08,8.045221711050488e-10
1849,9.217356433666168e-09,0.0
1850,2.5798184921654865e-08,0.0
1851,1.4188765273814852e-08,0.0
1852,9.114763610540422e-09,0.0
1853,1.134667049207394e-08,5.971931837933653e-10
1854,1.091089552041069e-08,5.195664454227256e-10
1855,1.9104973603134567e-08,5.306937111981824e-10
1856,6.730346002736809e-09,5.177189232874468e-10
1857,1.0251169246799918e-08,0.0
1858,4.697928934760398e-08,4.893676019968041e-10
1859,3.411756166471491e-08,5.092173349652285e-10
1860,3.9363782455836827e-08,9.154367819341758e-10
1861,2.6880992542999138e-08,4.715963730639317e-10
1862,1.807194544012347e-08,4.517986262886353e-10
1863,8.990317656998315e-09,4.994620828036034e-10
1864,2.589153114129772e-08,0.0
1865,1.647395531101381e-08,4.706844358715045e-10
1866,1.9949012330933158e-08,0.0
1867,5.338092634588065e-08,9.7056229719783e-10
1868,2.76632952100897e-08,0.0
1869,3.711474616530097e-08,4.883519144627257e-10
1870,1.2614906896857292e-08,5.734048791339319e-10
1871,2.7615061348740255e-08,0.0
1872,1.148994444033491e-08,0.0
1873,1.1972008495675368e-08,0.0
1874,2.0911132381229436e-08,0.0
1875,2.0597497818464205e-08,5.721527140956084e-10
1876,1.3905834039817933e-08,0.0
1877,2.5976226614154996e-08,6.184815992682502e-10
1878,3.0799351957710996e-08,0.0
1879,2.1382638437650314e-08,6.10932526790009e-10
1880,1.2193908105473383e-08,0.0
1881,1.673401861523871e-08,2.789003084036068e-09
1882,3.860123443111263e-08,0.0
1883,1.1374809816278031e-08,1.2638677882037541e-09
1884,1.7824581810543805e-08,0.0
1885,1.8692343839443737e-08,1.2891271383708158e-09
1886,2.581385483146903e-08,6.453463874400711e-10
1887,1.4363634059932906e-08,6.528924623161458e-10
1888,7.60873763994141e-09,6.340614699951175e-10
1889,1.3156786771162388e-08,6.265136742733546e-10
1890,1.1797895327347874e-08,6.554386478008212e-10
1891,7.649063937797962e-09,0.0
1892,1.817868566789116e-08,0.0
1893,1.5396041219695178e-08,0.0
1894,5.671385361338821e-09,0.0
1895,9.629782971032341e-09,6.018614495673091e-10
1896,9.435246528521901e-09,5.89702897624278e-10
1897,1.514945524583311e-08,1.1653427112179315e-09
1898,9.053367944211743e-09,0.0
1899,1.2160672469008205e-08,2.2110313580014918e-09
1900,2.0245107701377663e-08,0.0
1901,1.9001712259214543e-08,0.0
1902,1.915010772179926e-08,0.0
1903,1.9440792975444765e-08,5.400220270956879e-10
1904,2.418581424024069e-08,5.374625189347171e-10
1905,1.754658041086543e-08,1.0321518084666081e-09
1906,1.800464527468293e-08,5.144184522798412e-10
1907,1.3885676719560536e-08,0.0
1908,2.3083527977973972e-08,4.911389073214423e-10
1909,1.4852655716435237e-08,0.0
1910,1.81701123036504e-08,0.0
1911,2.0217421625723375e-08,1.0640748282497725e-09
1912,2.0316742732617854e-08,5.209421227725386e-10
1913,1.643926833549969e-08,0.0
1914,4.085013599608445e-08,6.696743715117748e-10
1915,1.1780761921542648e-08,0.0
1916,1.5382446649780945e-08,0.0
1917,1.5352993987249874e-08,2.1932848870420685e-09
1918,2.067547733020092e-08,1.1486376294556067e-09
1919,1.749491168601125e-08,2.762354567309444e-09
1920,2.2716695191604686e-08,1.514446346106979e-09
1921,2.0446418114161702e-08,0.0
1922,2.8773948279603445e-08,0.0
1923,4.0340603746358283e-08,0.0
1924,2.3204923760289375e-08,1.289162443462999e-09
1925,2.8595262380193276e-08,1.0998177923937646e-09
1926,1.783382175268855e-08,1.1146138456652466e-09
1927,2.3413371574854125e-08,0.0
1928,3.427812289569232e-08,1.1426041224282812e-09
1929,2.7851015937940815e-08,1.1140406375176326e-09
1930,2.730936865535938e-08,0.0
1931,4.1059284860978096e-08,3.4216069977333063e-09
1932,2.8494796078248896e-08,1.0959536611565568e-09
1933,2.8676655494663805e-08,1.1470662197865522e-09
1934,3.474658250013363e-08,0.0
1935,4.0692166081157666e-08,1.196828414151696e-09
1936,2.7886843501079284e-08,0.0
1937,3.399601811171493e-08,0.0
1938,3.630260092535309e-08,1.2965214457594243e-09
1939,3.364691103513451e-08,0.0
1940,2.7893612308815818e-08,0.0
1941,2.066051818516712e-08,0.0
1942,2.4273693721710288e-08,0.0
1943,8.709705845433291e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.668921956188285e-08,0.0
1948,1.5220643190261285e-08,1.0871887834440486e-09
1949,1.4725512142987895e-08,0.0
1950,1.2762433554414088e-08,2.1270722960764488e-09
1951,1.4925962910083967e-08,0.0
1952,1.7926166662185494e-08,2.1089607837865287e-09
1953,2.4779803875496498e-08,1.0773827385790469e-09
1954,3.322662323057557e-08,0.0
1955,1.595553289490681e-08,0.0
1956,1.0465369681966763e-08,0.0
1957,2.1204091038562467e-08,8.835037701437898e-10
1958,7.445018934681968e-09,0.0
1959,2.4802392584177824e-08,7.750747821333448e-10
1960,1.453375042537175e-08,0.0
1961,1.2506686519753174e-08,0.0
1962,1.775747765497826e-08,0.0
1963,2.3924396908014955e-08,0.0
1964,3.6503810196819586e-08,6.083968329129164e-10
1965,2.3529787285259118e-08,0.0
1966,2.2156298351561077e-08,5.539074754423723e-10
1967,2.5637745204587503e-08,1.4791006197611978e-09
1968,1.661823822995956e-08,4.4914158503495116e-10
1969,1.1354394202633955e-08,4.5417578031781147e-10
1970,3.541018289698883e-08,0.0
1971,4.264869857273368e-08,0.0
1972,5.6431614214869086e-08,0.0
1973,1.212904832126327e-08,0.0
1974,1.1813700628859891e-08,0.0
