year,un_DET are_NOUN,un_DET part_NOUN
1907,8.948547225440251e-08,7.045695582519329e-08
1908,9.478980600441389e-08,7.121514244978755e-08
1909,1.2102164137495208e-07,5.776032724336133e-08
1910,1.1810572808634845e-07,5.023501781220574e-08
1911,1.3354139472010473e-07,7.288912817760007e-08
1912,1.224213976858124e-07,5.1052326865974607e-08
1913,1.4477161336401423e-07,7.265095991471071e-08
1914,1.151839890134454e-07,5.625264837272326e-08
1915,9.778032228346945e-08,6.243804029359978e-08
1916,1.109733647197686e-07,5.823354798373259e-08
1917,1.0966424524028184e-07,5.483212395240855e-08
1918,1.7344428826504554e-07,5.398596947259193e-08
1919,1.390385036548203e-07,7.918749311830453e-08
1920,1.4462962916184097e-07,7.572231996988421e-08
1921,1.0223209084836427e-07,6.2853807103469e-08
1922,1.2690049722152708e-07,5.385892865028552e-08
1923,1.1040586356259041e-07,7.431163595583712e-08
1924,1.2118126879734348e-07,1.1344629402554318e-07
1925,9.348451457391604e-08,5.49908882874206e-08
1926,9.697140512798796e-08,8.805449103199692e-08
1927,9.69982593135299e-08,7.581472794004895e-08
1928,1.4625332145357106e-07,7.426926629250374e-08
1929,8.021092501309113e-08,7.241263833002165e-08
1930,1.3654684727359978e-07,8.40288265635536e-08
1931,1.1405356659111021e-07,1.1975625113791466e-07
1932,1.0630750701956515e-07,6.904507898752854e-08
1933,8.029463227643419e-08,5.964744076436546e-08
1934,8.626737901806791e-08,8.746553348260022e-08
1935,1.089113839114475e-07,6.941604624444153e-08
1936,1.4185915464537402e-07,7.39607570743317e-08
1937,1.0324717014675855e-07,1.0450627740965501e-07
1938,1.335417136871797e-07,8.038432619539293e-08
1939,9.482311291719725e-08,6.72938256229827e-08
1940,1.217175815693139e-07,6.593035806190528e-08
1941,2.1841119535181974e-07,5.31270463177691e-08
1942,3.4590012876201115e-07,1.0012898843392293e-07
1943,2.4096852158095317e-07,9.870999662098257e-08
1944,1.6065930807940276e-07,6.105053707017305e-08
1945,1.1546071476686848e-07,9.585417615198821e-08
1946,1.2946627681031941e-07,1.0162406116620559e-07
1947,8.344609869759267e-08,8.940653373201712e-08
1948,1.1632919849624557e-07,9.675979995016348e-08
1949,8.344457014253237e-08,1.099504921553418e-07
1950,1.6059396301670859e-07,8.61464244383825e-08
1951,1.1194472115949594e-07,9.701875569589902e-08
1952,1.2970109430909815e-07,8.857635580561407e-08
1953,1.3144069577197826e-07,1.088156551531938e-07
1954,1.1042966008290023e-07,8.306655585599287e-08
1955,9.76103229355374e-08,1.2482858391393847e-07
1956,1.2558444195676088e-07,1.0029312957904324e-07
1957,1.4401111131379096e-07,9.188439098473111e-08
1958,8.520411026724517e-08,9.513080040379762e-08
1959,9.533419831342371e-08,9.068375017573516e-08
1960,9.82758352474633e-08,7.751333686023543e-08
1961,8.685198760183255e-08,6.948159342323734e-08
1962,6.659053974900075e-08,7.039571486844309e-08
1963,1.1315593217986475e-07,7.759263964679519e-08
1964,6.449006278996805e-08,1.0281906298592602e-07
1965,6.073968217279457e-08,8.80998953789458e-08
1966,4.3758689449724386e-08,1.0524241778053778e-07
1967,4.6345153603688516e-08,1.129046852677007e-07
1968,4.715986617886969e-08,8.6684324968056e-08
1969,3.9059117246109665e-08,8.947262941649825e-08
1970,4.2308268943802574e-08,9.9792333729809e-08
1971,3.596878195288866e-08,1.1304474278883703e-07
1972,4.719735197111774e-08,9.182962645848392e-08
1973,5.182411616511118e-08,1.0364822766728565e-07
1974,3.825388633638127e-08,1.0069773115350955e-07
1975,3.655347269315712e-08,8.852793920155477e-08
1976,4.228009747864192e-08,9.31304898199592e-08
1977,3.702372453062708e-08,8.815172525267201e-08
1978,3.742572596276972e-08,7.66336296642578e-08
1979,5.617894283105329e-08,9.948355039757217e-08
1980,3.4679418559058206e-08,7.959211023589319e-08
1981,3.668818771007665e-08,9.551579854827352e-08
1982,3.9728013434547904e-08,9.68370353904291e-08
1983,5.052252782800082e-08,1.0293965513330505e-07
1984,2.145633087868859e-08,9.684344459692795e-08
1985,3.609334697785016e-08,8.602248025013637e-08
1986,3.237022216939778e-08,7.493107123668352e-08
1987,5.377518663696179e-08,8.738468437741176e-08
1988,3.418035615654347e-08,8.934865242116174e-08
1989,3.786804469996241e-08,8.122420647183048e-08
1990,3.650596192006361e-08,8.44540903877089e-08
1991,2.9893472863751214e-08,1.0316179110958501e-07
1992,2.1488782309120324e-08,1.013829700191593e-07
1993,1.550978068198816e-08,6.702440968897605e-08
1994,2.8484603120659813e-08,7.912390009856551e-08
1995,2.1689803453295298e-08,9.055492744547422e-08
1996,3.20285518107255e-08,8.807851781256204e-08
1997,2.0138555933968405e-08,7.480035735252244e-08
1998,2.8131962537258914e-08,9.345532958615621e-08
1999,1.8280805091919206e-08,9.048998372840344e-08
2000,1.8113928690333125e-08,9.45458745738037e-08
2001,3.02303612975674e-08,7.404247892583982e-08
2002,2.0153618940366158e-08,8.762442893495148e-08
2003,1.541761440737588e-08,8.042161403487569e-08
2004,1.673820673731008e-08,1.1452457507332703e-07
2005,2.2969122936977726e-08,7.926599299157289e-08
2006,1.3177248070483927e-08,8.112242999569474e-08
2007,1.5977917655618512e-08,8.468296588959312e-08
2008,1.7455502904217823e-08,8.727751293902131e-08
2009,1.4781396995289242e-08,9.202611606085043e-08
2010,1.0392344762522043e-08,7.605306895364095e-08
2011,1.4148696353410983e-08,5.6594786412844655e-08
2012,1.0212758527750054e-08,4.799996261573014e-08
2013,1.5898012406534434e-08,5.9408361785528996e-08
2014,1.1043770259400176e-08,5.1104506987309506e-08
2015,1.2634479462647619e-08,4.809968730257186e-08
2016,1.470651400659051e-08,3.956259497783776e-08
2017,1.1823373391450787e-08,4.2513830011969844e-08
2018,8.260693684647435e-09,4.8789720041853e-08
2019,1.122434656330995e-08,4.591777813534037e-08
