year,son_DET auto_NOUN,son_DET poteau_NOUN
1960,3.785695774638498e-07,2.4914999841030294e-08
1961,3.0432936437563285e-07,1.876002997391879e-08
1962,3.3041594127425356e-07,1.6489087428794846e-08
1963,3.258890792778857e-07,2.3924397463126468e-08
1964,3.0054802868662023e-07,1.6426714211092985e-08
1965,2.9330152262474485e-07,1.6963333848707407e-08
1966,2.752920011950266e-07,1.2185964237687585e-08
1967,3.2441609487676715e-07,1.5284040200125304e-08
1968,3.417967557872714e-07,1.7067379842750086e-08
1969,3.1065624739312625e-07,2.2708789515490935e-08
1970,3.587005457106329e-07,1.1956685419534097e-08
1971,3.0265160111397904e-07,8.221436087474387e-09
1972,3.539801354257577e-07,1.539044047760285e-08
1973,3.51742396986765e-07,1.1026407342740185e-08
1974,4.3935714888476696e-07,1.2376257352286757e-08
1975,4.5406267901171304e-07,9.138368284311582e-09
1976,3.616662533900694e-07,1.7711933253394818e-08
1977,4.013841943262264e-07,2.056873604772136e-08
1978,3.8079189668138724e-07,1.6039596317796168e-08
1979,4.084677414084581e-07,8.777959692451986e-09
1980,4.6390829044895554e-07,1.819248218737357e-08
1981,5.180625235468028e-07,1.9609203150139365e-08
1982,5.499847182122153e-07,2.7933760637921523e-08
1983,6.624766486496014e-07,7.57837881337764e-09
1984,5.329288690347767e-07,7.538710988796993e-09
1985,4.3612795064262855e-07,2.045289804186723e-08
1986,5.029373308929053e-07,2.2779044428489215e-08
1987,5.37140778966716e-07,1.099947066762752e-08
1988,5.121056707579896e-07,1.439172936379407e-08
1989,5.317990670050676e-07,1.3720305780395847e-08
1990,5.655699828466254e-07,1.1442167213715493e-08
1991,5.339794926229047e-07,1.641210245484359e-08
1992,5.647692837840168e-07,1.928480486412809e-08
1993,4.990825983597347e-07,1.1078414630105726e-08
1994,5.359325694342942e-07,1.529728693716592e-08
1995,5.042879358541086e-07,1.4640617607142303e-08
1996,5.845210759858332e-07,1.7615704006601618e-08
1997,4.799689508061533e-07,1.4384683666435194e-08
1998,5.087594141528484e-07,1.3350761940422728e-08
1999,4.743868737833168e-07,1.416762351880152e-08
2000,5.641826277269502e-07,1.4137700898864125e-08
2001,5.673669383199353e-07,1.7524847351069184e-08
2002,5.546626615782202e-07,1.796300858059041e-08
2003,5.454502254309546e-07,1.3750845628823782e-08
2004,5.316583049363999e-07,2.995257997184808e-08
2005,4.823515915575172e-07,1.3511249230546696e-08
2006,5.546797590127994e-07,2.2236606112002733e-08
2007,4.877259165425585e-07,2.2369085084239515e-08
2008,4.93863017148044e-07,2.256442965808958e-08
2009,6.15573641837841e-07,2.86091541568112e-08
2010,5.030839655972841e-07,2.9759895880943077e-08
2011,4.4090395734386334e-07,3.976930784688193e-08
2012,5.286804718451776e-07,4.5616987132124365e-08
2013,5.11525517943312e-07,4.183687668524172e-08
2014,4.675196123571368e-07,4.092691341384125e-08
2015,5.701031930982481e-07,4.876465864445123e-08
2016,3.7159841070888433e-07,4.660515229293338e-08
2017,4.168367953027996e-07,3.39607535981834e-08
2018,4.5717774099784947e-07,4.362678568403666e-08
2019,3.86474657609881e-07,3.188734609693711e-08
