year,non_ADV heureux_ADJ,non_ADV peureux_ADJ
1997,1.438468344439059e-09,4.79489448146353e-10
1998,4.7681290027412615e-09,0.0
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,0.0
2001,1.3143635069212678e-09,0.0
2002,1.3143663935011318e-09,0.0
2003,2.083461403401543e-09,4.1669229178253886e-10
2004,2.2023955992267474e-09,0.0
2005,4.053374524914943e-09,1.3511248786457486e-09
2006,3.706100981659688e-09,1.2353669198716943e-09
2007,1.1983438685803094e-09,3.994479469415779e-10
2008,1.7029758714315335e-09,4.257439678578834e-10
2009,5.245011536203492e-09,1.430457752249481e-09
2010,4.2514138876015295e-09,9.447586046817946e-10
2011,2.2943831279320648e-09,0.0
2012,2.7234021704458655e-09,0.0
2013,2.7891249310130206e-09,5.578250084070646e-10
2014,3.897801192920269e-09,8.661780737106994e-10
2015,1.10828768384863e-09,0.0
2016,4.556948152156792e-09,1.6570720351438695e-09
2017,5.282783988036499e-09,2.515611330355938e-10
2018,3.614053500911041e-09,2.5814667070633845e-10
2019,1.7856913725466939e-09,5.1019755087367e-10
