year,aucun_DET allié_NOUN,aucun_DET palier_NOUN
1800,1.5720821977538435e-08,0.0
1801,5.9529565277216534e-08,0.0
1802,4.923248297927785e-08,0.0
1803,6.826187615160961e-08,0.0
1804,7.4155526164076946e-09,0.0
1805,6.538618890772341e-08,0.0
1806,4.3225035106786436e-08,0.0
1807,9.679647661187119e-08,0.0
1808,3.3991110370834576e-08,0.0
1809,7.228897658251299e-08,0.0
1810,3.510190182964834e-08,0.0
1811,1.0028307428910921e-07,0.0
1812,5.3344164641089264e-09,0.0
1813,2.300593315851529e-08,0.0
1814,8.181360300341112e-08,0.0
1815,1.6183341333686485e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,5.60474440192138e-08,0.0
1818,1.1325118265403944e-07,0.0
1819,9.00541365922436e-08,0.0
1820,3.322614716694261e-08,0.0
1821,3.648750634965836e-08,0.0
1822,2.8071724500478012e-08,0.0
1823,2.569498569471307e-08,0.0
1824,3.705289586264371e-08,0.0
1825,4.138558296062911e-08,0.0
1826,8.89606428522427e-08,3.5231937367541377e-09
1827,1.6591091167583727e-08,0.0
1828,5.77854990524429e-08,0.0
1829,5.486832677092934e-08,0.0
1830,7.201416707403041e-08,0.0
1831,7.639691013139327e-08,0.0
1832,3.5177920132412055e-08,0.0
1833,4.2859426230279496e-08,0.0
1834,4.2005389389032644e-08,0.0
1835,3.100866052818674e-08,0.0
1836,5.779845224651581e-08,0.0
1837,4.592208013853849e-08,0.0
1838,5.807189040751837e-08,6.312161904276081e-10
1839,1.0906700964596894e-07,0.0
1840,8.089504888175725e-08,0.0
1841,3.531301651094054e-08,0.0
1842,6.976595612329106e-08,0.0
1843,4.252975926988256e-08,0.0
1844,1.97588213013411e-08,0.0
1845,1.8414752223083752e-08,0.0
1846,2.6930706553685013e-08,0.0
1847,4.853901280910122e-08,0.0
1848,2.654923214606697e-08,0.0
1849,1.005529792763582e-08,0.0
1850,3.394498104825061e-08,0.0
1851,1.9348316726564008e-08,0.0
1852,2.213585426069642e-08,0.0
1853,2.508211416341055e-08,0.0
1854,1.506742641765868e-08,0.0
1855,2.5473298137512757e-08,0.0
1856,4.2970672353703776e-08,0.0
1857,2.3431244500216053e-08,2.4407544874094356e-09
1858,1.761723389392955e-08,0.0
1859,3.3099126106606036e-08,4.582956236731661e-09
1860,2.746310379109218e-08,0.0
1861,3.39549397487815e-08,0.0
1862,3.3884898442693157e-08,4.517986262886353e-10
1863,3.196557440965364e-08,0.0
1864,1.2466292886870178e-08,0.0
1865,1.835669216632141e-08,1.0825742080555756e-08
1866,3.162648393173484e-08,4.865612912574591e-10
1867,2.4749338578544666e-08,0.0
1868,1.9265508299781686e-08,0.0
1869,1.953407746668745e-08,4.883519144627257e-10
1870,1.6055336615750093e-08,0.0
1871,4.248470730772169e-08,0.0
1872,3.930770375859538e-08,0.0
1873,1.9753814750611554e-08,0.0
1874,1.5533982988813477e-08,0.0
1875,2.1169650921137873e-08,0.0
1876,2.6602465563740907e-08,0.0
1877,2.4120781816350245e-08,0.0
1878,3.804625858805366e-08,1.8117265465633636e-09
1879,1.5273313169750224e-08,0.0
1880,1.9253539207397807e-08,4.492492600149944e-09
1881,1.4642266066289267e-08,0.0
1882,1.5972924316542958e-08,0.0
1883,2.0221884611260066e-08,5.0554711528150165e-09
1884,2.6406787867472303e-08,0.0
1885,1.2246707647989297e-08,0.0
1886,1.613365974151293e-08,0.0
1887,2.7421483361766974e-08,1.9586774424595887e-09
1888,2.9166827175686194e-08,1.268122939990235e-09
1889,1.0024218788373673e-08,0.0
1890,2.0318598359381213e-08,6.554386478008212e-10
1891,7.649063604731055e-09,3.1871101313640793e-09
1892,2.3193495124473884e-08,2.5074049503359674e-09
1893,2.2170299374124625e-08,6.158416554491453e-10
1894,2.3945849747519787e-08,3.780923574225881e-09
1895,6.018614495673091e-09,2.4074457982692365e-09
1896,2.94851449922362e-08,5.897029087265082e-09
1897,2.0976168357833558e-08,0.0
1898,5.6583548957434e-10,1.6975064687230201e-09
1899,5.527578395003729e-09,0.0
1900,8.30568502863116e-09,5.191053142894475e-10
1901,3.912117296778206e-09,0.0
1902,7.856454153909453e-09,6.874397495693074e-09
1903,9.180374460626695e-09,5.400220270956879e-10
1904,1.7736263124845664e-08,2.1498500757388683e-09
1905,5.676835002077496e-09,0.0
1906,6.6874399351490865e-09,0.0
1907,1.131425531042396e-08,0.0
1908,2.062783477363439e-08,4.911389073214423e-10
1909,1.1552065082298668e-08,3.85068837926994e-09
1910,1.496362200814616e-08,0.0
1911,1.3832972878269345e-08,1.0640748282497725e-09
1912,2.0837685354990754e-08,1.5628263128064646e-09
1913,2.333315407554437e-08,0.0
1914,1.1384464038144415e-08,6.696743715117748e-10
1915,2.0027295377644805e-08,2.3561523843085297e-09
1916,2.9666147982609914e-08,3.2962386153911893e-09
1917,1.64496359866817e-08,1.0966424213165737e-08
1918,4.020231614276781e-08,0.0
1919,1.3811772447969162e-08,3.6831393490643904e-09
1920,3.407504323149624e-08,7.572231730534895e-09
1921,3.0290991048786964e-08,3.0290989716519334e-09
1922,2.8773949223293016e-08,1.1066902949607993e-08
1923,5.307974060286824e-09,6.369568872344189e-09
1924,7.734974438733389e-09,2.836157397823058e-08
1925,4.399271169575059e-09,1.2097995494286806e-08
1926,1.1146138789719373e-08,7.802296586589819e-09
1927,1.3379069518926201e-08,1.0034302277972529e-08
1928,1.599645738092903e-08,1.3711249025050165e-08
1929,6.684243825105796e-09,1.1140406375176326e-09
1930,1.3654684716257748e-08,2.100720708497761e-09
1931,6.843213995466613e-09,1.1405356659111021e-08
1932,2.0823119339929974e-08,3.287861094491973e-09
1933,2.523545639121494e-08,2.4088391503696016e-08
1934,8.38710612072191e-09,1.3179738189705859e-08
1935,1.9149255514605557e-08,1.0771455727365264e-08
1936,4.849885826274658e-09,1.576212937948185e-08
1937,3.777335333410292e-09,3.399601933296026e-08
1938,9.075650453382877e-09,5.315738027533712e-08
1939,9.176430282309411e-09,1.070583532936098e-08
1940,4.057252667166722e-08,1.5214697057785997e-08
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,1.517105863158008e-08,1.8205270180260413e-08
1943,2.0322646676618206e-08,2.9032352077962287e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,2.3963545370264683e-08,5.446260242791823e-08
1946,9.744772988540262e-09,1.3921104269343232e-08
1947,1.9073394197377525e-08,1.0728783639279982e-08
1948,7.610321262063735e-09,1.6307831529616124e-08
1949,2.6505922789965553e-08,2.748762362170254e-08
1950,1.70165788127008e-08,1.4889506516624351e-08
1951,1.4925962688039363e-08,1.9190523947720806e-08
1952,6.326882462381889e-09,1.4762725264461096e-08
1953,1.185120990232491e-08,1.508335856215126e-08
1954,5.863521668203475e-09,2.14995790059902e-08
1955,9.385607846468247e-09,1.220129064449793e-08
1956,5.232684952005684e-09,1.6570169014684666e-08
1957,8.835037590415595e-09,1.8553579561597644e-08
1958,1.5717262158432277e-08,1.0753916868111446e-08
1959,1.4726420638488946e-08,1.240119618106661e-08
1960,1.4533750314349447e-08,5.536666736194462e-09
1961,1.4591134689379004e-08,1.3201502280235644e-08
1962,1.6489086818172183e-08,6.341956571009888e-09
1963,1.4871922138226523e-08,2.0044764847959584e-08
1964,2.0685492263528005e-08,1.2776333768727e-08
1965,1.2585699815659268e-08,6.01924787790864e-09
1966,1.0524241700338166e-08,8.308612242657887e-09
1967,1.873527466500491e-08,3.451234853457663e-09
1968,1.3923389080572335e-08,7.186265332803643e-09
1969,7.72098829315837e-09,1.4079449051074278e-08
1970,1.609553734738256e-08,6.898087712148282e-09
1971,1.4901352374252497e-08,1.0276794637498199e-08
1972,5.643161660184859e-09,5.130146862875051e-09
1973,7.167165139154719e-09,1.268036875501366e-08
1974,1.1813700406815286e-08,8.438357623763437e-09
1975,1.028066431985053e-08,3.998036124386317e-09
1976,1.3141112142900369e-08,5.142174241967723e-09
1977,7.052138095708926e-09,8.815172591880582e-09
1978,1.425741957827853e-08,4.752473081737207e-09
1979,1.4044736262874835e-08,3.511183899185255e-09
1980,1.1370301367108482e-08,3.97960553399912e-09
1981,9.48832401537203e-09,3.162774764309262e-09
