year,en_ADP yeux_NOUN,en_ADP pieux_NOUN
1800,3.144164484325529e-09,1.8864987794131594e-08
1801,1.6668277424969347e-08,1.0953439755212457e-07
1802,4.475680270843441e-09,3.5805442166747525e-08
1803,7.801356893821776e-09,4.095712213825209e-08
1804,0.0,5.438072037122765e-08
1805,2.842877711017877e-09,8.528632911009026e-09
1806,2.881669125542885e-09,4.8988376022407465e-08
1807,5.693910232196231e-09,3.9857372513552036e-08
1808,4.5321479902327155e-09,8.611080914988634e-08
1809,0.0,5.873479480555943e-08
1810,0.0,2.574139479349924e-08
1811,0.0,1.7549536934780008e-08
1812,2.6672082320544632e-09,5.601137331723294e-08
1813,2.8757416448144113e-09,1.4378708002027452e-08
1814,0.0,1.5733386149463513e-08
1815,0.0,9.710004889029733e-08
1816,0.0,8.57513455798653e-08
1817,1.0898113522728181e-08,1.71256075987003e-08
1818,1.1921177378582115e-09,1.7881765401739358e-08
1819,1.035105001712111e-09,2.070209959015301e-08
1820,5.933240565525466e-09,4.2719332071783356e-08
1821,3.94459531705138e-09,9.861488514673056e-09
1822,1.0025615893027862e-09,2.8071724500478012e-08
1823,3.854247765389118e-08,4.842516432290722e-08
1824,3.2000230021367315e-08,3.9579230559638745e-08
1825,7.044354433105582e-09,2.289415235168235e-08
1826,8.807984341885344e-10,2.6423952803611428e-08
1827,5.530363722527909e-09,6.91295483079557e-08
1828,1.8344602503717056e-09,2.5682442839070063e-08
1829,2.571952872898464e-09,2.4862210068476998e-08
1830,1.1480519646056564e-08,3.0266822825808504e-08
1831,3.1182412207897414e-09,5.76874619184764e-08
1832,1.6235963684607668e-08,8.38858085216998e-08
1833,0.0,1.7375443306377747e-08
1834,4.667265685043276e-09,5.507373401769655e-08
1835,3.781543966852041e-09,4.0084366048631637e-08
1836,7.392825018825988e-09,3.091545153210973e-08
1837,7.653680356156656e-09,5.287997240088771e-08
1838,4.418513555037862e-09,4.9234863297442644e-08
1839,6.9914751765765e-10,8.949088414755835e-08
1840,2.5478754661634184e-09,5.350538501147639e-08
1841,0.0,7.255219536261848e-08
1842,1.0733224087289273e-08,7.848669980603518e-08
1843,3.544146642830981e-09,6.674809160944761e-08
1844,8.232841963717874e-09,5.598332508682802e-08
1845,2.790113973194508e-09,4.6873916137446514e-08
1846,2.9272506640865004e-09,6.908311434017378e-08
1847,1.0786447290911383e-09,2.2112216058189915e-08
1848,1.6090443422100975e-09,7.723412664972784e-08
1849,4.1897072478036534e-09,2.76520690789539e-08
1850,6.788996032014438e-09,5.2275268558332755e-08
1851,2.579775504329973e-09,5.4175284702751014e-08
1852,7.812654523320361e-09,4.8178036005097624e-08
1853,6.569124799682413e-09,3.822036331868617e-08
1854,3.63696517347023e-09,4.416314780542052e-08
1855,1.0613874223963649e-08,6.845948519185185e-08
1856,6.73034605824796e-09,4.7630141608578924e-08
1857,5.857811125054013e-09,4.881508980369986e-08
1858,1.468102750479261e-09,4.4532452392331834e-08
1859,4.582956236731661e-09,3.8700516569178944e-08
1860,7.323494255473406e-09,4.119465657481669e-08
1861,1.0375119985361891e-08,6.649509032286005e-08
1862,4.066187830886747e-09,7.138418567365079e-08
1863,4.994620828036034e-09,4.295374012031061e-08
1864,6.233146443435089e-09,4.746780601916356e-08
1865,4.23615986733239e-09,5.742350239756888e-08
1866,4.379051787850585e-09,3.600553455385125e-08
1867,4.367530337390235e-09,5.241036404868282e-08
1868,1.975949626142892e-09,3.408512938563035e-08
1869,4.395167341186834e-09,5.3718710701922134e-08
1870,3.4404292748035914e-09,5.103303291065231e-08
1871,0.0,4.142259202311038e-08
1872,5.442605477412599e-09,4.1726641586414814e-08
1873,7.781805422268917e-09,3.95076291681562e-08
1874,5.974609251779839e-09,7.408515045881359e-08
1875,5.149374260327022e-09,5.549881149091718e-08
1876,3.627608879952504e-09,3.023007266733657e-08
1877,9.27722432209066e-09,4.514915552533694e-08
1878,4.22736201599605e-09,7.005343038990475e-08
1879,1.4051447783103299e-08,3.1768492281258887e-08
1880,1.9253538763308597e-09,3.529815373326528e-08
1881,9.761510710859511e-09,4.741305259514661e-08
1882,9.983077475794744e-09,2.728707881871628e-08
1883,1.4534479675365475e-08,4.423537297570945e-08
1884,3.9610181801208455e-09,4.423137056619453e-08
1885,1.2891271383708158e-09,6.123353557541122e-08
1886,1.2261581083805595e-08,4.001147502208369e-08
1887,1.1099172247952538e-08,4.766114891641138e-08
1888,3.804368819970705e-09,3.6775566147895233e-08
1889,9.397704836544563e-09,5.450668894013688e-08
1890,2.0974036729626278e-08,4.522526708683472e-08
1891,5.099376032546843e-09,4.0157585701194876e-08
1892,6.268512375839919e-09,4.325273650351846e-08
1893,1.2316832942449452e-08,3.756634137097592e-08
1894,1.1972924873759894e-08,3.969969597505951e-08
1895,8.426059849853118e-09,4.3935887594770406e-08
1896,4.1279202278587945e-09,4.540712339462516e-08
1897,9.322741689743452e-09,7.050323302948414e-08
1898,1.2448380992680086e-08,4.187182511827814e-08
1899,1.2713430308508578e-08,6.964748777704699e-08
1900,3.114631885736685e-09,4.9315005412609025e-08
1901,9.500856101851696e-09,3.409130755471779e-08
1902,9.329538919189417e-09,2.9461702411026636e-08
1903,1.5120615870500842e-08,4.482182802689749e-08
1904,5.374625189347171e-09,4.460938995975994e-08
1905,1.4450125540577119e-08,2.9416326707831786e-08
1906,5.144184633820714e-09,4.2696732704960993e-08
1907,8.742834012309686e-09,5.348557152728972e-08
1908,9.331639461152008e-09,3.830883343880487e-08
1909,8.801574025163461e-09,5.280944281871314e-08
1910,1.3894791983659616e-08,3.740905629712188e-08
1911,4.25629931299909e-09,2.926205766584644e-08
1912,7.293189607793238e-09,2.4484278937642046e-08
1913,1.0075680734189518e-08,4.2423916823963737e-08
1914,1.1384464038144415e-08,2.009023047921943e-08
1915,1.1780761921542648e-09,4.7123048574349014e-08
1916,3.076489463182952e-08,6.812226160946011e-08
1917,5.483212106582869e-09,4.0575770299255964e-08
1918,1.033773866510046e-08,2.6418664589300533e-08
1919,6.4454939163738345e-09,4.6960025201769895e-08
1920,4.543339038320937e-09,4.770506123463747e-08
1921,7.572747762196741e-09,3.1048266180278006e-08
1922,1.4755870914040514e-08,5.164554739423011e-08
1923,1.1677542488541803e-08,6.475728042687479e-08
1924,2.9650736976805092e-08,5.801231139912488e-08
1925,7.698724324711748e-09,3.8493624288094e-08
1926,2.0063049888108253e-08,3.120918601329237e-08
1927,2.2298449753321847e-09,2.0068604555945058e-08
1928,1.0283436990832229e-08,1.7139061725401916e-08
1929,1.1140405931087116e-08,2.785101571589621e-08
1930,2.100720708497761e-09,4.3064773080914165e-08
1931,5.7026783295555106e-09,3.193499864551086e-08
1932,1.53433514782364e-08,4.38381477785299e-08
1933,6.882397318719313e-09,2.982372193649496e-08
1934,7.188948103475923e-09,2.3963160344919743e-08
1935,7.180970484910176e-09,1.795242710045386e-08
1936,1.091224355320719e-08,4.7286388138445545e-08
1937,1.3850230295986421e-08,4.658713592675667e-08
1938,1.1668692678767911e-08,3.5006078036303734e-08
1939,1.070583532936098e-08,3.8235125288110794e-08
1940,0.0,3.0429394115571995e-08
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,1.8205270180260413e-08,3.3376331032286544e-08
1943,1.4516175816936538e-08,2.322588166236983e-08
1944,1.927911696952833e-08,5.1410978585408884e-08
1945,3.0499055725385915e-08,2.3963544037997053e-08
1946,1.3921104269343232e-08,4.1763314584386535e-08
1947,5.960435700558264e-09,2.622591566137089e-08
1948,1.3046265401328583e-08,2.0656587551570738e-08
1949,1.8652315247891238e-08,3.7304630495782476e-08
1950,2.9779013033248702e-08,2.5524867552917385e-08
1951,1.7058242818279723e-08,3.731490494374157e-08
1952,2.1089608281954497e-08,2.9525450528922192e-08
1953,1.2928593307037772e-08,1.723812381726475e-08
1954,5.863521668203475e-09,2.73631017844167e-08
1955,1.220129064449793e-08,3.378819002364253e-08
1956,1.0465369904011368e-08,1.83143975540645e-08
1957,1.0602045463770082e-08,3.6223653410161205e-08
1958,2.0680609225109947e-08,2.812562788223616e-08
1959,1.0851047171911432e-08,3.2553142403912716e-08
1960,1.038124963770315e-08,1.4533750203327145e-08
1961,1.876002997391879e-08,2.014966149488373e-08
1962,1.9660065575521912e-08,2.473363025501385e-08
1963,2.2631185814248056e-08,2.5864213881732212e-08
1964,1.2776333768727e-08,2.1293889207463224e-08
1965,1.3132904541635071e-08,2.1888174217554734e-08
1966,1.3293779410616935e-08,1.7171132071780448e-08
1967,1.3311906243984595e-08,2.859594555593148e-08
1968,8.533690198930799e-09,2.1558795637588446e-08
1969,9.991866889436096e-09,2.8158897852348375e-08
1970,9.657322941336588e-09,2.851209579546321e-08
1971,1.3359833239690033e-08,1.7470551338938378e-08
1972,9.234264353175092e-09,2.257264597460562e-08
1973,8.269805285010534e-09,2.4809416743210022e-08
1974,5.625571564138454e-09,3.3753430273009144e-08
1975,1.1422960355389478e-08,2.2274771804831062e-08
1976,9.712995741040231e-09,2.5710871653927825e-08
1977,1.3516598507123945e-08,2.056873604772136e-08
1978,8.316828115084718e-09,1.7821774500603738e-08
1979,5.851973128301324e-09,1.4629933375864823e-08
1980,4.548120546843393e-09,1.4781392110307934e-08
1981,9.488324403950088e-09,1.3283654176632353e-08
1982,1.0552753892945077e-08,9.311253101884631e-09
1983,1.515675762675528e-08,1.4525227243211702e-08
1984,9.858314442556804e-09,2.551563760277986e-08
1985,1.0828004270990732e-08,1.7445118793979475e-08
1986,1.558566253834215e-08,1.4386765556650971e-08
1987,1.711028652096047e-08,1.1610551631235921e-08
1988,1.2592763276586538e-08,1.7989661260653378e-08
1989,9.878619700032232e-09,1.9208427959327423e-08
1990,9.262707045820662e-09,1.5256222951620657e-08
1991,7.6199047072123e-09,1.52398094144246e-08
1992,6.060938417817852e-09,2.0386792698445788e-08
1993,7.200969598386564e-09,2.0495068142611927e-08
1994,6.329911705904578e-09,1.846224317869627e-08
1995,3.795715741716776e-09,1.626735190995987e-08
1996,7.473328622609188e-09,1.548046646426826e-08
1997,1.1028257640433026e-08,1.0548767415130555e-08
1998,1.0489884183506604e-08,1.2397135762398648e-08
1999,6.8553016596695215e-09,1.416762351880152e-08
2000,1.0161472552283612e-08,1.237048796731699e-08
2001,8.762423675534592e-09,1.226739296256163e-08
2002,6.571832411594869e-09,1.4896152755738967e-08
2003,8.750538071922165e-09,2.5001536840818517e-08
2004,5.285749615779878e-09,2.114299846311951e-08
2005,5.404499514582994e-09,1.3961623412939161e-08
2006,4.117890028965121e-09,9.471146533712727e-09
2007,1.0385647009059085e-08,1.1983438602536367e-08
2008,4.6831836186811415e-09,2.4267406029121474e-08
2009,8.582746957586096e-09,1.0013204043701762e-08
2010,1.2281861749841028e-08,1.2754240885648471e-08
2011,7.647943611743813e-09,1.5678284892572947e-08
2012,9.872332978888565e-09,1.1574459612972987e-08
2013,1.4503449996539075e-08,8.088462455368983e-09
2014,1.277612682315521e-08,9.961047903184195e-09
2015,1.3964425171764105e-08,1.2191165077446442e-08
2016,1.0978101983027955e-08,1.7813523767173933e-08
2017,1.2074934219175049e-08,6.28902854793445e-09
2018,1.0325867216831597e-08,8.776987137082415e-09
2019,1.2754938882864053e-08,1.071414901243628e-08
