year,en_ADP arc_NOUN,en_ADP parc_NOUN
1866,1.4553048686138936e-06,3.2113046444237625e-08
1867,1.3854777307642507e-06,5.629261323747414e-08
1868,1.1169055369464331e-06,5.186867857442934e-08
1869,1.3532231832869002e-06,2.2952539424636598e-08
1870,1.3698642078452394e-06,2.8670243068518175e-08
1871,2.2102669845480705e-06,8.815577245968598e-08
1872,1.2330524441495072e-06,4.777398032729252e-08
1873,1.2666384918702533e-06,4.489503185878263e-08
1874,1.344287056781468e-06,3.0470506118263074e-08
1875,1.1477383168312372e-06,3.6045619822289154e-08
1876,1.5248049294314114e-06,2.9625471853478302e-08
1877,1.3235505775810452e-06,9.586464821964569e-08
1878,1.1836614248750266e-06,5.072834596830944e-08
1879,1.1057878737119609e-06,5.6205792797747733e-08
1880,1.1404513315937947e-06,3.7223510052086795e-08
1881,1.1553445347090019e-06,1.6734017338482232e-08
1882,1.1054594324377831e-06,4.858431168486277e-08
1883,1.1431684470153414e-06,4.613117354779206e-08
1884,1.1262494581387728e-06,3.234831513765357e-08
1885,1.3336019719645265e-06,7.412481028978846e-08
1886,1.3778145557807875e-06,7.356948739101199e-08
1887,1.5636774151062127e-06,4.5702473139286326e-08
1888,1.262416390090948e-06,5.7699594435689505e-08
1889,1.1991471637884388e-06,4.761503902273034e-08
1890,1.2060071412633988e-06,4.6536142328523766e-08
1891,1.3615333500638371e-06,4.079500826037474e-08
1892,1.3408348422672134e-06,4.325273650351846e-08
1893,1.1214476671739249e-06,5.850495576886772e-08
1894,1.429819235454488e-06,5.041231432301174e-08
1895,1.5696546142862644e-06,4.694519173398248e-08
1896,1.458924998587463e-06,4.0099797649073565e-08
1897,1.6798414890217828e-06,4.136966680334808e-08
1898,1.7603142623556778e-06,6.620275172508627e-08
1899,1.6361632333428133e-06,4.2562355417885556e-08
1900,1.8127157090930268e-06,3.4260950743103535e-08
1901,1.4307171340988134e-06,5.085752269318178e-08
1902,2.3166719529399415e-06,4.615666782115113e-08
1903,1.915998154800036e-06,5.8322377149977456e-08
1904,1.37375423037156e-06,5.4283713524228006e-08
1905,1.4687519751532818e-06,4.799506081454297e-08
1906,1.4635204479418462e-06,7.253300449150402e-08
1907,1.2702822687060689e-06,5.2457003629768906e-08
1908,1.3525965414373786e-06,6.532147689419787e-08
1909,1.9000397060153773e-06,6.711199718179017e-08
1910,1.5455283346454962e-06,6.30609746643529e-08
1911,1.448205807719205e-06,8.831820874632967e-08
1912,1.3633055004902417e-06,7.605755225625899e-08
1913,2.285588607264799e-06,9.598411665479034e-08
1914,1.51480344356969e-06,8.906669046737647e-08
1915,1.4808417745371116e-06,5.4191506282386115e-08
1916,1.167967184301233e-06,9.55909200683891e-08
1917,1.0955458265016205e-06,5.592876384241663e-08
1918,1.5678903082516626e-06,8.729645895044769e-08
1919,1.602165639269515e-06,1.5469185132843677e-07
1920,1.3978340120957e-06,9.995345662261457e-08
1921,1.5607432715114555e-06,6.588290091258386e-08
1922,1.4158258636598475e-06,6.787700534971464e-08
1923,1.414044277225912e-06,7.537323476469737e-08
1924,1.6024289379856782e-06,1.0184383070210856e-07
1925,1.2911860949316178e-06,8.578578691853522e-08
1926,1.4612587619922124e-06,7.467912599423698e-08
1927,1.3579756341641769e-06,9.47684135610416e-08
1928,1.5859345694479998e-06,1.0397697725039734e-07
1929,1.2031638334519812e-06,5.904415356638992e-08
1930,1.3413101669357275e-06,9.033098802291306e-08
1931,1.4952422588976333e-06,7.413481917240006e-08
1932,1.5562542330371798e-06,1.2274681360224804e-07
1933,1.2652139957936015e-06,6.997103851880127e-08
1934,1.5192644013950485e-06,9.106001108705186e-08
1935,1.3081335055176169e-06,9.813993351315276e-08
1936,1.3822174196320702e-06,8.123558892236815e-08
1937,1.6330679954990046e-06,8.436049370175169e-08
1938,1.2744806099362904e-06,1.0501823588526804e-07
1939,1.605875354471209e-06,9.941132805835196e-08
1940,1.7496902273705928e-06,6.339457314652464e-08
1941,1.8122226492778282e-06,5.312704676185831e-08
1942,2.378822046011919e-06,1.0923162108156248e-07
1943,2.0003290046588518e-06,1.0161323160673419e-07
1944,1.8925666154245846e-06,1.188878862024012e-07
1945,1.8865845277105109e-06,1.2417472960990494e-07
1946,1.1638043133643805e-06,6.960551957035932e-08
1947,9.179070730169769e-07,1.2397705617672727e-07
1948,1.484012727814843e-06,1.2176514463391186e-07
1949,1.157425231212983e-06,1.2467600285503977e-07
1950,1.0582184586382937e-06,1.010359333974975e-07
1951,1.078933905773738e-06,9.488647467748024e-08
1952,1.5711757441749796e-06,7.908602617234806e-08
1953,1.061221951204061e-06,1.3575022705936135e-07
1954,1.1287279448879417e-06,9.772536113672459e-08
1955,1.0577580269455211e-06,7.226918086189471e-08
1956,1.2235761914780596e-06,9.069987072507502e-08
1957,1.2271867717572604e-06,9.18843903185973e-08
1958,1.0894544857364963e-06,8.52041051047081e-08
1959,1.0099224709847476e-06,7.905762799964577e-08
1960,1.0665004310794757e-06,1.0934916616633927e-07
1961,9.734370678415871e-07,9.51897818346481e-08
1962,9.804664387047524e-07,6.341956293454132e-08
1963,1.0921163493549102e-06,8.082566749223474e-08
1964,8.304616585519398e-07,9.551830060239297e-08
1965,9.444746638109791e-07,8.153344399630669e-08
1966,9.593677532393485e-07,8.142440144354168e-08
1967,8.914046816244081e-07,1.2917478997565013e-07
1968,9.584681492924574e-07,8.039634646905824e-08
1969,1.0945636859105434e-06,1.1626899976135974e-07
1970,8.967513736024557e-07,1.168076139146379e-07
1971,1.8873333829105832e-06,1.0071258849109199e-07
1972,1.3015182958042715e-06,1.13376246169139e-07
1973,1.3446704087982653e-06,1.268036831092445e-07
1974,8.252713428191782e-07,1.215123459630263e-07
1975,1.1679976523737423e-06,1.0452009036043819e-07
1976,8.981664336715767e-07,9.14164313137178e-08
1977,1.177119429485174e-06,8.756404801246731e-08
1978,1.6853457509569125e-06,6.534650642819884e-08
1979,1.0041986797659774e-06,8.71944054736673e-08
1980,1.0534583907428896e-06,1.1654559273210907e-07
1981,8.8114904883696e-07,9.361813635422322e-08
1982,9.733363413033658e-07,1.1359729468196633e-07
1983,9.757163752510678e-07,9.725586913589268e-08
1984,9.168232395495579e-07,1.2177917785294312e-07
1985,1.0906206853178446e-06,1.1369404706584874e-07
1986,9.872917416942073e-07,1.1509412223276172e-07
1987,8.512367912771879e-07,1.2404957949740947e-07
1988,1.0451993830429274e-06,1.21730038937784e-07
1989,8.287064474643557e-07,9.329807326707851e-08
1990,7.235808539007849e-07,1.4929303460142762e-07
1991,7.91297793512058e-07,1.4595048503096564e-07
1992,7.708412113061058e-07,1.636453426101525e-07
1993,7.212047989924031e-07,1.395880282473172e-07
1994,8.26053508262703e-07,1.4822543858983295e-07
1995,7.564319162156607e-07,1.4261045144792206e-07
1996,6.859448262730439e-07,1.2277611904920605e-07
1997,1.1680363058985677e-06,1.4144938376148275e-07
1998,8.725676252652192e-07,1.4113662416548323e-07
1999,8.153239150487934e-07,1.3710603763428253e-07
2000,6.357547590596369e-07,1.4270241166514097e-07
2001,8.162197673300398e-07,1.1478774508688616e-07
2002,5.489670797942381e-07,1.1741673588971935e-07
2003,7.025432182672375e-07,1.4084199939645714e-07
2004,6.162302952361642e-07,1.1584601100622649e-07
2005,6.269219170462748e-07,1.0133436756376568e-07
2006,5.937997116234328e-07,1.4247899660091434e-07
2007,5.288690658744599e-07,1.2023383044734715e-07
2008,6.211604386407998e-07,1.5709952005948935e-07
2009,5.349912157726067e-07,1.5401261421743584e-07
2010,6.433805879169086e-07,1.459652034796477e-07
2011,7.667063641747518e-07,1.7054915302239237e-07
2012,7.308930776162015e-07,1.9302112530539262e-07
2013,7.078799626469845e-07,1.2857866793503092e-07
2014,7.304046789613494e-07,1.32958337673017e-07
2015,6.521164550576941e-07,1.407525309637947e-07
2016,6.402511871783645e-07,1.400225837500102e-07
2017,6.18840374499996e-07,1.1471187422174012e-07
2018,6.631788096456148e-07,1.2184522724112412e-07
2019,6.665731007160502e-07,1.5280415999185948e-07
