year,en_ADP oie_NOUN,en_ADP pois_NOUN
1915,1.6493066468115103e-08,3.180805663305364e-08
1916,1.0987462051303964e-09,4.614734194774428e-08
1917,1.315970976634162e-08,3.509255697142777e-08
1918,4.594550517822427e-09,4.824278043713548e-08
1919,8.287063479883727e-09,3.591060881991126e-08
1920,1.0601124866838063e-08,2.4231140649533245e-08
1921,5.300923255902035e-09,2.650461561337636e-08
1922,3.6889677978990676e-09,3.688967858961334e-08
1923,7.431163684401554e-09,3.078624999375279e-08
1924,9.024137215263295e-09,6.059063606400628e-08
1925,1.2097995494286806e-08,4.2892892793133797e-08
1926,2.229227691330493e-09,3.7896869420350754e-08
1927,1.0034302277972529e-08,3.9022287179335535e-08
1928,2.2852082337543322e-08,3.7705934374798744e-08
1929,6.684243603061191e-09,3.4535258208734376e-08
1930,1.3654684494213143e-08,4.726621638528883e-08
1931,1.1405356659111021e-08,3.193499953368928e-08
1932,5.4797681947604815e-09,4.274219400635104e-08
1933,1.1470662641954732e-08,4.014731813661854e-08
1934,1.3179738189705859e-08,5.152079474157745e-08
1935,2.393656828303392e-09,3.949533766700597e-08
1936,2.424942913137329e-09,6.183604162046663e-08
1937,5.0364472592434595e-09,2.1404900962807005e-08
1938,9.075650453382877e-09,3.3709557811789637e-08
1939,1.3764645423464117e-08,3.211750687626136e-08
1940,1.2678914806940611e-08,5.5787225505810056e-08
1941,2.9515025978810172e-09,4.7224043342453115e-08
1942,0.0,7.58552971547033e-08
1943,5.806470415592457e-09,5.225823396237672e-08
1944,3.2131861615880553e-09,5.1410978585408884e-08
1945,8.714016175304096e-09,5.010559211982013e-08
1946,2.7842208538686464e-09,3.61948711002924e-08
1947,2.3841741914054637e-09,3.5762611982903536e-08
1948,3.2615663503321457e-09,3.479004262452179e-08
1949,9.817008539414473e-09,1.5707213085747185e-08
1950,8.508289184305795e-09,2.8715476663165873e-08
1951,5.330700769690111e-09,2.985192482096721e-08
1952,3.1634410646574906e-09,2.6362009464264702e-08
1953,3.232148326759443e-09,2.3702419582605216e-08
1954,4.886268278880834e-09,2.2476832617357445e-08
1955,3.754243138587299e-09,3.4726747699664884e-08
1956,9.593255967388359e-09,2.6163424537983815e-08
1957,1.5903067307476704e-08,2.208759364297208e-08
1958,9.099467679352102e-09,1.9853384380930095e-08
1959,3.100299128533379e-09,2.712761748568937e-08
1960,8.997083078554624e-09,1.3841666479663672e-08
1961,8.33779090214648e-09,1.876002997391879e-08
1962,8.24454354786397e-09,4.693047594983568e-08
1963,1.0345685197421517e-08,4.849539791962343e-08
1964,4.867174663303331e-09,1.7035111099517053e-08
1965,2.73602163147757e-09,3.3379464525751246e-08
1966,3.323444985880997e-08,1.82789473557321e-08
1967,1.7256174267288316e-08,3.5498416650625586e-08
1968,1.4372530721118437e-08,3.0092487030008996e-08
1969,9.083515217778171e-09,2.6796370400372638e-08
1970,1.3796175091229657e-08,1.7015282349763794e-08
1971,1.6956711590410123e-08,2.569198720436816e-08
1972,1.1799337673590315e-08,1.2825366879631872e-08
1973,1.047508757512361e-08,2.2052814296902312e-08
1974,1.4626486743996026e-08,9.844750548104741e-08
1975,1.4849848462006321e-08,2.056132952787948e-08
1976,9.141642998145016e-09,1.9997344113953375e-08
1977,1.1753563455840776e-08,2.174409302613256e-08
1978,2.1386129422928946e-08,2.970295598370143e-08
1979,1.2289143924704149e-08,1.5800327823889404e-08
1980,8.527726080842513e-09,2.4446148438883597e-08
1981,9.48832401537203e-09,2.3404533033843933e-08
1982,1.1173504455008754e-08,2.9175261206937364e-08
1983,8.209910973278056e-09,4.168108591606767e-08
1984,8.69851302098823e-09,3.653375257872682e-08
1985,4.812446441349039e-09,3.188245722984817e-08
1986,1.1988970816112499e-08,5.155257470912389e-08
1987,9.777306964053878e-09,2.7498676058446136e-08
1988,5.99655392008458e-09,2.638483720396323e-08
1989,6.585746614717891e-09,3.731923148286853e-08
1990,1.0897301727652575e-08,2.342919835918167e-08
1991,4.68917216167597e-09,2.1687420748151e-08
1992,8.264916362410446e-09,3.3059665449641784e-08
1993,4.4313659408601325e-09,2.0495068142611927e-08
1994,9.494867947434926e-09,1.846224323420742e-08
1995,7.591431483433553e-09,2.3858783393393423e-08
1996,8.007138063703678e-09,1.6014276127407356e-08
1997,1.054876808126437e-08,2.109753616252874e-08
1998,7.629006759657386e-09,3.242328006081152e-08
1999,6.8553016596695215e-09,1.7823785114501334e-08
2000,1.060327570190367e-08,5.6108998336412697e-08
2001,5.695575122643959e-09,1.752484787842512e-08
2002,1.3581786362237835e-08,9.63868718173444e-09
2003,1.1250691767106247e-08,9.167230530238157e-09
2004,9.690541008522402e-09,1.1452457648886138e-08
2005,8.557123898356167e-09,3.963299644027529e-08
2006,1.1530091548195287e-08,1.523619275189958e-08
2007,1.0385647009059085e-08,1.4380126422963713e-08
2008,1.1920831433087642e-08,3.022782121830936e-08
2009,8.105927484791664e-09,1.0013204487790972e-08
2010,4.251413721068076e-09,8.97520635589899e-09
2011,7.647943611743813e-09,9.55992973672437e-09
2012,1.1234033758800166e-08,7.82978107349841e-09
2013,9.483025031897796e-09,1.0319762822064149e-08
2014,9.094869662940042e-09,1.1476859379522253e-08
2015,1.2634479421014255e-08,1.795426030071212e-08
2016,1.0356700386182638e-08,7.249690320287883e-09
2017,1.1068689659277098e-08,5.0312226884674516e-09
2018,1.290733386838383e-08,6.195520096952123e-09
2019,8.163161147045628e-09,6.377469219387422e-09
