year,en_ADP homme_NOUN,en_ADP pommes_NOUN
2004,1.987882285447995e-06,5.329797403419434e-08
2005,2.0735262609150595e-06,4.638862094452634e-08
2006,2.2199544815748595e-06,3.706101026068609e-08
2007,2.196963706069255e-06,3.035804391204877e-08
2008,2.0767790260833863e-06,4.214865353957542e-08
2009,2.1266138645614774e-06,3.862235931073599e-08
2010,2.150270674405874e-06,2.6925620677520357e-08
2011,2.1142741672974807e-06,3.976930784688193e-08
2012,2.5385513140463445e-06,4.289358546127886e-08
2013,2.673376314987763e-06,3.346950094851309e-08
2014,3.076448052752312e-06,4.027728195410418e-08
2015,3.12692299075934e-06,3.790344056675554e-08
2016,3.098931841805097e-06,5.634045066593707e-08
2017,2.1385211113056357e-06,3.446387353278624e-08
2018,2.684467204971952e-06,4.233605283010533e-08
2019,2.9685843827564895e-06,3.775461721033935e-08
