year,en_ADP homme_NOUN,en_ADP pommes_NOUN
1800,3.0183979831122087e-06,5.565171052879236e-07
1801,4.1908812704605225e-06,8.596068969968229e-07
1802,3.4059926861118583e-06,2.551137754380761e-07
1803,2.603702782266737e-06,3.822664780273044e-07
1804,4.4913530956591785e-06,3.8808059477091206e-07
1805,4.778877240596557e-06,3.553597025529598e-07
1806,3.4349495479091274e-06,4.005520111149963e-07
1807,2.835567205039524e-06,2.619198733455619e-07
1808,3.716361280936553e-06,4.3055404974623457e-07
1809,3.445021434345108e-06,3.9533033402427975e-07
1810,4.2566906159891005e-06,4.048419306457163e-07
1811,3.6277401704865042e-06,2.757784307583222e-07
1812,3.846114353223129e-06,2.2937990840077305e-07
1813,4.655825605937025e-06,3.2495881896466017e-07
1814,3.62497203809653e-06,1.667738835919863e-07
1815,2.6918291453625898e-06,3.4794183867425943e-07
1816,2.706961439002953e-06,1.599146646213967e-07
1817,4.1334988267749395e-06,3.409552850053288e-07
1818,4.675485790528455e-06,2.2173389635504748e-07
1819,4.798746836343071e-06,1.2214239086816292e-07
1820,4.204294484111415e-06,1.7918386774340433e-07
1821,4.780849693020173e-06,1.370746929296729e-07
1822,4.31101462083916e-06,1.6542266223495972e-07
1823,3.911567389991433e-06,2.371844832760317e-07
1824,4.6812967298137664e-06,2.3158059292427424e-07
1825,5.301757042275312e-06,1.4528981173711486e-07
1826,3.521432027753235e-06,1.559013185215008e-07
1827,3.7541952622177632e-06,1.935627346183466e-07
1828,3.3671517769562342e-06,2.678311923354215e-07
1829,4.512919986154884e-06,2.520513801562707e-07
1830,4.250923158366504e-06,2.1395513738475813e-07
1831,3.5703861840374884e-06,2.572548973844846e-07
1832,4.514950603606849e-06,2.6924639506820114e-07
1833,3.624517376010772e-06,2.1429712027121184e-07
1834,3.4080372870448628e-06,3.2297477470244473e-07
1835,3.988016217704171e-06,1.8529565437575002e-07
1836,3.824106805438987e-06,1.7742779856444457e-07
1837,3.378751728178031e-06,1.6629359733677518e-07
1838,3.5139804168693445e-06,1.1298769608814041e-07
1839,3.6894014030508515e-06,2.426041851855132e-07
1840,3.656838316601352e-06,1.6815978343132088e-07
1841,3.2173369675092545e-06,2.1508837377837153e-07
1842,3.519826691444905e-06,1.3617778460428553e-07
1843,3.760339609470975e-06,1.7189111040094573e-07
1844,3.2596566086340317e-06,1.4544687743089924e-07
1845,3.413425460507824e-06,2.3660166803551874e-07
1846,3.468206600132362e-06,3.10288568172723e-07
1847,3.1275303769007223e-06,2.2759403162098124e-07
1848,3.0571842586368803e-06,2.0756672025612488e-07
1849,3.1070870107896553e-06,1.2150151507128726e-07
1850,3.1765711270281827e-06,2.0706437275919143e-07
1851,3.271800324000651e-06,1.883236144806233e-07
1852,3.293033927320721e-06,1.8620159281113047e-07
1853,3.5431471019364835e-06,2.0125410671312238e-07
1854,3.640082411493495e-06,1.454786109356121e-07
1855,4.029557430840214e-06,1.7725169598747925e-07
1856,3.584685927648934e-06,1.2891200862341634e-07
1857,3.993562557980113e-06,1.1325101301196128e-07
1858,4.115581347718944e-06,7.046893735207505e-08
1859,4.049296379093903e-06,9.624207342184832e-08
1860,3.8123365300180012e-06,1.1031013325002448e-07
1861,3.5544218519589776e-06,1.5091083627183366e-07
1862,3.4549041458831198e-06,1.0436548381065336e-07
1863,3.886813914277809e-06,1.3535421872212794e-07
1864,3.7629024944862977e-06,9.589455851610751e-08
1865,3.517424701726668e-06,9.084209895426909e-08
1866,3.598120827064122e-06,8.563478931522539e-08
1867,3.4192910476349425e-06,1.6693671511802677e-07
1868,3.4875511829568495e-06,1.926550889930212e-07
1869,3.6992657044265798e-06,1.533425022515189e-07
1870,3.911194738748236e-06,8.314370703033092e-08
1871,2.8794012649768774e-06,1.3064048376421056e-07
1872,3.2202080859633497e-06,7.438227367373429e-08
1873,3.140856648542467e-06,1.2211448918719725e-07
1874,3.3607176135319605e-06,9.798358702184373e-08
1875,3.5811039111877108e-06,4.8632980753637867e-08
1876,3.3325632955438778e-06,1.0822366669493988e-07
1877,3.350314756289663e-06,1.2431480345131973e-07
1878,3.400007031473251e-06,1.0689186780155069e-07
1879,3.842154725930413e-06,1.2279744121546088e-07
1880,3.4983678887101632e-06,1.367001185581529e-07
1881,3.1264724213997397e-06,1.0458761656728655e-07
1882,3.14533509992998e-06,1.484150855546318e-07
1883,2.848126015919661e-06,1.4787253743708817e-07
1884,3.1523104127018087e-06,9.506443809925713e-08
1885,2.684607366632008e-06,9.668453815336875e-08
1886,2.8414600592441275e-06,1.1229027102599431e-07
1887,2.902107070212878e-06,1.5473551040479094e-07
1888,3.0301797266929498e-06,1.2364198731518172e-07
1889,2.9402287253788018e-06,1.484837461873667e-07
1890,2.5195061965632704e-06,1.3567579582041134e-07
1891,2.761312146049022e-06,9.752556850983751e-08
1892,2.819576906176735e-06,1.2286283879170412e-07
1893,2.5834556396375774e-06,1.4410694948452374e-07
1894,2.700209634554085e-06,2.079507908092637e-07
1895,2.5621240951068103e-06,1.342150974803502e-07
1896,2.605897194030149e-06,1.2737583088284765e-07
1897,2.3079611679577283e-06,1.2702236018569124e-07
1898,2.6243450719221073e-06,1.4768305978130059e-07
1899,2.518917369798146e-06,1.3708394597244933e-07
1900,2.697271142437785e-06,1.1731780458212882e-07
1901,2.4897830996906123e-06,8.60665815838324e-08
1902,2.0083061258446833e-06,7.36542562496112e-08
1903,2.456560309838096e-06,1.1718478321043335e-07
1904,2.1708110864437913e-06,7.685714020766454e-08
1905,2.4214281069134813e-06,1.2127783888260524e-07
1906,2.3375174578177393e-06,1.2088833356571627e-07
1907,2.137365655130452e-06,9.874259232489635e-08
1908,2.3898818710677006e-06,1.1296195090437777e-07
1909,2.4314348081588832e-06,9.351671703683451e-08
1910,2.362648999110206e-06,1.0421093765700107e-07
1911,2.478762283431024e-06,1.2556083273107532e-07
1912,2.2301531430457544e-06,1.067931321152571e-07
1913,2.257482748291295e-06,9.810530743337154e-08
1914,2.4155153823812725e-06,1.3125618247844528e-07
1915,1.7494432000830784e-06,3.322174814135437e-07
1916,1.9052258792839893e-06,7.262712182765085e-07
1917,2.1132300531689907e-06,8.827971523794886e-07
1918,2.0663991904257273e-06,6.650612034420078e-07
1919,2.1095180642305422e-06,3.904127839904348e-07
1920,2.109623864043897e-06,2.6654254581259806e-07
1921,2.235474980238905e-06,1.9159050457240312e-07
1922,2.26355061272443e-06,1.7854604028588739e-07
1923,2.522349163314175e-06,1.358841310583614e-07
1924,2.5074210299180777e-06,1.3407289789491017e-07
1925,2.7660417600827714e-06,1.7157157361502584e-07
1926,2.513454255392844e-06,1.3263904219407152e-07
1927,3.2968256959975406e-06,2.0514573695340488e-07
1928,2.5468645361570452e-06,1.2454384834548193e-07
1929,2.507705552545758e-06,1.2031638618736906e-07
1930,2.314994119956282e-06,2.0271955014639076e-07
1931,2.1556123783739167e-06,1.8704785098577759e-07
1932,2.057105092490019e-06,1.4247398205657902e-07
1933,2.1128960412397646e-06,1.961483269141695e-07
1934,2.076407895401644e-06,1.6654397150261957e-07
1935,2.1387322846067036e-06,1.4840672069027505e-07
1936,1.971478589268827e-06,1.9884531399227967e-07
1937,1.8785947943911196e-06,1.6998008989244084e-07
1938,1.9370030841514563e-06,1.6076865616554414e-07
1939,1.9331679368406185e-06,1.498816981637674e-07
1940,1.922123509245921e-06,4.5390513836451873e-07
1941,2.128033472104107e-06,4.368223907036395e-07
1942,2.1846325637397968e-06,5.643634066743175e-07
1943,2.488072553319398e-06,3.629043878738969e-07
1944,2.3681182170776083e-06,2.8918675809563865e-07
1945,2.134933978936715e-06,2.853840328498336e-07
1946,2.3457061075760066e-06,3.8979092575885943e-07
1947,2.602326034661928e-06,2.4080159755079933e-07
1948,2.318973628234744e-06,1.6525269397327236e-07
1949,2.1047664873208305e-06,2.3266309190361767e-07
1950,2.2770308873987233e-06,2.1164369767845415e-07
1951,2.3348469966322227e-06,1.7484699577074991e-07
1952,2.2165177995248087e-06,1.9824232067033876e-07
1953,1.9673009319376433e-06,1.335954544767759e-07
1954,2.1333445943128027e-06,2.1597305455145488e-07
1955,2.0235370570276245e-06,1.933435225254243e-07
1956,2.225635441277518e-06,1.9448145849310094e-07
1957,2.074466905810368e-06,2.73886181290095e-07
1958,2.024217977236731e-06,1.4310981494292108e-07
1959,2.1051030643093327e-06,1.7594197909698295e-07
1960,2.16898912697161e-06,1.5018207683015206e-07
1961,2.1747737832811254e-06,1.5077505072236264e-07
1962,2.3769652699456856e-06,1.47133389583054e-07
1963,2.1441433233349017e-06,1.4354638255831276e-07
1964,2.2011797966570157e-06,1.2046257402698046e-07
1965,2.3343737893810612e-06,1.75652596745568e-07
1966,2.653770692973012e-06,8.807128637489114e-08
1967,2.504610542075625e-06,1.0501615083091664e-07
1968,2.552471528360911e-06,1.0644655812352966e-07
1969,2.059233018769646e-06,1.1172724542762857e-07
1970,2.081382852736624e-06,1.0577067610650914e-07
1971,2.175597558107256e-06,1.0482330736749645e-07
1972,2.060266979242442e-06,1.436441151581036e-07
1973,1.888823625506575e-06,1.113667152385922e-07
1974,1.5689719532474555e-06,1.2826303602553324e-07
1975,1.7208689726544435e-06,1.2108337932303925e-07
1976,1.7072017897135083e-06,1.022721343169053e-07
1977,1.6543140901603692e-06,7.228441784024042e-08
1978,1.8784149347084167e-06,1.0930688021382196e-07
1979,1.9311512033937106e-06,1.2406184168867185e-07
1980,1.8033298303521406e-06,1.0460677601908941e-07
1981,1.7869677009230145e-06,1.2777609792458122e-07
1982,1.6909235753814755e-06,8.318053312805773e-08
1983,1.6596650596056861e-06,7.704685645038012e-08
1984,1.7686976008235433e-06,1.0264244743041218e-07
1985,1.6404426403937578e-06,7.218669906272623e-08
1986,1.7659753623888719e-06,9.29145222983152e-08
1987,1.699418184841761e-06,1.2710499674994935e-07
1988,1.8409420192710968e-06,1.1153590373513822e-07
1989,1.881877039977553e-06,8.451708488621534e-08
1990,1.7866126285071005e-06,9.698598391061353e-08
1991,1.7965391236884898e-06,8.557739256120911e-08
1992,1.8067106992702975e-06,1.30585682767137e-07
1993,1.923766731692922e-06,8.198026879568943e-08
1994,1.8625765818569562e-06,8.070637824708626e-08
1995,1.8946043383039068e-06,7.64565563637909e-08
1996,1.7108585126379694e-06,1.1370136610011627e-07
1997,1.7731520216557328e-06,6.473107694304758e-08
1998,1.840021042198714e-06,9.726983485336405e-08
1999,1.9523899723594695e-06,7.312321992358761e-08
2000,1.8869412770072813e-06,9.366227116114345e-08
2001,1.908894020630214e-06,6.308944688893092e-08
2002,2.0889663545631265e-06,6.571832167345804e-08
2003,1.983872039090784e-06,4.4586075109709356e-08
