year,en_ADP artisan_NOUN,en_ADP partisan_NOUN
1850,8.82569484161877e-09,7.128446100068686e-08
1851,1.2898877521649865e-09,4.70809027319774e-08
1852,9.114764054629632e-09,1.4323200403509873e-08
1853,2.9859659189668264e-09,3.702597695109944e-08
1854,8.313063126763609e-09,3.585008556683533e-08
1855,7.429711956774554e-09,4.8823821430232783e-08
1856,8.28350277259915e-09,4.55592642500946e-08
1857,3.4170564155999728e-09,4.051652524594829e-08
1858,1.957470352476065e-09,4.1106879677954566e-08
1859,5.092173349652285e-10,5.14309519417111e-08
1860,2.746310290291376e-09,4.211009074772676e-08
1861,5.187560159214399e-09,2.6880992542999138e-08
1862,4.066187830886747e-09,3.252950267484955e-08
1863,9.989241656072068e-10,4.345320192555846e-08
1864,6.233146443435089e-09,1.4384183621984903e-08
1865,4.706844247692743e-09,3.95374932793402e-08
1866,6.811858188626729e-09,2.822055417128766e-08
1867,2.91168689159349e-09,4.852811308353466e-08
1868,7.409810987013543e-09,8.842374654705054e-08
1869,5.371870948067681e-09,2.6371003158942585e-08
1870,2.8670243956696595e-09,3.1537268796455464e-08
1871,0.0,5.098165090089424e-08
1872,1.2094678591978436e-09,2.53988242659986e-08
1873,0.0,5.147963966223301e-08
1874,4.182226565063729e-09,2.150859329530519e-08
1875,6.293679799540541e-09,3.318485752856759e-08
1876,1.209202959984168e-09,3.3857681103199866e-08
1877,1.8554447978047506e-09,1.6699003069220453e-08
1878,6.039088673581716e-10,3.4422804162659304e-08
1879,9.774920428640144e-09,4.581993806596074e-08
1880,4.492492600149944e-09,2.0537108236240442e-08
1881,2.7890030285249168e-09,3.765154105161983e-08
1882,1.9966155395678697e-09,2.9283693692150337e-08
1883,3.159669414998234e-09,1.895801671203401e-08
1884,1.9805090900604227e-09,3.498899303622238e-08
1885,2.5782542767416317e-09,3.480643340214584e-08
1886,4.5174246565693466e-09,2.710454793941608e-08
1887,1.9586774424595887e-09,4.570247114088488e-08
1888,6.340614699951175e-10,2.8532765261601867e-08
1889,6.265136853755848e-09,3.00726554769426e-08
1890,5.898947996740844e-09,3.342736931699619e-08
1891,4.461953917456185e-09,4.398211816969422e-08
1892,6.8953633913793055e-09,4.011847920537548e-08
1893,6.774258043407144e-09,2.0938616174248637e-08
1894,6.301539290376468e-10,3.0247388593807045e-08
1895,5.416753268150387e-09,1.5046536461227333e-08
1896,6.486732040400511e-09,3.951009475144929e-08
1897,8.740070001067579e-09,2.9133568446582103e-08
1898,2.8291773368493978e-09,2.7160103499568322e-08
1899,6.080336234504102e-09,3.2612710754165164e-08
1900,4.15284251431558e-09,2.0245106924221545e-08
1901,1.117747761014698e-08,3.073806453812722e-08
1902,3.437198747846537e-09,2.553347577816112e-08
1903,7.560307935250421e-09,3.348136701220028e-08
1904,5.374625189347171e-09,3.6009989656804464e-08
1905,1.0321517862621477e-08,3.509316215399849e-08
1906,5.144184633820714e-09,2.9321851613417493e-08
1907,4.6285588695127444e-09,2.4171363577352167e-08
1908,5.893666887857307e-09,2.4065807124884486e-08
1909,1.1552065082298668e-08,2.420432715366516e-08
1910,1.7101282168141552e-08,3.099607326362275e-08
1911,9.576673676292558e-09,1.1172785363555704e-08
1912,6.772247651554153e-09,3.4903123946605774e-08
1913,5.302989602995467e-09,2.7575546790448158e-08
1914,6.027069510139427e-09,4.21894870150652e-08
1915,2.3561523843085297e-09,2.3561523843085297e-09
1916,6.592477230782379e-09,3.625862632361532e-08
1917,8.773139215101367e-09,3.838248474608008e-08
1918,9.189101035644853e-09,7.69587238380609e-08
1919,4.603924352863942e-09,3.038589824200244e-08
1920,2.2716695191604686e-09,2.6502811056872133e-08
1921,8.330022505109724e-09,4.392193631019836e-08
1922,5.164555005876537e-09,4.205423209668879e-08
1923,1.1677542488541803e-08,4.2463792482294593e-08
1924,1.1602462102189293e-08,3.738571052736006e-08
1925,1.7597084234211025e-08,4.069325765243548e-08
1926,1.2260752413340015e-08,5.461607699430715e-08
1927,6.689535148041159e-09,1.4493992672726108e-08
1928,1.3711249025050165e-08,4.227635130860108e-08
1929,2.1166771446701205e-08,4.456162572274991e-08
1930,1.260432402894196e-08,5.566909777598994e-08
1931,1.3686427990933225e-08,6.158892773555635e-08
1932,6.575722188983946e-09,5.4797684612140074e-08
1933,1.1470662641954732e-08,2.867665571670841e-08
1934,1.5576054224197833e-08,4.313368862085554e-08
1935,8.377798899061872e-09,4.6676308151916146e-08
1936,1.6974599503782883e-08,6.547345909879709e-08
1937,1.888667711114067e-08,6.547381470323188e-08
1938,6.482607339819424e-09,4.1488687485546905e-08
1939,1.5294050470515685e-08,4.129393715857077e-08
1940,7.607348528892999e-09,5.3251442144741645e-08
1941,3.246652768851277e-08,5.60785480274717e-08
1942,1.2136847082899749e-08,4.854738722137597e-08
1943,1.4516175816936538e-08,4.645176376882887e-08
1944,3.2131861615880553e-09,5.1410978585408884e-08
1945,2.832055301382752e-08,6.753362669087437e-08
1946,1.8097434661967782e-08,5.568441707737293e-08
1947,2.1457568166738383e-08,6.198852764427443e-08
1948,1.4133454406817236e-08,5.327225038875838e-08
1949,1.1780409536754632e-08,8.14811684790584e-08
1950,1.3825969702452312e-08,4.8922664364070556e-08
1951,2.6653503848450555e-08,4.051332780363737e-08
1952,7.381362632230548e-09,2.5307528517259925e-08
1953,1.4005975934594517e-08,5.171437067463813e-08
1954,1.7590565448699635e-08,5.2771695902009697e-08
1955,1.783265579646809e-08,7.039206195713632e-08
1956,1.3953826760726429e-08,4.534993536253751e-08
1957,2.3854601849393475e-08,4.4175187952077977e-08
1958,2.2335058080802384e-08,4.797901081987632e-08
1959,1.705164542897819e-08,3.410329085795638e-08
1960,1.799416715630997e-08,4.15249985508126e-08
1961,2.1539294070560544e-08,4.238377115939329e-08
1962,1.5854891288746842e-08,4.5027891859561464e-08
1963,2.4571003010009917e-08,4.78487933719407e-08
1964,2.3119079928246578e-08,3.9545792418493875e-08
1965,2.0246559984116175e-08,5.5267637577571804e-08
1966,1.9386762417639147e-08,4.431259759130057e-08
1967,1.4791006863745793e-08,4.09217850716459e-08
1968,1.9313088017725022e-08,4.446501561394811e-08
1969,1.9529559247555284e-08,3.8150763770339324e-08
1970,1.6095537708205043e-08,3.8629289655922605e-08
1971,3.33995839874035e-08,4.727325864095633e-08
1972,1.1286323320369718e-08,4.7710367545583665e-08
1973,1.598829157956061e-08,5.017015314301432e-08
1974,1.8001828527847152e-08,3.71287733891279e-08
1975,2.5701661687804744e-08,4.569184053337949e-08
1976,2.9710338855792884e-08,3.028169359708954e-08
1977,2.6445518219730957e-08,3.93744393756279e-08
1978,2.376236551970834e-08,3.861384367809251e-08
1979,3.2185853648947216e-08,3.4526642878063285e-08
1980,2.4446147384171724e-08,2.6151693310882962e-08
1981,3.162774853127104e-08,3.795329839295647e-08
1982,2.855451031180678e-08,5.772976996443191e-08
1983,2.7787390832756387e-08,3.4734238596456635e-08
1984,3.015484351109876e-08,3.88533569761762e-08
1985,1.0226448921013542e-07,2.8874677981960417e-08
1986,2.7574633687521555e-08,4.0163052661412735e-08
1987,2.5665430669619127e-08,3.2998411836349106e-08
1988,3.537966708488938e-08,3.89775997589048e-08
1989,3.292873329563406e-08,3.567279349692143e-08
1990,3.214704158427395e-08,3.596109565684458e-08
1991,3.458264485889373e-08,3.692723132830977e-08
1992,3.0855686894426526e-08,2.8651710115568108e-08
1993,3.489700795000772e-08,2.2710749725263213e-08
1994,3.323203712213285e-08,3.2704544739026176e-08
1995,3.253470559627658e-08,3.6872664643805564e-08
1996,2.5622842514394506e-08,2.989331626679359e-08
1997,3.404375137350257e-08,3.78796669586734e-08
1998,3.8621847497921635e-08,3.003921456024017e-08
1999,2.4222065964085715e-08,3.564756889673504e-08
2000,4.3296709772988606e-08,3.976228279967131e-08
2001,3.680217863788471e-08,2.979224084098675e-08
2002,3.329728359702244e-08,4.1183480625761604e-08
2003,2.5834921313361292e-08,2.9585153549227527e-08
2004,2.81906647470187e-08,3.435737006007855e-08
2005,3.1526246502266986e-08,3.422849559342467e-08
2006,4.241426621032218e-08,4.7767523936315115e-08
2007,3.9944794860691246e-08,4.5537067450140967e-08
2008,3.78912132781295e-08,3.44852602029988e-08
2009,3.099325107669415e-08,3.194688980023841e-08
2010,3.3066550830795904e-08,2.6925619733830786e-08
2011,2.256143427636914e-08,3.2503762237290346e-08
2012,3.234040224509016e-08,1.1574459224394928e-08
2013,1.7571487154199872e-08,1.9244962567999124e-08
2014,4.763979336019908e-08,3.464712161616035e-08
2015,2.6155590249210547e-08,2.1722438070526096e-08
2016,1.8642061005991195e-08,2.340614202456237e-08
2017,2.2388940479345365e-08,2.1131134619878367e-08
2018,2.245876107309641e-08,1.8586560956990184e-08
2019,1.6836519289853413e-08,3.469343434758798e-08
