year,son_DET acte_NOUN,son_DET pacte_NOUN
1800,7.16869475780868e-07,8.489244152087849e-08
1801,6.881617480303248e-07,4.524246932646747e-08
1802,1.772369358832293e-06,6.265952379180817e-08
1803,1.0492824493724129e-06,1.755305234496518e-08
1804,1.1419951491120628e-06,2.9662210465630778e-08
1805,9.722641802767384e-07,5.685755422035754e-09
1806,1.6310247517026255e-06,1.152667650217154e-08
1807,3.083252494207045e-06,3.4163463169534225e-08
1808,1.787932404795356e-06,2.039466551195801e-08
1809,2.1641511516179435e-06,7.228897569433457e-08
1810,2.5600987783036544e-06,7.020380277111826e-09
1811,1.7549537290051376e-06,1.504245972228091e-08
1812,2.1230978468622652e-06,1.3336041604361526e-08
1813,1.7484508632037432e-06,1.4378708446116661e-08
1814,1.7778726331130201e-06,4.090680150170556e-08
1815,1.896148122071395e-06,1.2407228666688752e-07
1816,9.872992308146422e-07,4.4034472068688046e-08
1817,1.2252593180051008e-06,8.874178547557676e-08
1818,1.0431030474933323e-06,4.6492591110336434e-08
1819,1.1831250219529466e-06,6.314140732488482e-08
1820,1.2495404391188458e-06,8.425201869499688e-08
1821,1.1892955349424028e-06,6.804427243878308e-08
1822,1.3574683777051177e-06,2.90742860897808e-08
1823,1.5644293824834676e-06,2.7671523739059012e-08
1824,1.5393794043916387e-06,3.705289586264371e-08
1825,1.6580649493391775e-06,4.754939197937347e-08
1826,1.220786639777316e-06,3.170874407487645e-08
1827,2.7329215228633075e-06,3.6869092667757286e-08
1828,2.0766090109702873e-06,8.438516840847399e-08
1829,2.184445179409522e-06,4.4580517055692326e-08
1830,1.5947485465517275e-06,3.1310506187764986e-08
1831,1.3361664130684403e-06,1.216114071667107e-07
1832,1.49912062141766e-06,5.547287429408243e-08
1833,1.239448248924191e-06,1.227864634412157e-07
1834,1.4459188228954645e-06,7.000897994657862e-08
1835,1.4445498450754712e-06,6.504255622985511e-08
1836,1.2554361212835374e-06,6.653542428125547e-08
1837,1.1063046407855381e-06,5.287996962533015e-08
1838,1.182267929777936e-06,1.0856918764012846e-07
1839,1.3927018862602836e-06,1.2095251999966194e-07
1840,1.3185255269831941e-06,9.236048298388866e-08
1841,1.3598722041763267e-06,5.393260948949319e-08
1842,1.6978618617713437e-06,5.836190775099226e-08
1843,1.239269991515357e-06,7.383639150093657e-08
1844,1.3084729744150536e-06,9.495210662180398e-08
1845,1.5898069491981914e-06,5.301216632336292e-08
1846,1.4823597531687938e-06,4.742146231251354e-08
1847,1.8660554204075197e-06,9.114547872002277e-08
1848,1.650074921144551e-06,1.2470093535554838e-07
1849,1.6834244647156993e-06,5.865590524400943e-08
1850,1.6728086364992123e-06,5.7706466272122725e-08
1851,1.7426383465135586e-06,7.352360387180568e-08
1852,1.9180066317403544e-06,9.049658444837405e-08
1853,1.664377457188948e-06,6.091370385874484e-08
1854,1.7478215390553942e-06,6.13088422807273e-08
1855,2.527163417198608e-06,5.7845614520601885e-08
1856,1.988040764899779e-06,7.610468344410037e-08
1857,1.6050401789868829e-06,7.761599413180775e-08
1858,1.5361248664191862e-06,8.221375824568611e-08
1859,1.5235782342415405e-06,9.013146851089004e-08
1860,1.578213066011358e-06,1.0939469241577626e-07
1861,2.0184325784100565e-06,9.337608131154695e-08
1862,1.4764778590858896e-06,5.195684249503785e-08
1863,1.7611032561148932e-06,1.1038111785710569e-07
1864,1.6872647989885081e-06,9.349719221063424e-08
1865,1.5918547262572247e-06,6.824924675408184e-08
1866,1.7774083573840471e-06,5.644111067404367e-08
1867,1.3020093483362416e-06,4.124889763090778e-08
1868,1.3090666399762085e-06,7.261614598519373e-08
1869,1.647211043120933e-06,5.371871014681062e-08
1870,1.5940655089252687e-06,3.956493488388446e-08
1871,1.3350819543234138e-06,3.504988499436479e-08
1872,1.477364939717063e-06,5.5030788592702606e-08
1873,1.3941404866102403e-06,4.7289436810871166e-08
1874,1.4434655533079876e-06,4.480956672381353e-08
1875,1.420655166839424e-06,7.037478394478214e-08
1876,1.558058009720753e-06,7.738898633036229e-08
1877,1.451576324029702e-06,4.638611983409646e-08
1878,2.129382721705042e-06,6.341042974034039e-08
1879,1.5633763084110797e-06,7.331190310377877e-08
1880,1.7475795033305985e-06,4.3641355862433784e-08
1881,1.705475305868731e-06,4.253229690664995e-08
1882,1.6398869533418292e-06,6.522277118392594e-08
1883,1.7043256974602627e-06,6.382532247162231e-08
1884,1.4999056006104183e-06,4.4891540262881335e-08
1885,1.8312050613644715e-06,3.867381481725829e-08
1886,1.6540227605332802e-06,6.711602651421344e-08
1887,1.9749996766904587e-06,7.834709647713822e-08
1888,1.7525458630984758e-06,1.1666730670434333e-07
1889,1.972891567447732e-06,5.9518799444546744e-08
1890,2.397594663250402e-06,5.8989478746163115e-08
1891,1.9071666557124445e-06,4.971891698346553e-08
1892,1.8636287748563518e-06,4.0118477651063245e-08
1893,2.047057712672995e-06,2.52495075958592e-08
1894,1.9421344177317224e-06,5.4823392492409084e-08
1895,2.1047093810011575e-06,3.5509824414248214e-08
1896,2.0380132497166414e-06,3.597187564485793e-08
1897,2.0492551584538887e-06,2.3889524691789177e-08
1898,2.2820144920387975e-06,6.280773778843951e-08
1899,2.280125990239412e-06,3.814029270188257e-08
1900,2.28042961225583e-06,3.010810856185486e-08
1901,2.229347913385027e-06,2.0119459875900247e-08
1902,2.1158413403554732e-06,4.0755355756871836e-08
1903,2.371236803355714e-06,4.428180622184641e-08
1904,2.093954037718504e-06,6.127072715855775e-08
1905,2.3383398826126722e-06,5.057543805975229e-08
1906,2.3282578140992882e-06,2.1091156376940035e-08
1907,2.5153647982278926e-06,2.8799923057487575e-08
1908,2.4488185204063484e-06,4.469364123238506e-08
1909,2.3478196879977986e-06,4.34577707153494e-08
1910,2.276073715279381e-06,2.939282950364941e-08
1911,2.469717784947534e-06,3.1390207766435196e-08
1912,2.354658491299233e-06,2.5005221060414584e-08
1913,2.4308905466341457e-06,4.4545113597749264e-08
1914,2.553468469557174e-06,4.2859159776753586e-08
1915,2.1488110348855116e-06,6.950649833470379e-08
1916,2.0469641981435416e-06,6.262853258220957e-08
1917,2.2108312265345376e-06,7.457168393898428e-08
1918,2.0974123557948587e-06,4.364822991931305e-08
1919,2.283546436387951e-06,8.010828000948322e-08
1920,2.141427103197202e-06,8.859511124725827e-08
1921,2.06508823907825e-06,5.982470585585986e-08
1922,1.9064585075057039e-06,7.230376652955783e-08
1923,2.269689723277679e-06,1.0297469499320755e-07
1924,2.2225161444566766e-06,7.863891049453287e-08
1925,2.3206156356536667e-06,1.0008341888578798e-07
1926,2.1199955071438126e-06,1.0811753980988215e-07
1927,2.2309598008973808e-06,7.58147300494727e-08
1928,2.220079885262294e-06,6.969885013585753e-08
1929,2.0932822906161164e-06,9.580749082971352e-08
1930,2.327598494389349e-06,7.142450597630301e-08
1931,1.9525970387235247e-06,9.694553515515736e-08
1932,2.239033264572754e-06,1.7644853622655887e-07
1933,1.93051240415798e-06,1.5714807699573896e-07
1934,1.9517993621320784e-06,1.9649790949927137e-07
1935,2.1734404072049074e-06,1.0771455638547422e-07
1936,2.0454392597457627e-06,1.6610858644128257e-07
1937,2.0284291792904696e-06,1.1709739800025432e-07
1938,2.038131725612402e-06,1.0631475555467063e-07
1939,2.038696997885836e-06,1.5599930947018947e-07
1940,2.2035952724763774e-06,1.6482588449662217e-07
1941,2.1486937811232565e-06,7.673906488037119e-08
1942,1.996511301172177e-06,1.2440267971314256e-07
1943,1.9596838001234573e-06,8.709705756615449e-08
1944,2.3681183165535913e-06,1.5101974426556808e-07
1945,2.3201068302114436e-06,1.54673791996629e-07
1946,1.979581057298674e-06,1.5870058600597758e-07
1947,2.0491976684411384e-06,9.894322650083609e-08
1948,2.3961640209790858e-06,1.6090393240020262e-07
1949,2.027212168798087e-06,8.442627219551468e-08
1950,2.1642961556267437e-06,6.487570614055471e-08
1951,2.274076990715912e-06,9.488647378930182e-08
1952,2.1216145498215155e-06,8.119498806635761e-08
1953,2.1504559484242236e-06,6.464296586905505e-08
1954,2.0238923426063593e-06,1.9349621815933915e-07
1955,2.0413697399135344e-06,1.0418025020442201e-07
1956,1.906441582377738e-06,8.895564196365058e-08
1957,2.050612224024917e-06,8.393285605423628e-08
1958,1.6676842662377567e-06,5.2115132875840686e-08
1959,1.6648606759872564e-06,4.805463715840119e-08
1960,1.9447541390604783e-06,9.204708451004961e-08
1961,2.033031428538834e-06,8.754680402844883e-08
1962,1.888634606928008e-06,5.834599808851593e-08
1963,1.9495150027637465e-06,4.4615767080813384e-08
1964,1.7899034574497819e-06,1.1255341636484673e-07
1965,2.0859429241681937e-06,6.566451871137247e-08
1966,1.766964878413546e-06,9.748771545581292e-08
1967,1.8710623166384721e-06,1.0698828090127677e-07
1968,1.7359321802246086e-06,7.770149534902515e-08
1969,1.5705398723753206e-06,5.1776039428075293e-08
1970,1.720383068004594e-06,5.978342498824674e-08
1971,1.584681768918017e-06,5.087013676963181e-08
1972,1.7191121770565587e-06,7.695220316517037e-08
1973,1.6870403385382815e-06,7.663353152054242e-08
1974,1.6910468474407025e-06,7.875800656087506e-08
1975,1.478131096632751e-06,5.711480266512581e-08
1976,1.4540926329686954e-06,7.827531661730447e-08
1977,1.5796789227806585e-06,5.7004783116099134e-08
1978,1.5665339461179428e-06,9.089104713311258e-08
1979,1.6169002918786646e-06,7.783124433835553e-08
1980,1.8385777238449919e-06,5.0029326237321925e-08
1981,1.698410073913692e-06,7.527403989016079e-08
1982,1.7188573480098057e-06,8.814653151834051e-08
1983,1.7916551513508239e-06,7.767838994254816e-08
1984,1.7733367982941672e-06,5.567048155796783e-08
1985,1.8166984858680735e-06,9.624892705062393e-08
1986,1.6964393978469161e-06,8.152500285962816e-08
1987,1.6963627302857276e-06,5.8052760376625656e-08
1988,1.7378012842073076e-06,6.656174567076789e-08
1989,1.784188555120636e-06,7.848014949018989e-08
1990,1.9566105535773204e-06,8.554382002756711e-08
1991,2.3627566747563833e-06,7.092372877881559e-08
1992,1.9775189485926603e-06,6.391535123384529e-08
1993,1.9005020703843911e-06,8.419595443065475e-08
1994,1.8710164439994514e-06,8.598130452064368e-08
1995,1.9802790305334383e-06,7.537206297980603e-08
1996,1.994311212172306e-06,9.501803877043358e-08
1997,1.8968602830682357e-06,8.774656690135885e-08
1998,2.085579787092229e-06,6.627699589145664e-08
1999,2.0968081884120693e-06,7.723639972034846e-08
2000,1.977952742038269e-06,8.96860368193586e-08
2001,2.1248877999369142e-06,9.288168634213889e-08
2002,2.4109861627152895e-06,8.499569936759599e-08
2003,2.026791264597705e-06,9.833938063863457e-08
2004,2.1508595580144174e-06,8.016719754699864e-08
2005,2.0672209899430527e-06,7.971636839521068e-08
2006,2.132655161801722e-06,9.388789345976534e-08
2007,2.063148599518172e-06,1.6177641226633455e-07
2008,1.9043527217377232e-06,1.1324789528366352e-07
2009,2.1518853898783163e-06,1.2540346361333832e-07
2010,2.0661871218408123e-06,1.0392344895748806e-07
2011,1.903573227934885e-06,1.0248244697308451e-07
2012,1.8471474874104388e-06,9.63403530285234e-08
2013,1.9953400354211226e-06,9.176221293927256e-08
2014,2.0086669394459022e-06,1.1520168552436871e-07
2015,1.9949177456624057e-06,9.06579322723644e-08
2016,1.9953218171053777e-06,9.21746292625869e-08
2017,1.9704783582596974e-06,8.880107893460831e-08
2018,1.9531377049020193e-06,1.24684840674405e-07
2019,1.832629571651978e-06,9.464164740791148e-08
