year,en_ADP ail_NOUN,en_ADP paille_NOUN
1847,1.6341467112823693e-07,6.272318842093227e-07
1848,8.447483018647617e-08,7.0315235234375e-07
1849,1.2233945301254323e-07,5.153340225660941e-07
1850,1.1677072819793466e-07,6.626059985137545e-07
1851,1.2253933023842478e-07,6.636472562604467e-07
1852,1.608104709394098e-07,4.69410338155285e-07
1853,1.5228425720437144e-07,6.593012926714437e-07
1854,1.6158516574771298e-07,5.751600724579475e-07
1855,1.363882802252192e-07,6.113591553003062e-07
1856,1.1545131700652078e-07,6.445600320148515e-07
1857,1.4693341654492542e-07,5.501460691448301e-07
1858,9.983099408250595e-08,5.72560111322673e-07
1859,1.2221216127983325e-07,8.081279361249472e-07
1860,9.428998692939672e-08,6.3943258510335e-07
1861,9.903523690013571e-08,7.569121862616157e-07
1862,1.3825037833981035e-07,6.912518983881455e-07
1863,1.0788380760962113e-07,7.167280955400201e-07
1864,8.822299402133638e-08,7.801022547937464e-07
1865,1.148470044065597e-07,6.523686124637607e-07
1866,1.19694079148136e-07,6.71454586154141e-07
1867,9.56003880503431e-08,9.317398053099168e-07
1868,5.433861460790723e-08,1.004276441562979e-06
1869,7.325278816860958e-08,7.164122735048295e-07
1870,3.870482885304227e-07,6.582687888112559e-07
1871,1.125844788507635e-07,6.829416747677897e-07
1872,2.382651729249119e-07,7.19633362677996e-07
1873,8.021246022948958e-08,7.50046353914513e-07
1874,3.017177579445196e-07,7.247201097015932e-07
1875,6.293679777336081e-08,8.061632001954422e-07
1876,7.859819173283711e-08,6.100428890931653e-07
1877,6.370360772223194e-08,7.780498663123581e-07
1878,5.374788863976576e-08,7.301258051484183e-07
1879,1.1974277769333241e-07,1.0055949815068743e-06
1880,6.494860691486082e-07,9.80005097517278e-07
1881,9.273434842249628e-08,9.524445090391964e-07
1882,6.256061846343641e-08,9.876591775537236e-07
1883,6.843844287951484e-07,1.1924593081857893e-06
1884,4.152467445450725e-07,9.130146736424649e-07
1885,6.961286658224708e-08,1.0764211992864148e-06
1886,1.109995773074246e-07,1.2029256595269544e-06
1887,8.357023439931055e-08,1.203933720717032e-06
1888,4.749120452451905e-07,1.235785816788848e-06
1889,1.0525430044205919e-07,1.0951458762065158e-06
1890,4.719158097632459e-08,1.0985152130160714e-06
1891,4.46195412839856e-08,1.301615725424199e-06
1892,7.522214851007902e-08,1.1421229828556534e-06
1893,7.205347452021726e-08,1.0370773679824197e-06
1894,6.49058538026992e-08,1.0176986506849062e-06
1895,1.233816031565027e-07,1.0863599300137139e-06
1896,7.489227105139662e-08,1.0119301805389114e-06
1897,6.292850474043377e-08,1.0179268201682135e-06
1898,6.224190274295438e-08,9.319310265709646e-07
1899,7.793885892226626e-08,1.0491344255569857e-06
1900,7.527026879561305e-08,1.0153700031878543e-06
1901,6.594711637886164e-08,8.299277283185802e-07
1902,8.494790937341179e-08,8.092147822935658e-07
1903,1.0638433689535987e-07,8.543148624085006e-07
1904,6.449549871945237e-08,7.970569413373596e-07
1905,6.96702494029644e-08,8.226249974541133e-07
1906,6.584556022648513e-08,1.0113466260008863e-06
1907,8.999975875667587e-08,7.364551493083127e-07
1908,5.009616987905474e-08,9.331639034826367e-07
1909,6.27112152207232e-08,8.708057066542096e-07
1910,6.787071482605711e-08,8.107076610031072e-07
1911,5.267170366529683e-08,7.0973788979245e-07
1912,5.1052326865974607e-08,8.475728350276768e-07
1913,5.356019550095681e-08,7.652214435438509e-07
1914,6.161004267868364e-08,6.321726004898665e-07
1915,2.7095753085681906e-08,8.128725994538399e-07
1916,3.4061131248819265e-08,5.988166549286689e-07
1917,5.812204850741409e-08,7.698429840274912e-07
1918,4.709414280767987e-08,6.708043542857922e-07
1919,5.616787668305534e-08,7.025588502074243e-07
1920,8.556621677868748e-08,7.534370638495602e-07
1921,5.225195764957391e-08,6.860909138595161e-07
1922,9.812654039320634e-08,8.669074418321543e-07
1923,7.218844588763318e-08,5.6583002105981e-07
1924,7.219309572370491e-08,7.567383590867394e-07
1925,9.568414460758845e-08,6.191974080138607e-07
1926,7.690835668316964e-08,7.077798045429518e-07
1927,6.355058124185575e-08,6.477699798779213e-07
1928,9.255093735838216e-08,7.666873784728523e-07
1929,5.904415290025611e-08,5.169148380446131e-07
1930,4.0964054592862453e-08,6.40719804323453e-07
1931,4.904303452235581e-08,1.1542221045601764e-06
1932,7.562080428513696e-08,7.353849014180014e-07
1933,7.226516984815134e-08,5.907390914217103e-07
1934,9.465448513878982e-08,5.7751213944357e-07
1935,4.906996675657638e-08,6.307285502771265e-07
1936,8.48730010716281e-08,6.268477363846614e-07
1937,8.687871400070435e-08,6.2200120964917e-07
1938,1.568790929384889e-07,5.652833579006256e-07
1939,1.514110952172132e-07,5.888209670956712e-07
1940,4.564409206153641e-08,8.469514796161093e-07
1941,4.132103503806661e-08,1.316370116910548e-06
1942,3.337632992206352e-08,8.344082402800268e-07
1943,3.4838822049465534e-08,7.200023333098216e-07
1944,3.8879553265758204e-07,7.036877605059999e-07
1945,3.0499057501742755e-08,6.513727157653193e-07
1946,3.897909017780421e-08,5.638047468892182e-07
1947,5.8412266579210836e-08,5.984277322568232e-07
1948,3.696441908118686e-08,5.50117533748562e-07
1949,4.319483692949433e-08,6.027643166817143e-07
1950,2.754558749984426e-07,5.275139187688183e-07
1951,5.415991913837459e-07,6.706021622449043e-07
1952,4.144107842440903e-07,6.094896889408119e-07
1953,1.2993236028213673e-06,6.378105581461568e-07
1954,5.433529979281815e-07,5.912384608564025e-07
1955,8.409504821393909e-07,5.105770810587273e-07
1956,7.290874344256792e-07,6.209452863004117e-07
1957,6.007825775755649e-08,4.779755613526504e-07
1958,5.459680674224643e-08,3.838320878912782e-07
1959,8.370807780266887e-08,3.77461418565872e-07
1960,6.367166593967966e-08,4.609275094935583e-07
1961,3.474079646181849e-08,4.370392048258509e-07
1962,3.868593489997352e-08,4.895990173281461e-07
1963,8.793832662057355e-08,4.151206098867988e-07
1964,7.909158827867913e-08,4.289197761409014e-07
1965,1.3515946983844174e-07,4.7059572239049885e-07
1966,1.395846825902325e-07,3.4176090935034154e-07
1967,4.831728783738498e-08,6.13333725141274e-07
1968,4.940557485344499e-08,6.526027505060483e-07
1969,2.9521425970457926e-08,9.8011128102371e-07
1970,6.208278624519892e-08,9.671118732512696e-07
1971,5.087013565940879e-08,7.255417244778073e-07
1972,5.7970659272932323e-08,3.555191767645738e-07
1973,6.891504811257221e-08,2.7786546752395225e-07
1974,2.475251587030769e-08,3.589114783153491e-07
1975,3.0270844941782116e-08,3.3869076787595986e-07
1976,3.085304589589555e-08,3.085304456362792e-07
1977,2.8796230511218823e-08,3.4144102301070234e-07
1978,2.3762364964596827e-08,3.314849834623601e-07
1979,3.686743144104554e-08,3.938378085877048e-07
1980,5.2303386621765924e-08,4.042142052185227e-07
1981,2.656730796468665e-08,3.434773532262625e-07
1982,7.759377962379688e-08,3.8796889612058294e-07
1983,8.209910984380286e-08,3.271333639531804e-07
1984,7.30675078219889e-08,4.401447313284734e-07
1985,5.7147801157952927e-08,3.4288680694771756e-07
1986,5.454981805153025e-08,3.5607243376034603e-07
1987,2.688759526137119e-08,3.63593613883495e-07
1988,2.9982769877978654e-08,4.125629118334473e-07
1989,1.865961507530045e-08,4.780154654326907e-07
1990,3.323677144617676e-08,3.421752694521274e-07
1991,2.2273568323072368e-08,3.5461863490127143e-07
1992,2.6998725921600908e-08,3.7522718798754795e-07
1993,2.4926433028760187e-08,4.1765625269363227e-07
1994,3.797947112360589e-08,3.7610226399920066e-07
1995,3.470368564739701e-08,4.0993728589455714e-07
1996,2.7758079612638653e-08,4.270473823453358e-07
1997,6.521056805652847e-08,3.6920687307429034e-07
1998,7.24755656600351e-08,4.4820413336310594e-07
1999,2.0108885889769113e-08,4.0080664120978327e-07
2000,1.3695898082310975e-08,4.03366271939376e-07
2001,3.417345248446502e-08,3.6933616343048925e-07
2002,1.7524885320696626e-08,4.017580010895472e-07
2003,2.8751767744417123e-08,4.4252720954318647e-07
2004,3.2595454557693415e-08,3.8541924141100026e-07
2005,2.5671371806090804e-08,3.846202218937833e-07
2006,1.6883349385210522e-08,4.154950943302538e-07
2007,1.9972396736456233e-08,4.006462859251769e-07
2008,1.8306991117489346e-08,4.52140085371866e-07
2009,2.384096253749135e-08,4.987529109712341e-07
2010,8.975206911010503e-09,4.667107589284569e-07
2011,6.118355155848576e-09,5.449160198622849e-07
2012,9.531907319004773e-09,5.565952960751019e-07
2013,7.80955033974351e-09,4.844710019824561e-07
2014,4.547434873103384e-09,5.099623194837477e-07
2015,7.75801378694041e-09,6.184245080476103e-07
2016,9.528164035543796e-09,6.095953608564741e-07
2017,9.30776167251679e-09,4.789724243892124e-07
2018,4.3884935685412074e-09,5.013208124182711e-07
2019,4.846876677788714e-09,4.670858686495194e-07
