year,en_ADP anneau_NOUN,en_ADP panneaux_NOUN
1800,2.7668647817336023e-07,3.144164395507687e-08
1801,2.643112679834303e-07,0.0
1802,2.6854081625060644e-07,0.0
1803,2.7304750460643845e-07,2.145373123596528e-08
1804,2.817910171870608e-07,1.730295728918918e-08
1805,6.623905051128531e-07,3.4114531644036106e-08
1806,1.7290014397985942e-07,1.4408345627714425e-08
1807,1.4234775846944103e-07,3.131650672116848e-08
1808,6.345007363961486e-08,2.2660739062985158e-08
1809,1.4909601020463015e-07,2.4849335034105025e-08
1810,1.4040760731859336e-07,1.4040760554223652e-08
1811,2.0307321335621964e-07,7.521229861140455e-09
1812,1.3336041604361526e-07,1.8670457180292033e-08
1813,1.322841143291953e-07,2.8757416004054903e-08
1814,1.321604372606089e-07,3.1466771410748606e-09
1815,5.556280484597664e-07,0.0
1816,3.5691098787538067e-07,3.476405652236281e-08
1817,3.3161404644488357e-07,4.670620334934483e-09
1818,1.0609847578280096e-07,1.1921177378582115e-09
1819,1.9977527188075328e-07,1.5526575580793178e-08
1820,1.1273156985680544e-07,2.0173018810965004e-08
1821,1.0453177878844144e-07,1.676452932031225e-08
1822,1.7945852448519872e-07,7.017931125119503e-09
1823,2.3026660755931516e-07,2.174191138237802e-08
1824,1.4905369027928828e-07,1.1789557774477544e-08
1825,1.171123926724249e-07,7.044354433105582e-09
1826,1.0041102171953753e-07,1.8496766784892316e-08
1827,1.9909309401100472e-07,1.013900075008678e-08
1828,2.953480873202352e-07,3.393751413227619e-08
1829,1.1916714726112332e-07,1.2859763920403111e-08
1830,2.233482803148945e-07,1.878630406793036e-08
1831,9.978371906527173e-08,0.0
1832,2.2053849590975005e-07,5.411987746839486e-09
1833,1.957633202209763e-07,8.108539617524002e-09
1834,1.157481861469023e-07,2.0535967593104942e-08
1835,1.936150511028245e-07,1.1344631900556124e-08
1836,1.317267077638462e-07,1.1425274948351216e-08
1837,1.871672594688789e-07,3.270208637218275e-08
1838,1.590664737705083e-07,1.5149188570262595e-08
1839,1.370329130168102e-07,2.027527834513876e-08
1840,1.1975014047038712e-07,3.4396318682183846e-08
1841,2.1765659141692595e-07,2.953452238330101e-08
1842,1.1873628835701311e-07,1.8783142152756227e-08
1843,9.628264763250627e-08,3.2488010504039266e-08
1844,1.5367972139301855e-07,1.920996517412732e-08
1845,1.1383664855202369e-07,2.7343116215661212e-08
1846,1.6158423932211008e-07,1.9905304071698993e-08
1847,1.1217905182547838e-07,3.3977308078192436e-08
1848,1.3757329497821047e-07,2.735375304041554e-08
1849,1.240153437720437e-07,5.6980020701757894e-08
1850,1.1880742789571741e-07,5.0238568860550004e-08
1851,8.384270699934859e-08,5.611011744122152e-08
1852,1.790400006029813e-07,3.6459056218518526e-08
1853,1.2421618578173366e-07,4.359510086260343e-08
1854,8.676759932768618e-08,4.000661490977109e-08
1855,1.2736649068756378e-07,5.625353338700734e-08
1856,9.06008139622827e-08,3.31340110903966e-08
1857,1.4302821682576905e-07,2.5383847912507917e-08
1858,1.6149131454312737e-07,5.3830436996804565e-08
1859,1.0235268632641237e-07,1.6804172275897145e-08
1860,1.3640007523463282e-07,2.746310379109218e-08
1861,9.90352404528494e-08,1.9807048445841247e-08
1862,1.1340145533722534e-07,3.4788495639759276e-08
1863,8.341017121438199e-08,4.6449972757045543e-08
1864,1.0212770717998865e-07,2.0617330065419992e-08
1865,9.743168050135864e-08,3.388927893865912e-08
1866,1.0850316556343387e-07,4.7683005988119476e-08
1867,1.674220015956962e-07,6.842464017609018e-08
1868,1.5560603117137362e-07,7.064019769131846e-08
1869,1.8557372527538973e-07,4.444002499326416e-08
1870,2.0527895117083972e-07,6.020751186497364e-08
1871,2.1242354364403582e-07,2.973929724703339e-08
1872,1.445314126158337e-07,4.5959779981785687e-08
1873,1.1373408170811672e-07,3.8909028887701425e-08
1874,1.7087381820601877e-07,5.197910013521323e-08
1875,1.1843561509294886e-07,6.694186538425129e-08
1876,1.8440344717873813e-07,4.111290152764013e-08
1877,1.4472469445081515e-07,4.7004601100297805e-08
1878,1.5278894238690555e-07,4.227361927178208e-08
1879,1.2646303559904482e-07,4.826366861720999e-08
1880,1.1680479872211436e-07,6.867095692086878e-08
1881,1.624594290206005e-07,5.9266312746331096e-08
1882,1.6239140165907884e-07,6.655385220710741e-08
1883,1.301783782992061e-07,4.1707636455612374e-08
1884,2.5152465354949527e-07,5.941527092545584e-08
1885,2.4557871824981703e-07,8.18595751184148e-08
1886,2.2651657616279408e-07,6.130790808356323e-08
1887,4.028346438644803e-07,7.116528166761782e-08
1888,1.826097104640212e-07,1.0779044856690234e-07
1889,2.8631674808821117e-07,9.898916175643535e-08
1890,1.389529984408e-07,7.406456603575862e-08
1891,2.339338749379749e-07,9.497588138174251e-08
1892,1.567128151691577e-07,6.456567547274972e-08
1893,2.5680597559585294e-07,7.020594949835868e-08
1894,2.0290956115331937e-07,5.293292915098391e-08
1895,2.997269916704681e-07,1.0893692348190598e-07
1896,2.1229304536518612e-07,6.132910357337096e-08
1897,3.9912987404022715e-07,6.933789364893528e-08
1898,3.870314628784399e-07,8.600699175076443e-08
1899,2.8964510079276806e-07,7.793885714590942e-08
1900,2.808359624850709e-07,6.69645885409409e-08
1901,3.2582349263066135e-07,6.035838140405758e-08
1902,3.987150591910904e-07,1.1342755357190981e-07
1903,3.42913978101933e-07,8.478345847606761e-08
1904,3.9503495941062283e-07,5.965834048993202e-08
1905,3.313207344035618e-07,5.8316576456718394e-08
1906,2.1194040300542838e-07,6.275904951280609e-08
1907,1.7177096367504419e-07,9.617117058269287e-08
1908,1.841770966848344e-07,7.268855739539504e-08
1909,2.1068767352971918e-07,8.526524197804974e-08
1910,2.287296467784472e-07,9.298822334358192e-08
1911,2.122829272366289e-07,6.650467554436545e-08
1912,2.2348416450768127e-07,7.397377999041055e-08
1913,2.720433656122623e-07,7.636305099367746e-08
1914,2.417524456177489e-07,1.0179050491387898e-07
1915,2.438617627831263e-07,3.534228554258334e-08
1916,2.966614829347236e-07,8.24059682713596e-08
1917,2.7635388732960564e-07,8.005489604556715e-08
1918,2.1709250574986072e-07,3.2161853624756986e-08
1919,1.7955304087990953e-07,1.4548400883995782e-07
1920,1.976352450583363e-07,5.982062845077962e-08
1921,2.597452350983076e-07,9.768844222435291e-08
1922,2.3240497171173047e-07,7.968170478989123e-08
1923,2.1019577900460718e-07,7.749642350063368e-08
1924,2.3720589581444074e-07,7.86389122708897e-08
1925,1.6937194402544264e-07,5.389107116116065e-08
1926,1.6942129832386854e-07,1.0142986184291658e-07
1927,1.4493991784547688e-07,8.696395070728613e-08
1928,3.0850310395180713e-07,8.112489524592092e-08
1929,2.0721155635783362e-07,7.909688548579652e-08
1930,2.8464765478020126e-07,1.0818711615456778e-07
1931,2.7829071314044995e-07,1.0721035437200044e-07
1932,2.498774449577468e-07,7.342889318806556e-08
1933,2.959430958071607e-07,7.226517340086502e-08
1934,2.564058263487823e-07,9.465448158607614e-08
1935,2.7646737521536124e-07,9.694310421082264e-08
1936,2.5098159994740854e-07,1.2488456491155375e-07
1937,1.9264410866526305e-07,1.4605697629122005e-07
1938,2.8134516583122604e-07,1.0761127811065307e-07
1939,1.8964622938710818e-07,1.2082300315796601e-07
1940,3.1950864354257646e-07,9.63597486247636e-08
1941,5.106099365548289e-07,9.739958528598436e-08
1942,3.2769486324468744e-07,1.2136847260535433e-07
1943,3.7161410659791727e-07,9.580676163523094e-08
1944,2.1207029021752533e-07,1.0603514510876266e-07
1945,2.461709698309278e-07,1.6774481537140673e-07
1946,2.867747355139727e-07,1.2111360092603718e-07
1947,1.8358140607688256e-07,1.3709001223105588e-07
1948,3.805160702086141e-07,1.511192380121429e-07
1949,3.4065018894580135e-07,1.5707213663063158e-07
1950,2.935359759703715e-07,1.414503145724666e-07
1951,3.123790577319596e-07,1.258045472241065e-07
1952,8.499112027493538e-07,2.2038639713173325e-07
1953,3.630779872310086e-07,1.842324479639501e-07
1954,3.3910700381056813e-07,1.876326933825112e-07
1955,2.2900883323018206e-07,1.7644943284267356e-07
1956,3.5582257851274335e-07,1.6831803861805383e-07
1957,3.5516850971362146e-07,2.526820708226296e-07
1958,4.376016704554786e-07,2.415495146124158e-07
1959,4.58844283457438e-07,2.317473644097845e-07
1960,4.117895855415554e-07,1.7994166512380616e-07
1961,3.77979858967592e-07,2.1191885934968013e-07
1962,3.126584431356605e-07,2.2831042656434875e-07
1963,2.7998009954899317e-07,2.3730414966394164e-07
1964,2.464007309299632e-07,2.129388860794279e-07
1965,3.529467846874468e-07,2.249009867227869e-07
1966,4.1044543763746333e-07,2.298716026416514e-07
1967,3.1209023632072785e-07,1.8094331721840717e-07
1968,2.7307808636578557e-07,2.2412164923935052e-07
1969,3.974037952048093e-07,2.420756857191009e-07
1970,3.200712512807513e-07,2.3959356099112483e-07
1971,2.88777926016337e-07,2.4921229169194703e-07
1972,3.124259535525198e-07,2.3701278450971586e-07
1973,2.502994504993694e-07,2.6408247322251555e-07
1974,4.472329351301596e-07,2.5090048438869417e-07
1975,2.530185838622856e-07,2.5530317770972033e-07
1976,2.7196387009098544e-07,2.4739571813370276e-07
1977,2.7855946882482385e-07,2.1861627885755297e-07
1978,1.9663357875288057e-07,2.0376228349050507e-07
1979,2.5104966994149436e-07,2.481236833773437e-07
1980,2.3763929846154497e-07,2.5469475417594367e-07
1981,2.8338462243482354e-07,1.57506178766198e-07
1982,2.4457560243718035e-07,1.9801932182872406e-07
1983,2.8734689294651616e-07,2.0966849945125432e-07
1984,2.2732113791334996e-07,1.60632538381833e-07
1985,2.33403653737696e-07,2.1174764697207138e-07
1986,3.171082880726317e-07,1.9422132879753917e-07
1987,3.0370759418474336e-07,2.1632291691275896e-07
1988,2.4585870050941594e-07,1.5171281120274216e-07
1989,2.2665945209610072e-07,1.6354604781554372e-07
1990,2.479136185229436e-07,1.7599143120605731e-07
1991,1.9518678584518057e-07,1.6470717412175873e-07
1992,2.314176583695371e-07,1.212187754617844e-07
1993,1.7337718816179404e-07,1.617448504021013e-07
1994,1.6510520595147682e-07,1.4769794631774857e-07
1995,2.2394722520857613e-07,1.371880102851719e-07
1996,1.644132368028295e-07,1.670822911137293e-07
1997,9.158248559515414e-08,1.5103917405667744e-07
1998,1.7403671392912656e-07,1.568714509403435e-07
1999,1.1014184764235324e-07,1.403051754778062e-07
2000,1.1575242808703479e-07,1.2944832405992202e-07
2001,1.6298108107548614e-07,1.3406507548552327e-07
2002,1.8182069538852375e-07,1.3537975007693603e-07
2003,1.4792576052968798e-07,1.3459161607443093e-07
2004,1.5240577511121955e-07,1.1276265610149494e-07
2005,1.3376136109854997e-07,1.3781473739982175e-07
2006,1.2230132995227905e-07,1.4453793539814797e-07
2007,1.1583990300323421e-07,1.0984818743509095e-07
2008,1.4773316081573284e-07,1.1111917785910919e-07
2009,1.1205252548052158e-07,1.3875440174615505e-07
2010,1.0297868868747173e-07,2.0217834162394865e-07
