year,rien_PRON oser_VERB,rien_PRON poser_VERB
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,4.5621426636444085e-09
1932,2.1919072779041926e-08,7.6716757391182e-09
1933,1.261772819560747e-08,0.0
1934,2.6359476379411717e-08,7.188948103475923e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,2.7886843056990074e-08,1.2124714565686645e-09
1937,2.2664012888640173e-08,0.0
1938,7.779128452511941e-09,1.1668692678767911e-08
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,1.5214697057785997e-08,2.028626333583361e-08
1941,2.066051862925633e-08,0.0
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,3.703456741277478e-08,1.089252066321933e-08
1946,2.0881657292193267e-08,4.1763312808029696e-09
1947,2.1457568166738383e-08,8.344609447874518e-09
1948,1.4133454406817236e-08,5.435944139264848e-09
1949,1.7670615193310368e-08,1.9634016634739737e-09
1950,2.1270722072586068e-08,4.2541445921528975e-09
1951,2.6653504292539765e-08,3.1984206394497505e-09
1952,5.272402070488624e-09,0.0
1953,8.619061908632375e-09,5.386913581872932e-09
1954,2.247683283940205e-08,9.772536113672459e-10
1955,1.3139850985055546e-08,2.815682353940474e-09
1956,1.657016923672927e-08,8.72114158667614e-10
1957,7.068030161150318e-09,3.534015080575159e-09
1958,1.3235589513271862e-08,3.3088973783179654e-09
1959,9.300897829689347e-09,1.007597205671118e-08
1960,1.5225833038812198e-08,2.076250060767393e-09
1961,1.737039845295385e-08,2.779263708063695e-09
1962,1.0147130247162295e-08,5.7077609305622445e-09
1963,1.2285501505004959e-08,5.819448034571906e-09
1964,1.520992043424485e-08,6.083968329129164e-10
1965,1.3680108601477059e-08,3.830430195250756e-09
1966,1.273987226824147e-08,4.985167390003653e-09
1967,2.6130779318123132e-08,3.944268467392931e-09
1968,2.380450325745187e-08,1.3474247273492779e-09
1969,1.0446043141598693e-08,2.2708788183223305e-09
1970,1.1956685419534097e-08,1.8394900047624674e-09
1971,1.3359833239690033e-08,5.138397263237948e-09
1972,1.4364410994005539e-08,3.0780880067027283e-09
1973,8.821126051827832e-09,9.923766697284009e-09
1974,1.7439271360331077e-08,3.937900228123681e-09
1975,2.1703623787061588e-08,5.711480177694739e-10
1976,1.085570122683066e-08,6.2848797277581525e-09
1977,6.464460078348111e-09,2.3507127355770763e-09
1978,1.128712323605896e-08,2.970295565063452e-09
1979,1.580032815695631e-08,6.437170796402825e-09
1980,1.3644362084619388e-08,6.253665585376211e-09
1981,1.2018544381930951e-08,2.5302198114474095e-09
1982,1.6760255405756652e-08,2.483000915987077e-09
1983,7.57837881337764e-09,3.157658134966823e-09
1984,1.2177918229383522e-08,2.8995041922996734e-09
1985,7.820225356169885e-09,5.414002135495366e-09
1986,8.392279760016663e-09,8.392279760016663e-09
1987,1.5277041853778428e-08,3.0554083707556856e-09
1988,1.2592763276586538e-08,4.797243047249822e-09
1989,1.2622680678475717e-08,4.939309850016116e-09
1990,1.7435683119515488e-08,1.2531897297662908e-08
1991,1.1722930182145319e-08,6.4476117778156095e-09
1992,1.8182815253453555e-08,2.7549720282848966e-09
1993,1.1632335983335906e-08,5.539207315052863e-09
1994,1.2659823411809157e-08,8.439882570598911e-09
1995,1.626735190995987e-08,6.506940763983948e-09
1996,1.1209993822092201e-08,6.4057106285986265e-09
1997,1.6302641014931396e-08,4.794894259418925e-09
1998,1.0966696883940585e-08,4.7681290027412615e-09
1999,9.597422412355172e-09,6.8553016596695215e-09
2000,1.5463109903635086e-08,7.510653432518666e-09
2001,1.2267393323384113e-08,2.6287270138425356e-09
2002,1.62105191492401e-08,7.448076377869484e-09
2003,1.3334153337041244e-08,7.083769126836614e-09
2004,1.3214373595360485e-08,6.607186797680242e-09
2005,1.3511249008502091e-08,6.7556245042510454e-09
2006,1.4000825387938676e-08,4.941467679486777e-09
2007,1.917350189728495e-08,6.391167151065247e-09
2008,1.6178271167177627e-08,3.8316958494988285e-09
2009,1.43045770784056e-08,3.337734755248789e-09
2010,1.8895171649546683e-08,3.7790344187271785e-09
2011,1.7972668686638826e-08,3.823971805871906e-09
2012,2.6212745751763578e-08,9.872333173177594e-09
2013,2.900689999307815e-08,4.183687618564136e-09
2014,3.096586453921191e-08,5.630157673408576e-09
2015,3.147536986602972e-08,3.768178213903184e-09
2016,3.024156569608749e-08,8.285359953674742e-09
2017,2.037645252528364e-08,7.2952728302766445e-09
2018,3.2268335559137995e-08,3.614053500911041e-09
2019,3.035675533169524e-08,4.3366790158927415e-09
