year,en_ADP air_NOUN,en_ADP pères_NOUN
1843,1.9729083622355148e-07,4.6073907356003474e-08
1844,1.5203314940315238e-07,5.1043620441504345e-08
1845,1.9419193170167048e-07,2.9017186209401302e-08
1846,1.0362467706137579e-07,3.688336036589135e-08
1847,9.977463566457345e-08,2.534815024546333e-08
1848,7.562508130831702e-08,4.183515223132872e-08
1849,4.776266493422554e-08,2.8490010350878947e-08
1850,1.0726613819400654e-07,2.5798185809833285e-08
1851,9.28719168236114e-08,3.160225081622059e-08
1852,1.295598495154593e-07,3.971432738225644e-08
1853,1.8632426690423642e-07,2.090176165481239e-08
1854,1.5327209934579145e-07,1.558699302961486e-08
1855,1.645150575768639e-07,2.1227748447927297e-08
1856,1.0457922500206607e-07,1.4496130074093116e-08
1857,1.649950125415245e-07,2.880090343992947e-08
1858,1.1793758891709416e-07,3.27876283900963e-08
1859,9.522363986214089e-08,3.00438236511269e-08
1860,2.2016254042078742e-07,3.020941291564938e-08
1861,1.787350306092783e-07,3.678451543365213e-08
1862,2.466820419877447e-07,3.162590456184944e-08
1863,1.4883970733681195e-07,1.448440001272644e-08
1864,9.829192038068868e-08,1.3425238476472146e-08
1865,8.425251213362017e-08,1.6003271152698062e-08
1866,1.7954111974916032e-07,1.9949013108089275e-08
1867,1.465549051005155e-07,5.338092634588065e-09
1868,1.1262912769094413e-07,2.1735446442683326e-08
1869,1.3771524309813543e-07,1.855737197242746e-08
1870,1.2614906896857292e-07,2.4656409802759072e-08
1871,1.115223595693493e-07,2.1242354542039266e-09
1872,1.5420715726577328e-07,1.9956219454719815e-08
1873,7.302925214558442e-08,1.3767810447262718e-08
1874,1.69081439682639e-07,1.5533982988813477e-08
1875,1.0241533254795598e-07,1.94531928343622e-08
1876,1.6566080840441089e-07,4.171750322967682e-08
1877,1.0699732011509866e-07,7.421779191219002e-09
1878,1.6547102504871347e-07,1.0266450800600069e-08
1879,6.659164597522249e-08,2.016077316202569e-08
1880,1.1167052460514526e-07,3.2731016341713826e-08
1881,1.1713813058422673e-07,6.9725074602899895e-09
1882,1.0715170062347568e-07,1.9966156061812512e-08
1883,1.131161653233903e-07,1.1374809816278031e-08
1884,1.7296446674919252e-07,7.2618666635548834e-09
1885,1.4180398011376383e-07,3.2228177904158883e-08
1886,1.0906354014350583e-07,7.744156649280853e-09
1887,8.161155939934162e-08,2.0239665554644404e-08
1888,1.0715638998348709e-07,1.3315290647852862e-08
1889,8.645888804892365e-08,1.7542383268231987e-08
1890,1.7238036653655087e-07,1.7696843102044113e-08
1891,2.42220368873447e-07,1.6572971883732635e-08
1892,1.1847488301519604e-07,1.2537024751679837e-08
1893,1.422594238520425e-07,2.4017824618027817e-08
1894,1.9282710761459043e-07,1.764431090123253e-08
1895,1.0352017021375559e-07,1.2639090662958097e-08
1896,7.194375445385148e-08,1.2383760406020627e-08
1897,1.1070755412401212e-07,1.0488084400961384e-08
1898,1.9181822974445595e-07,1.2448380548590876e-08
1899,1.0060192678906787e-07,1.713549302451156e-08
1900,1.3496738171525635e-07,8.305684806586555e-09
1901,1.279821263411307e-07,5.58873880507349e-09
1902,2.533706344731712e-07,1.178468123086418e-08
1903,1.3608554705335507e-07,1.5660639007819555e-08
1904,1.4135264425618743e-07,1.827372564378038e-08
1905,1.475977098319703e-07,1.1869745908388296e-08
1906,2.052529679552606e-07,7.201858220895474e-09
1907,2.2062798410438234e-07,1.6971383132169393e-08
1908,2.3329098763902323e-07,1.8172140014982574e-08
1909,3.15206349466024e-07,2.585462199888866e-08
1910,3.6340225884057276e-07,2.1911017888953666e-08
1911,3.9902805815117404e-07,2.128149700908466e-08
1912,4.625965921434272e-07,1.458637982620914e-08
1913,5.09087001221431e-07,1.2727175369153798e-08
1914,3.0202313938687553e-07,1.205413840965619e-08
1915,1.8377989163820274e-07,1.1780761921542648e-09
1916,1.50528225217883e-07,1.5382446649780945e-08
1917,1.381769423325352e-07,1.9739564316445524e-08
1918,2.6303800471083605e-07,1.033773866510046e-08
1919,2.642652502382603e-07,1.2890987832747669e-08
1920,2.854731246948461e-07,1.590168663412328e-08
1921,2.6504616346123555e-07,1.1359120755116692e-08
1922,2.751969887526684e-07,9.591316185719734e-09
1923,2.558443532585386e-07,4.246379248229459e-09
1924,2.2947091282699006e-07,1.1602462102189293e-08
1925,3.277457034656095e-07,2.1996355847875293e-09
1926,2.920288224572687e-07,1.114613823460786e-08
1927,2.129501930347999e-07,1.1149224765638621e-08
1928,2.31948637186008e-07,9.140832757381645e-09
1929,2.551153110985638e-07,2.0052731475317387e-08
1930,2.468346705919444e-07,9.453243188239924e-09
1931,4.573547949249246e-07,3.4216069977333063e-09
1932,3.9563927378694075e-07,1.4247397261968331e-08
1933,3.8082598163846626e-07,1.7205992852709073e-08
1934,3.774197683270586e-07,1.1981580172459871e-09
1935,5.732808050495919e-07,1.3165112555668657e-08
1936,4.692264652383926e-07,6.0623572828433225e-09
1937,4.293571240765459e-07,8.813782481631449e-09
1938,4.2914859399445504e-07,3.889564337278273e-09
1939,4.909389987872714e-07,9.176430282309411e-09
1940,6.187310546135194e-07,1.5214697057785997e-08
1941,4.574829119974311e-07,8.854508237732261e-09
1942,4.247896423503761e-07,1.517105907566929e-08
1943,9.929064368474627e-07,2.6129116870166058e-08
1944,4.6269882147953467e-07,1.6065930807940276e-08
1945,9.389352637612092e-07,2.832055256973831e-08
1946,4.134568101221703e-07,1.2528993842408909e-08
1947,5.161737379744125e-07,9.536696765621855e-09
1948,4.435730192042797e-07,1.1959077061973744e-08
1949,4.7317980900185574e-07,1.4725512254010198e-08
1950,5.221962715573625e-07,8.508289184305795e-09
1951,4.659032604159563e-07,1.4925962243950153e-08
1952,5.388395063476992e-07,5.272401848444019e-09
1953,5.289949411846351e-07,4.30953106533849e-09
1954,6.74304979852991e-07,1.759056478256582e-08
1955,5.406109884198429e-07,1.783265535237888e-08
1956,5.843164938568179e-07,8.72114114258693e-09
1957,5.009466179650701e-07,1.236905244894615e-08
1958,6.444077458311881e-07,1.1581140491045971e-08
1959,4.7512084933032384e-07,1.7826720100089233e-08
1960,5.294437523950535e-07,1.0381249859747754e-08
1961,4.3703921681625957e-07,9.032606829162404e-09
1962,4.7564672556177356e-07,8.87873907728931e-09
1963,4.4615768057809646e-07,5.1728425987107585e-09
1964,4.7637472228023725e-07,8.517555771803131e-09
1965,4.5801002546141945e-07,1.5321721891226048e-08
1966,5.383980679063427e-07,1.1632057317356725e-08
1967,5.166991521310393e-07,1.133977156619892e-08
1968,4.051256959902716e-07,1.3474247384515081e-08
1969,4.514507359054676e-07,1.1808570010707342e-08
1970,3.7893495408169997e-07,1.0117194859660117e-08
1971,4.3933299265219716e-07,1.0276794970565106e-08
1972,3.729616903092037e-07,1.0773308412037608e-08
1973,4.1018235097389777e-07,1.3231689299786353e-08
1974,4.0672883683257055e-07,5.6255716751607565e-09
1975,4.1065541767082436e-07,1.5420996923865005e-08
1976,4.079458255645818e-07,7.998937456843436e-09
1977,4.01384201875743e-07,1.8218023978278097e-08
1978,3.386137139571588e-07,1.485147782531726e-08
1979,3.440960313350061e-07,1.2289143924704149e-08
1980,3.2234804003827833e-07,1.1938816213419301e-08
1981,2.859148393596911e-07,1.2018544159886346e-08
1982,3.0478835211233957e-07,1.1173504121941846e-08
1983,2.7345319608684804e-07,1.0736036948344463e-08
1984,2.52836773739773e-07,9.278413592994639e-09
1985,3.0739501566401373e-07,8.421781050316213e-09
1986,2.673540528963514e-07,1.0790073834421321e-08
1987,3.611492629396196e-07,1.2832715778898773e-08
1988,2.5065594289053195e-07,1.1393452181707175e-08
1989,1.909866496063728e-07,1.2073869015694072e-08
1990,2.2557414969259781e-07,1.4711357243513135e-08
1991,2.3035557727979494e-07,1.1136783939491579e-08
1992,1.630943504693505e-07,1.046889380740268e-08
1993,2.2046045700108152e-07,9.970573089379542e-09
1994,1.524453796530878e-07,1.3187316683094252e-08
1995,2.125600774283143e-07,2.1689802842672634e-08
1996,2.0605035411236372e-07,1.4946658577486005e-08
1997,1.0980308384755944e-07,1.7741109692437362e-08
1998,1.316003657159115e-07,1.6688451953683625e-08
1999,1.6955446535682483e-07,1.0511462478213218e-08
2000,1.9483518709506598e-07,1.1486882001143783e-08
2001,1.296838689768265e-07,1.1391150689377127e-08
2002,1.305603966050839e-07,8.762443215459825e-09
2003,1.5042591949843143e-07,1.2500769142054224e-08
2004,1.700249482594618e-07,1.894060289164834e-08
2005,1.5763123639711552e-07,1.6213498099659773e-08
2006,2.2442499875152677e-07,1.1941880539989569e-08
2007,1.6417310089167358e-07,1.4779574231127413e-08
2008,1.4092124867026712e-07,2.1287198226360715e-08
2009,2.5891284249901503e-07,1.3350939465084366e-08
2010,2.116259318896141e-07,1.9839930587295385e-08
2011,2.2255517517777434e-07,1.41486959925885e-08
2012,2.291062098924712e-07,1.668083826622535e-08
2013,1.5284404897286663e-07,1.6176925354827176e-08
2014,1.4768336260850834e-07,2.1437906783106087e-08
2015,2.0569820136095984e-07,1.9727521977097595e-08
2016,1.6715714334925025e-07,1.1599504134984784e-08
2017,1.4439609019589739e-07,1.3584301017388611e-08
2018,1.3449441449431276e-07,1.3423627154285356e-08
2019,1.9004859225235649e-07,2.2193593962605007e-08
