year,mon_DET artisan_NOUN,mon_DET partisan_NOUN
1800,3.458580977167003e-08,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,5.76333825108577e-09,2.881669125542885e-09
1807,0.0,2.8469551160981155e-09
1808,6.798221985349073e-09,0.0
1809,1.581321384946932e-08,0.0
1810,0.0,0.0
1811,1.0028307073639553e-08,2.5070767684098882e-09
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,0.0
1815,1.3486118000116676e-08,0.0
1816,1.8540831092650478e-08,0.0
1817,0.0,1.401186100480345e-08
1818,0.0,4.768470951432846e-09
1819,0.0,4.140420006848444e-09
1820,0.0,8.306536791735653e-09
1821,1.1833785507064931e-08,1.97229765852569e-09
1822,4.010246357211145e-09,7.017931125119503e-09
1823,0.0,9.882686669016039e-09
1824,0.0,2.189489300974401e-08
1825,2.641632912414593e-09,8.805443041381977e-10
1826,1.7615968683770689e-09,2.6423952803611428e-08
1827,9.217273055917019e-10,0.0
1828,5.503380862137419e-09,1.559291185060374e-08
1829,4.286587973467704e-09,7.715858174606183e-09
1830,0.0,8.349468672008697e-09
1831,0.0,0.0
1832,0.0,2.1647950987357945e-08
1833,0.0,8.108539617524002e-09
1834,0.0,3.733812370398937e-09
1835,0.0,1.0588323107185715e-08
1836,5.376600054063374e-09,1.747394939854985e-08
1837,6.957891152126194e-09,8.349468672008697e-09
1838,0.0,1.8936485712828244e-09
1839,4.194885327990505e-09,4.894032734625853e-09
1840,1.2739377330817092e-09,5.095750932326837e-09
1841,0.0,3.852329122366882e-09
1842,2.0124795163667386e-09,6.708265054555795e-10
1843,0.0,4.7255288571079745e-09
1844,1.097712254427563e-09,1.6465684371524958e-09
1845,5.580227946389016e-10,1.1160455892778032e-09
1846,4.0981511517657054e-09,1.7563503984519002e-09
1847,3.235934187273415e-09,3.235934187273415e-09
1848,2.413566457803995e-09,2.413566457803995e-09
1849,0.0,0.0
1850,2.0366988096043315e-09,3.394498016007219e-09
1851,0.0,6.449438760824933e-10
1852,0.0,2.6042181744401205e-09
1853,0.0,6.569124799682413e-09
1854,2.5978321716024766e-09,1.558699391779328e-09
1855,0.0,1.0613874223963649e-09
1856,0.0,2.5885946164372342e-09
1857,2.9289055625270066e-09,6.345961978126979e-09
1858,0.0,8.31924928945682e-09
1859,2.5460866748261424e-09,5.092173349652285e-10
1860,2.288591982591015e-09,9.612086321331148e-09
1861,0.0,6.130752905342263e-09
1862,1.3553959066214816e-09,8.584174260306554e-09
1863,1.4983863039219614e-09,5.494082799817335e-09
1864,0.0,1.4384183844029508e-09
1865,8.47231973466478e-09,1.4120533631256649e-09
1866,5.352174259343201e-09,2.9193677475447544e-09
1867,9.7056229719783e-10,3.396968040192405e-09
1868,0.0,3.951899252285784e-09
1869,4.883519366671862e-09,1.4650557433881772e-09
1870,2.8670243956696595e-09,0.0
1871,0.0,0.0
1872,6.047339295989218e-10,1.8142017887967654e-09
1873,0.0,4.788803575905831e-09
1874,0.0,0.0
1875,1.1443054281912168e-09,1.716458086775674e-09
1876,2.418405919968336e-09,1.209202959984168e-09
1877,1.8554447978047506e-09,0.0
1878,6.039088673581716e-10,2.4156354694326865e-09
1879,0.0,3.0546627449723474e-09
1880,0.0,0.0
1881,6.972507571312292e-10,6.972507571312292e-10
1882,6.655385131892899e-10,0.0
1883,3.159669414998234e-09,6.319338829996468e-09
1884,0.0,0.0
1885,0.0,0.0
1886,1.2906927748801422e-09,2.5813855497602844e-09
1887,0.0,6.528924623161458e-10
1888,0.0,0.0
1889,0.0,4.385595886446936e-09
1890,0.0,1.9663159989136147e-09
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,1.847525021858587e-09
1894,0.0,0.0
1895,2.4074457982692365e-09,6.018614495673091e-10
1896,0.0,0.0
1897,5.826713556089658e-10,0.0
1898,0.0,1.13167097914868e-09
1899,0.0,6.080336234504102e-09
1900,0.0,1.349673794948103e-08
1901,0.0,1.1177477832191585e-09
1902,4.910283846193408e-10,4.910283735171106e-09
1903,0.0,1.0800440541913758e-09
1904,0.0,1.0749250378694342e-09
1905,1.0321518084666081e-09,5.160759042333041e-10
1906,0.0,5.144184522798412e-10
1907,0.0,0.0
1908,4.911389073214423e-10,9.822778146428846e-10
1909,0.0,1.6502950117569526e-09
1910,0.0,7.481810726517324e-09
1911,0.0,1.5961122423746588e-09
1912,0.0,3.125652625612929e-09
1913,0.0,0.0
1914,0.0,1.3393487430235496e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,0.0,0.0
1918,0.0,2.2972752589112133e-09
1919,5.524709134618888e-09,7.366278698128781e-09
1920,0.0,4.543339038320937e-09
1921,0.0,7.572747429129834e-10
1922,0.0,0.0
1923,0.0,3.1847844361720945e-09
1924,0.0,7.734974438733389e-09
1925,2.1996355847875293e-09,3.299453377181294e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,0.0,1.1149224876660924e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,0.0,1.1140406375176326e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,0.0
1932,0.0,0.0
1933,0.0,6.882397318719313e-09
1934,2.3963160344919743e-09,0.0
1935,2.393656828303392e-09,0.0
