year,un_DET heureux_ADJ,un_DET peureux_ADJ
1800,3.6220773864670264e-06,0.0
1801,4.0503917659862054e-06,0.0
1802,4.059441920389872e-06,0.0
1803,3.9299336123121975e-06,0.0
1804,4.600114593245053e-06,0.0
1805,3.843570716810518e-06,0.0
1806,4.221645355073633e-06,0.0
1807,3.3622539348243663e-06,0.0
1808,4.128786670776208e-06,0.0
1809,3.7161052119927263e-06,0.0
1810,5.0616941962289275e-06,2.3401267590372754e-09
1811,4.7158114853118605e-06,0.0
1812,3.822109306383936e-06,0.0
1813,4.5753049562335946e-06,0.0
1814,4.3235345259518e-06,0.0
1815,3.967615782585199e-06,0.0
1816,3.877351389292016e-06,0.0
1817,4.205114905175833e-06,0.0
1818,4.0698900107827285e-06,0.0
1819,4.290510446480766e-06,0.0
1820,4.352625069259375e-06,0.0
1821,4.689137632851725e-06,0.0
1822,3.7445674365699233e-06,0.0
1823,4.226825012665358e-06,0.0
1824,4.200451115821124e-06,0.0
1825,4.090128385314529e-06,0.0
1826,3.835877066649118e-06,0.0
1827,3.777238532620686e-06,9.217273055917019e-10
1828,3.835856361433798e-06,0.0
1829,3.797059719090612e-06,0.0
1830,3.975390683308433e-06,0.0
1831,3.584418379887211e-06,0.0
1832,3.8073334280852578e-06,0.0
1833,3.828389168347712e-06,0.0
1834,3.6189976242440025e-06,0.0
1835,3.54330670404579e-06,0.0
1836,3.4437123730413077e-06,0.0
1837,3.3801433119151625e-06,0.0
1838,3.158605835551498e-06,0.0
1839,3.3104634837854974e-06,6.9914751765765e-10
1840,3.5358140877406186e-06,0.0
1841,3.300162049413302e-06,0.0
1842,3.492322804277137e-06,0.0
1843,3.2966469660777875e-06,0.0
1844,3.3941263808401345e-06,0.0
1845,3.3978007110135877e-06,0.0
1846,3.443032255745493e-06,0.0
1847,2.9856886030188434e-06,0.0
1848,2.852835578437407e-06,0.0
1849,2.783641747328147e-06,0.0
1850,3.1419474453286966e-06,0.0
1851,2.968676767522993e-06,5.159551008659946e-09
1852,3.105530268499024e-06,0.0
1853,3.20513588292215e-06,5.971931837933653e-10
1854,3.278464227207678e-06,5.195664454227256e-10
1855,3.509477494390012e-06,0.0
1856,2.988791287350523e-06,0.0
1857,3.1900661952022347e-06,0.0
1858,3.30861424657769e-06,0.0
1859,3.439253973169798e-06,6.110608019582742e-09
1860,3.4672167856797387e-06,0.0
1861,3.223361218829268e-06,0.0
1862,3.2863832899465706e-06,4.517986262886353e-10
1863,2.931342955037053e-06,8.990317823531768e-09
1864,3.2805528391577354e-06,0.0
1865,3.1234619797260166e-06,0.0
1866,2.9110960966249877e-06,0.0
1867,3.142195424743477e-06,0.0
1868,2.7939927420561617e-06,0.0
1869,2.830487602523135e-06,4.883519144627257e-10
1870,2.8526892847935414e-06,0.0
1871,2.271869746550692e-06,0.0
1872,2.5979370761319842e-06,6.047339295989218e-10
1873,2.606904942581423e-06,1.7958012854535355e-09
1874,2.600149983322808e-06,0.0
1875,2.8086977721386575e-06,0.0
1876,2.688058160060791e-06,0.0
1877,2.7670867908113905e-06,0.0
1878,2.581106514298881e-06,0.0
1879,2.710707576625282e-06,6.10932526790009e-10
1880,2.6082127249082987e-06,0.0
1881,2.494066066560663e-06,6.972507571312292e-10
1882,2.6022556269822417e-06,0.0
1883,2.515728915852833e-06,0.0
1884,2.4934609825777443e-06,1.3203393933736152e-09
1885,2.32365175634186e-06,6.445635691854079e-10
1886,2.3755199407560212e-06,0.0
1887,2.3242971707304605e-06,0.0
1888,2.4018248154789035e-06,0.0
1889,2.46157212302478e-06,0.0
1890,2.2304577527165748e-06,0.0
1891,2.213766649106219e-06,0.0
1892,2.386422664812926e-06,0.0
1893,2.162219978174562e-06,0.0
1894,2.1406329224760157e-06,6.301539290376468e-10
1895,2.1769327673837324e-06,1.2037228991346183e-09
1896,2.245588660798603e-06,0.0
1897,2.1057743637697968e-06,0.0
1898,2.039837042389081e-06,2.8291773368493978e-09
1899,1.9821896017901963e-06,5.527578395003729e-10
1900,2.1350802654751533e-06,0.0
1901,2.104160174098979e-06,0.0
1902,1.8354640971551817e-06,0.0
1903,2.0126621080862606e-06,0.0
1904,2.180485346059413e-06,1.0749250378694342e-09
1905,2.171131320949371e-06,5.160759042333041e-10
1906,2.0401835598704565e-06,0.0
1907,2.2222225126711237e-06,0.0
1908,2.1212290022276648e-06,4.911389073214423e-10
1909,2.137132142365772e-06,1.6502950117569526e-09
1910,2.0297083693776585e-06,1.068830135508847e-09
1911,2.024402334654951e-06,1.0640748282497725e-09
1912,2.101480482963325e-06,5.209421227725386e-10
1913,2.10899898434036e-06,0.0
1914,2.0264345934606354e-06,0.0
1915,1.5691974866172131e-06,2.3561523843085297e-09
1916,1.8195237174722934e-06,0.0
1917,1.9838261522409084e-06,0.0
1918,2.205384191711346e-06,5.743188147278033e-09
1919,1.8498567158076185e-06,0.0
1920,1.997554839761051e-06,3.786115865267448e-09
1921,2.018894512900715e-06,7.572747429129834e-10
1922,2.0805778433441446e-06,1.4755870969551665e-09
1923,2.101957832678636e-06,0.0
1924,2.027852609387537e-06,5.156649773851996e-09
1925,2.1215485261905087e-06,0.0
1926,2.1144225286207075e-06,2.229227691330493e-09
1927,2.0815603605228716e-06,0.0
1928,2.0852524471592915e-06,0.0
1929,1.945114924239988e-06,0.0
1930,1.971526380373234e-06,1.0503603542488804e-09
1931,2.1156936753641276e-06,0.0
1932,1.934358181188145e-06,0.0
1933,1.841041232353291e-06,0.0
1934,1.7864536374645468e-06,0.0
1935,1.7150551343547704e-06,2.393656828303392e-09
1936,1.6210743538636052e-06,2.424942913137329e-09
1937,1.6859507283584207e-06,0.0
1938,1.7425248728386578e-06,0.0
1939,1.673169144567055e-06,3.058810094103137e-09
1940,1.5544349594165396e-06,0.0
1941,1.705968529108759e-06,0.0
1942,1.9358270684222134e-06,3.034211770724937e-09
1943,1.680973134909891e-06,0.0
1944,1.7801051654942057e-06,3.2131861615880553e-09
1945,1.8168723627809413e-06,0.0
1946,1.7220405510443015e-06,0.0
1947,1.649848528018083e-06,0.0
1948,1.5938187374331392e-06,0.0
1949,1.6963790088198039e-06,9.817008317369869e-10
1950,1.7346274887586333e-06,2.1270722960764488e-09
1951,1.5864166016399395e-06,2.1322803522849654e-09
1952,1.3486804633089378e-06,4.2179215675730575e-09
1953,1.492175087491887e-06,3.232148326759443e-09
1954,1.50008428079218e-06,0.0
1955,1.4294281243110163e-06,0.0
1956,1.4145691693556728e-06,0.0
1957,1.387984386980179e-06,0.0
1958,1.3276950987517466e-06,0.0
1959,1.3842835322463998e-06,1.5501495642666896e-09
1960,1.462372132721157e-06,1.3841666701708277e-09
1961,1.435489728862649e-06,1.3896318540318475e-09
1962,1.3996697418861004e-06,0.0
1963,1.3501119653369642e-06,0.0
1964,1.3834943644042141e-06,1.8251904432275978e-09
1965,1.4451667098569487e-06,5.472043373977442e-10
1966,1.3260545372872912e-06,1.1078149508847446e-09
1967,1.5180503183387373e-06,1.4791006197611978e-09
1968,1.6452056073035237e-06,2.245707841908029e-09
1969,1.3825110372067684e-06,4.541757636644661e-09
1970,1.4371015240044471e-06,0.0
1971,1.2964176363539082e-06,1.0276794970565106e-09
1972,1.411816452190351e-06,1.0260293725750103e-09
1973,1.0684588644949145e-06,2.205281512956958e-09
1974,9.512841785408455e-07,1.1251143350321513e-09
1975,1.0029358818997025e-06,1.7134440533084216e-09
1976,9.832979834811795e-07,5.713526873840635e-10
1977,9.549770254579926e-07,5.876781838942691e-10
1978,1.1489104210227197e-06,5.940591352171509e-10
1979,1.1253345100215029e-06,1.7555920051037788e-09
1980,1.0045660694402159e-06,2.8425752862659692e-09
1981,9.766648432218972e-07,6.325549528618524e-10
1982,8.721540680767248e-07,0.0
1983,8.254117993544696e-07,1.89459470334441e-09
1984,9.852515354680236e-07,0.0
1985,8.824823396480497e-07,1.8046674155058895e-09
1986,9.926868180798465e-07,1.1988970927134801e-09
1987,1.017450991014357e-06,6.110816852533674e-10
1988,9.402596177210398e-07,0.0
1989,8.88526979991866e-07,1.0976244357863152e-09
1990,8.892198479770741e-07,1.089730194969718e-09
1991,8.727721514389941e-07,0.0
1992,8.970188822843284e-07,5.509944167592096e-10
1993,9.510819118929703e-07,5.539207426075166e-10
1994,9.162547272012489e-07,0.0
1995,9.14767451121179e-07,5.422450821690461e-10
1996,8.66906194829653e-07,1.067618438099771e-09
1997,8.012268608581508e-07,1.438468344439059e-09
1998,8.630313708124504e-07,1.43043876743576e-09
1999,8.546276362153549e-07,4.570201161957499e-10
2000,8.880243029807389e-07,4.4180314962005696e-10
2001,8.517075542613384e-07,0.0
2002,8.582812753843427e-07,4.38122149670761e-10
2003,9.038055566179537e-07,4.1669229178253886e-10
2004,8.514461491415659e-07,4.404791253964646e-10
2005,9.084062924102909e-07,4.5037495954858286e-10
2006,8.90699602962286e-07,8.235779835885637e-10
2007,8.767882277993522e-07,7.988958938831558e-10
2008,8.961910502591763e-07,4.257439678578834e-10
2009,9.255061712565293e-07,0.0
2010,8.757912084433883e-07,9.447586046817946e-10
2011,8.871614767258507e-07,7.64794394481072e-10
2012,1.0382970430100613e-06,3.404252713057332e-10
2013,1.1326637192610178e-06,1.1156500168141292e-09
2014,1.1591628421570022e-06,8.661780737106994e-10
2015,1.2623397296351868e-06,4.433150790905671e-10
2016,1.5114568157059693e-06,8.285360175719347e-10
2017,9.768119078046311e-07,7.54683426862357e-10
2018,1.1546901035330848e-06,1.0325866828253538e-09
2019,1.1658014571480635e-06,2.55098775436835e-10
