year,en_ADP aimant_NOUN,en_ADP paiements_NOUN
1800,3.458580977167003e-08,0.0
1801,8.334139067756041e-08,0.0
1802,8.280008501060365e-08,2.2378401354217203e-09
1803,7.996391104825307e-08,0.0
1804,1.9774807569206132e-08,2.4718509461507665e-09
1805,4.8328921309348516e-08,0.0
1806,8.645007198992971e-08,0.0
1807,2.2775640928784924e-08,2.8469551160981155e-09
1808,4.5321478125970316e-08,1.3596443970698147e-08
1809,4.969867095638847e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,6.769107585569145e-08,7.521229861140455e-09
1812,6.934741492159446e-08,2.6672082320544632e-09
1813,1.380355927338428e-07,0.0
1814,1.5733386149463513e-08,3.1466771410748606e-09
1815,1.0788894222457657e-08,0.0
1816,6.025770460382773e-08,6.952811659743929e-09
1817,6.383181272440197e-08,0.0
1818,4.887682791832049e-08,2.384235475716423e-09
1819,5.2790355198339967e-08,9.315945348475907e-09
1820,3.9159388620646496e-08,0.0
1821,3.155676331356716e-08,2.9584463767662328e-09
1822,3.8097340393505874e-08,7.017931125119503e-09
1823,2.7671523072925197e-08,8.894418535021487e-09
1824,1.549484807128465e-07,1.431589158329416e-08
1825,1.4969252504215547e-08,2.641632912414593e-09
1826,1.6735169472426037e-08,3.699353356978463e-08
1827,2.3964910722540367e-08,9.217273055917019e-10
1828,3.2103053826393335e-08,1.8344602503717056e-09
1829,1.628903412154159e-08,3.429270423183084e-09
1830,1.982998831806526e-08,9.39315203396518e-09
1831,4.677361831184612e-09,0.0
1832,4.058990654698391e-08,6.764984572527055e-09
1833,1.1583628278799551e-08,3.4750886612755494e-09
1834,3.267085801894609e-08,9.334530925997342e-10
1835,2.647080776796429e-08,0.0
1836,3.1587525484155776e-08,5.376600054063374e-09
1837,1.530736071231331e-08,2.7831563720326358e-09
1838,1.7042836475411605e-08,3.1560809521380406e-09
1839,2.7965899818127582e-08,1.1885507689157748e-08
1840,2.229391071750797e-08,1.6561189752906103e-08
1841,2.632424944692957e-08,9.630822361827995e-09
1842,2.2137274680034125e-08,1.9453969102301016e-08
1843,2.8353174030826267e-08,2.953455480181333e-09
1844,2.5796238034558883e-08,5.488561161115513e-09
1845,2.287893385855e-08,1.674068350610014e-08
1846,1.7563504428608212e-08,1.0538101946622191e-08
1847,2.534815024546333e-08,1.1865092020002521e-08
1848,2.011305383353701e-08,6.43617736884039e-09
1849,1.4245005175439474e-08,1.256912263158938e-08
1850,1.765138968323754e-08,2.0366988096043315e-09
1851,2.0638204034639784e-08,2.1283148132766883e-08
1852,2.9297455350629775e-08,8.463709066930392e-09
1853,2.7470885788360988e-08,5.971931837933653e-09
1854,5.5074042937253154e-08,1.9743524148907454e-08
1855,3.661786607267459e-08,1.4859423913549108e-08
1856,4.193523395201737e-08,2.0708757098031327e-08
1857,5.857810947418329e-08,7.322263795295214e-09
1858,3.425573069648635e-08,5.383043677475996e-09
1859,3.157147454579956e-08,2.036869339860914e-08
1860,3.066713105681629e-08,8.238930870874128e-09
1861,4.904602440847228e-08,1.5562680255598593e-08
1862,4.6987057827907464e-08,2.4397126208164366e-08
1863,5.1444595250416114e-08,5.494082966350788e-09
1864,2.828889478223573e-08,1.4384183621984903e-08
1865,3.6242703060906933e-08,2.071011429016778e-08
1866,2.8707116683790446e-08,4.476363990590926e-08
1867,5.095452060288608e-08,7.76449837758264e-09
1868,1.8277534485910962e-08,9.385760613156435e-09
1869,2.9301114423674335e-08,6.348574999037737e-09
1870,3.1537268796455464e-08,1.3761717099214366e-08
1871,2.7615060460561835e-08,1.274541272522356e-08
1872,2.7213026498884574e-08,3.628403577593531e-09
1873,2.2746817762708815e-08,1.855661402316855e-08
1874,2.8080663128093875e-08,3.5847653734322193e-09
1875,2.460256709468922e-08,6.865832347102696e-09
1876,2.841626911553874e-08,1.0882827083946722e-08
1877,3.277952553837338e-08,1.855444864418132e-08
1878,2.1136810302024855e-08,7.2469061862534545e-09
1879,2.5659165459046562e-08,8.55305515301552e-09
1880,3.3372799634889816e-08,1.6686399817444908e-08
1881,2.998178416646624e-08,1.743126887276958e-08
1882,2.1962771157291172e-08,1.7304001787010748e-08
1883,1.516641390253426e-08,1.0110942305630033e-08
1884,3.234831424947515e-08,1.1222884843675729e-08
1885,2.3848851782304337e-08,1.6758653131887513e-08
1886,1.5488312854472497e-08,9.034849313138693e-09
1887,4.439668899181015e-08,1.7628096316002484e-08
1888,2.789870379160675e-08,1.8387781963724592e-08
1889,2.192797943223468e-08,1.566284169030041e-08
1890,3.2771932723107966e-08,9.176140736144589e-09
1891,2.103492668936724e-08,8.286486163910922e-09
1892,1.8178685001757344e-08,5.014809900671935e-09
1893,1.970693297437265e-08,2.463366621796581e-09
1894,1.6384001710889606e-08,9.452309157609307e-09
1895,3.009307292245467e-08,5.416752824061177e-09
1896,2.7126333179694484e-08,2.6536630670648265e-08
1897,1.1653426668090106e-08,1.748014144542509e-08
1898,1.640922953072277e-08,2.0370077180587032e-08
1899,2.7637891975018647e-08,1.5477219506010442e-08
1900,3.1665423616544786e-08,2.0245106813199243e-08
1901,2.2913829056392387e-08,2.6267072072982955e-08
1902,8.34748237199534e-09,2.6024504995447728e-08
1903,2.2140903110923205e-08,1.5120616758679262e-08
1904,1.5586412160928376e-08,1.9348650681649815e-08
1905,2.735202270232051e-08,3.612531207508596e-08
1906,2.2634411678268407e-08,3.0350687962865663e-08
1907,2.005708910068904e-08,2.108565766434367e-08
1908,2.2101250607420297e-08,2.7994917495277605e-08
1909,3.5756393401698006e-08,2.6954818821423032e-08
1910,2.51175080734356e-08,1.870452770447173e-08
1911,2.8730021028877673e-08,2.926205766584644e-08
1912,2.2400511112685706e-08,1.6149205250837184e-08
1913,2.5454351071374504e-08,1.484837142129436e-08
1914,1.2723813391790628e-08,2.276892807628883e-08
1915,3.062998021885477e-08,8.246533234057551e-09
1916,1.648119329900055e-08,8.789969641043172e-09
1917,1.864292187292449e-08,2.0836205649743533e-08
1918,2.6418664589300533e-08,1.8378202071289707e-08
1919,1.9336482248721865e-08,1.289098744416961e-08
1920,1.741613253614105e-08,1.9687801611212308e-08
1921,1.9689142760626055e-08,2.8019165654313838e-08
1922,2.5084981203349344e-08,1.770704471937279e-08
1923,2.0170300985000722e-08,1.0615948120573648e-08
1924,2.0626599095407983e-08,1.1602462102189293e-08
1925,2.5295808780967377e-08,2.969508017258704e-08
1926,1.7833821530643945e-08,1.0031524944054127e-08
1927,3.1217830098739796e-08,1.1149224654616319e-08
1928,3.085031252680892e-08,1.2568645679778001e-08
1929,3.899142186902793e-08,2.0052731031228177e-08
1930,3.046045071730674e-08,2.7309368988426286e-08
1931,2.9653926425510235e-08,2.0529641986399838e-08
1932,1.753525857850491e-08,2.520693342944469e-08
1933,1.4911860191091364e-08,1.7205993074753678e-08
1934,1.677421224144382e-08,3.9539216345474415e-08
1935,2.0346082152400413e-08,2.8723881939640705e-08
1936,2.66743711563322e-08,2.3036957230715416e-08
1937,2.0145789036973838e-08,8.813782592653752e-09
1938,2.3337385357535823e-08,1.6854778905894818e-08
1939,3.058810094103137e-09,1.8352860564618823e-08
1940,0.0,1.5214697057785997e-08
1941,1.4757512545315876e-08,1.4757512545315876e-08
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,2.322588166236983e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,2.3963544037997053e-08,2.3963544037997053e-08
1946,1.3921104269343232e-08,1.8097434661967782e-08
1947,2.26496545963073e-08,2.3841742802233057e-08
1948,2.174377655705939e-08,1.7395020535104777e-08
1949,1.0798709482173763e-08,3.926803493481401e-08
1950,1.0635361258337639e-08,2.0207186368637053e-08
1951,8.529121409139861e-09,1.4925962688039363e-08
1952,1.7926166662185494e-08,1.7926167217297007e-08
1953,1.1851209791302608e-08,1.6160740301529586e-08
1954,1.7590565448699635e-08,1.7590565448699635e-08
1955,1.407841132561316e-08,1.3139850985055546e-08
1956,1.3081712602058815e-08,2.0930739808022736e-08
1957,7.068030161150318e-09,1.236905244894615e-08
1958,1.8198935691771112e-08,2.7298403537656668e-08
1959,1.0851047171911432e-08,2.5577467255288866e-08
1960,1.591791587429725e-08,4.498541628095154e-08
1961,1.459113452284555e-08,1.528595028332802e-08
1962,1.7757478709690133e-08,1.77574772664002e-08
1963,1.939815952312074e-08,2.2631187146515686e-08
1964,1.1559539991878864e-08,2.6161064425878067e-08
1965,1.3680108601477059e-08,2.2435377999840966e-08
1966,1.7171132071780448e-08,2.326411419062424e-08
1967,1.2818872185960117e-08,2.859594694371026e-08
1968,2.2906220920049236e-08,2.290622133638287e-08
1969,1.1808570121729645e-08,5.450109424876004e-08
1970,2.3913370839068193e-08,3.678980109445007e-08
1971,2.209510974182649e-08,2.6205826952896416e-08
1972,1.3338381954497436e-08,2.257264597460562e-08
1973,8.269805840122046e-09,1.929621262775072e-08
1974,1.518904291231138e-08,3.4878542720662153e-08
1975,9.138368284311582e-09,2.3988217634496323e-08
1976,1.1427053969725876e-08,2.2282755196556536e-08
1977,8.227494963097826e-09,3.584836960612847e-08
1978,5.940591130126904e-09,3.504948786758888e-08
1979,1.6385525603013207e-08,3.394144487689488e-08
1980,1.0801786132219604e-08,3.5816449583947474e-08
1981,1.3916208629893845e-08,4.427884547908434e-08
1982,8.690503427999374e-09,5.6488270616661396e-08
1983,6.946847541655643e-09,5.62063142695024e-08
1984,1.739702604197646e-09,6.842829797237826e-08
1985,1.142956040922627e-08,3.368712597762169e-08
1986,7.1933827783254856e-09,3.7765257587807355e-08
1987,1.4054879038383206e-08,4.949761489569937e-08
1988,1.139345240375178e-08,4.2575532377409075e-08
1989,9.878619700032232e-09,3.677041959804228e-08
1990,1.0352436741190019e-08,4.6858399826987807e-08
1991,9.378344545396544e-09,4.3374843272658836e-08
1992,1.2672871640972971e-08,3.636563050690711e-08
1993,1.3848018731721368e-08,3.822053074031828e-08
1994,8.967375175750192e-09,4.9056819051429557e-08
1995,1.6267353131205198e-08,3.7957157417167764e-08
1996,2.1352368761995422e-08,3.5231408901381656e-08
1997,7.192341833217597e-09,3.116681313031222e-08
1998,8.105819793158275e-09,3.3853716274734325e-08
1999,1.2339542720951613e-08,5.02722120876431e-08
2000,8.83606254831193e-09,3.578605500820231e-08
2001,9.638665865452367e-09,4.162151157061089e-08
2002,7.009954394732176e-09,3.8992872930521116e-08
2003,1.1667384614000298e-08,2.7501691590714472e-08
2004,5.726228824443069e-09,2.95121012072741e-08
2005,6.7556242822064405e-09,2.477062288619436e-08
2006,1.5647981743693862e-08,2.3060183096390574e-08
2007,1.3980678309488681e-08,1.7975157362570826e-08
2008,1.2772319202269955e-08,1.4901038625225738e-08
2009,1.0490023072406984e-08,2.2410505451375684e-08
2010,1.5588517143783065e-08,1.6533276081531767e-08
2011,1.5678285225639854e-08,1.7207874236646603e-08
2012,1.8042539517981737e-08,1.327658516458996e-08
2013,1.310888730898796e-08,1.1156499724052082e-08
2014,1.7107016081485682e-08,3.962764597020829e-08
2015,1.8619234154471087e-08,3.723846493663974e-08
2016,2.5684616433707674e-08,1.1185236126198816e-08
2017,1.7609279368002717e-08,9.810883938587978e-09
2018,1.9360999914397325e-08,4.904786798931582e-09
