year,ancien_ADJ artisan_NOUN,ancien_ADJ partisan_NOUN
1908,2.4556945366072114e-09,1.8172138682714944e-08
1909,3.300590023513905e-09,1.1552065082298668e-08
1910,3.740905363258662e-09,1.1757131268552712e-08
1911,4.788336838146279e-09,1.5961122645791193e-08
1912,3.646594803896619e-09,3.438217888174222e-08
1913,5.833288518886093e-09,1.6969567750990677e-08
1914,4.018046340092951e-09,3.080502253283157e-08
1915,0.0,7.068456930880984e-09
1916,1.2086208478478966e-08,9.888715624128963e-09
1917,4.386569774084137e-09,2.4126133979507358e-08
1918,4.594550517822427e-09,1.033773866510046e-08
1919,6.4454939163738345e-09,1.2890987943769971e-08
1920,1.3630017114962811e-08,1.9687802943479937e-08
1921,6.058197943303867e-09,9.844571879913389e-09
1922,5.902348387820666e-09,5.90234855435412e-09
1923,1.0615948120573648e-09,1.8047112249064412e-08
1924,1.2891624656674594e-08,2.707241186783449e-08
1925,4.399271169575059e-09,2.74954441437103e-08
1926,1.1146138456652466e-09,3.1209186346359274e-08
1927,6.689535148041159e-09,2.452829506172094e-08
1928,0.0,3.427812511613837e-08
1929,6.684243825105796e-09,1.2254446568604749e-08
1930,0.0,2.205756755024879e-08
1931,1.596749932275543e-08,1.4826963656844327e-08
1932,1.0959536611565568e-09,1.753525857850491e-08
1933,6.882397318719313e-09,3.555905436769535e-08
1934,9.585264137967897e-09,1.9170528275935794e-08
1935,1.3165112555668657e-08,2.5133395809007197e-08
1936,3.6374143697059935e-09,3.516167046413443e-08
1937,5.0364472592434595e-09,1.6368453259474336e-08
1938,5.186085783037697e-09,1.2965214124527336e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,6.846613587185857e-08
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,3.2131861615880553e-09,2.8918675454292497e-08
1945,1.9606536838523425e-08,2.832055256973831e-08
1946,1.5313215584455975e-08,3.897909017780421e-08
1947,1.1920871401116528e-08,1.6689219339838246e-08
1948,1.6307831529616124e-08,1.4133454406817236e-08
1949,1.0798709482173763e-08,2.4542520904446974e-08
1950,1.701657836861159e-08,8.508289184305795e-09
1951,1.4925962688039363e-08,2.2388944032059044e-08
1952,9.49032352703938e-09,2.4253048791500476e-08
1953,8.619061908632375e-09,1.5083358673173564e-08
1954,1.6613311615287785e-08,2.052232517257835e-08
1955,1.0324168631115072e-08,2.1586897158698548e-08
1956,6.976913269340912e-09,3.575668117150599e-08
1957,1.8553580005686854e-08,3.003912851795576e-08
1958,1.2408365002158916e-08,2.2335056470978998e-08
1959,1.5501495198577686e-08,1.3951345856355601e-08
1960,8.997083078554624e-09,2.4915000340630655e-08
1961,9.72742331128984e-09,1.6675582859004834e-08
1962,2.219684702708946e-08,2.0928455413127267e-08
1963,9.699079650538067e-09,2.4571003010009917e-08
1964,1.64267148772268e-08,2.3727476761159494e-08
1965,1.586892572902343e-08,1.9152151253809535e-08
1966,6.6468897053084675e-09,3.489616995366873e-08
1967,1.1832804958089582e-08,1.5284040200125304e-08
1968,9.88111459321317e-09,3.458390085420149e-08
1969,1.226274631838109e-08,2.2254614040484455e-08
1970,6.438214850135182e-09,2.207388016817191e-08
1971,1.3359833350712336e-08,2.3122787684570767e-08
1972,1.0773308467548759e-08,4.052815893995643e-08
1973,1.1577728109557484e-08,2.7566019800140396e-08
1974,3.3753431161187564e-09,2.5877629150627968e-08
1975,1.3707552426467373e-08,2.341706872854843e-08
1976,2.056869691235974e-08,2.399681342524218e-08
1977,1.23412418062685e-08,1.9981059029561266e-08
1978,1.6039596539840772e-08,1.7227714366185864e-08
1979,1.4629933597909428e-08,3.043026142179883e-08
1980,1.1938816213419301e-08,2.2172087332794632e-08
1981,7.590659656386833e-09,2.71998629175485e-08
1982,1.1794254461960918e-08,2.9175260651825852e-08
1983,6.946847541655643e-09,1.515675762675528e-08
1984,1.739702604197646e-08,2.4935736364639638e-08
1985,6.617113967877231e-09,2.4062231318566774e-08
1986,6.593933898901838e-09,4.136194947657046e-08
1987,7.944062296871834e-09,1.8943532964499354e-08
1988,7.195864348830128e-09,2.398621568033832e-08
1989,1.2622681344609532e-08,3.018467253923518e-08
1990,2.1249738857420652e-08,3.1057310612148115e-08
1991,1.3481370353396471e-08,4.1616402768340777e-08
1992,1.1019888113139586e-08,2.920270381068235e-08
1993,1.661762283333701e-08,2.3264671300537998e-08
1994,5.274926717646622e-09,3.534200831989409e-08
1995,1.3013881527967897e-08,2.7654499801244015e-08
1996,6.4057106285986265e-09,3.149474459007706e-08
1997,1.6302641236976e-08,3.740017817666086e-08
1998,8.105819682135973e-09,4.386678886802997e-08
1999,1.0511462728013399e-08,2.879226701502091e-08
2000,1.2812291005914744e-08,2.827540224181746e-08
2001,1.0953029233595757e-08,3.0230361769412184e-08
2002,1.708676378164853e-08,3.899287087660852e-08
2003,7.500461585152607e-09,3.666892178788572e-08
2004,8.369103104977071e-09,3.171449841632423e-08
2005,6.305249322657858e-09,2.657212228029948e-08
2006,1.3589037006767057e-08,3.664922088031375e-08
2007,6.790615292295854e-09,3.754810862233171e-08
2008,1.021785517307805e-08,3.107930957035876e-08
2009,4.76819250749827e-09,2.527141984565162e-08
2010,2.125706866085153e-08,2.6925620677520357e-08
2011,1.0707121300690403e-08,2.103184648660772e-08
2012,6.127654716969744e-09,1.9404239604003948e-08
2013,6.136074925944257e-09,2.2312999892193375e-08
2014,9.311414528312412e-09,2.468607473993245e-08
2015,9.087959385034594e-09,2.8593822198885732e-08
2016,7.042556149361445e-09,2.009199873143075e-08
2017,9.559322805552384e-09,1.7106156491308866e-08
2018,6.195520207974425e-09,2.2200614457901224e-08
2019,8.16316081397872e-09,2.704047008528221e-08
