year,en_ADP aimant_NOUN,en_ADP paiement_NOUN
1800,3.458580977167003e-08,7.187560186139308e-06
1801,8.334139067756041e-08,1.56681812768511e-06
1802,8.280008501060365e-08,1.716423412290169e-06
1803,7.996391104825307e-08,1.6343842617061455e-06
1804,1.9774807569206132e-08,3.977208052674541e-06
1805,4.8328921309348516e-08,3.104422376054572e-06
1806,8.645007198992971e-08,4.841203917749226e-06
1807,2.2775640928784924e-08,8.330191121785901e-06
1808,4.5321478125970316e-08,4.334999630373204e-06
1809,4.969867095638847e-08,3.542159902281128e-06
1810,3.2761775514700275e-08,4.399438239488518e-06
1811,6.769107585569145e-08,4.3923982957494445e-06
1812,6.934741492159446e-08,3.11529925056675e-06
1813,1.380355927338428e-07,2.694569957384374e-06
1814,1.5733386149463513e-08,2.545661800468224e-06
1815,1.0788894222457657e-08,1.8718731098488206e-06
1816,6.025770460382773e-08,2.7950302410317818e-06
1817,6.383181272440197e-08,1.8339968619329738e-06
1818,4.887682791832049e-08,3.4213778690173058e-06
1819,5.2790355198339967e-08,2.916925950557925e-06
1820,3.9159388620646496e-08,2.24632481149456e-06
1821,3.155676331356716e-08,2.6093498490808997e-06
1822,3.8097340393505874e-08,2.827223624990438e-06
1823,2.7671523072925197e-08,3.1130464321904583e-06
1824,1.549484807128465e-07,2.992863528561429e-06
1825,1.4969252504215547e-08,4.352530595497228e-06
1826,1.6735169472426037e-08,5.9189655985392164e-06
1827,2.3964910722540367e-08,6.476977887359681e-06
1828,3.2103053826393335e-08,5.981257800158346e-06
1829,1.628903412154159e-08,5.767175480286824e-06
1830,1.982998831806526e-08,4.55880990557489e-06
1831,4.677361831184612e-09,5.958958809060277e-06
1832,4.058990654698391e-08,4.939791779179359e-06
1833,1.1583628278799551e-08,4.1376720218977425e-06
1834,3.267085801894609e-08,6.172925168357324e-06
1835,2.647080776796429e-08,4.301128228689777e-06
1836,3.1587525484155776e-08,3.029714207514189e-06
1837,1.530736071231331e-08,3.085128810198512e-06
1838,1.7042836475411605e-08,3.035518602700904e-06
1839,2.7965899818127582e-08,4.287172487238422e-06
1840,2.229391071750797e-08,3.9625833778700326e-06
1841,2.632424944692957e-08,3.730980779437232e-06
1842,2.2137274680034125e-08,3.7411994071590016e-06
1843,2.8353174030826267e-08,1.8860766886064084e-06
1844,2.5796238034558883e-08,2.832646487149759e-06
1845,2.287893385855e-08,2.0423633486643666e-06
1846,1.7563504428608212e-08,1.9846759187203133e-06
1847,2.534815024546333e-08,2.4113103336276254e-06
1848,2.011305383353701e-08,2.299324478372e-06
1849,1.4245005175439474e-08,1.6130373978739954e-06
1850,1.765138968323754e-08,1.913817868626211e-06
1851,2.0638204034639784e-08,2.210222646681359e-06
1852,2.9297455350629775e-08,2.45056935455068e-06
1853,2.7470885788360988e-08,1.976112343982095e-06
1854,5.5074042937253154e-08,2.1120376914041117e-06
1855,3.661786607267459e-08,1.560239525133511e-06
1856,4.193523395201737e-08,2.17493720811035e-06
1857,5.857810947418329e-08,1.9486983546812553e-06
1858,3.425573069648635e-08,1.7392125073456555e-06
1859,3.157147454579956e-08,1.8479497612133855e-06
1860,3.066713105681629e-08,1.807072180781688e-06
1861,4.904602440847228e-08,1.8198903717348003e-06
1862,4.6987057827907464e-08,1.6897269006221904e-06
1863,5.1444595250416114e-08,1.75510979261162e-06
1864,2.828889478223573e-08,1.5093803540366935e-06
1865,3.6242703060906933e-08,2.506865257601021e-06
1866,2.8707116683790446e-08,1.660147177062754e-06
1867,5.095452060288608e-08,1.2830834066335228e-06
1868,1.8277534485910962e-08,1.2231128039275063e-06
1869,2.9301114423674335e-08,1.482636434957385e-06
1870,3.1537268796455464e-08,1.5510602224821923e-06
1871,2.7615060460561835e-08,1.8576439515527454e-06
1872,2.7213026498884574e-08,2.309478986717295e-06
1873,2.2746817762708815e-08,1.3875558124709642e-06
1874,2.8080663128093875e-08,1.3006724657316227e-06
1875,2.460256709468922e-08,1.0264419643135625e-06
1876,2.841626911553874e-08,1.2986839692530339e-06
1877,3.277952553837338e-08,1.807203261705581e-06
1878,2.1136810302024855e-08,1.778511659722426e-06
1879,2.5659165459046562e-08,1.893890839710366e-06
1880,3.3372799634889816e-08,1.6211479305638932e-06
1881,2.998178416646624e-08,1.7277873212151462e-06
1882,2.1962771157291172e-08,3.446158416409162e-06
1883,1.516641390253426e-08,2.7640787720883964e-06
1884,3.234831424947515e-08,2.7126372970087687e-06
1885,2.3848851782304337e-08,2.11416841011669e-06
1886,1.5488312854472497e-08,2.893733153541689e-06
1887,4.439668899181015e-08,1.9136277842335403e-06
1888,2.789870379160675e-08,2.638329760884517e-06
1889,2.192797943223468e-08,2.184026698159869e-06
1890,3.2771932723107966e-08,3.398449280211935e-06
1891,2.103492668936724e-08,2.981222678499762e-06
1892,1.8178685001757344e-08,2.4741818833717844e-06
1893,1.970693297437265e-08,2.536035935918335e-06
1894,1.6384001710889606e-08,3.051205339943408e-06
1895,3.009307292245467e-08,2.2888791590958135e-06
1896,2.7126333179694484e-08,3.044636059712502e-06
1897,1.1653426668090106e-08,2.9121913485141704e-06
1898,1.640922953072277e-08,5.072715339338174e-06
1899,2.7637891975018647e-08,3.7228239762043813e-06
1900,3.1665423616544786e-08,3.813347575487569e-06
1901,2.2913829056392387e-08,4.052953499922296e-06
1902,8.34748237199534e-09,3.7303425415302627e-06
1903,2.2140903110923205e-08,4.522144536167616e-06
1904,1.5586412160928376e-08,4.2733645386761054e-06
1905,2.735202270232051e-08,4.05119590141112e-06
1906,2.2634411678268407e-08,4.13489533457323e-06
1907,2.005708910068904e-08,3.984160684922244e-06
1908,2.2101250607420297e-08,4.528300905803917e-06
1909,3.5756393401698006e-08,3.948605808545835e-06
1910,2.51175080734356e-08,3.929554168280447e-06
1911,2.8730021028877673e-08,3.984960130765103e-06
1912,2.2400511112685706e-08,4.003961294074543e-06
1913,2.5454351071374504e-08,4.1278472053818405e-06
1914,1.2723813391790628e-08,3.955096872232389e-06
1915,3.062998021885477e-08,4.926714609609917e-06
1916,1.648119329900055e-08,4.594956408254802e-06
1917,1.864292187292449e-08,4.366830125945853e-06
1918,2.6418664589300533e-08,3.779017788474448e-06
1919,1.9336482248721865e-08,3.884791112795938e-06
1920,1.741613253614105e-08,4.303299192542909e-06
1921,1.9689142760626055e-08,4.806422566616675e-06
1922,2.5084981203349344e-08,4.921820618619677e-06
1923,2.0170300985000722e-08,3.7123970741959056e-06
1924,2.0626599095407983e-08,3.6148114759271266e-06
1925,2.5295808780967377e-08,3.8537614273082e-06
1926,1.7833821530643945e-08,3.441927447056514e-06
1927,3.1217830098739796e-08,3.1351619327324443e-06
1928,3.085031252680892e-08,3.2575644581811503e-06
1929,3.899142186902793e-08,3.3142709980893414e-06
1930,3.046045071730674e-08,2.810764271998778e-06
1931,2.9653926425510235e-08,3.437574605413829e-06
1932,1.753525857850491e-08,2.591930297057843e-06
1933,1.4911860191091364e-08,2.933048335762578e-06
1934,1.677421224144382e-08,3.3416627047699876e-06
1935,2.0346082152400413e-08,3.560564437066205e-06
1936,2.66743711563322e-08,3.5173795822629472e-06
1937,2.0145789036973838e-08,3.47263039657264e-06
1938,2.3337385357535823e-08,3.1142444640863687e-06
1939,3.058810094103137e-09,3.0037515443837037e-06
1940,0.0,2.305026782778441e-06
1941,1.4757512545315876e-08,3.113835191470571e-06
1942,2.1239483061208375e-08,1.8023217762674903e-06
1943,2.322588166236983e-08,1.672263465479773e-06
1944,1.2852744646352221e-08,1.937551360242651e-06
1945,2.3963544037997053e-08,1.5358453993030707e-06
1946,1.3921104269343232e-08,1.6385139360863832e-06
1947,2.26496545963073e-08,1.476995862503827e-06
1948,2.174377655705939e-08,1.467704805691028e-06
1949,1.0798709482173763e-08,1.7650980908001657e-06
1950,1.0635361258337639e-08,1.6420998463217984e-06
1951,8.529121409139861e-09,1.6770385400377563e-06
1952,1.7926166662185494e-08,2.2449887637776555e-06
1953,1.1851209791302608e-08,2.2301821900327923e-06
1954,1.7590565448699635e-08,1.955484549398534e-06
1955,1.407841132561316e-08,2.0460624909901526e-06
1956,1.3081712602058815e-08,1.995397269638488e-06
1957,7.068030161150318e-09,1.6362489532184554e-06
1958,1.8198935691771112e-08,2.1739456315117422e-06
1959,1.0851047171911432e-08,1.9516382963047363e-06
1960,1.591791587429725e-08,1.691451643637265e-06
1961,1.459113452284555e-08,2.415180233583669e-06
1962,1.7757478709690133e-08,1.967909156519454e-06
1963,1.939815952312074e-08,1.7445411231165053e-06
1964,1.1559539991878864e-08,1.6408462215622421e-06
1965,1.3680108601477059e-08,1.8752692767520784e-06
1966,1.7171132071780448e-08,2.08601545637066e-06
1967,1.2818872185960117e-08,1.4470534779320587e-06
1968,2.2906220920049236e-08,1.3393402014116873e-06
1969,1.1808570121729645e-08,1.6622833527435432e-06
1970,2.3913370839068193e-08,1.7787867818697123e-06
1971,2.209510974182649e-08,1.5692666011091205e-06
1972,1.3338381954497436e-08,1.50108098750934e-06
1973,8.269805840122046e-09,1.5855973742873175e-06
1974,1.518904291231138e-08,1.996515493374318e-06
1975,9.138368284311582e-09,1.88992873972893e-06
1976,1.1427053969725876e-08,1.6254983847829862e-06
1977,8.227494963097826e-09,1.6560770745854825e-06
1978,5.940591130126904e-09,1.603959617568762e-06
1979,1.6385525603013207e-08,2.0060565475432668e-06
1980,1.0801786132219604e-08,1.7328338799416088e-06
1981,1.3916208629893845e-08,1.520029513812915e-06
1982,8.690503427999374e-09,1.7449289089199738e-06
1983,6.946847541655643e-09,1.4165253787723486e-06
1984,1.739702604197646e-09,1.3186945579946041e-06
1985,1.142956040922627e-08,1.5363734746642876e-06
1986,7.1933827783254856e-09,1.8942573660751805e-06
1987,1.4054879038383206e-08,1.5515363429585705e-06
1988,1.139345240375178e-08,1.4943411770218518e-06
1989,9.878619700032232e-09,1.4988061138865305e-06
1990,1.0352436741190019e-08,1.8356505506744725e-06
1991,9.378344545396544e-09,1.7941945316124475e-06
1992,1.2672871640972971e-08,1.4584821883545374e-06
1993,1.3848018731721368e-08,1.2308119039516896e-06
1994,8.967375175750192e-09,1.5313112271542195e-06
1995,1.6267353131205198e-08,1.6240239801845746e-06
1996,2.1352368761995422e-08,2.047158432105789e-06
1997,7.192341833217597e-09,1.3267473377709393e-06
1998,8.105819793158275e-09,1.3574864397014608e-06
1999,1.2339542720951613e-08,1.4336720823848736e-06
2000,8.83606254831193e-09,1.2211438615850057e-06
2001,9.638665865452367e-09,1.1233427130719065e-06
2002,7.009954394732176e-09,1.2254276953171939e-06
2003,1.1667384614000298e-08,9.867274002317572e-07
2004,5.726228824443069e-09,1.0505426644158433e-06
2005,6.7556242822064405e-09,8.831852937873919e-07
2006,1.5647981743693862e-08,6.946880262148625e-07
2007,1.3980678309488681e-08,5.85990164836403e-07
2008,1.2772319202269955e-08,6.394674301191117e-07
2009,1.0490023072406984e-08,7.376393682534399e-07
2010,1.5588517143783065e-08,6.122035642874835e-07
2011,1.5678285225639854e-08,5.426216489468061e-07
2012,1.8042539517981737e-08,5.014464363739535e-07
2013,1.310888730898796e-08,1.0325341008865507e-06
2014,1.7107016081485682e-08,1.0872699931496754e-06
