year,aucun_DET anneau_NOUN,aucun_DET panneau_NOUN
1890,1.1797895993481688e-08,7.209825181320184e-09
1891,1.2111018299343357e-08,0.0
1892,1.6924984080901595e-08,5.641661360300532e-09
1893,2.3401982796045218e-08,0.0
1894,5.041231432301174e-09,3.780923574225881e-09
1895,1.5648398132839247e-08,2.4074457982692365e-09
1896,5.897029087265082e-09,1.7691086373616827e-09
1897,8.15739897852552e-09,0.0
1898,7.3558613644664206e-09,5.6583546736987955e-09
1899,1.6582735185011188e-08,1.6582735185011188e-09
1900,1.349673839357024e-08,5.191053142894475e-10
1901,1.2854099118442264e-08,1.1177477832191585e-09
1902,1.7677021624251665e-08,1.4730851538580225e-09
1903,2.214090244478939e-08,5.400220270956879e-10
1904,1.5048950530172078e-08,0.0
1905,1.599835269816552e-08,3.096455536422127e-09
1906,2.006231980544726e-08,2.0576737536082135e-09
1907,1.8514235478050978e-08,0.0
1908,1.817213934884876e-08,7.367083387777029e-09
1909,1.8153246017504898e-08,0.0
1910,8.550640973048473e-09,3.740905363258662e-09
1911,2.7133907565257687e-08,1.0640748282497725e-09
1912,1.9795800110244954e-08,0.0
1913,1.96210621083992e-08,4.772690687104841e-09
1914,1.4063161524191514e-08,6.696743715117748e-10
1915,2.3561524176152204e-08,1.1780761921542648e-09
1916,1.3184954461564757e-08,0.0
1917,9.869782324756216e-09,0.0
1918,1.378365155346728e-08,3.44591288836682e-09
1919,3.6831394045755417e-09,3.6831393490643904e-09
1920,1.9687803387569147e-08,4.543339038320937e-09
1921,1.1359120755116692e-08,7.572747429129834e-10
1922,7.377935595798135e-09,2.2133805899215986e-09
1923,5.307974060286824e-09,0.0
1924,7.734974660777993e-09,0.0
1925,5.499088961968823e-09,2.1996355847875293e-09
1926,6.687682962969177e-09,2.229227691330493e-09
1927,3.344767462998277e-09,5.574612327308159e-09
1928,2.0566874425753667e-08,1.0283436990832229e-08
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,8.402882833991043e-09
1931,7.983749661377715e-09,0.0
1932,1.3151444377967891e-08,6.575722188983946e-09
1933,9.176529758292418e-09,0.0
1934,1.9170528275935794e-08,3.5944740517379614e-09
1935,1.9149253738248717e-08,5.98414207075848e-09
1936,1.4549657922913184e-08,9.699771208460106e-09
1937,1.7627565629396713e-08,0.0
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,1.0143131667916805e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,5.806470415592457e-09,8.709705845433291e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,1.3921104269343232e-08,2.7842208538686464e-09
1947,2.0265479960812627e-08,8.344609669919123e-09
1948,7.61032148410834e-09,3.2615663503321457e-09
1949,9.817008317369869e-09,5.890204990421921e-09
1950,1.2762433998503298e-08,1.2762433776458693e-08
1951,1.0661401761424827e-08,8.529121520162164e-09
1952,7.381362632230548e-09,3.163441175679793e-09
1953,4.30953106533849e-09,1.1851210235391818e-08
1954,2.9317608341017376e-09,1.3681550115052232e-08
1955,1.6894095011821264e-08,9.385607846468247e-10
1956,6.976913491385517e-09,6.104799110673298e-09
1957,3.534015080575159e-09,8.8350378124602e-09
1958,6.617794756635931e-09,9.926692190465047e-09
1959,4.650448914844674e-09,7.750747821333448e-09
1960,1.1073333139322017e-08,8.305000243069571e-09
1961,9.03260710671816e-09,1.3896318540318475e-08
1962,6.341956515498737e-09,8.8787386332001e-09
1963,6.466053248388448e-09,5.1728425987107585e-09
1964,1.277633332463779e-08,1.1559539880856562e-08
1965,8.755269398363907e-09,1.6416130121932326e-09
1966,6.092982340888398e-09,1.4401594583546284e-08
1967,1.0353704449350687e-08,1.3311906243984595e-08
1968,8.982831312120965e-09,2.245707925174756e-09
1969,7.72098829315837e-09,7.720988182136068e-09
1970,1.4715919871566285e-08,9.19744974625658e-09
1971,8.735275613958038e-09,1.335983357275694e-08
1972,6.15617617993891e-09,1.0260293947794707e-08
1973,3.859242592163525e-09,1.2129048487796723e-08
1974,5.06301445213353e-09,9.000914902301815e-09
1975,1.0851811893530794e-08,9.709516302081056e-09
1976,4.570821443561357e-09,1.199840671262109e-08
1977,3.526069214387917e-09,9.99052895966912e-09
1978,6.53465048738866e-09,1.7227714810275074e-08
1979,4.681578569254441e-09,1.287434114871644e-08
1980,2.8425752862659692e-09,1.2507331392797028e-08
1981,6.325549417596221e-09,5.692994575756671e-09
1982,6.207502400989995e-09,1.1794254461960918e-08
1983,3.1576580239445207e-09,7.578379146444547e-09
1984,4.639206907519622e-09,8.118611560803402e-09
1985,4.210890636180409e-09,1.6242006406486098e-08
1986,6.593933843390687e-09,7.792831269171074e-09
1987,7.332980445085013e-09,1.5277041853778428e-08
1988,2.9982768490199874e-09,8.99483088012687e-09
1989,6.036934174780129e-09,1.2622680900520322e-08
1990,5.448650863826288e-09,1.3621627825699534e-08
1991,5.861465202094962e-10,1.1722930404189924e-08
1992,9.917899501665772e-09,1.157088269643225e-08
1993,3.877445142741465e-09,7.200969598386564e-09
1994,5.274926662135471e-09,1.5297286770632468e-08
1995,3.795715630694474e-09,1.0844901643380922e-08
1996,5.338092190498855e-10,1.0676184380997711e-08
1997,1.438468344439059e-09,1.2946215210973833e-08
1998,4.768129224785866e-10,1.4781200263769279e-08
1999,2.7421207526856506e-09,5.484241394348999e-09
2000,7.510653765585573e-09,1.4579503826439577e-08
2001,3.943090742808408e-09,1.0953029372373635e-08
2002,2.6287327870022636e-09,9.200564754507923e-09
2003,6.250384210204629e-09,1.7084383685528337e-08
2004,3.0833537945085254e-09,2.070251925445632e-08
2005,3.602999676388663e-09,1.8915748523085085e-08
2006,4.11788997345397e-09,1.811871608303761e-08
2007,6.7906151812735516e-09,2.8360805037763726e-08
2008,3.83169571072095e-09,2.9802077694540685e-08
2009,1.907277002999308e-09,4.291373212339522e-08
2010,7.558068837454357e-09,5.290648275035892e-08
2011,1.529588788962144e-09,6.041875622031512e-08
2012,4.085103200157647e-09,5.957442095194665e-08
2013,7.530637669006524e-09,6.24763991652344e-08
2014,4.980523909958734e-09,6.171518673880882e-08
2015,7.314698902138872e-09,7.115207001362478e-08
2016,7.249690292532307e-09,6.27616021375843e-08
2017,3.7734170232894826e-09,7.722926831377208e-08
2018,8.518840410864925e-09,6.866701518504215e-08
2019,5.612173170632673e-09,7.47439408144146e-08
