year,en_ADP airs_NOUN,en_ADP paires_NOUN
1853,1.1943863675867306e-09,3.5831591027601917e-09
1854,7.27393034694046e-09,8.832629738719788e-09
1855,1.2736649068756378e-08,7.960405667972736e-09
1856,1.0872097000458325e-08,5.177189343896771e-09
1857,7.322263684272912e-09,6.8341128311999455e-09
1858,2.4468379322684086e-08,1.6149130033227266e-08
1859,1.3748867822016564e-08,1.8331824946926645e-08
1860,1.373155189554609e-08,9.15436793036406e-09
1861,1.2733101684148096e-08,1.6977470096435354e-08
1862,1.0843167252971853e-08,1.355395884417021e-08
1863,9.489779628779615e-09,5.494082966350788e-09
1864,1.3904711160250827e-08,4.315255264231155e-09
1865,7.530950973944073e-09,6.118897832863013e-09
1866,1.0704348518686402e-08,2.432806400776144e-09
1867,2.426405742994575e-08,1.261730986357179e-08
1868,1.1855697756857353e-08,8.397785578040384e-09
1869,1.5627261262807224e-08,1.4650557433881772e-09
1870,8.027668307875047e-09,5.734048791339319e-09
1871,6.37270636261178e-09,8.496941816815706e-09
1872,1.269941263259966e-08,1.269941218851045e-08
1873,1.496501056408306e-08,9.577607151811662e-09
1874,3.5847653734322193e-09,5.078417686377179e-08
1875,6.293679799540541e-09,4.577221712764867e-09
1876,2.0556450763820067e-08,1.0278225381910033e-08
1877,7.421779191219002e-09,3.0924081073635534e-09
1878,2.8383716710322915e-08,2.6571990829893366e-08
1879,5.498392852132383e-09,2.2604503158163425e-08
1880,1.2193908105473383e-08,3.016387850607316e-08
1881,2.022027217885025e-08,1.8128519130300447e-08
1882,9.983077475794744e-09,7.05470810657971e-08
1883,7.583206784733676e-09,2.6541224329434954e-08
1884,1.9805090900604227e-08,4.885255577846692e-08
1885,1.6114089618213256e-08,1.6114089618213256e-08
1886,1.5488312854472497e-08,7.163345117078279e-08
1887,1.8933882017790893e-08,2.285123557044244e-08
1888,6.974675947901687e-09,2.0924028731883482e-08
1889,8.771191772893872e-09,1.9421923624918236e-08
1890,1.1797895993481688e-08,2.1629475099871343e-08
1891,1.1473596073230397e-08,3.4420789774003424e-08
1892,1.0656471260972467e-08,3.0715710863660206e-08
1893,2.3401982574000613e-08,6.527921669885473e-08
1894,9.452309157609307e-09,2.2055386850183822e-08
1895,9.027921299420427e-09,5.11582243234443e-08
1896,1.4152869098893461e-08,6.309821287686646e-08
1897,1.6897470089816125e-08,2.7968225069230357e-08
1898,5.6583546736987955e-09,3.677930848766664e-08
1899,1.1055156790007459e-08,2.1557555740514545e-08
1900,6.748368974740515e-09,1.2977633190303095e-08
1901,2.235495566438317e-09,3.856229824350521e-08
1902,8.838511256215043e-09,7.758248443678895e-08
1903,1.1880484596105134e-08,4.428180488957878e-08
1904,1.2361637935498493e-08,2.418581246388385e-08
1905,4.644683138099737e-09,2.3223416079076742e-08
1906,2.0576738091193647e-09,2.9321851613417493e-08
1907,8.742833790265081e-09,4.319988278211895e-08
1908,2.1118972570732808e-08,2.3083527977973972e-08
1909,9.351672325408344e-09,3.190570296851547e-08
1910,1.2825961404061559e-08,1.336037680488289e-08
1911,1.702519769608557e-08,2.3941684190731394e-08
1912,6.772247651554153e-09,1.0939784189645252e-08
1913,5.833288518886093e-09,2.1211958411981868e-08
1914,7.36641797560722e-09,1.0714789944188396e-08
1915,2.3561523843085297e-09,3.887651445211304e-08
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,2.1932848870420685e-09,3.61891991929042e-08
1918,1.4932289182922887e-08,2.067547733020092e-08
1919,1.289098744416961e-08,4.1435317399418636e-08
1920,1.2872794385998532e-08,3.104614876292544e-08
1921,2.2718242898012164e-08,1.9689142760626055e-08
1922,2.1396012073182646e-08,5.3121134158118366e-08
1923,1.9108707505210987e-08,1.5923921736771263e-08
1924,2.9650736976805092e-08,1.0957880647310958e-07
1925,2.3096173862313663e-08,2.1996356736053713e-08
1926,1.8948435376309192e-08,6.13037585139864e-08
1927,2.0068604777989663e-08,3.3447673075670536e-08
1928,6.8556245125250825e-09,3.7705934374798744e-08
1929,1.2254447234738564e-08,6.015819309368453e-08
1930,1.68057662230936e-08,4.7266215830177316e-08
1931,7.983749661377715e-09,5.7026781519198266e-08
1932,5.4797681947604815e-09,3.06867029564728e-08
1933,1.605892663292252e-08,5.047091278242988e-08
1934,2.3963160344919743e-09,5.152079296522061e-08
1935,4.787313656606784e-09,8.138432860960165e-08
1936,1.2124714565686645e-08,7.517323297179246e-08
1937,3.777335333410292e-09,1.0198805711070236e-07
1938,1.0372171566075394e-08,4.408173026604345e-08
1939,0.0,5.199976982339649e-08
1940,2.5357829169792012e-09,1.5468275194052694e-07
1941,0.0,3.5418032950929046e-08
1942,6.068423541449874e-09,4.247896612241675e-08
1943,2.0322646676618206e-08,5.2258233296242906e-08
1944,6.4263723231761105e-09,6.7476911169706e-08
1945,1.5249527862692958e-08,5.8819608739213436e-08
1946,1.3921104269343232e-08,1.4477947729574225e-07
1947,7.152522574216391e-09,3.814678706248742e-08
1948,1.6307831529616124e-08,8.914948068650119e-08
1949,8.835307596655184e-09,5.988375306742455e-08
1950,7.444753036267571e-09,4.892266147749069e-08
1951,1.3859821956785368e-08,5.330700858507953e-08
1952,1.0544803696888039e-08,8.330395218081321e-08
1953,5.386913581872932e-09,1.0342874645630218e-07
1954,7.818028890937967e-09,5.668070812703263e-08
1955,1.2201290200408721e-08,8.540903451148552e-08
1956,1.744228317335228e-09,8.633929837742471e-08
1957,8.835037590415595e-09,7.774833221674271e-08
1958,1.1581141212690937e-08,9.761247099504544e-08
1959,5.425523585955716e-09,1.0851046994275748e-07
1960,2.2838749558218296e-08,9.343124673932834e-08
1961,4.863711378089164e-09,4.078569588727987e-07
1962,8.244543714397423e-09,1.0400808747590418e-07
1963,1.6165133231993423e-08,8.147227248400668e-08
1964,6.083968384640315e-09,7.361601461752798e-08
1965,1.2038495811328431e-08,6.949495201524769e-08
1966,6.092982229866095e-09,7.976267824005845e-08
1967,1.5284040255636455e-08,6.55734666565877e-08
1968,1.5719955531734442e-08,5.210042530734427e-08
1969,8.629339798282842e-09,6.948889108571166e-08
1970,1.6095537708205043e-08,8.783564453551662e-08
1971,9.762954888969944e-09,4.4704059121158934e-08
1972,2.3598676068825597e-08,8.413440610866019e-08
1973,9.372446541089374e-09,8.986522459508706e-08
1974,9.563471792262135e-09,9.563471792262135e-08
1975,3.4268881066168433e-09,6.282628106646371e-08
1976,6.8562320265641574e-09,9.370184272938786e-08
1977,7.639816335114347e-09,8.286262698220526e-08
1978,1.1287123569125868e-08,7.069303364914958e-08
1979,1.1118749476679568e-08,5.676414005506558e-08
1980,6.253665585376211e-09,5.742002073816366e-08
1981,1.2018544381930951e-08,1.2777610436387477e-07
1982,7.449002747961231e-09,6.145427278170246e-08
1983,1.2630632317822688e-08,7.515225775023282e-08
1984,1.0438215292118969e-08,7.770671572870924e-08
1985,7.82022557821449e-09,8.722559385887507e-08
1986,8.392279760016663e-09,1.288814388544779e-07
1987,1.2221634038134255e-08,1.1060578231081308e-07
1988,1.4991384134077634e-08,1.0314072795836182e-07
1989,4.939309850016116e-09,6.036934507847036e-08
1990,8.717841171179685e-09,9.371679965397561e-08
1991,1.1722930182145319e-08,7.854363559545163e-08
1992,7.713921945651236e-09,8.871010237498922e-08
1993,8.862731548653358e-09,7.145577285427862e-08
1994,7.912389743403025e-09,7.226649501035354e-08
1995,1.3556126887692699e-08,7.808328916780738e-08
1996,4.270473752399084e-09,6.886138947947984e-08
1997,1.054876808126437e-08,5.849771156363204e-08
1998,7.629006981701991e-09,8.248863281323793e-08
1999,1.2339543165040823e-08,7.540831603591869e-08
2000,1.192868470667463e-08,8.2617191310419e-08
2001,7.0099388516098315e-09,6.352757253580421e-08
2002,1.0076809608960957e-08,5.47652696525347e-08
2003,1.2500768864498468e-08,1.5584291190862132e-07
2004,1.4535811221350059e-08,7.664336720836218e-08
2005,1.1259373877692269e-08,6.755624326615361e-08
2006,1.070651389767363e-08,7.576917226970181e-08
2007,1.358123019601365e-08,6.750670422661642e-08
2008,1.021785517307805e-08,6.088139059556852e-08
2009,3.337734755248789e-09,6.198650481792356e-08
2010,8.9752067999882e-09,6.707786326387577e-08
2011,2.2943831279320648e-09,8.756895653050378e-08
2012,4.425528637996834e-09,5.7531870822913334e-08
2013,6.693900156395927e-09,5.327228791429661e-08
2014,4.547434789836657e-09,4.612398285530617e-08
2015,6.871383573248124e-09,4.3001563199140946e-08
2016,4.349813981230355e-09,5.468337604952467e-08
2017,4.024978267347379e-09,5.634969468815143e-08
2018,1.8070267504555204e-09,8.363952019863063e-08
2019,7.652963041060445e-09,4.1326000399521945e-08
