year,un_DET air_NOUN,un_DET pair_NOUN
1800,3.1539114957013226e-05,7.671761466099269e-07
1801,2.9183774074681423e-05,2.5002416714769993e-07
1802,2.820126178448845e-05,5.057518706053088e-07
1803,3.28456627585183e-05,3.042529299612795e-07
1804,3.575037993641672e-05,1.6808586966732264e-07
1805,3.487073780661376e-05,2.3880172239643116e-07
1806,3.055722015687934e-05,2.4782355012575863e-07
1807,2.429306718454427e-05,1.3665384290817428e-07
1808,2.6828049868754533e-05,2.2660739507074368e-07
1809,2.871905564916233e-05,1.1521055687246928e-07
1810,4.341403035823532e-05,1.427477283044709e-07
1811,3.0200246897038596e-05,1.1532553179094407e-07
1812,2.5333143298666982e-05,1.0135391326215881e-07
1813,3.3326970822145086e-05,2.128048806060434e-07
1814,2.6513900877489505e-05,6.419221243447737e-07
1815,2.3487422566859095e-05,1.9177259105163103e-06
1816,2.6483259148335492e-05,1.3326222116916142e-06
1817,2.63189456291002e-05,8.09574172144778e-07
1818,2.873718946716508e-05,7.093100267141494e-07
1819,2.4065156139840838e-05,1.4377607895355027e-06
1820,2.803930794925691e-05,1.0644233654488744e-06
1821,3.1554789529764093e-05,6.676227712887339e-07
1822,2.90572434380465e-05,8.692208979255156e-07
1823,2.759740365831931e-05,9.319373575067402e-07
1824,2.4607332676396254e-05,5.936884468482617e-07
1825,2.7951998561093205e-05,4.922242815563749e-07
1826,2.211420704156808e-05,8.26188917946169e-07
1827,1.9799625064820248e-05,1.2876530366412453e-06
1828,2.5229331214404738e-05,8.053280566855392e-07
1829,2.8438082637194384e-05,1.5388851188902208e-06
1830,2.8202417325928764e-05,1.2336340127205858e-06
1831,2.4743244182445778e-05,1.488960208462231e-06
1832,2.7678257595198374e-05,1.380056820377007e-06
1833,2.8152851399454448e-05,9.197400725469151e-07
1834,2.4972671269551938e-05,7.019567185295728e-07
1835,3.5641052249957283e-05,9.105957659016894e-07
1836,2.651873523973336e-05,5.766403521345609e-07
1837,2.4754087718292794e-05,6.032491439711407e-07
1838,2.219482431087272e-05,5.359025436746379e-07
1839,2.432054471057654e-05,1.2151183739206317e-06
1840,2.5315690649563294e-05,5.783677394788356e-07
1841,2.1713653779897868e-05,6.105941814382732e-07
1842,2.5270704668400867e-05,7.540090143365319e-07
1843,2.5331198287403822e-05,8.624090175324284e-07
1844,2.3661187839252307e-05,7.689474285088593e-07
1845,2.451003473424862e-05,7.577949303616549e-07
1846,2.186480668342483e-05,6.586314120760051e-07
1847,1.578380854994066e-05,5.075023565837e-07
1848,1.847504712770842e-05,4.859314048366592e-07
1849,1.6754639375449187e-05,4.0723957717148096e-07
1850,1.928482288349187e-05,3.795048915122834e-07
1851,1.788106975197934e-05,2.94739340933603e-07
1852,1.9730208109081104e-05,2.7800029944735627e-07
1853,2.2908330208792904e-05,2.9322185213231933e-07
1854,2.0007464314630852e-05,2.961528611233888e-07
1855,2.352989844212061e-05,3.794460070594141e-07
1856,2.1180916718321896e-05,3.655095532906216e-07
1857,2.4517379443977916e-05,4.910798003798789e-07
1858,2.46998507122953e-05,4.463032596269123e-07
1859,2.4695004597674597e-05,3.661272520716352e-07
1860,2.4408291039890173e-05,3.918069271247049e-07
1861,2.2439498692961024e-05,3.164411628286956e-07
1862,2.0613763794585793e-05,3.248432123847955e-07
1863,2.1721606714208974e-05,2.936837013578497e-07
1864,2.1351882665499033e-05,4.0179819349450696e-07
1865,2.2113225568887174e-05,2.7676245628605045e-07
1866,2.1114326898441504e-05,2.622565425380863e-07
1867,2.1764374352528648e-05,3.1252106325041495e-07
1868,1.992794636862527e-05,3.6258674462885665e-07
1869,2.50837080244537e-05,1.2086709697545217e-06
1870,2.09889112881001e-05,5.865931971271721e-07
1871,2.01069500462836e-05,1.901190671560471e-07
1872,2.1711157586423724e-05,2.3524150261078347e-07
1873,1.8843342772356664e-05,2.9750442442910696e-07
1874,2.2388652652693963e-05,3.913369086561147e-07
1875,2.1245746324893844e-05,1.109976267399393e-06
1876,2.011146435165756e-05,6.100428713295969e-07
1877,2.215895831625403e-05,8.652557507149439e-07
1878,1.896938061918263e-05,3.744234928770851e-07
1879,2.147794315021656e-05,4.979100123314595e-07
1880,1.945505873379716e-05,3.4720547148481273e-07
1881,2.04810446433612e-05,3.0818483415240294e-07
1882,2.0781439602046703e-05,7.487308497644563e-07
1883,1.929357392782549e-05,3.892712741593307e-07
1884,2.0509492458131717e-05,2.8585347244813875e-07
1885,1.8393266913108164e-05,3.628893030516167e-07
1886,1.7636026484524336e-05,3.0137677142771935e-07
1887,1.7835063403026652e-05,5.973965926386882e-07
1888,1.7643394585320493e-05,4.026290292280521e-07
1889,1.7111341108488887e-05,4.341739683333401e-07
1890,1.6275197523896168e-05,2.779059867785705e-07
1891,1.6628427616183217e-05,2.262848131096007e-07
1892,1.5423674184944502e-05,2.6829233168434996e-07
1893,1.481714993190053e-05,2.89445570622604e-07
1894,1.569272407664357e-05,2.230744922115946e-07
1895,1.5525617072853493e-05,3.412554379078614e-07
1896,1.4793286666758831e-05,1.6629622390240684e-07
1897,1.3938081778519518e-05,1.8237613375049477e-07
1898,1.3961990276811775e-05,2.540601262701614e-07
1899,1.5758573226776207e-05,1.9180697563569993e-07
1900,1.5428328921984757e-05,2.2529170706775403e-07
1901,1.3971288638003898e-05,2.0622446561535668e-07
1902,1.1476806619725721e-05,2.258730527060493e-07
1903,1.3185177763830325e-05,2.095285418501902e-07
1904,1.2110643297091883e-05,1.4887711508038137e-07
1905,1.2142749923782503e-05,1.8578732563501177e-07
1906,1.3283313492706839e-05,1.2140275762462238e-07
1907,1.2883337106472936e-05,2.0057089322733646e-07
1908,1.3774972487112791e-05,1.3211636362697732e-07
1909,1.504739084623452e-05,1.9528491623788113e-07
1910,1.671062418040492e-05,1.9185500454987903e-07
1911,1.3323812723342598e-05,1.7025197074360676e-07
1912,1.3645037213905198e-05,2.6047105516902036e-07
1913,1.4613448968248122e-05,2.3174065244546682e-07
1914,1.374104839158008e-05,1.3460454617586493e-07
1915,1.1356654525229715e-05,9.895840125118127e-08
1916,1.1479700447125651e-05,9.339342388337002e-08
1917,1.2827426701278455e-05,8.773139692497267e-08
1918,1.3087577485748625e-05,1.4817425242341642e-07
1919,1.4362401714151929e-05,1.206228100181228e-07
1920,1.5164908489850859e-05,1.2797071402559368e-07
1921,1.5552909076177457e-05,1.082902896243354e-07
1922,1.7338148865064795e-05,1.0550447449020339e-07
1923,1.7457926446695637e-05,2.293044838452829e-07
1924,1.6222821102473972e-05,1.2891624701083515e-07
1925,1.7909432244778145e-05,2.1116500970030927e-07
1926,1.7172856075831078e-05,1.6161900884270608e-07
1927,2.3597334376290746e-05,2.218695760447531e-07
1928,1.667287932605177e-05,1.5196634250980168e-07
1929,1.805191473636114e-05,1.804745837219457e-07
1930,1.5514872444555294e-05,2.1322315379990187e-07
1931,1.3473148243292599e-05,1.2774000079929237e-07
1932,1.473728892165127e-05,1.3261039655265705e-07
1933,1.3357585928019944e-05,1.365008837073134e-07
1934,1.349245724213688e-05,1.5216606819024037e-07
1935,1.4838278360684853e-05,1.7114646322369254e-07
1936,1.2701850693019878e-05,1.2124714876549092e-07
1937,1.310609464155732e-05,1.2213384747994382e-07
1938,1.3181733834244369e-05,1.6465822660904905e-07
1939,1.3350176260473745e-05,1.0399954319950666e-07
1940,1.0624929984714981e-05,2.764003352861977e-07
1941,1.530058963794545e-05,6.493305537702554e-08
1942,1.3041042009831472e-05,1.608132249586447e-07
1943,1.6551344515391975e-05,1.8000058465972302e-07
1944,1.5567886464395997e-05,1.0603514510876266e-07
1945,1.981567294251363e-05,1.1546071343460085e-07
1946,1.7207877675673444e-05,9.466350903153398e-08
1947,1.791945305740228e-05,1.8119724209952892e-07
1948,1.6742707515504662e-05,1.23939524421246e-07
1949,1.641305571808971e-05,1.776878546522198e-07
1950,1.552550067174252e-05,1.2975140784021733e-07
1951,1.6365251013894522e-05,1.5992102930795227e-07
1952,1.5768699569207456e-05,1.6449893580627872e-07
1953,1.4376594833720446e-05,1.6699431881761484e-07
1954,1.75143399587796e-05,1.1140691347222287e-07
1955,1.3482425316624358e-05,1.1732009763676388e-07
1956,1.605649313773938e-05,1.997141469978203e-07
1957,1.4166099816748101e-05,1.2899155382717353e-07
1958,1.3793965564445898e-05,1.2987422498556e-07
1959,1.3715722985807588e-05,1.2323689002613492e-07
1960,1.7021790455373775e-05,1.2872750049242043e-07
1961,1.5989798640703157e-05,1.125601800100462e-07
1962,1.557901660476091e-05,1.4015723337479358e-07
1963,1.532713233132199e-05,1.907485653873664e-07
1964,1.3951147934676555e-05,1.727846941079747e-07
1965,1.343113055440881e-05,1.5212280857213045e-07
1966,1.70730893671589e-05,1.4346204135762264e-07
1967,1.518641997222403e-05,1.7798510881794627e-07
1968,1.543564914641138e-05,1.8235148846468263e-07
1969,1.3014861082183415e-05,1.258066886222764e-07
1970,1.1234225553380384e-05,1.2692480760856384e-07
1971,1.257520048625338e-05,1.0739251044000753e-07
1972,1.3318886857405232e-05,1.5185234153447524e-07
1973,1.0676870488168788e-05,1.400353741853877e-07
1974,8.631877491893647e-06,9.675983569934488e-08
1975,8.27307945883149e-06,1.3193519210474847e-07
1976,9.147928338393285e-06,1.428381684043245e-07
1977,9.010869234771235e-06,8.46256607012208e-08
1978,1.1328707415714234e-05,1.2831676698965566e-07
1979,1.2395064800330147e-05,1.3576578439256082e-07
1980,1.0682967086950157e-05,1.0517528703513079e-07
1981,1.0616802768481648e-05,8.602747453290149e-08
1982,1.0022632991990577e-05,1.4587630592366452e-07
1983,1.0061561496854665e-05,1.4398921066582915e-07
1984,1.0698011166709875e-05,1.0438215325425659e-07
1985,1.0190956658107098e-05,1.0527226224077424e-07
1986,1.1076610263671682e-05,1.1509412090049409e-07
1987,1.0793535906827856e-05,1.1671660482548418e-07
1988,1.056892578787938e-05,1.5351177684586048e-07
1989,1.0576160576647453e-05,1.1525056842209835e-07
1990,9.99173622062699e-06,1.3403680881873825e-07
1991,9.949251108309909e-06,1.1664315502368794e-07
1992,9.992834804961603e-06,1.168108170745974e-07
1993,1.0580439905538697e-05,1.5897524718866407e-07
1994,1.0117836637846267e-05,1.4347800320058113e-07
1995,1.045665447918509e-05,1.263431062548115e-07
1996,9.494330640791304e-06,1.3665516229721675e-07
1997,9.994957736125798e-06,1.1315951109480693e-07
1998,1.0455076932203156e-05,1.4352069654943733e-07
1999,1.004256037617779e-05,1.6269916636169057e-07
2000,1.0408440630271798e-05,1.5021306942752943e-07
2001,9.863421922773341e-06,1.6298107938239603e-07
2002,1.1255357861728044e-05,1.9846932958200725e-07
2003,1.1734471456747997e-05,1.8626145692479668e-07
2004,1.1697363362372926e-05,1.5945344539192163e-07
2005,1.2009698963311166e-05,1.6618835563253498e-07
2006,1.3022827204167697e-05,2.3101361801280973e-07
2007,2.0383430154424786e-05,1.9812618212711186e-07
2008,2.2352835571837204e-05,1.9797094971685247e-07
2009,2.4871368111689662e-05,2.026481873418362e-07
2010,3.40325672993913e-05,2.1776685443786192e-07
2011,4.048668643008568e-05,2.1223044943674552e-07
2012,5.103144911799973e-05,2.5327638769612193e-07
2013,5.7959690764164407e-05,2.6998730195959553e-07
2014,5.990400916289218e-05,2.5508943909957615e-07
2015,6.080620511283996e-05,2.7951015701965787e-07
2016,6.210975544718167e-05,2.5581049190037675e-07
2017,5.494396981475802e-05,2.3697059009508692e-07
2018,6.407226038618319e-05,2.395601105265044e-07
2019,6.030356615838173e-05,3.1453678628334814e-07
