year,en_ADP air_NOUN,en_ADP pair_NOUN
1900,1.3496738171525635e-07,1.2977632302124675e-08
1901,1.279821263411307e-07,1.5648468743023614e-08
1902,2.533706344731712e-07,1.5712908751908117e-08
1903,1.3608554705335507e-07,2.3220947387159185e-08
1904,1.4135264425618743e-07,1.1286712897629059e-08
1905,1.475977098319703e-07,1.3417973176998998e-08
1906,2.052529679552606e-07,2.31488301860594e-08
1907,2.2062798410438234e-07,2.828563872014911e-08
1908,2.3329098763902323e-07,1.7681000663571922e-08
1909,3.15206349466024e-07,2.4204327875310128e-08
1910,3.6340225884057276e-07,2.3514263425283843e-08
1911,3.9902805815117404e-07,1.8089272302290738e-08
1912,4.625965921434272e-07,1.927485859809508e-08
1913,5.09087001221431e-07,1.6969567528946072e-08
1914,3.0202313938687553e-07,1.8081207919795617e-08
1915,1.8377989163820274e-07,2.0027294933555595e-08
1916,1.50528225217883e-07,1.8678685709261345e-08
1917,1.381769423325352e-07,3.289927352767563e-08
1918,2.6303800471083605e-07,2.6418665477478953e-08
1919,2.642652502382603e-07,1.9336482248721865e-08
1920,2.854731246948461e-07,2.3473917920568965e-08
1921,2.6504616346123555e-07,2.574734159210834e-08
1922,2.751969887526684e-07,2.951174238319254e-08
1923,2.558443532585386e-07,1.8047111360885992e-08
1924,2.2947091282699006e-07,2.4494086314774677e-08
1925,3.277457034656095e-07,1.2097996160420621e-08
1926,2.920288224572687e-07,1.4489979882625903e-08
1927,2.129501930347999e-07,1.8953682623390478e-08
1928,2.31948637186008e-07,1.4853853702589959e-08
1929,2.551153110985638e-07,1.5596568481157647e-08
1930,2.468346705919444e-07,1.2604324250986565e-08
1931,4.573547949249246e-07,1.0264820993199919e-08
1932,3.9563927378694075e-07,7.6716757391182e-09
1933,3.8082598163846626e-07,1.261772819560747e-08
1934,3.774197683270586e-07,7.188948103475923e-09
1935,5.732808050495919e-07,9.574627313213568e-09
1936,4.692264652383926e-07,8.487300195980652e-09
1937,4.293571240765459e-07,6.295559074054324e-09
1938,4.2914859399445504e-07,9.075650009293668e-09
1939,4.909389987872714e-07,1.070583532936098e-08
1940,6.187310546135194e-07,5.0715658339584024e-09
1941,4.574829119974311e-07,2.6563523825018365e-08
1942,4.247896423503761e-07,6.068423541449874e-09
1943,9.929064368474627e-07,2.322588210645904e-08
1944,4.6269882147953467e-07,9.639558484764166e-09
1945,9.389352637612092e-07,1.3071024262956144e-08
1946,4.134568101221703e-07,1.809743643832462e-08
1947,5.161737379744125e-07,1.907339353124371e-08
1948,4.435730192042797e-07,2.0656587107481528e-08
1949,4.7317980900185574e-07,6.8719057111366055e-09
1950,5.221962715573625e-07,2.7651938960815414e-08
1951,4.659032604159563e-07,1.4925962688039363e-08
1952,5.388395063476992e-07,1.4762725597528004e-08
1953,5.289949411846351e-07,1.508335811806205e-08
1954,6.74304979852991e-07,7.818028890937967e-09
1955,5.406109884198429e-07,1.1262729415761896e-08
1956,5.843164938568179e-07,1.4825940475304833e-08
1957,5.009466179650701e-07,1.501956425897788e-08
1958,6.444077458311881e-07,1.8198935247681902e-08
1959,4.7512084933032384e-07,1.5501495198577686e-08
1960,5.294437523950535e-07,1.0381249748725452e-08
1961,4.3703921681625957e-07,1.181187103682646e-08
1962,4.7564672556177356e-07,1.2683912586908264e-08
1963,4.4615768057809646e-07,1.1638895180965392e-08
1964,4.7637472228023725e-07,5.5972508183899095e-08
1965,4.5801002546141945e-07,1.91521518644322e-08
1966,5.383980679063427e-07,1.107814973089205e-08
1967,5.166991521310393e-07,8.923907612867765e-08
1968,4.051256959902716e-07,1.796566317935344e-08
1969,4.514507359054676e-07,1.4533625192214572e-08
1970,3.7893495408169997e-07,1.2876430255381877e-08
1971,4.3933299265219716e-07,2.0553589719085608e-08
1972,3.729616903092037e-07,1.898154344814884e-08
1973,4.1018235097389777e-07,2.1501495472975307e-08
1974,4.0672883683257055e-07,1.4626486688484874e-08
1975,4.1065541767082436e-07,1.4849848017917111e-08
1976,4.079458255645818e-07,1.428381724011274e-08
1977,4.01384201875743e-07,9.990529292736028e-09
1978,3.386137139571588e-07,1.0693064655953322e-08
1979,3.440960313350061e-07,1.287434159280565e-08
1980,3.2234804003827833e-07,2.78572392375942e-08
1981,2.859148393596911e-07,6.325549528618524e-09
1982,3.0478835211233957e-07,5.586751949948621e-09
1983,2.7345319608684804e-07,2.2103606056589342e-08
1984,2.52836773739773e-07,1.5077422421683195e-08
1985,3.0739501566401373e-07,9.624892882698077e-09
1986,2.673540528963514e-07,5.994485574589703e-09
1987,3.611492629396196e-07,7.944061852782625e-09
1988,2.5065594289053195e-07,5.396898372644898e-09
1989,1.909866496063728e-07,8.232183268397364e-09
1990,2.2557414969259781e-07,8.717841559757744e-09
1991,2.3035557727979494e-07,1.055063725274863e-08
1992,1.630943504693505e-07,5.509944167592096e-09
1993,2.2046045700108152e-07,7.75489028548293e-09
1994,1.524453796530878e-07,6.857404422078162e-09
1995,2.125600774283143e-07,8.13367617702454e-09
1996,2.0605035411236372e-07,1.014237538399243e-08
1997,1.0980308384755944e-07,6.233362603857984e-09
1998,1.316003657159115e-07,6.198568103243929e-09
1999,1.6955446535682483e-07,7.312321859131998e-09
2000,1.9483518709506598e-07,1.0603275590881367e-08
2001,1.296838689768265e-07,6.133696661692056e-09
2002,1.305603966050839e-07,1.927737391937967e-08
2003,1.5042591949843143e-07,5.000307723435071e-09
2004,1.700249482594618e-07,1.1452457204796929e-08
2005,1.5763123639711552e-07,5.989987061916224e-08
2006,2.2442499875152677e-07,4.6532155018041976e-08
2007,1.6417310089167358e-07,7.988959049853861e-09
2008,1.4092124867026712e-07,1.0217855006544596e-08
2009,2.5891284249901503e-07,1.0490023516496194e-08
2010,2.116259318896141e-07,1.5588517143783065e-08
2011,2.2255517517777434e-07,2.3326229614539784e-08
2012,2.291062098924712e-07,2.4170194734551842e-08
2013,1.5284404897286663e-07,1.1993237958307645e-08
2014,1.4768336260850834e-07,7.145968927702029e-09
2015,2.0569820136095984e-07,8.422986308431746e-09
2016,1.6715714334925025e-07,1.0563834473842348e-08
2017,1.4439609019589739e-07,8.553078800765945e-09
2018,1.3449441449431276e-07,2.581466596041082e-09
2019,1.9004859225235649e-07,8.92845686273347e-09
