year,en_PRON aies_VERB,en_PRON paie_VERB
1861,4.715963619617014e-09,3.301174444914068e-08
1862,3.162590411776023e-09,6.23482137029896e-08
1863,1.048870412745373e-08,6.343168479361339e-08
1864,1.821996598039277e-08,4.17141343689309e-08
1865,5.6482134525026595e-09,5.554076309977063e-08
1866,2.238181906477621e-08,3.795178216137174e-08
1867,1.067618526917613e-08,5.241036404868282e-08
1868,7.409810987013543e-09,3.803702952609456e-08
1869,1.2208797528501236e-08,5.323035878745941e-08
1870,5.160643912205387e-09,3.4404294524392753e-08
1871,8.496941816815706e-09,4.885741589077952e-08
1872,1.2094678591978436e-09,4.051717183983783e-08
1873,2.3944017879529156e-09,4.968383748860106e-08
1874,7.766991494406739e-09,6.034355237716227e-08
1875,2.8607636259891933e-09,3.4901315615343265e-08
1876,8.464420275799966e-09,4.474050996350343e-08
1877,8.658742167710898e-09,4.7004601100297805e-08
1878,5.435179861734696e-09,7.18651520514868e-08
1879,1.0996785704264767e-08,4.948553566919145e-08
1880,1.1552122813895949e-08,7.059630746653056e-08
1881,4.183504653809678e-09,5.9266312746331096e-08
1882,5.324308105514319e-09,6.322616030729478e-08
1883,6.951272890631799e-09,4.676310894069502e-08
1884,1.5844072720483382e-08,7.12983307948889e-08
1885,6.445635580831777e-09,5.994441210077639e-08
1886,3.872078213618124e-09,7.615087582735214e-08
1887,3.9173548849191775e-09,4.570247114088488e-08
1888,8.242799331981132e-09,7.291706793921549e-08
1889,1.2530273485467092e-09,8.959145247899869e-08
1890,5.898947996740844e-09,5.177965434199905e-08
1891,5.099376032546843e-09,8.732681777701146e-08
1892,3.1342561879199593e-09,6.017771880806322e-08
1893,6.15841644346915e-09,5.973664229941278e-08
1894,1.8904617871129403e-09,6.490585491292222e-08
1895,7.824199066419624e-09,5.1760085995056215e-08
1896,1.47425724961181e-08,4.8945342001616154e-08
1897,1.1653426668090106e-08,4.0204323425996336e-08
1898,9.05336783318944e-09,5.771521927044887e-08
1899,3.3165470370022376e-09,4.5878898902174114e-08
1900,1.6092265298084385e-08,7.423206227485935e-08
1901,5.58873880507349e-09,6.203499935963919e-08
1902,5.892340837476695e-09,6.186957790532688e-08
1903,1.83607493653426e-08,5.94024243127933e-08
1904,6.987012746151322e-09,7.309490257512152e-08
1905,7.741138396966107e-09,7.121847289681682e-08
1906,3.0865106026567446e-09,6.378788697247728e-08
1907,5.142843484406967e-09,3.959989314239465e-08
1908,9.822778146428846e-09,7.661766687760974e-08
1909,3.850688656825696e-09,5.831042670934039e-08
1910,8.550641084070776e-09,4.9700602744451317e-08
1911,9.576673676292558e-09,5.3203741856577835e-08
1912,4.167536982180309e-09,4.948950049765699e-08
1913,3.71209285532359e-09,5.992378504515727e-08
1914,4.018046340092951e-09,5.424362470307642e-08
1915,2.3561523843085297e-09,1.767114277129167e-08
1916,3.2962386153911893e-09,5.7134801778602196e-08
1917,2.1932848870420685e-09,4.605898240583883e-08
1918,0.0,3.2161853624756986e-08
1919,9.207848705727883e-09,4.235610262526279e-08
1920,3.786115865267448e-09,2.8774479687854182e-08
1921,1.438822039290244e-08,5.14946840723951e-08
1922,9.591316185719734e-09,3.32007097370024e-08
1923,7.431163684401554e-09,3.8217415010421973e-08
1924,7.734974438733389e-09,4.2542360745301266e-08
1925,5.499089184013428e-09,4.7292164850887275e-08
1926,8.916910765321973e-09,2.452150482668003e-08
1927,1.7838759802657478e-08,2.8987985345452216e-08
1928,5.713020723163709e-09,5.827281057690925e-08
1929,1.3368487650211591e-08,3.676334259239411e-08
1930,1.2604324695075775e-08,4.096405348263943e-08
1931,9.124285327288817e-09,4.334035708097872e-08
1932,4.383814644626227e-09,5.150982218538047e-08
1933,3.4411986593596566e-09,4.3588517684156614e-08
1934,3.5944740517379614e-09,3.5944740517379614e-08
1935,5.98414207075848e-09,4.787313656606784e-08
1936,4.849885826274658e-09,4.243650053581405e-08
1937,3.777335333410292e-09,5.288269733227935e-08
1938,3.8895642262559704e-09,4.019216603978748e-08
1939,1.5294050470515685e-09,3.976452944698394e-08
1940,5.0715658339584024e-09,3.0429394115571995e-08
1941,2.066051862925633e-08,2.066051862925633e-08
1942,3.034211770724937e-09,3.034211815133858e-08
1943,8.709705845433291e-09,7.548411673496958e-08
1944,1.6065930807940276e-08,1.927911696952833e-08
1945,8.714016175304096e-09,3.0499055725385915e-08
1946,4.1763312808029696e-09,3.6194869323935563e-08
1947,9.536696765621855e-09,2.0265479960812627e-08
1948,1.195907639583993e-08,2.6092530802657166e-08
1949,5.890204768377316e-09,4.22131343214005e-08
1950,1.2762433776458693e-08,2.5524867552917385e-08
1951,2.2388944032059044e-08,3.4116485636559446e-08
1952,2.4253049346611988e-08,3.4797853487589236e-08
1953,9.69644453618912e-09,2.9089333608567358e-08
1954,1.6613311615287785e-08,2.34540866728139e-08
1955,1.220129064449793e-08,4.035811329572425e-08
1956,1.744228228517386e-08,2.52913103793162e-08
1957,3.534015080575159e-09,3.0922631566454584e-08
1958,1.5717262158432277e-08,2.5643954515430778e-08
1959,8.525822714489095e-09,2.1702094343822864e-08
1960,1.038124963770315e-08,2.6991250123842292e-08
1961,1.320150300188061e-08,3.126671543896009e-08
1962,1.2683912586908264e-08,2.663621678777872e-08
1963,1.3578711488548834e-08,2.3277792138287623e-08
1964,2.6161064425878067e-08,2.6769461314302134e-08
1965,8.20806533852192e-09,2.0793764932136583e-08
1966,1.273987226824147e-08,4.043524626240469e-08
1967,1.232583901611406e-08,5.127548874384047e-08
1968,1.3474247495537384e-08,4.4015873612579526e-08
1969,1.2262746373892242e-08,4.3146698658347304e-08
1970,6.438214850135182e-09,4.2768142805016396e-08
1971,6.679916619845017e-09,2.4664307929356255e-08
1972,1.2312352026810913e-08,3.33459553303328e-08
1973,9.37244681864513e-09,4.134902908958793e-08
1974,1.1813700240281833e-08,5.1755257857166725e-08
1975,1.0851811893530794e-08,4.0551508817543436e-08
1976,1.428381679602353e-08,3.828062844490887e-08
1977,8.815172591880582e-09,4.348818549715361e-08
1978,4.752473081737207e-09,4.81187889533885e-08
1979,9.363157360553487e-09,4.7400984470868934e-08
1980,1.1370301145063877e-08,3.2973872521324665e-08
1981,1.3916208629893845e-08,3.0362638625547334e-08
1982,1.1794254461960918e-08,3.47620137119975e-08
1983,6.315316269933646e-09,4.357568172963511e-08
1984,1.1018116197192285e-08,5.3930779841948606e-08
1985,3.609334831011779e-09,3.128090142467954e-08
1986,4.7955883708539204e-09,3.7765257587807355e-08
1987,7.332980445085013e-09,3.849814689260711e-08
1988,8.395175221664886e-09,4.497415417858974e-08
1989,9.878619700032232e-09,6.530865448439727e-08
1990,4.90378582185258e-09,4.9582723704588716e-08
1991,1.2895223555631219e-08,4.7477868747591856e-08
1992,5.509944056569793e-09,5.840540850954312e-08
1993,1.3848018731721368e-08,5.428423222042511e-08
1994,7.912389854425328e-09,4.483687732204089e-08
1995,8.133675954979935e-09,4.5006341764519675e-08
1996,1.1743802375008272e-08,5.231330391097799e-08
1997,6.7128524960935465e-09,4.842843281949172e-08
1998,1.1920323395031573e-08,5.435667205233585e-08
1999,6.8553016596695215e-09,5.484241327735617e-08
2000,1.0161472552283612e-08,3.6227859823156905e-08
2001,9.638665865452367e-09,5.345078335494691e-08
2002,7.886198361006791e-09,4.2497848795619575e-08
2003,6.667076668520622e-09,5.083645859826902e-08
2004,1.1452457648886138e-08,4.096455796798182e-08
2005,1.4862373554080932e-08,5.809836878256647e-08
2006,1.976587071794711e-08,4.8591100920702957e-08
2007,1.8774054311165855e-08,5.752050569185485e-08
2008,2.426740586258802e-08,4.640609319039868e-08
2009,2.0026408975581944e-08,5.769512867459525e-08
2010,4.2514137987836875e-08,6.140930963738356e-08
2011,4.1298896746866376e-08,5.162362270993981e-08
2012,4.663826302930829e-08,5.3787193365906205e-08
2013,6.19185769323849e-08,5.35512008070782e-08
2014,6.041592115479943e-08,6.36640891116258e-08
2015,6.760554782658801e-08,6.694057930189956e-08
2016,5.7997521452080036e-08,6.048313139217498e-08
2017,7.446209338013432e-08,6.993399637167386e-08
2018,7.589512307504265e-08,6.995774981533032e-08
2019,6.913176520129127e-08,5.918291634543493e-08
