year,en_ADP ans_NOUN,en_ADP pan_NOUN
1881,3.2770786140279284e-08,5.1596557526512044e-08
1882,4.192892699705908e-08,5.457415763743256e-08
1883,3.854796920554904e-08,5.813791786879463e-08
1884,2.970763635090634e-08,5.413391601649664e-08
1885,3.351730637479733e-08,6.252266554485075e-08
1886,2.9040586768669385e-08,1.7101678778663754e-07
1887,3.7867761704113434e-08,5.68016448876385e-08
1888,2.5996519825710607e-08,6.21380233933877e-08
1889,2.5060547192978788e-08,8.207329099674254e-08
1890,3.211649518553017e-08,5.440140782297931e-08
1891,3.4420787553557375e-08,3.6970475902897704e-08
1892,3.447681917734258e-08,7.647585320569306e-08
1893,1.9706933140906102e-08,6.220000581258489e-08
1894,2.5836310646454308e-08,6.9947086567268e-08
1895,2.708376523052891e-08,3.9120994665964304e-08
1896,2.594692793955744e-08,7.960988990252105e-08
1897,2.38895258020122e-08,7.108590516224922e-08
1898,2.150174849280262e-08,8.544115981390377e-08
1899,2.819064981451902e-08,9.39688327150634e-08
1900,2.0764212682600203e-08,9.707269277292596e-08
1901,2.5149324622830704e-08,6.930036344776624e-08
1902,3.191684577741327e-08,1.0016979268279158e-07
1903,2.4300991663395166e-08,1.5714640699826532e-07
1904,4.192207558872951e-08,6.342057545793978e-08
1905,3.818961596957493e-08,1.057955613115169e-07
1906,4.012464094316215e-08,7.819160630084809e-08
1907,2.108565710923216e-08,9.56568839693972e-08
1908,2.6521501217402488e-08,6.433919730319815e-08
1909,3.685658955809856e-08,1.3312380531260715e-07
1910,2.93928290595602e-08,1.2505312352306674e-07
1911,2.873001958558774e-08,9.789488064626539e-08
1912,2.2400511667797218e-08,1.0470936517847917e-07
1913,3.2348237311019545e-08,1.1560517398923054e-07
1914,3.147469573860917e-08,9.57634332943158e-08
1915,2.591767644943843e-08,3.062998121805549e-08
1916,2.7468654462126096e-08,6.702351740273116e-08
1917,2.960934575302332e-08,8.992468214508165e-08
1918,2.5270027848023346e-08,9.074237539152818e-08
1919,5.893022841929607e-08,7.182121730675561e-08
1920,3.7861158652674476e-08,1.0146790785370285e-07
1921,3.937828690903089e-08,8.254294681098173e-08
1922,2.9511741217458365e-08,9.960212810078417e-08
1923,4.671017128643484e-08,7.537323210016211e-08
1924,1.675911143195208e-08,9.668718348176952e-08
1925,3.2994533993857544e-08,9.568414860439134e-08
1926,2.2292277579438746e-08,9.920062882251557e-08
1927,4.236705530846763e-08,9.69982548726378e-08
1928,2.627989537096198e-08,1.062621806102726e-07
1929,1.893869105984436e-08,1.0471982059279128e-07
1930,1.8906487042613662e-08,7.772666610339485e-08
1931,2.9653928201867075e-08,1.0036713771199857e-07
1932,3.0686703178517405e-08,7.671675472664674e-08
1933,2.40883908375622e-08,7.341223917656237e-08
1934,1.7972370258689807e-08,6.110606065590218e-08
1935,3.351119381989065e-08,7.061287377041481e-08
1936,2.667437160042141e-08,5.698616067917328e-08
1937,1.6368453148452033e-08,7.428759740690793e-08
1938,4.926781471681352e-08,7.390172118704186e-08
1939,2.2941075705773528e-08,5.964679683501117e-08
1940,2.7893612752905028e-08,6.593035695168226e-08
1941,6.493305493293633e-08,8.264207584929295e-08
1942,1.517105907566929e-08,1.153000468434584e-07
1943,2.6129116648121453e-08,1.1032293700807827e-07
1944,2.5705489292704442e-08,9.639558484764166e-08
1945,2.6142048081823077e-08,6.317661815913311e-08
1946,2.645009899993056e-08,8.909506910015352e-08
1947,2.7418003201162833e-08,9.4174879894382e-08
1948,1.1959077061973744e-08,1.8156052794537914e-07
1949,2.552422173618396e-08,7.951776759274054e-08
1950,2.339779547888554e-08,9.040057347142749e-08
1951,2.345508343104541e-08,9.595261318828818e-08
1952,2.741649052229178e-08,6.115986184163091e-08
1953,2.5857185836919427e-08,7.541679059031026e-08
1954,1.3681550781186047e-08,8.111205240801667e-08
1955,1.5016972554349195e-08,5.443652684178346e-08
1956,1.3953826982771034e-08,8.110661875448955e-08
1957,1.855357895097498e-08,1.0513695108960164e-07
1958,2.2335056470978998e-08,4.797901126396553e-08
1959,1.9376869220266713e-08,5.348016118844612e-08
1960,1.3841666590685975e-08,3.737249848478896e-08
1961,2.0149661827950638e-08,4.099413875024993e-08
1962,8.87873902177816e-09,4.375949985702121e-08
1963,2.069137072790994e-08,5.4961453832547136e-08
1964,2.737785814721505e-08,5.6580904350678196e-08
1965,3.1190647065137966e-08,4.596516589572275e-08
1966,2.3818021666066613e-08,6.480717273937842e-08
1967,3.3526280418527676e-08,5.817795994955688e-08
1968,3.1439911063468884e-08,4.715986479109091e-08
1969,1.9529559247555284e-08,1.035520814651747e-07
1970,2.7132478319646935e-08,5.0585977767747536e-08
1971,2.6205827285963323e-08,4.213485915727233e-08
1972,3.231992518060167e-08,7.849124394887497e-08
1973,3.087394190304238e-08,1.7807647606504773e-07
1974,2.418995898034737e-08,5.006758629910735e-08
1975,2.1703624231150798e-08,4.9118730860442383e-08
1976,1.199840671262109e-08,1.0912836051479857e-07
1977,2.056873571465445e-08,6.81706687766237e-08
1978,2.6732660640682582e-08,1.5564349287178203e-07
1979,1.5215130599877114e-08,7.197927132107651e-08
1980,1.9898026615283726e-08,9.72160780765563e-08
1981,2.3404533255888538e-08,7.021359949010986e-08
1982,1.3035755141999061e-08,9.497478237197043e-08
1983,1.7682884045910896e-08,1.1241262543038033e-07
1984,2.2036232061317662e-08,1.1540027150536147e-07
1985,2.0452897042666507e-08,7.158513737337557e-08
1986,2.2779044428489215e-08,1.2588419751047297e-07
1987,3.727598285596656e-08,6.599682206287483e-08
1988,4.2575532321897924e-08,7.075933394773415e-08
1989,1.7013179198777095e-08,8.890757752233469e-08
1990,4.685839771756406e-08,7.246706129615532e-08
1991,1.69982495301646e-08,7.268217033784552e-08
1992,3.361065836759991e-08,7.603722784743638e-08
1993,1.606370203521834e-08,9.361260860929477e-08
1994,1.8989735672825248e-08,6.962903076335181e-08
1995,2.60277633890027e-08,1.1820942802387435e-07
1996,2.829188883168854e-08,1.1209993600047596e-07
1997,2.733089898843133e-08,8.918503724419935e-08
1998,2.9085588382216088e-08,1.1014378276108516e-07
1999,2.1479946238356362e-08,1.1836821373067963e-07
2000,1.8555731395863972e-08,1.1133439692390112e-07
2001,1.7962967807649832e-08,1.0909217640353575e-07
2002,2.0591740479414256e-08,8.236696347196926e-08
2003,2.2501383034612132e-08,1.466756827106508e-07
2004,3.479785087856513e-08,1.1496504856434164e-07
2005,2.3869873078119497e-08,9.412836288191784e-08
2006,1.7295138099449048e-08,1.2765459045382954e-07
2007,5.951774256773845e-08,6.990339054824268e-08
2008,2.2138686828210297e-08,6.64160587637852e-08
2009,1.4781396995289242e-08,3.2423709050988236e-08
2010,8.030448139795254e-09,5.8575033379248964e-08
2011,6.500752353089112e-09,5.315320966703396e-08
2012,6.468080182564506e-09,6.740420385731305e-08
2013,6.972812660599459e-09,4.462600172727704e-08
2014,2.165445156521173e-09,3.053277689013534e-08
2015,4.876465897751814e-09,3.391360280102784e-08
2016,4.556948124401217e-09,3.7284122428316024e-08
2017,1.4590545660553289e-08,2.4401429543630115e-08
2018,1.032586693927584e-08,1.4378769680467585e-07
2019,1.989770437305083e-08,2.9336358786657968e-08
