year,en_ADP eau_NOUN,en_ADP pots_NOUN
1885,2.480925262560163e-06,6.445635563068208e-07
1886,2.509752055068759e-06,6.75677654271567e-07
1887,2.944544934990745e-06,8.911982263271057e-07
1888,2.8526426163466567e-06,8.19207400581945e-07
1889,2.7836001859071757e-06,9.021796927299874e-07
1890,2.89048454860108e-06,9.097488486986549e-07
1891,2.7166926770405553e-06,9.962906233340618e-07
1892,3.2270301826287096e-06,7.409381623801892e-07
1893,3.2183885432246484e-06,1.2809506415578653e-06
1894,3.520670052381547e-06,2.1973467028146842e-06
1895,3.2428293863517865e-06,9.852471976046218e-07
1896,3.2221366303986088e-06,1.0644137091730954e-06
1897,3.4051314283800593e-06,1.2725541864710976e-06
1898,3.4408455000800586e-06,8.951517429522937e-07
1899,3.4834797926208694e-06,1.5355612958956044e-06
1900,3.6404855165983463e-06,1.3569413113145856e-06
1901,4.084809301474479e-06,8.880506356945261e-07
1902,4.2861866802468285e-06,8.661740480420121e-07
1903,4.779194757276173e-06,1.0573630788712762e-06
1904,4.806527314826781e-06,9.857062650553416e-07
1905,4.8232454261665225e-06,9.103578690883296e-07
1906,5.007863460804174e-06,9.089774266612949e-07
1907,4.5509021333600685e-06,1.260510885003896e-06
1908,4.656979236017378e-06,9.43477857617836e-07
1909,4.872221001761545e-06,1.777367742761271e-06
1910,5.38262861482508e-06,9.346919682684529e-07
1911,4.311099131015794e-06,9.167004577648186e-07
1912,4.8046492082676195e-06,9.798920928005828e-07
1913,5.361322720887074e-06,1.0552950016062823e-06
1914,5.214084865201585e-06,6.723530532326549e-07
1915,4.38362137167303e-06,3.5813516774396703e-07
1916,4.108212152686974e-06,4.076348432136001e-07
1917,4.176014220647062e-06,3.8272821711871075e-07
1918,4.414214593850829e-06,4.2269863342880853e-07
1919,5.395798947205321e-06,4.0698688508200576e-07
1920,4.749303581519371e-06,6.07292975018936e-07
1921,5.319854864183071e-06,5.051022640145675e-07
1922,5.671419106789699e-06,6.824590172982425e-07
1923,5.074423363282676e-06,4.4374664298629796e-07
1924,5.249469680279617e-06,8.908112363315013e-07
1925,5.724551691344004e-06,7.005839393059432e-07
1926,6.046779901680566e-06,7.100090329004161e-07
1927,5.221181787362639e-06,6.120924354036106e-07
1928,5.745013311297953e-06,9.049424534168793e-07
1929,6.141706258233626e-06,8.310743169204216e-07
1930,6.183471313647715e-06,7.825184411558439e-07
1931,7.438573604190424e-06,5.235058893049427e-07
1932,7.076572863695674e-06,1.0159490102523705e-06
1933,7.257488171319437e-06,5.092974220133328e-07
1934,6.84747317336587e-06,7.70415624629095e-07
1935,8.338303565835758e-06,5.158330509402731e-07
1936,8.8195175464989e-06,9.408778396391426e-07
1937,8.696685426912154e-06,6.597745709768787e-07
1938,7.62354610372995e-06,6.041789788469032e-07
1939,8.986784109765722e-06,5.689386739504698e-07
1940,8.90566941080806e-06,5.806942908748169e-07
1941,8.515085184512827e-06,5.076584557173192e-07
1942,9.093532824522299e-06,5.552607262870879e-07
1943,9.513901794377944e-06,3.745173557945236e-07
1944,8.685242278261285e-06,5.012570341023093e-07
1945,7.61169307139653e-06,3.4420364158904704e-07
1946,6.964728676450704e-06,5.777258138550678e-07
1947,7.451736657060337e-06,4.3034344798797974e-07
1948,8.904076075566536e-06,6.729698611707136e-07
1949,1.0255828883032336e-05,5.340452275959251e-07
1950,1.000255775096548e-05,5.583564757216664e-07
1951,9.75518294410449e-06,5.970384790998651e-07
1952,1.1146911987225394e-05,5.66255948797334e-07
1953,1.0788910842052246e-05,5.473104351949587e-07
1954,1.1238416121273076e-05,6.010109814269526e-07
1955,1.0398314707060763e-05,5.621978971248609e-07
1956,1.0689503376681841e-05,6.514692927339638e-07
1957,1.202006853873172e-05,5.848795012752817e-07
1958,1.2178396730178065e-05,5.807115144307318e-07
1959,1.144552912535346e-05,4.882971325059771e-07
1960,1.12657321125198e-05,5.045287707616808e-07
1961,1.199738642299053e-05,3.9535026985504373e-07
1962,1.1731351079902197e-05,3.4373402968412847e-07
1963,1.2621735876905404e-05,4.797811357093451e-07
1964,1.2107096566182918e-05,4.0032512060861336e-07
1965,1.113451425283074e-05,4.268193833922851e-07
1966,1.1951107566687824e-05,3.412069986552524e-07
1967,1.2112848139622656e-05,6.044591600584681e-07
1968,1.1193955401722633e-05,4.787849547938094e-07
1969,1.2181448965975505e-05,2.9021830982856045e-07
1970,1.1858732534619776e-05,3.366266696502862e-07
1971,1.1779776514231344e-05,2.5794756197683455e-07
1972,1.1121132260427657e-05,3.3499858886898437e-07
1973,1.302163599348205e-05,3.4292128248125664e-07
1974,1.202128431998517e-05,2.81841153082496e-07
1975,1.197583124223911e-05,3.0556418550986564e-07
1976,1.2197808473501937e-05,2.9881746854698576e-07
1977,1.330797223886293e-05,2.9736514761680155e-07
1978,1.1307915684710679e-05,4.782176006301597e-07
1979,1.2330693010653704e-05,3.4058484743582085e-07
1980,1.1343581405753866e-05,3.052925876545487e-07
1981,1.1329692057415741e-05,4.630302328223479e-07
1982,1.2385828924266207e-05,2.936148462140409e-07
1983,1.1197686518471528e-05,2.8987301448069047e-07
1984,1.1788224739461839e-05,4.088300897819863e-07
1985,1.2007053783236188e-05,3.2604324928797723e-07
1986,1.1037047073614303e-05,3.3868843729578657e-07
1987,1.193320315451274e-05,3.8681471892232366e-07
1988,1.1320294731831382e-05,3.6758873989128915e-07
1989,1.021778618337521e-05,3.227015952234069e-07
1990,1.128688012386192e-05,3.557969137091277e-07
1991,1.1207707771632158e-05,2.842810715719679e-07
1992,1.0600581731523562e-05,2.8321113632046035e-07
1993,1.0196573356324734e-05,2.736368571731873e-07
1994,1.0445936752034868e-05,1.7249010397790698e-07
1995,1.04306267019183e-05,2.8738989499288436e-07
1996,9.974224809639054e-06,3.4323932140978286e-07
1997,1.0570824201749929e-05,3.6153505789116025e-07
1998,1.0249570138398667e-05,2.422209774977091e-07
1999,9.188846185281818e-06,1.978897046228667e-07
2000,9.242522168051437e-06,2.0764747432622244e-07
2001,9.386308008174638e-06,2.102981682128302e-07
2002,8.724764299472554e-06,1.783157159707116e-07
2003,1.0066451999080073e-05,1.9876222268067067e-07
2004,8.588902609574234e-06,1.9645368354304082e-07
2005,9.093971073070861e-06,1.806003524507105e-07
2006,9.61403758381607e-06,1.671863287810993e-07
2007,8.219840257339683e-06,2.101096185924689e-07
2008,9.740596006224678e-06,2.1968388352888724e-07
2009,9.427669930062166e-06,2.5748238385858713e-07
2010,8.433387488793187e-06,3.094084490840032e-07
2011,8.046019292606843e-06,3.3230315921173315e-07
2012,7.813440756621048e-06,3.6391460866980196e-07
2013,6.205802995040699e-06,3.388786922187137e-07
2014,4.880263917428351e-06,3.3131311738543445e-07
2015,4.7656369064341675e-06,2.9103634346938634e-07
2016,4.501021731329047e-06,2.920589565746923e-07
2017,4.617656377270407e-06,2.555861158271e-07
2018,5.414368375866729e-06,2.529837388465239e-07
2019,4.471881438483649e-06,4.109641338345682e-07
