year,en_ADP are_NOUN,en_ADP parts_NOUN
1800,5.65949598296811e-08,6.288328968651058e-09
1801,5.9529563944948904e-08,2.8574191901498125e-08
1802,6.713520406265161e-09,0.0
1803,4.4857801695386e-08,7.801356893821776e-09
1804,2.719036085174764e-08,2.4718509461507665e-09
1805,8.528633133053631e-09,2.842877755426798e-08
1806,2.881669125542885e-08,2.0171682990621775e-08
1807,1.1387820464392462e-08,2.562259560079383e-08
1808,5.211970233176544e-08,2.2660739951163578e-09
1809,1.355418288717658e-08,2.25903047379461e-08
1810,5.8503168531842675e-08,2.3401267590372754e-09
1811,1.7549536934780008e-08,5.0141535368197765e-09
1812,3.467370746079723e-08,5.3344164641089264e-09
1813,1.150296680130225e-08,2.8757416004054903e-08
1814,1.2586708564299443e-08,4.090680150170556e-08
1815,2.9669458667669346e-08,2.697223555614414e-09
1816,1.1819780176836048e-07,9.270415546325239e-09
1817,2.8023721343473085e-08,2.6466848268569265e-08
1818,1.9073883805731384e-08,4.768470951432846e-09
1819,5.175525008560555e-08,6.210630232317271e-09
1820,1.542642635854463e-08,1.4239777357261119e-08
1821,3.94459531705138e-09,1.0847637454958203e-08
1822,1.303330066093622e-08,1.1028177482330648e-08
1823,3.162459771832715e-08,9.882686891060644e-10
1824,1.0105335235266466e-08,1.6842225392110777e-09
1825,1.0566531427613768e-08,8.805443041381977e-10
1826,1.0569580766173203e-08,1.7615968683770689e-09
1827,3.2260455640198415e-08,1.2904182611350734e-08
1828,1.1923991571904935e-08,1.4675682002973645e-08
1829,1.0287811491593857e-08,2.8291481157793896e-08
1830,1.2524202563923836e-08,3.1310507520032616e-09
1831,1.4032085715598441e-08,7.795603274018958e-09
1832,1.3529969256076413e-08,2.841293600397421e-08
1833,9.266902800675325e-09,5.444305273272221e-08
1834,1.773560875939495e-08,1.7735608537350345e-08
1835,1.5882484660778573e-08,1.0588323107185715e-08
1836,7.392825018825988e-09,9.409050427677812e-09
1837,1.3219993100221927e-08,3.270208637218275e-08
1838,8.2058102535143e-09,2.5879863585487328e-08
1839,1.3982950020086093e-08,2.7266752411492234e-08
1840,2.611572358368619e-08,2.1019973317493168e-08
1841,2.3756030032018316e-08,2.8892468861840825e-08
1842,1.341653010911159e-08,1.8783142152756227e-08
1843,1.1223130869097986e-08,1.6539351221922516e-08
1844,1.152597856046711e-08,3.2931367854871496e-08
1845,1.1718478631905782e-08,3.1807299905040054e-08
1846,7.025401593807601e-09,3.219975752699611e-08
1847,9.707802561820245e-09,3.55952778363644e-08
1848,2.735375304041554e-08,5.309846429213394e-08
1849,1.3407064125559032e-08,1.8434713311421547e-08
1850,3.4623880651452055e-08,2.1724787302446202e-08
1851,1.3543821175687754e-08,4.5791015423901626e-08
1852,2.7344290387532055e-08,4.166749079104193e-08
1853,4.478948767427937e-08,3.881755716861335e-08
1854,1.2989161413123895e-08,3.636965217879151e-08
1855,2.4942604426314574e-08,3.555647865027822e-08
1856,1.6049286344355096e-08,6.678573782892272e-08
1857,2.0990488902583593e-08,3.612316845647001e-08
1858,2.6425850618849722e-08,3.229826006645453e-08
1859,1.680417205385254e-08,4.4811123700583266e-08
1860,1.5562426014525954e-08,2.8836257826014844e-08
1861,2.075024119196911e-08,5.046081241744105e-08
1862,2.25899317307654e-08,4.382446761042047e-08
1863,1.498386242859695e-08,7.891500786172401e-08
1864,2.1096803859421698e-08,6.041356925834407e-08
1865,1.1767110841276462e-08,1.0072646716707823e-07
1866,2.578774882522339e-08,1.4158933936414542e-07
1867,2.6690463172940326e-08,9.220342178650753e-08
1868,4.2482916740027576e-08,8.644779825317528e-08
1869,2.0510780074367574e-08,9.376356757684334e-08
1870,3.2110673231500186e-08,5.160643823387545e-08
1871,3.611200227737754e-08,1.2957836759142083e-07
1872,3.9912439575573444e-08,9.61526964715631e-08
1873,3.890902905423488e-08,8.61984617017697e-08
1874,6.870800672853505e-08,6.870800461911131e-08
1875,2.0025345548457807e-08,1.1557484924651362e-07
1876,4.897271921322499e-08,5.501873445723504e-08
1877,2.535774612510977e-08,8.287653230354408e-08
1878,4.5293163830617544e-08,8.635896620035055e-08
1879,3.42122213892182e-08,9.347267848625052e-08
1880,3.850707597230496e-08,8.664092376875487e-08
1881,1.4642266066289267e-08,1.1853262549266219e-07
1882,3.0614771162618126e-08,2.1297232422057277e-07
1883,3.5388296737437486e-08,1.4850446916625515e-07
1884,2.3105939384038265e-08,1.2015088657335582e-07
1885,3.7384687345820566e-08,9.797366118391437e-08
1886,2.8395241713496944e-08,9.873799911019887e-08
1887,5.4842967500690065e-08,1.5995865965123812e-07
1888,2.980088953385973e-08,1.2173980223906256e-07
1889,3.5084767091575486e-08,1.810624468134847e-07
1890,5.112421624930974e-08,1.2518877667844208e-07
1891,3.250852154135231e-08,1.5680581100241398e-07
1892,3.19694137829174e-08,1.7739890267876035e-07
1893,1.9091091374434654e-08,1.7366734539336903e-07
1894,4.6631390526741257e-08,1.531274023136575e-07
1895,2.5278181325916194e-08,1.4444674434344051e-07
1896,2.7716035688740703e-08,1.2914493652260717e-07
1897,2.3306854779470143e-08,2.8550897468448966e-07
1898,3.112095303681173e-08,1.4598555253542145e-07
1899,2.984892333302014e-08,1.6693286397639895e-07
1900,1.8168686111152965e-08,1.7961043852210423e-07
1901,2.514932445629725e-08,1.6877991981800733e-07
1902,2.1114220150053598e-08,1.7284199316236482e-07
1903,2.8081145186931167e-08,1.6308665351516538e-07
1904,3.6009990544982884e-08,1.9724873823179223e-07
1905,3.3028859480754846e-08,1.878516258102536e-07
1906,2.777859631208912e-08,1.934213429422016e-07
1907,1.851423608867364e-08,1.8462807815922133e-07
1908,2.2101251717643322e-08,1.920353156492638e-07
1909,2.53045246978445e-08,1.5677802878144576e-07
1910,2.618633831996675e-08,1.5498036987082742e-07
1911,1.54290848985994e-08,2.633585154399043e-07
1912,1.8753916974922902e-08,1.8753915753677575e-07
1913,2.969674284258872e-08,2.0310450565830251e-07
1914,2.678697441638178e-08,1.7210631142461352e-07
1915,1.0602685840410686e-08,2.038071755805504e-07
1916,3.40611328031315e-08,1.801943767532066e-07
1917,2.52227767560953e-08,1.370803062172854e-07
1918,4.020231614276781e-08,1.7918746664236096e-07
1919,2.4861191438851904e-08,1.4088007560530968e-07
1920,3.028892692213958e-08,1.771902162772676e-07
1921,1.5145495135815423e-08,1.628140751108731e-07
1922,1.6231458566107193e-08,1.3206503979290574e-07
1923,1.8047112249064412e-08,1.7516313732812705e-07
1924,1.6759112098085893e-08,1.675911107668071e-07
