year,en_ADP are_NOUN,en_ADP parts_NOUN
1925,1.0998178145982251e-08,2.2436283586557693e-07
1926,1.560459372829115e-08,1.7945282593245793e-07
1927,1.5608915049369898e-08,2.1183527110224531e-07
1928,2.8565102283550914e-08,1.9310009236050973e-07
1929,1.2254446790649354e-08,2.4954510990937706e-07
1930,2.2057568216382606e-08,1.3339575843929197e-07
1931,1.1405356659111021e-08,1.4941016956981912e-07
1932,2.4110979879310435e-08,1.4028206862803927e-07
1933,9.176529758292418e-09,1.387950163689311e-07
1934,1.4377896206951846e-08,1.8331817841499287e-07
1935,1.555876849579363e-08,1.9867351852553838e-07
1936,8.487299751891442e-09,2.2066980420731852e-07
1937,8.813782481631449e-09,1.6872098740350339e-07
1938,2.593042824905467e-08,1.9836778619719553e-07
1939,1.988226472349197e-08,1.7894039672228246e-07
1940,7.607348528892999e-09,1.4707541140523972e-07
1941,1.4757512545315876e-08,1.7118715334163426e-07
1942,6.068423541449874e-09,2.0025797198286455e-07
1943,8.709705845433291e-09,1.9741999324196513e-07
1944,6.4263723231761105e-09,1.6387249957006134e-07
1945,4.357008087652048e-09,9.585417615198821e-08
1946,1.8097434661967782e-08,2.213455587707358e-07
1947,1.4305045148432782e-08,2.479541194588819e-07
1948,6.523132700664291e-09,2.424430931569077e-07
1949,4.908504269707237e-09,2.552422131429921e-07
1950,3.190608444114673e-09,3.711741101142252e-07
1951,1.2793681780642885e-08,1.8657452471870783e-07
1952,1.1599284199803606e-08,2.9630899689436774e-07
1953,5.386913581872932e-09,3.523041414155159e-07
1954,8.795282724349818e-09,2.404043755177554e-07
1955,1.0324168187025862e-08,2.5998133423854597e-07
1956,1.22095984433912e-08,2.49424658704811e-07
1957,7.951533653738352e-09,2.553325941789808e-07
1958,9.099467845885556e-09,2.837379611264623e-07
1959,5.425523585955716e-09,2.3949812089085754e-07
1960,4.844583401109048e-09,1.9931999872824235e-07
1961,6.25334317660986e-09,1.952432739926735e-07
1962,5.7077609305622445e-09,2.6699635213844886e-07
1963,7.1126584622049904e-09,2.1402635752565402e-07
1964,1.3384730601639916e-08,2.1415569051441707e-07
1965,8.755269065297e-09,2.2818420575276832e-07
1966,3.046491048319666e-08,2.420575526684843e-07
1967,1.2818872185960117e-08,2.0953926593847427e-07
1968,8.982831700699023e-09,2.420873101982579e-07
1969,4.541757636644661e-09,2.1482514966919553e-07
1970,1.241655755990223e-08,2.7040502459385607e-07
1971,4.624557625731995e-09,2.0913277865020063e-07
1972,1.0773308800615666e-08,2.3752579636493465e-07
1973,8.269805840122046e-09,2.3706776630660897e-07
1974,8.438357568252286e-09,2.1770962632672308e-07
1975,3.998036124386317e-09,2.3988215502868115e-07
1976,5.713526873840635e-09,1.9883073321125266e-07
1977,5.876781727920388e-09,2.1861627885755297e-07
1978,5.346532105932056e-09,2.3049494757287903e-07
1979,3.511183899185255e-09,2.2178979008913302e-07
1980,6.253665585376211e-09,2.2740603355941857e-07
1981,5.060439622894819e-09,2.2202678451321844e-07
1982,5.586751949948621e-09,2.53886838663675e-07
1983,3.78918940668882e-09,2.3429822704201797e-07
1984,1.7397025486864948e-09,2.551563795805123e-07
1985,3.007779025843149e-09,2.586689902273065e-07
1986,5.3950369172106605e-09,2.391799682754936e-07
1987,4.277571852284723e-09,2.7254242240815074e-07
1988,4.797243047249822e-09,2.55453187492094e-07
1989,3.292873196336643e-09,2.6836917754735623e-07
1990,4.90378582185258e-09,2.637146963024861e-07
1991,2.9307326565586322e-09,2.526291495996702e-07
1992,1.65298330578878e-09,2.9478201213350985e-07
1993,2.2156829704300662e-09,2.4261728981400665e-07
1994,8.439882570598911e-09,2.6743879288915196e-07
1995,3.795715741716776e-09,2.6895355631495477e-07
1996,2.135236876199542e-09,2.7384413670006325e-07
1997,3.835915585170824e-09,2.5173196149808064e-07
1998,1.43043876743576e-09,2.8704138799184875e-07
1999,2.2851006253876704e-08,2.5958743776755e-07
2000,4.859834423776022e-09,2.0808928979931807e-07
2001,3.5049693702937645e-09,1.901445898511156e-07
2002,3.9430991805033955e-09,2.5805394443523255e-07
2003,6.667076501987168e-09,2.2209698613551154e-07
2004,1.761916529341434e-09,2.413825654912216e-07
2005,4.9541245550344115e-09,2.1978297581881634e-07
2006,1.6471559671771274e-09,2.754868262400123e-07
2007,7.589511019645556e-09,2.1330519928142166e-07
2008,2.5544638071473003e-09,2.4693150635357597e-07
2009,1.430457752249481e-09,1.9692635078172316e-07
2010,7.085689812669216e-09,2.2201827221124404e-07
2011,5.735957819830162e-09,2.722668170918041e-07
2012,3.063827413996023e-09,2.815316975102178e-07
2013,2.2313000336282585e-09,2.6747710535346414e-07
2014,2.3819897165822113e-09,2.3213571864744154e-07
2015,2.881548027966474e-09,2.4005510113056516e-07
2016,1.86420612280358e-09,2.1769784552816418e-07
2017,2.515611413622665e-09,2.7294382221043634e-07
2018,3.0977600484760615e-09,2.1581061560027592e-07
2019,3.826481576041374e-09,2.010178405953411e-07
