year,son_DET athée_NOUN,son_DET pâté_NOUN
1800,2.2009151834367913e-08,3.144164484325529e-09
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,1.7081730252499483e-08,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,2.106114038724627e-08
1811,0.0,7.521229861140455e-09
1812,0.0,5.3344164641089264e-09
1813,4.888760685162197e-08,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,7.784366928831332e-09,3.113746815941454e-09
1818,0.0,0.0
1819,2.070210003424222e-09,9.315945348475907e-09
1820,0.0,4.746592452420373e-09
1821,1.0847637454958203e-08,7.88919063410276e-09
1822,3.0076847679083585e-09,1.0025615893027862e-09
1823,0.0,9.882686891060644e-10
1824,8.421112696055388e-09,9.263223965660927e-09
1825,7.044354433105582e-09,4.226612659863349e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,5.530363722527909e-09
1828,5.503380862137419e-09,8.255071293206129e-09
1829,1.714635211591542e-09,2.571952872898464e-09
1830,0.0,3.1310507520032616e-09
1831,0.0,3.1182412207897414e-09
1832,2.705993873419743e-09,4.058990921151917e-09
1833,0.0,3.4750886612755494e-09
1834,1.8669061851994684e-09,1.0267983796552471e-08
1835,1.5126175867408165e-09,6.806779140333674e-09
1836,4.032449929525228e-09,4.704525213838906e-09
1837,1.3915781860163179e-09,4.87052354003481e-09
1838,8.2058102535143e-09,3.787297142565649e-09
1839,0.0,9.788065469251706e-09
1840,7.0066574764382494e-09,1.2739377330817092e-09
1841,2.5682194149112547e-09,1.7977535904378783e-08
1842,0.0,2.683306021822318e-09
1843,8.269675610961258e-09,4.134837805480629e-09
1844,5.488561161115513e-09,3.2931368743049916e-09
1845,1.674068439427856e-09,1.0602432709561072e-08
1846,1.1709002656346001e-09,1.1709002656346001e-09
1847,0.0,3.235934187273415e-09
1848,0.0,3.2180886289090438e-09
1849,8.379414939696517e-10,2.1786478399121734e-08
1850,6.788996032014438e-10,3.394498016007219e-09
1851,0.0,7.094382858952031e-09
1852,3.2552727180501506e-09,3.906327261660181e-09
1853,2.9859659189668264e-09,3.5831591027601917e-09
1854,1.558699391779328e-09,3.63696517347023e-09
1855,5.306937111981824e-10,2.653468555990912e-09
1856,1.0354378465748937e-09,6.73034605824796e-09
1857,3.905207268672939e-09,7.810414537345878e-09
1858,4.893676019968041e-10,1.761723389392955e-08
1859,0.0,7.638259802433822e-09
1860,4.119465657481669e-09,6.865776031039772e-09
1861,0.0,1.131831339762357e-08
1862,9.035972525772706e-10,4.066187830886747e-09
1863,8.490855130105501e-09,2.4973103585068657e-09
1864,0.0,5.274200631788517e-09
1865,9.41368871743009e-10,1.0355057256106193e-08
1866,1.9462451650298362e-09,7.298419202328432e-09
1867,5.338092634588065e-09,9.220341823379385e-09
1868,1.4819622196071691e-09,7.903798504571569e-09
1869,7.325278827963189e-09,6.348574999037737e-09
1870,0.0,3.4404292748035914e-09
1871,0.0,3.18635318130589e-09
1872,0.0,1.6327815544059376e-08
1873,4.190203295451056e-09,3.5916026819293734e-09
1874,5.974609140757536e-10,6.572069999322139e-09
1875,5.149374260327022e-09,5.149374260327022e-09
1876,0.0,4.836811839936672e-09
1877,0.0,9.27722432209066e-09
1878,0.0,5.435179861734696e-09
1879,0.0,6.109325489944695e-09
1880,3.7223507831640745e-08,1.9253538763308597e-09
1881,2.789003084036068e-09,8.367009307619355e-09
1882,0.0,4.6587693702804245e-09
1883,0.0,3.159669414998234e-09
1884,6.601696966868076e-10,1.3203393933736152e-09
1885,0.0,1.0313017106966527e-08
1886,0.0,5.80811748696064e-09
1887,0.0,3.9173548849191775e-09
1888,5.07249175996094e-09,5.07249175996094e-09
1889,1.1903759755682586e-08,1.1277245803853475e-08
1890,1.9663159989136147e-09,1.1142456735058204e-08
1891,6.374220040683554e-10,1.529812720946211e-08
1892,1.2537024751679837e-09,3.761107425503951e-09
1893,6.158416554491453e-10,7.390100087434348e-09
1894,0.0,3.780923574225881e-09
1895,6.018614495673091e-10,6.018614495673091e-10
1896,1.7691086373616827e-09,2.4177818858106548e-08
1897,0.0,1.7480140668268973e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,3.3165470370022376e-09,8.844125432005967e-09
1900,3.114631885736685e-09,1.5573159428683425e-09
1901,0.0,1.1177477832191585e-09
1902,0.0,6.874397495693074e-09
1903,0.0,3.7801539676252105e-09
1904,4.299700151477737e-09,8.599400302955473e-09
1905,4.64468330463319e-09,2.580379465655369e-09
1906,1.0288369045596824e-09,6.173021205313489e-09
1907,3.0857059130084963e-09,5.142843373384665e-10
1908,1.964555629285769e-09,9.822778146428846e-10
1909,4.950885035270858e-09,1.0451868703853506e-08
1910,0.0,1.4429207162436342e-08
1911,1.5961122423746588e-09,5.320374141248863e-10
1912,5.209421227725386e-10,4.167536982180309e-09
1913,5.30298971401777e-10,6.363587545799021e-09
1914,0.0,8.705766774141921e-09
1915,1.1780761921542648e-09,0.0
1916,0.0,1.0987461607214755e-08
1917,0.0,1.0966424435210342e-09
1918,0.0,5.743188147278033e-09
1919,0.0,2.762354567309444e-09
1920,0.0,7.572231730534895e-09
1921,1.5145494858259667e-09,9.844571380313027e-09
1922,7.377935484775833e-10,4.426761179843197e-09
1923,0.0,3.1847844361720945e-09
1924,1.289162443462999e-09,6.445812328337297e-09
1925,3.299453377181294e-09,7.698724324711748e-09
1926,1.1146138456652466e-09,1.5604593173179637e-08
1927,2.2298449753321847e-09,1.1149224654616319e-08
1928,0.0,6.8556245125250825e-09
1929,3.342121912552898e-09,6.684243825105796e-09
1930,0.0,5.2518016602221e-09
1931,0.0,9.124285327288817e-09
1932,1.0959536389520963e-08,3.2878609834696704e-09
1933,0.0,9.176529758292418e-09
1934,0.0,1.4377896206951846e-08
1935,1.196828414151696e-09,4.787313656606784e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,7.647025235257843e-09
1940,0.0,7.607348528892999e-09
1941,0.0,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,1.0871887834440486e-09,8.697510267552389e-09
1949,0.0,9.817008539414473e-09
1950,0.0,3.190608444114673e-09
1951,1.0661401761424827e-09,1.0661401539380222e-08
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,1.0773827385790469e-09,9.69644453618912e-09
1954,1.172704378049616e-08,1.2704297169818801e-08
1955,9.385607846468247e-10,9.385607846468247e-09
1956,0.0,6.104799332717903e-09
1957,8.835037701437898e-10,4.417518795207798e-09
1958,2.4816730892496253e-09,5.790570245522986e-09
1959,0.0,1.4726420638488946e-08
1960,8.997083078554624e-09,6.920833239831836e-09
1961,1.3896318540318475e-09,8.33779090214648e-09
1962,2.0928455413127267e-08,7.610347907416326e-09
1963,6.466053248388448e-10,1.1638896069143811e-08
1964,1.825190498738749e-09,3.6503808864551957e-09
1965,4.377634699181954e-09,8.20806533852192e-09
1966,3.323444963676536e-09,6.092982118843793e-09
1967,4.437302081328198e-09,1.0846737952263652e-08
1968,8.982831367632116e-09,8.084548142051062e-09
1969,1.3625273131978588e-09,6.812636649256021e-09
1970,3.6789800095249348e-09,6.898087351325799e-09
1971,5.138397374260251e-09,5.652237344833111e-09
1972,1.5390440033513642e-09,3.5911027485013847e-09
1973,1.102640756478479e-09,9.923766697284009e-09
1974,2.2502286700643026e-09,1.1813700295792984e-08
1975,5.140332159925265e-09,1.31364044086979e-08
1976,2.856763492431469e-09,7.427584713948221e-09
1977,0.0,9.990529126202574e-09
1978,0.0,7.722768868845264e-09
1979,0.0,1.3459538927840242e-08
1980,2.8425753972882717e-09,6.822180653731635e-09
1981,0.0,9.488324403950088e-09
1982,1.2415004579935385e-09,8.690503427999374e-09
1983,0.0,8.841442022955448e-09
1984,1.1598016991243298e-09,7.538710988796993e-09
1985,0.0,1.0226448687866707e-08
1986,2.3977942409381114e-09,8.392279760016663e-09
1987,0.0,3.0554083707556856e-09
1988,0.0,1.2592763276586538e-08
1989,1.0976244357863152e-09,1.1525056686778612e-08
1990,1.089730194969718e-09,1.0897302227252936e-08
1991,0.0,9.96449056600568e-09
1992,1.1019888335184191e-09,8.264915862810085e-09
1993,3.877445031719162e-09,1.6617622222714346e-08
1994,1.0549853213248639e-09,1.2132331583813993e-08
1995,2.1689803286761844e-09,1.0844901865425527e-08
1996,0.0,7.473329288743003e-09
1997,9.58978896292706e-10,1.054876808126437e-08
1998,9.536258449571733e-10,1.001307092796111e-08
1999,2.2851005809787495e-09,1.2339542720951613e-08
2000,1.3254094488601709e-09,1.0603275590881367e-08
2001,1.3143635069212678e-09,9.200544853760206e-09
2002,1.752488598683044e-09,1.4019908511908596e-08
2003,1.2500769308587678e-09,1.1667384058888786e-08
2004,1.3214374039449694e-09,6.607186797680242e-09
2005,1.8014998381943315e-09,1.4862373665103235e-08
2006,4.1178899179428186e-10,1.317724773741702e-08
2007,3.994479413904628e-09,1.1184542181297275e-08
2008,1.7029758436759579e-09,1.3623807193496873e-08
2009,1.907277002999308e-09,1.5258215579905254e-08
2010,1.8895172093635892e-09,2.4563724387860475e-08
2011,3.82397197240536e-10,2.6385407192464072e-08
2012,1.0212758139171996e-09,4.0851030891353446e-08
2013,1.6734750252211938e-09,3.095928691188021e-08
2014,0.0,3.6596024099999624e-08
2015,1.10828768384863e-09,3.945504262192756e-08
2016,1.4499380585064614e-09,3.3141440480832784e-08
2017,7.54683426862357e-10,2.8174846150585964e-08
2018,2.5814667070633845e-10,3.484980004575533e-08
2019,1.2754939326953263e-09,2.6785371032289618e-08
