year,en_ADP artères_NOUN,en_ADP parterre_NOUN
1854,1.6626126253527218e-08,1.9223959313308114e-08
1855,2.653468555990912e-08,1.8574279891936385e-08
1856,1.6049286344355096e-08,1.3460691838940164e-08
1857,6.8341128311999455e-09,2.8800903106862563e-08
1858,1.2723557318849998e-08,1.468102794888182e-08
1859,8.656694916453489e-09,3.360834366361587e-08
1860,1.6935580049448618e-08,1.327383358784573e-08
1861,1.4147890858851042e-08,1.4147890858851042e-08
1862,5.873382225018986e-09,2.5752521892741242e-08
1863,1.2986014041871385e-08,2.0477944673302773e-08
1864,8.151037178549814e-09,2.3014694150447212e-08
1865,9.88437331983505e-09,1.3179164426446732e-08
1866,2.1408697037372804e-08,8.75810357570117e-09
1867,1.3102591012170706e-08,1.3102591012170706e-08
1868,2.6181332657415624e-08,1.2843672791973404e-08
1869,2.7347706321734222e-08,2.24641887314192e-08
1870,2.0069171213776826e-08,1.0321287380321564e-08
1871,5.416800519242315e-08,7.434824311758348e-09
1872,1.6327815544059376e-08,6.047339518033823e-09
1873,1.6760813181804224e-08,1.3169209722718733e-08
1874,4.600449088343339e-08,8.364453130127458e-09
1875,1.8881038954532414e-08,2.1169650477048663e-08
1876,1.269663130187837e-08,1.3301232115736639e-08
1877,3.216104360603822e-08,2.288381928394756e-08
1878,9.662541877730746e-09,1.0870359612447089e-08
1879,4.27652757650776e-09,2.871382953628654e-08
1880,7.059631101924424e-09,1.6044615858135103e-08
1881,7.669758161910067e-09,1.4642266066289267e-08
1882,1.3976308999019693e-08,2.3959387362992857e-08
1883,2.464542170343975e-08,1.64302811356265e-08
1884,6.601696966868076e-09,1.386356363042296e-08
1885,1.740321664556177e-08,1.6758653131887513e-08
1886,6.4534639854230136e-09,1.5488313243050555e-08
1887,5.223139698529167e-09,2.7421483972389638e-08
1888,1.8387781963724592e-08,1.014498351992188e-08
1889,1.6915869593958632e-08,1.1277246414476139e-08
1890,4.5880703680722945e-09,2.2940352728539892e-08
1891,5.099376032546843e-09,1.211101796627645e-08
1892,3.1342561879199593e-09,1.0656471260972467e-08
1893,1.4164357686752282e-08,1.4164358130841492e-08
1894,1.3863386882917439e-08,1.9534772022211655e-08
1895,1.2639090662958097e-08,1.4444674567570814e-08
1896,1.0024948871034667e-08,2.4177819635262665e-08
1897,3.379494017963225e-08,1.5149455023788505e-08
1898,2.2067583316243145e-08,9.05336783318944e-09
1899,4.4220627160029835e-09,1.2160672469008205e-08
1900,1.1939421895590385e-08,2.3359739032002835e-08
1901,6.706486921359556e-09,1.3412973842719111e-08
1902,3.928227076954727e-09,1.4730851205513318e-08
1903,2.7001101354784396e-09,1.1880484152015924e-08
1904,1.3436562973367927e-08,1.9886112312406112e-08
1905,1.909480928929952e-08,1.5482276793932215e-08
1906,1.5432553013283723e-08,2.36632491379396e-08
1907,4.6285588695127444e-09,4.1142747875255736e-08
1908,7.858222517143076e-09,1.7680999775393502e-08
1909,7.701377313651392e-09,1.4302557360679202e-08
1910,2.137660271017694e-09,1.175713115753041e-08
1911,1.3300935464144459e-08,2.2345570727111408e-08
1912,1.5628263128064646e-08,2.552616312767597e-08
1913,4.772690687104841e-09,1.2727175757731857e-08
1914,1.1384464038144415e-08,1.6072185360371805e-08
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,4.394984820521586e-09,1.8678685265172135e-08
1917,0.0,5.483212106582869e-09
1918,0.0,2.1824114959656526e-08
1919,2.301962176431971e-08,3.6831393490643904e-09
1920,1.1358347151713133e-08,1.741613209205184e-08
1921,9.087297137000405e-09,8.330022005509363e-09
1922,2.2133805899215986e-09,3.0249535931670124e-08
1923,1.2739137744688378e-08,6.369568872344189e-09
1924,1.1602462102189293e-08,6.445812328337297e-09
1925,6.598906754362588e-09,2.0896537833436923e-08
1926,2.6750733184144337e-08,1.4489979882625903e-08
1927,7.804457524684949e-09,3.3447675740205796e-09
1928,3.4278122562625413e-09,1.3711249469139375e-08
1929,1.6710609784809094e-08,1.2254447234738564e-08
1930,6.302162347537887e-09,1.1553964007759987e-08
1931,6.843213995466613e-09,1.0264820993199919e-08
1932,5.4797681947604815e-09,1.6439305028370654e-08
1933,8.02946331646126e-09,6.882397318719313e-09
1934,2.3963160344919743e-09,1.3179738189705859e-08
1935,5.98414207075848e-09,1.0771455727365264e-08
1936,6.0623572828433225e-09,6.0623572828433225e-09
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,2.5930428915188486e-09,1.1668692678767911e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,1.2136847082899749e-08,1.2136847082899749e-08
1943,0.0,5.806470415592457e-09
1944,1.6065930807940276e-08,1.2852744646352221e-08
1945,0.0,0.0
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,8.344609447874518e-09,7.152522574216391e-09
1948,3.370285384107774e-08,1.7395020535104777e-08
1949,9.817008539414473e-09,5.890204768377316e-09
1950,1.914365022059883e-08,8.508289184305795e-09
1951,1.1727541604500402e-08,8.529121409139861e-09
1952,2.003512733494972e-08,1.370824520563474e-08
1953,9.69644453618912e-09,5.386913581872932e-09
1954,1.4658803948464083e-08,1.9545072227344917e-09
1955,8.447047505910632e-09,1.5016972554349195e-08
1956,7.849027205963921e-09,1.1337483840634377e-08
1957,2.3854601849393475e-08,1.3252556385623393e-08
1958,3.4743422361316334e-08,1.4890038535497752e-08
1959,1.4726420971555854e-08,9.30089749662244e-09
1960,8.305000243069571e-09,1.2457499920515147e-08
1961,1.320150300188061e-08,5.55852741612739e-09
1962,6.341956404476434e-10,6.341956293454132e-09
1963,9.052474325699222e-09,1.6811738556832267e-08
1964,4.867174663303331e-09,1.2167936880302932e-08
1965,5.47204326295514e-09,8.20806533852192e-09
1966,7.200797291773142e-09,6.6468897053084675e-09
1967,9.860671390526932e-09,7.888536934785861e-09
1968,1.3474247495537384e-08,9.431973424511852e-09
1969,1.4987801222332564e-08,7.72098829315837e-09
1970,1.2876429700270364e-08,1.2416557920724713e-08
1971,6.166076982339064e-09,8.221435976452085e-09
1972,9.747279428040656e-09,1.5903454553267693e-08
1973,1.4885650045926013e-08,1.598829119098255e-08
1974,1.012602890426706e-08,7.313243344242437e-09
1975,5.711480177694739e-10,5.140332159925265e-09
1976,8.570290255249802e-09,6.8562320265641574e-09
1977,4.11374712072643e-09,8.22749424145286e-09
1978,5.940591130126904e-09,1.3069301196821925e-08
1979,2.925986564150662e-09,1.6385525825057812e-08
1980,1.4781392110307934e-08,1.4212877097463661e-08
1981,1.2651098835192442e-08,1.5181319312773667e-08
1982,6.828252629986764e-09,6.828252629986764e-09
1983,1.2630632095778083e-09,8.209910973278056e-09
1984,2.3196033982486597e-09,7.538710988796993e-09
1985,3.609334831011779e-09,1.2031115881327992e-08
1986,4.196139880008332e-09,8.991728250862252e-09
1987,7.332980445085013e-09,1.8943532964499354e-08
1988,3.597932174415064e-09,1.139345240375178e-08
1989,6.585746614717891e-09,1.0976243913773942e-08
1990,1.198703181159999e-08,8.717841559757744e-09
1991,5.8614650910726596e-09,7.033758464558559e-09
1992,4.4079553340736766e-09,1.0468894195980738e-08
1993,2.7696036575264316e-09,6.093128224193833e-09
1994,2.637463358823311e-09,1.160483886764041e-08
1995,4.337960657352369e-09,1.0302656505700725e-08
1996,1.2811421257197253e-08,9.074756945892659e-09
1997,1.438468344439059e-09,1.1507746755512471e-08
1998,7.152193948201102e-09,3.814503379828693e-09
1999,4.113180906983871e-09,1.0968483010742602e-08
2000,9.277866475088103e-09,8.83606254831193e-09
2001,9.20054432640427e-09,7.886181485616817e-09
2002,1.927737436346888e-08,1.1391176002462089e-08
2003,2.6668306674082487e-08,6.667076668520622e-09
2004,9.250062049659391e-09,1.805964444656638e-08
2005,9.908249332113428e-09,5.404499514582994e-09
2006,1.6059770402421236e-08,1.0294725072412803e-08
2007,2.1969636776475454e-08,1.078509459517818e-08
2008,1.958422224390688e-08,8.089135583588813e-09
2009,1.668867355419934e-08,8.105927484791664e-09
2010,1.6533276081531767e-08,1.6060896612657416e-08
2011,2.5238215073386527e-08,9.177532511728259e-09
2012,3.608507981311959e-08,1.1574459418683958e-08
2013,7.2517249982695375e-09,8.367375237128272e-09
2014,1.1909948582911056e-08,8.228691908418462e-09
2015,4.078498605508685e-08,1.0861219659763499e-08
2016,9.32103016992869e-09,1.1599504468051691e-08
2017,1.635147306444651e-08,7.798394818792076e-09
2018,1.626323964387666e-08,7.744399788123246e-09
2019,1.0459049626376782e-08,6.887667047816848e-09
