year,aucun_DET or_NOUN,aucun_DET porc_NOUN
1880,3.8507077526617195e-09,3.2089231272180996e-09
1881,2.7890030285249168e-09,0.0
1882,5.989846618703609e-09,1.3310770263785798e-09
1883,2.5277355764075082e-09,6.319338941018771e-10
1884,6.601696966868076e-09,6.601696966868076e-09
1885,3.2228177904158883e-09,6.445635691854079e-10
1886,3.872078324640427e-09,3.2267319927115068e-09
1887,6.528924512139156e-09,6.528924623161458e-10
1888,8.87686035788704e-09,2.53624587998047e-09
1889,4.385595775424633e-09,2.506054641582267e-09
1890,3.277193239004106e-09,1.9663159989136147e-09
1891,5.736798147637501e-09,1.912266012205066e-09
1892,6.2685125978845235e-09,0.0
1893,8.005941742883493e-09,4.926733243593162e-09
1894,3.150769645188234e-09,5.671385139294216e-09
1895,1.1435367985868083e-08,6.018614495673091e-10
1896,1.7691086373616827e-09,1.179405795248556e-09
1897,5.826713556089658e-09,3.4960281336537946e-09
1898,4.52668391659472e-09,0.0
1899,4.9748205555033564e-09,3.3165470370022376e-09
1900,3.6337372000261325e-09,3.114631885736685e-09
1901,2.794369458047896e-09,2.235495566438317e-09
1902,8.838511256215043e-09,3.437198747846537e-09
1903,3.2401321625741275e-09,3.7801539676252105e-09
1904,8.599400302955473e-09,1.0749250378694342e-09
1905,5.676835002077496e-09,1.0321518084666081e-09
1906,5.144184633820714e-09,7.201858220895474e-09
1907,1.028568674676933e-09,3.0857059130084963e-09
1908,1.964555629285769e-09,3.437972351250096e-09
1909,2.2003934230241384e-09,1.1001967115120692e-09
1910,2.67207544979442e-09,1.068830135508847e-09
1911,4.788336838146279e-09,2.128149656499545e-09
1912,9.376958209905695e-09,1.5628263683176158e-09
1913,7.424185766158331e-09,0.0
1914,1.3393487430235496e-09,0.0
1915,1.5314990164938536e-08,0.0
1916,1.2086208478478966e-08,3.2962386153911893e-09
1917,7.676497326691845e-09,2.1932848870420685e-09
1918,1.4932289182922887e-08,0.0
1919,6.445494027396137e-09,3.6831393490643904e-09
1920,6.057785384427916e-09,7.572231730534895e-10
1921,4.543648624011354e-09,1.5145494858259667e-09
1922,8.853522359686394e-09,1.4755870969551665e-09
1923,7.431163684401554e-09,0.0
1924,6.4458122173149945e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,0.0
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,1.1149224876660924e-09,2.2298449753321847e-09
1928,7.998228634953364e-09,1.1426041224282812e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,3.1510810627466412e-09,0.0
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,1.2965214679638848e-08,9.075650453382877e-09
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,5.568441707737293e-09,0.0
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,6.8719057111366055e-09,3.9268033269479474e-09
1950,2.1270722960764488e-09,0.0
1951,0.0,6.396840945832594e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,4.30953106533849e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,2.616342476002842e-09,4.360570571293465e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,8.272243445794913e-10,0.0
1959,5.4255236969780185e-09,6.200598257066758e-09
1960,6.920833350854139e-10,4.152499955001332e-09
1961,1.3896318540318475e-09,6.94815938118154e-09
1962,2.536782617301725e-09,3.805173953708163e-09
1963,3.879631726988464e-09,3.2330265131719216e-09
1964,3.6503810529886493e-09,6.083968329129164e-10
1965,2.188817349590977e-09,4.377634699181954e-09
1966,3.8773524391189085e-09,7.754704878237817e-09
1967,1.972134178185314e-09,5.4233690871541285e-09
1968,1.796566312384229e-09,6.737123747768692e-09
1969,3.179230406713529e-09,1.3625273409534344e-09
1970,1.8394900047624674e-09,3.219107563845469e-09
1971,7.193756368373272e-09,3.5968783507200897e-09
1972,8.20823486957778e-09,5.643161493651405e-09
1973,2.2052815684681093e-09,2.756601946707349e-09
1974,4.500457340128605e-09,1.687671502548227e-09
1975,2.2845920710778955e-09,2.2845920710778955e-09
1976,5.142174241967723e-09,1.7140580066410394e-09
1977,2.938390863960194e-09,5.876781838942691e-10
1978,5.346532216954358e-09,2.3762365408686037e-09
1979,5.266775904289034e-09,2.9259866751729646e-09
1980,2.2740602734216964e-09,1.7055452605774235e-09
1981,5.060439622894819e-09,0.0
1982,9.9320033308814e-09,1.2415004579935385e-09
1983,8.841442689089263e-09,4.4207211225000265e-09
1984,3.4794051528841408e-09,3.479405208395292e-09
1985,5.414002357539971e-09,1.8046674155058895e-09
1986,2.9972427872948515e-09,5.994485352545098e-09
1987,2.4443267410134695e-09,1.8332450557601021e-09
1988,1.1993107618124554e-09,8.395175221664886e-09
1989,2.1952488715726304e-09,1.6464366536794728e-09
1990,5.44865097484859e-10,1.198703181159999e-08
1991,2.9307325455363298e-09,6.447611611282156e-09
1992,5.509944167592096e-09,2.2039777225479895e-09
1993,2.2156829704300662e-09,2.769603768548734e-09
1994,2.1099706426497278e-09,4.219941174277153e-09
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,1.917957792585412e-09
1998,3.3376904573501065e-09,9.536258449571733e-10
1999,2.2851005809787495e-09,2.2851005809787495e-09
2000,4.418031607222872e-09,8.836062992401139e-10
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,6.571832134039113e-09,2.6287327870022636e-09
2003,3.7502307925763034e-09,8.333845835650777e-10
2004,3.0833539332864035e-09,8.809582507929292e-10
2005,3.15262471684008e-09,1.8014998381943315e-09
2006,1.2353669753828456e-09,3.2943118233319524e-09
2007,3.1955835755326234e-09,3.994479469415779e-10
2008,3.8316958494988285e-09,1.2772319035736501e-09
2009,1.430457752249481e-09,9.53638501499654e-10
2010,1.8895172093635892e-09,4.723793023408973e-10
2011,3.0591775501687124e-09,1.147191591721608e-09
2012,4.085103283424374e-09,1.3617010852229328e-09
2013,1.6734750252211938e-09,1.9523875849358774e-09
2014,3.0316233134985993e-09,1.2992671105660492e-09
2015,3.5465207437468393e-09,8.866301581811342e-10
2016,3.935546166733417e-09,2.0713401271965637e-09
2017,1.7609279590047322e-09,2.7671724911471074e-09
2018,1.8070267504555204e-09,3.0977600484760615e-09
2019,3.826481742574828e-09,1.2754939326953263e-09
