year,son_DET arc_NOUN,son_DET parc_NOUN
1895,4.863040752312031e-07,4.905170953861671e-07
1896,5.720118148033748e-07,4.794284662601456e-07
1897,5.156641709191945e-07,4.4749161132173754e-07
1898,4.5606339504900006e-07,3.3384293929294984e-07
1899,5.46677512147653e-07,4.549197090142343e-07
1900,5.492134107498714e-07,4.27223683097111e-07
1901,4.912501525566881e-07,4.0853681415597976e-07
1902,4.561653739187932e-07,3.7612773118311793e-07
1903,5.891640295629941e-07,4.6819909327311393e-07
1904,5.181138877929925e-07,4.326573304069825e-07
1905,4.995614792946412e-07,4.618879470008608e-07
1906,5.020724183069092e-07,4.2336638239603985e-07
1907,4.829129984784686e-07,4.901129733170251e-07
1908,5.417262265439149e-07,4.489009644004227e-07
1909,5.379961791618371e-07,4.472299632851673e-07
1910,6.503831144755168e-07,4.49443068983868e-07
1911,5.825809843429397e-07,4.91070521135839e-07
1912,5.506358267126643e-07,5.068766988358675e-07
1913,5.260565920650606e-07,5.249959613706778e-07
1914,6.335119397959943e-07,5.384181966938684e-07
1915,3.864089830329931e-07,4.040801271365524e-07
1916,4.713621084562192e-07,3.3731509163636986e-07
1917,4.6936296094202135e-07,4.408502541908277e-07
1918,6.271561581172591e-07,4.318877451225944e-07
1919,4.92619897762836e-07,4.1159083430386545e-07
1920,5.035534194064439e-07,4.2934552979545515e-07
1921,5.42208695719637e-07,3.7106463390834676e-07
1922,5.703144339008759e-07,4.522674328377718e-07
1923,6.921598227904724e-07,4.161451792050741e-07
1924,6.897019009244332e-07,4.2155610491256823e-07
1925,6.664895622066069e-07,3.9923384509421567e-07
1926,5.88516112287607e-07,4.413870944297571e-07
1927,6.221267465633673e-07,5.897940047461248e-07
1928,6.238618297516041e-07,4.2961915003303375e-07
1929,5.759589924991815e-07,3.999405757681984e-07
1930,5.451370519438115e-07,3.823311649497896e-07
1931,5.679867811636541e-07,4.1629552161026595e-07
1932,6.27981458833915e-07,4.1865430144838456e-07
1933,4.175321137722676e-07,4.393263530744207e-07
1934,5.571434904538819e-07,4.133645177262224e-07
1935,4.954869412543417e-07,4.2248043730097606e-07
1936,5.165128453832324e-07,4.049654545035253e-07
1937,5.489727441521097e-07,3.8780644118219243e-07
1938,7.027146047278165e-07,4.1229382929941494e-07
1939,5.154095221726607e-07,4.068217451802525e-07
1940,4.158683886146264e-07,2.8400769114256263e-07
1941,6.34573035895869e-07,3.2761678436799e-07
1942,8.465450775929639e-07,3.88379117310933e-07
1943,7.054861734800966e-07,3.8032382621011607e-07
1944,7.16540506928709e-07,3.27744995587409e-07
1945,6.339446740888377e-07,3.3548961253515586e-07
1946,5.443151502859678e-07,3.911830157576901e-07
1947,5.114053855947986e-07,3.5881822713079714e-07
1948,5.272865699623708e-07,3.7181857859280854e-07
1949,4.7219810728194034e-07,5.222648278291331e-07
1950,6.498205600280471e-07,4.5519348468303633e-07
1951,4.211253750163735e-07,4.563079905040013e-07
1952,5.293491431856978e-07,3.7012262010804875e-07
1953,4.481912094789209e-07,4.33107858022197e-07
1954,5.316259450438565e-07,4.397641149012088e-07
1955,5.209012492457532e-07,3.069093872376527e-07
1956,5.581530597709161e-07,4.988493076396594e-07
1957,4.850435662007158e-07,3.145273401727877e-07
1958,5.244602547804789e-07,3.9872212553859754e-07
1959,4.921724769957336e-07,3.5653439223182204e-07
1960,5.43977490607972e-07,3.321999990646418e-07
1961,4.412081082705299e-07,3.884020967070967e-07
1962,5.561895957129082e-07,3.9510387672692104e-07
1963,5.502611113428202e-07,3.8860980211552487e-07
1964,4.921930312207223e-07,4.0093351882930506e-07
1965,5.48298745073339e-07,3.956287493167565e-07
1966,5.793872048798221e-07,4.0435246528858215e-07
1967,5.941054102009957e-07,3.5399808595570903e-07
1968,6.413742053013038e-07,4.154559611890818e-07
1969,5.718073063931683e-07,3.9694963938075034e-07
1970,5.463285130957729e-07,3.807744421990833e-07
1971,4.917446450036778e-07,3.5968781197937005e-07
1972,5.412304737717477e-07,3.8527403178889585e-07
1973,4.774434465559807e-07,3.710386127231402e-07
1974,5.158649436509677e-07,3.5609867410357765e-07
1975,5.111774914468015e-07,3.552540732698617e-07
1976,5.936354146029998e-07,3.719506072030754e-07
1977,4.748439810242644e-07,4.178391770359724e-07
1978,5.388116601778847e-07,4.057423760306378e-07
1979,5.805157403671046e-07,3.686743248465518e-07
1980,5.110950338504949e-07,4.12741930855276e-07
1981,5.130020568344662e-07,3.7004465935908115e-07
1982,5.394319213536392e-07,3.780368822425828e-07
1983,4.3512526737288226e-07,3.846027460951973e-07
1984,5.306092916157468e-07,4.0651048660578226e-07
1985,6.755471471109331e-07,4.493621728052233e-07
1986,5.472965103336946e-07,3.902409941858309e-07
1987,4.55866939752525e-07,4.106468902698168e-07
1988,5.264974296537162e-07,3.993704900118189e-07
1989,4.725273150540943e-07,4.813083060994927e-07
1990,4.909234538885698e-07,4.456996522961276e-07
1991,5.234288522615316e-07,3.8040909444703175e-07
1992,4.88732037062789e-07,4.573253629125418e-07
1993,4.902198522671597e-07,4.004846858585154e-07
1994,5.106128906362528e-07,3.861246371528182e-07
1995,5.606814355019196e-07,3.9095869874827827e-07
1996,5.55161598470022e-07,4.1850644105778656e-07
1997,5.657975643558188e-07,4.6942017295492633e-07
1998,4.97315852499014e-07,4.2865480587295224e-07
1999,5.050072031664854e-07,5.27858238008605e-07
2000,4.6919495311215087e-07,4.0778431475985144e-07
2001,5.520326578078993e-07,4.4162614987186544e-07
2002,7.303496101229712e-07,5.599200818551253e-07
2003,6.00453613941454e-07,4.850298163106004e-07
2004,5.435512555607147e-07,4.1713373177820756e-07
2005,5.458544682923616e-07,4.719929700414127e-07
2006,5.855639653162825e-07,4.871463703537415e-07
2007,7.877113539223046e-07,5.424503350948129e-07
2008,6.245664039283838e-07,6.735269453272963e-07
2009,7.376393966751493e-07,6.246332384662878e-07
2010,8.899626298131125e-07,6.509386962783026e-07
2011,1.078742487337081e-06,8.248307592495507e-07
2012,1.1914884066044351e-06,7.989780863582041e-07
2013,1.2606844759233127e-06,6.693899887721955e-07
2014,1.1870970659799696e-06,6.593780490504741e-07
2015,1.4409956925476308e-06,7.004378055341931e-07
2016,1.4721014203189497e-06,7.168907654175882e-07
2017,1.4877325256179574e-06,5.325549450319045e-07
2018,1.5501707260057174e-06,5.890907042171989e-07
2019,1.4790627496097386e-06,6.298388810499489e-07
