year,en_ADP hommes_NOUN,en_ADP pomme_NOUN
1800,2.0688603399321437e-06,3.458580977167003e-08
1801,1.9573321878851857e-06,9.762848662830947e-08
1802,1.403125793331128e-06,1.5664880947952042e-07
1803,1.410095251230814e-06,1.0336797973131695e-07
1804,1.5968157640600111e-06,5.6852570651244605e-08
1805,2.1833300252183108e-06,8.244345273134002e-08
1806,1.829859911595122e-06,3.1698359492793315e-08
1807,1.7110199905800982e-06,1.9928686256776018e-08
1808,1.7108858401115867e-06,2.4926814390369145e-08
1809,1.8817723912434303e-06,1.400598961254218e-07
1810,1.247287514161144e-06,7.020380277111826e-09
1811,1.2359888614810188e-06,1.2284675676710322e-07
1812,1.2082452940376243e-06,5.867858021701977e-08
1813,1.3659772548635374e-06,1.4378708002027452e-08
1814,2.6180352961091558e-06,3.4613449884091096e-08
1815,1.9959454675699817e-06,0.0
1816,1.6988036577458843e-06,1.1588019432906549e-08
1817,2.6638103918230627e-06,6.227493543065066e-08
1818,2.2697922759107314e-06,2.1458118837358597e-08
1819,2.1468076738528907e-06,3.105315171669787e-08
1820,2.417202267679386e-06,1.779972080839798e-08
1821,1.8312783822693746e-06,7.198886464721e-08
1822,1.8798029941535788e-06,2.90742860897808e-08
1823,1.8984641201313934e-06,2.8659792428165076e-08
1824,2.365490445299656e-06,2.77896727851612e-08
1825,2.4267801563837565e-06,2.289415235168235e-08
1826,2.0381676222314127e-06,3.5231937367541377e-09
1827,1.910740593302762e-06,1.8434546333878643e-08
1828,1.8069433735945495e-06,3.0268594741755805e-08
1829,2.3842003429308534e-06,2.914879893012312e-08
1830,2.355593778702314e-06,1.669893667788358e-08
1831,1.8600309203975485e-06,5.9246584527272717e-08
1832,2.15126510738628e-06,1.8941957335982806e-08
1833,1.98890893443604e-06,3.1275796175123105e-08
1834,1.8585051293484867e-06,1.3068342852307069e-08
1835,1.9701844848896144e-06,4.764745398233572e-08
1836,1.940952643053606e-06,2.016225053580456e-08
1837,2.2251335849432508e-06,1.7394726437025554e-08
1838,1.8816554074874148e-06,2.714229663247636e-08
1839,1.8800076304614777e-06,2.23727205650448e-08
1840,2.287355300722993e-06,2.7389662093924017e-08
1841,1.822793706196535e-06,1.8619591202195807e-08
1842,1.8172689806306153e-06,1.542901006956754e-08
1843,1.678744069977256e-06,1.2404512972352677e-08
1844,1.8726971120486269e-06,2.9638231424655714e-08
1845,2.19526168621087e-06,2.1204866751389773e-08
1846,1.9114947917842073e-06,2.1076203893244383e-08
1847,2.2123003873275593e-06,1.941560512364049e-08
1848,1.8447693719281233e-06,1.850401076808339e-08
1849,1.700183247521636e-06,2.262441967104678e-08
1850,1.524129629615345e-06,3.055048303224339e-08
1851,1.7619867094254005e-06,3.869663189881578e-08
1852,1.4329710893434822e-06,8.073076274150992e-08
1853,1.5837563296372537e-06,3.1651239407182175e-08
1854,1.8990153876075055e-06,1.454786069388092e-08
1855,1.607471290299145e-06,4.7231740296638236e-08
1856,1.6561828033445636e-06,4.55592642500946e-08
1857,1.7876086531032342e-06,2.2454941128735584e-08
1858,1.8121281755156815e-06,3.52344677878591e-08
1859,1.746615453157574e-06,4.073738679721828e-08
1860,1.7979178892346681e-06,4.531412045594152e-08
1861,1.7406622419002815e-06,2.6409397335669382e-08
1862,1.7041844557752484e-06,2.891511208247266e-08
1863,1.8589978481031721e-06,3.446288232566985e-08
1864,1.7452809970563976e-06,2.924784003877079e-08
1865,1.747180590427888e-06,2.4946275378745497e-08
1866,1.7462684809288476e-06,1.6056523222118813e-08
1867,1.688778411335079e-06,6.599823798580928e-08
1868,1.939888534252532e-06,5.3350639794835786e-08
1869,1.625723484721675e-06,3.516133817438316e-08
1870,2.0137979390710825e-06,4.529898411931299e-08
1871,1.948985982380691e-06,2.3366590662377007e-08
1872,1.7754988448359654e-06,5.261185054283857e-08
1873,1.7862237200461095e-06,6.105724703608928e-08
1874,1.6943992022788734e-06,4.062734149101743e-08
1875,1.623197249500663e-06,2.9179789251543298e-08
1876,1.5665224282201962e-06,5.98555458530825e-08
1877,1.5585736719003762e-06,5.2570936714957384e-08
1878,1.4360953173309099e-06,3.563062378475479e-08
1879,1.5792605836395524e-06,4.093248007208672e-08
1880,1.5049849935167003e-06,3.9148861707971605e-08
1881,1.4711990843352396e-06,4.9504804311428785e-08
1882,1.591302634551539e-06,6.522277273823818e-08
1883,1.4957875009713462e-06,5.245051487579033e-08
1884,1.6590064433330554e-06,4.7532219049628566e-08
1885,1.6790880863482016e-06,2.0626034213933053e-08
1886,1.5481859918509144e-06,3.549404986591398e-08
1887,1.4977352975620306e-06,3.068594511823619e-08
1888,1.4158592875901377e-06,8.369611093073104e-08
1889,1.4760662452317774e-06,5.262714708464955e-08
1890,1.3836310017723008e-06,7.144281255477836e-08
1891,1.4775441741221584e-06,4.8444073086351125e-08
1892,1.4097884104558034e-06,4.576014145385443e-08
1893,1.2969625231562532e-06,8.005941509736658e-08
1894,1.6371399169656797e-06,4.2220312801433124e-08
1895,1.688221345830243e-06,3.4907962520591695e-08
1896,1.647629915169091e-06,3.597187830939319e-08
1897,1.6676053746778052e-06,2.738555449077751e-08
1898,1.5724568811492645e-06,4.9793523082541924e-08
1899,1.705810745988856e-06,5.969784666604028e-08
1900,1.5417427903230418e-06,3.06272133210328e-08
1901,1.474868213335867e-06,4.5827658112784775e-08
1902,1.4077784271648852e-06,3.0443761289689064e-08
1903,1.4359185342982528e-06,5.670231462140407e-08
1904,1.6892446410565753e-06,5.8045952044949445e-08
1905,1.5523563661190565e-06,5.7284423649051064e-08
1906,1.4995298442954663e-06,3.446603685786087e-08
1907,1.354110622742155e-06,4.7828441707142844e-08
1908,1.491097691541654e-06,3.781769430943882e-08
1909,1.4946172086638398e-06,5.3359539897712693e-08
1910,1.4071148370931041e-06,4.595969449461279e-08
1911,1.5046017551867408e-06,4.8415405795587674e-08
1912,1.6128368542922544e-06,5.157327020999247e-08
1913,1.8141528244086658e-06,5.3560195389934506e-08
1914,1.963485146916355e-06,3.549274296688054e-08
1915,3.597844624891877e-06,2.1205371680821372e-08
1916,3.661022446976858e-06,6.152978615503457e-08
1917,2.776698693196522e-06,7.237840415896812e-08
1918,2.980714725708822e-06,2.756730310693456e-08
1919,2.6831669401872205e-06,6.077180098040813e-08
1920,2.2209355847735424e-06,4.0890050456710014e-08
1921,1.639499828343105e-06,7.194109863384313e-08
1922,1.597323034729925e-06,5.75478971143184e-08
1923,1.5605443195454427e-06,4.246379381456222e-08
1924,1.4992958767834352e-06,4.254236041223436e-08
1925,1.675022531344439e-06,6.378943018248151e-08
1926,1.782267531780235e-06,2.5636119005412183e-08
1927,1.5107199260455673e-06,6.68953517024562e-08
1928,1.2008769090243732e-06,3.542072923856665e-08
1929,1.4794459275435656e-06,3.787738211968872e-08
1930,1.3906770846006111e-06,3.991369423861357e-08
1931,1.5191934608083102e-06,5.816731984964463e-08
1932,1.6088599750219146e-06,5.808554570663205e-08
1933,1.644892904550943e-06,3.785318369864399e-08
1934,1.5456238315891824e-06,4.4331846638101524e-08
1935,1.187253815260192e-06,4.787313745424626e-08
1936,1.115473764912167e-06,3.152425653851765e-08
1937,1.2578526593642891e-06,2.266401277761787e-08
1938,1.2342884474492166e-06,3.111651447618158e-08
1939,1.5263461818904034e-06,4.435274547631707e-08
1940,1.574721181896166e-06,4.057252622757801e-08
1941,1.5406843658638536e-06,2.3612020783048138e-08
1942,1.9085191524936818e-06,7.888950648293758e-08
1943,1.7738767610353534e-06,6.967764676346633e-08
1944,1.7286942011196516e-06,3.855823393905666e-08
1945,2.254751734653837e-06,3.921307367704685e-08
1946,1.6788851553428685e-06,4.037120238109537e-08
1947,1.6844190895426436e-06,6.07964452115084e-08
1948,1.5459823998753564e-06,8.806229034874491e-08
1949,1.6119527117552934e-06,3.730463205009471e-08
1950,1.476188117521815e-06,5.211327058773918e-08
1951,1.3177492519389489e-06,2.5587364338441887e-08
1952,1.2959563946424169e-06,3.0579932142060784e-08
1953,1.400597511747037e-06,2.3702419582605216e-08
1954,1.3056107945885742e-06,5.5703457180200644e-08
1955,1.3468347788148094e-06,6.288357212724804e-08
1956,1.3761961099589826e-06,5.6687421423617934e-08
1957,1.1618074040598003e-06,4.68256993180205e-08
1958,1.3864280390407657e-06,1.1002083849520616e-07
1959,1.4439642654906493e-06,2.5577467255288866e-08
1960,1.3371050044952426e-06,6.021125031896446e-08
1961,1.4076970273890765e-06,3.890969180186943e-08
1962,1.6368589967896696e-06,4.8833063481801275e-08
1963,1.5111166931092157e-06,4.202934766883715e-08
1964,1.5276845033440623e-06,3.5287017530194476e-08
1965,1.4468082554230932e-06,5.4173231178733516e-08
1966,1.7004960000122082e-06,3.434226514276162e-08
1967,1.6294759461743524e-06,3.54984174277817e-08
1968,1.7157208276330493e-06,2.1558796858833773e-08
1969,1.749485136315343e-06,2.8613074021244245e-08
1970,1.6316275832650717e-06,3.49503110896876e-08
1971,1.585709469509311e-06,4.6759418115271956e-08
1972,1.4261808019000455e-06,2.975485102751918e-08
1973,1.403110331921198e-06,3.1976582048898194e-08
1974,1.441271479052375e-06,2.3627401424253236e-08
1975,1.4067376241655438e-06,2.627280837330659e-08
1976,1.4318097782961559e-06,4.170874662312585e-08
1977,1.425707296220935e-06,2.938390863960194e-08
1978,1.3794052620141883e-06,3.5049489865990324e-08
1979,1.354731807623466e-06,2.340789395649523e-08
1980,1.3041735655860975e-06,2.5014663285194416e-08
1981,1.2973702041563229e-06,3.8585852624173356e-08
1982,1.3911012501921505e-06,2.9796010991844923e-08
1983,1.4045263014850207e-06,3.599730180603444e-08
1984,1.2833205573770101e-06,2.899504308873091e-08
1985,1.2169473393441876e-06,3.42886807835896e-08
1986,1.203093233925756e-06,4.8555331366717525e-08
1987,1.1903871381946374e-06,3.727598296698886e-08
1988,1.2131027915529558e-06,2.098793838722912e-08
1989,1.2644633216041257e-06,4.170972733863465e-08
1990,1.2531896800282993e-06,4.086488114563025e-08
1991,1.1722930821633781e-06,2.3445860641846394e-08
1992,1.2325745046837255e-06,3.746761984002589e-08
1993,1.1759736935346154e-06,5.317638995805396e-08
1994,1.231167857440596e-06,3.9034457333109174e-08
1995,1.1945659252887708e-06,3.578817392435596e-08
1996,1.1124584489152767e-06,4.056950242414814e-08
1997,1.2639342230613693e-06,4.1715581322598894e-08
1998,1.1867873581650201e-06,3.5760968630782486e-08
1999,1.1210703405595268e-06,2.5136106196477215e-08
2000,1.1447119732110878e-06,3.843687346183344e-08
2001,1.0839117976502166e-06,3.6364057709459274e-08
2002,1.1518230849105748e-06,2.409671789882495e-08
2003,1.12381906092196e-06,3.5418845856227676e-08
2004,1.1364361398591427e-06,2.819066335923992e-08
2005,1.0813503195095109e-06,2.341949789652631e-08
2006,1.1110066679975716e-06,3.994353353631297e-08
2007,1.009005472951685e-06,2.1170741604237264e-08
2008,1.0337063258702983e-06,2.8524845679944733e-08
2009,9.951218089554459e-07,3.4330985609898335e-08
2010,9.301148224949429e-07,3.4011311100812236e-08
2011,8.133588380587753e-07,2.7532598423363197e-08
2012,8.497014505337575e-07,3.982975510519182e-08
2013,9.499759698883281e-07,4.0721225114115356e-08
2014,1.0807736998685868e-06,4.309235908384057e-08
2015,9.504675517746364e-07,3.014542589163671e-08
2016,9.90721900961944e-07,4.184106985882785e-08
2017,7.358162861237361e-07,3.219982677715727e-08
2018,7.279735996235104e-07,3.0977599152492985e-08
2019,8.27540418413264e-07,2.2703790569789106e-08
