year,en_ADP eau_NOUN,en_ADP peau_NOUN
1894,3.520670052381547e-06,1.155072141045821e-06
1895,3.2428293863517865e-06,9.130238254329015e-07
1896,3.2221366303986088e-06,1.0095714060298633e-06
1897,3.4051314283800593e-06,1.0161788850382436e-06
1898,3.4408455000800586e-06,1.161094473900448e-06
1899,3.4834797926208694e-06,9.590348781784996e-07
1900,3.6404855165983463e-06,1.0818155260494677e-06
1901,4.084809301474479e-06,1.093157379727927e-06
1902,4.2861866802468285e-06,1.2511403610915295e-06
1903,4.779194757276173e-06,9.666393907536985e-07
1904,4.806527314826781e-06,8.443536216873326e-07
1905,4.8232454261665225e-06,7.86499697369436e-07
1906,5.007863460804174e-06,1.054043423209805e-06
1907,4.5509021333600685e-06,9.267403697776899e-07
1908,4.656979236017378e-06,8.968196425485075e-07
1909,4.872221001761545e-06,1.016581791191129e-06
1910,5.38262861482508e-06,1.074708734449814e-06
1911,4.311099131015794e-06,8.826500561553985e-07
1912,4.8046492082676195e-06,8.371540047846793e-07
1913,5.361322720887074e-06,8.373420996576897e-07
1914,5.214084865201585e-06,9.22811295822612e-07
1915,4.38362137167303e-06,8.328998433171364e-07
1916,4.108212152686974e-06,8.273559046756418e-07
1917,4.176014220647062e-06,8.685408374731196e-07
1918,4.414214593850829e-06,8.764105245973042e-07
1919,5.395798947205321e-06,9.59457793214824e-07
1920,4.749303581519371e-06,9.450145057599002e-07
1921,5.319854864183071e-06,1.1237957551202271e-06
1922,5.671419106789699e-06,1.0292219485563692e-06
1923,5.074423363282676e-06,9.702976058179047e-07
1924,5.249469680279617e-06,9.733176966619794e-07
1925,5.724551691344004e-06,8.556582429264381e-07
1926,6.046779901680566e-06,1.026559402816929e-06
1927,5.221181787362639e-06,8.072038895079459e-07
1928,5.745013311297953e-06,9.894952199829277e-07
1929,6.141706258233626e-06,9.747855074238032e-07
1930,6.183471313647715e-06,9.673818794908584e-07
1931,7.438573604190424e-06,9.899849828798324e-07
1932,7.076572863695674e-06,1.0082774224429158e-06
1933,7.257488171319437e-06,1.0977423698932398e-06
1934,6.84747317336587e-06,1.038803020492196e-06
1935,8.338303565835758e-06,1.162120383924048e-06
1936,8.8195175464989e-06,1.2488455922721187e-06
1937,8.696685426912154e-06,1.2263749340490904e-06
1938,7.62354610372995e-06,1.2524396879598498e-06
1939,8.986784109765722e-06,1.0430542261019582e-06
1940,8.90566941080806e-06,1.021920525090536e-06
1941,8.515085184512827e-06,1.5318298665079055e-06
1942,9.093532824522299e-06,8.586819149059011e-07
1943,9.513901794377944e-06,1.100326130654139e-06
1944,8.685242278261285e-06,1.368817265756661e-06
1945,7.61169307139653e-06,1.2395687463140348e-06
1946,6.964728676450704e-06,8.436189204985567e-07
1947,7.451736657060337e-06,8.308846872751019e-07
1948,8.904076075566536e-06,1.0730552730819909e-06
1949,1.0255828883032336e-05,8.059763558776467e-07
1950,1.000255775096548e-05,1.057154918271408e-06
1951,9.75518294410449e-06,1.1023889783245977e-06
1952,1.1146911987225394e-05,1.1040409617635305e-06
1953,1.0788910842052246e-05,9.87959992926335e-07
1954,1.1238416121273076e-05,8.912552971196419e-07
1955,1.0398314707060763e-05,9.723489711177535e-07
1956,1.0689503376681841e-05,8.215315574489068e-07
1957,1.202006853873172e-05,1.0478354397491785e-06
1958,1.2178396730178065e-05,7.420202337016235e-07
1959,1.144552912535346e-05,8.076279414126475e-07
1960,1.12657321125198e-05,7.841304068278987e-07
1961,1.199738642299053e-05,7.830575441403198e-07
1962,1.1731351079902197e-05,8.802635420579463e-07
1963,1.2621735876905404e-05,7.662272878405929e-07
1964,1.2107096566182918e-05,6.668029186585045e-07
1965,1.113451425283074e-05,7.633500445081154e-07
1966,1.1951107566687824e-05,7.040164291538531e-07
1967,1.2112848139622656e-05,7.489179552067071e-07
1968,1.1193955401722633e-05,9.961960358850774e-07
1969,1.2181448965975505e-05,7.648320092812355e-07
1970,1.1858732534619776e-05,7.7718453894704e-07
1971,1.1779776514231344e-05,7.558582524325175e-07
1972,1.1121132260427657e-05,7.613137995576835e-07
1973,1.302163599348205e-05,7.084466915330268e-07
1974,1.202128431998517e-05,7.150101737352088e-07
1975,1.197583124223911e-05,7.179330623330316e-07
1976,1.2197808473501937e-05,7.079059969328227e-07
1977,1.330797223886293e-05,7.680953899580345e-07
1978,1.1307915684710679e-05,7.44950170883385e-07
1979,1.2330693010653704e-05,8.239578619395616e-07
1980,1.1343581405753866e-05,8.249153893302719e-07
1981,1.1329692057415741e-05,8.103028790173994e-07
1982,1.2385828924266207e-05,8.287015589303337e-07
1983,1.1197686518471528e-05,7.332081963795645e-07
1984,1.1788224739461839e-05,7.625696412105754e-07
1985,1.2007053783236188e-05,8.048816653172253e-07
1986,1.1037047073614303e-05,8.536147220183921e-07
1987,1.193320315451274e-05,7.296315516214236e-07
1988,1.1320294731831382e-05,9.858334806267521e-07
1989,1.021778618337521e-05,7.601049105687707e-07
1990,1.128688012386192e-05,8.211117119572009e-07
1991,1.1207707771632158e-05,7.315108518923807e-07
1992,1.0600581731523562e-05,8.083088118837622e-07
1993,1.0196573356324734e-05,9.139692451753945e-07
1994,1.0445936752034868e-05,8.360758556591463e-07
1995,1.04306267019183e-05,7.667345585105068e-07
1996,9.974224809639054e-06,9.053404141923238e-07
1997,1.0570824201749929e-05,8.266397912848333e-07
1998,1.0249570138398667e-05,8.410979717154987e-07
1999,9.188846185281818e-06,8.212651323447062e-07
2000,9.242522168051437e-06,7.90385854543274e-07
2001,9.386308008174638e-06,8.740517500882561e-07
2002,8.724764299472554e-06,8.276127232420549e-07
2003,1.0066451999080073e-05,8.43385180360201e-07
2004,8.588902609574234e-06,9.417443607162568e-07
2005,9.093971073070861e-06,8.300410740957886e-07
2006,9.61403758381607e-06,9.137597771768924e-07
2007,8.219840257339683e-06,8.923666996452084e-07
2008,9.740596006224678e-06,1.0464787010278087e-06
2009,9.427669930062166e-06,9.750954177434323e-07
2010,8.433387488793187e-06,1.185672090286971e-06
2011,8.046019292606843e-06,1.4527269058817183e-06
2012,7.813440756621048e-06,1.6357433878511074e-06
2013,6.205802995040699e-06,1.481583240092732e-06
2014,4.880263917428351e-06,1.5279381386790192e-06
2015,4.7656369064341675e-06,1.5360867564595537e-06
2016,4.501021731329047e-06,1.458223437111883e-06
2017,4.617656377270407e-06,1.312142899223545e-06
2018,5.414368375866729e-06,1.4820200249232585e-06
2019,4.471881438483649e-06,1.2698817499767756e-06
