year,en_ADP achat_NOUN,en_ADP pacha_NOUN
1976,4.57082158789035e-08,5.713526984862938e-09
1977,7.287209768946923e-08,2.3507127910882275e-09
1978,4.3366316759829715e-08,5.346532105932056e-09
1979,6.027532606367458e-08,2.3407893401383717e-09
1980,5.742002073816366e-08,2.8425752862659692e-09
1981,4.99718417756867e-08,2.5302198114474095e-09
1982,5.4005269589652016e-08,4.966001942996456e-09
1983,6.378468953016636e-08,4.4207211225000265e-09
1984,1.0670175498717072e-07,5.799008384599347e-09
1985,1.1489716200685507e-07,1.8046674155058895e-09
1986,8.392279937652347e-08,4.7955883708539204e-09
1987,6.416357933858308e-08,6.110816852533674e-10
1988,1.0134176164910969e-07,3.5979323409485175e-09
1989,9.384688581803857e-08,3.841685636274406e-09
1990,6.374921923679722e-08,4.90378582185258e-09
1991,4.6305576262284376e-08,4.103025752488776e-09
1992,4.958949872957419e-08,4.4079553340736766e-09
1993,5.151462900698789e-08,7.200969598386564e-09
1994,5.1694279079583794e-08,8.439882459576609e-09
1995,4.609083248396928e-08,3.253470381991974e-09
1996,6.245567618634595e-08,6.4057106285986265e-09
1997,8.151320685101382e-08,9.58978851883785e-09
1998,4.958854304959459e-08,2.8608774238492174e-09
1999,7.083811937036444e-08,2.7421207526856506e-09
2000,6.317785050669045e-08,6.627047133278552e-09
2001,5.476514886026962e-08,3.943090631786106e-09
2002,3.724038322161505e-08,3.066854992184176e-09
2003,4.125253738607171e-08,7.500461585152607e-09
2004,4.8893184612097684e-08,3.9643119897903034e-09
2005,4.3686370077011816e-08,1.3511248786457486e-09
2006,6.094477100759832e-08,4.941467846020231e-09
2007,5.8718846673855296e-08,7.988959188631739e-09
2008,6.045564049372842e-08,9.366367403895737e-09
2009,5.72183083136224e-08,6.198650259747751e-09
2010,4.959982646823846e-08,5.196172381261022e-09
2011,6.691951170978427e-08,1.911985902935953e-09
2012,6.7063780306853e-08,4.425528388196653e-09
2013,4.93675145207817e-08,6.136075203500013e-09
2014,5.43526752494472e-08,7.579058158846408e-09
2015,4.765637129366951e-08,7.979671368119057e-09
2016,4.8262222662742715e-08,8.285360508786255e-09
2017,5.13184694739266e-08,7.295272941298947e-09
2018,4.8789722484343656e-08,4.646640072714092e-09
2019,3.9540310581287486e-08,4.846876677788714e-09
