year,en_ADP achat_NOUN,en_ADP pacha_NOUN
1800,5.65949598296811e-08,0.0
1801,6.429193177837078e-08,0.0
1802,1.6112448975036386e-07,2.2378401354217203e-09
1803,5.265916058760922e-08,0.0
1804,8.404293083685843e-08,0.0
1805,9.665784261869703e-08,8.528632911009026e-09
1806,1.7290014397985942e-07,0.0
1807,1.822051274302794e-07,0.0
1808,1.6768947830314573e-07,0.0
1809,2.01053723003497e-07,0.0
1810,7.488405628919281e-08,0.0
1811,1.278609147448151e-07,2.0056614147279106e-08
1812,9.335229123053068e-08,2.6672082320544632e-09
1813,2.01301915581098e-07,0.0
1814,8.810695817373926e-08,0.0
1815,1.8341120266995858e-07,2.697223555614414e-09
1816,1.321034233114915e-07,2.3176038865813098e-09
1817,5.4490570278176165e-08,4.670620334934483e-09
1818,4.6492591110336434e-08,0.0
1819,1.387040668987538e-07,1.035105001712111e-09
1820,6.051905643289501e-08,1.1866481131050932e-09
1821,1.6271455649530253e-07,0.0
1822,1.3334069137727056e-07,2.0051231786055723e-09
1823,1.2847492314449482e-07,9.882686891060644e-10
1824,6.315834610859383e-08,1.0947446504872005e-08
1825,1.1270967092968931e-07,9.68598712347557e-09
1826,1.4268934478423034e-07,1.4973572604048968e-08
1827,1.44711179927981e-07,0.0
1828,1.9537002060587838e-07,0.0
1829,1.568891150327545e-07,7.715858452161939e-09
1830,2.0769303432643937e-07,2.0873671680021744e-09
1831,1.6526678336958867e-07,0.0
1832,2.2730348803179368e-07,0.0
1833,1.4711207541040494e-07,0.0
1834,2.1936148186796345e-07,2.8003592777992026e-09
1835,3.320195673950366e-07,5.294161553592858e-09
1836,2.3119380898606323e-07,1.3441500135158435e-09
1837,1.7951359154722013e-07,3.478945576063097e-09
1838,2.3481241839817812e-07,6.312161904276081e-10
1839,1.8807068613568845e-07,6.9914751765765e-10
1840,1.4077012622237817e-07,1.7835128929277744e-08
1841,2.49759324333354e-07,9.630822361827995e-09
1842,1.885022413716797e-07,7.379091560011375e-09
1843,1.7484457259797637e-07,4.134837805480629e-09
1844,2.206401603643826e-07,2.305195678786731e-08
1845,2.1428076024676557e-07,3.9061593959388574e-09
1846,2.880414626815764e-07,5.854501328173001e-09
1847,3.047171333037113e-07,1.5640349459999925e-08
1848,2.3089786793661915e-07,1.6090443422100975e-09
1849,2.957933418201719e-07,3.016589289472904e-08
1850,2.6816533704732137e-07,9.504594444820214e-09
1851,2.3088990985797864e-07,7.739326512989919e-09
1852,4.869888243774767e-07,9.114764054629632e-09
1853,3.875783818330092e-07,5.3747388761848924e-09
1854,2.1042441744612006e-07,1.1430461910322265e-08
1855,1.8255863665217475e-07,4.2455496895854594e-09
1856,2.034635429026821e-07,7.765783571755946e-09
1857,1.723172715628607e-07,1.5620829185714058e-08
1858,2.7208838560000004e-07,8.31924928945682e-09
1859,2.566455350461183e-07,9.165912029374113e-09
1860,2.2107798258730327e-07,5.950338888283113e-09
1861,2.0231485109434288e-07,1.414789119191795e-09
1862,1.897554255947398e-07,1.626475132354699e-08
1863,1.428461615660126e-07,1.4983862484108101e-09
1864,1.8987122984981397e-07,1.5822602561499366e-08
1865,1.7791872153338772e-07,1.0355057755706554e-08
1866,1.8392016443158354e-07,7.298419313350735e-09
1867,1.6887784681784979e-07,3.396968040192405e-09
1868,1.59063944238369e-07,3.951899252285784e-09
1869,2.1633989888414362e-07,1.90457244420017e-08
1870,1.605533697102146e-07,6.880858549607183e-09
1871,1.4338588982809597e-07,4.248470908407853e-09
1872,1.97143265268096e-07,4.8378714367913744e-09
1873,2.4782059426797787e-07,4.788803575905831e-09
1874,2.055265611033974e-07,7.766991494406739e-09
1875,3.2784350878500845e-07,7.437985338754061e-09
1876,2.0375070164391218e-07,7.859819017852487e-09
1877,2.1523159432490502e-07,8.658742500777805e-09
1878,2.1499155877791054e-07,9.662541877730746e-09
1879,2.2482316808236646e-07,3.665595160740054e-09
1880,2.0472928952131042e-07,4.492492600149944e-09
1881,2.4264326725642604e-07,7.669758217421219e-09
1882,2.216243188968292e-07,9.317538740560849e-09
1883,2.559332301643735e-07,2.5277355764075082e-09
1884,2.099339582173343e-07,5.941527270181268e-09
1885,2.2172986291479901e-07,7.090199150017185e-09
1886,1.264878903839417e-07,9.680196200179125e-09
1887,2.0957847368663352e-07,2.154545164501087e-08
1888,1.8704812987380137e-07,2.53624587998047e-09
1889,1.5412236109568767e-07,6.891650361495749e-09
1890,1.750021141333491e-07,7.865263662587552e-09
1891,1.6764198562668753e-07,3.1871101313640793e-09
1892,2.0748775853007828e-07,6.268512375839919e-09
1893,1.976851677909508e-07,6.158416665513755e-09
1894,1.7077171321489004e-07,8.822155006527055e-09
1895,1.9018821717509127e-07,6.018614495673091e-09
1896,2.0757542529281636e-07,7.076434549446731e-09
1897,1.7072271418783203e-07,1.3401440734917003e-08
1898,1.8729154760421807e-07,6.790025985914383e-09
1899,2.3768586743244668e-07,6.080336234504102e-09
1900,1.7234296478818578e-07,6.748368974740515e-09
1901,1.88340507634166e-07,8.941982265753268e-09
1902,1.5811113485142414e-07,1.4730852093691738e-09
1903,1.8414750968531735e-07,4.320176216765503e-09
1904,1.757502445798309e-07,2.6873125946735854e-09
1905,1.8011049007782276e-07,2.0643036169332163e-09
1906,1.733590124786133e-07,5.658603086100555e-09
1907,2.103422929167209e-07,8.742833568220476e-09
1908,1.841770966848344e-07,5.40252820258047e-09
1909,2.117878636909154e-07,7.701377036095636e-09
1910,1.918550083246373e-07,8.016226127338655e-09
1911,2.0004607392820617e-07,7.980561100850991e-09
1912,1.8701821602462587e-07,2.083768435579003e-09
1913,1.9090762748419365e-07,2.121195885607108e-09
1914,1.4464966113791888e-07,8.705766774141921e-09
1915,1.7199911894749675e-07,1.1780761921542648e-09
1916,1.2965205087311915e-07,1.0987462051303964e-09
1917,1.9520236094194843e-07,0.0
1918,1.6770108857144805e-07,5.743188147278033e-09
1919,1.5100872019502276e-07,3.6831394045755417e-09
1920,1.6507465261383913e-07,2.2716695191604686e-09
1921,1.6584317563683726e-07,1.5145494858259667e-09
1922,1.1288241097417995e-07,9.591316130208583e-09
1923,1.7728633849856124e-07,8.492758496458919e-09
1924,1.0313299725339675e-07,5.156649773851996e-09
1925,1.1108159725381483e-07,4.399271169575059e-09
1926,1.0031524766418443e-07,1.4489979882625903e-08
1927,9.365349029621939e-08,4.459690061686672e-09
1928,9.02657291135256e-08,4.570416489713125e-09
1929,8.243900850857244e-08,6.684243825105796e-09
1930,1.0188495735974357e-07,1.2604324695075775e-08
1931,9.92266038224443e-08,6.843213995466613e-09
1932,8.329247691563069e-08,4.38381475564853e-09
1933,8.717703536831323e-08,1.1470662197865522e-09
1934,9.225816910429785e-08,4.7926320689839486e-09
1935,8.497481474023516e-08,2.393656828303392e-09
1936,8.244806082302603e-08,3.6374143697059935e-09
1937,4.658713592675667e-08,6.295559185076627e-09
1938,7.130867629712156e-08,5.186085783037697e-09
1939,7.799965828780842e-08,3.058810094103137e-09
1940,6.593035806190528e-08,0.0
1941,5.9030050181263505e-08,5.9030051957620344e-09
1942,8.49579322448335e-08,0.0
1943,6.967764676346633e-08,8.709705845433291e-09
1944,6.42637232317611e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,1.089252066321933e-08
1946,4.454753366189834e-08,6.960552134671616e-09
1947,5.006765846360395e-08,4.7683483828109274e-09
1948,5.762100485640076e-08,1.0871887834440486e-09
1949,7.559096104614582e-08,1.0798709260129158e-08
1950,4.892266147749069e-08,4.2541445921528975e-09
1951,5.970385075215745e-08,2.1322803522849654e-09
1952,5.5887461769543734e-08,1.0544803918932644e-09
1953,7.757155628951296e-08,3.232148326759443e-09
1954,7.036226179479854e-08,8.795282502305213e-09
1955,6.382213513234092e-08,4.6928039232341234e-09
1956,5.05826207586324e-08,1.1337483840634377e-08
1957,5.3893728590992396e-08,6.184526502028831e-09
1958,5.707848060865217e-08,1.6544486891589827e-09
1959,5.2705086517335076e-08,6.975672928177801e-09
1960,5.1906251741229426e-08,8.304999854491513e-09
1961,8.407272389376885e-08,9.03260666262895e-09
1962,5.89801949502089e-08,6.976151878390624e-09
1963,8.147227248400668e-08,1.0345685197421517e-08
1964,4.4412967525886415e-08,7.909158661334459e-09
1965,5.855086371298057e-08,3.2832261354087677e-09
1966,5.760637833418514e-08,9.970334557962701e-09
1967,4.831728972476412e-08,3.451234853457663e-09
1968,6.19815381242006e-08,1.3025106215813764e-08
1969,1.0446042608691641e-07,4.541757636644661e-09
1970,5.702419159092642e-08,3.6789800095249348e-09
1971,4.778709694619465e-08,5.6522372338108084e-09
1972,6.463984902893571e-08,3.5911027485013847e-09
1973,3.418186267367673e-08,4.961883570686609e-09
1974,5.0630145409513716e-08,7.875800289713908e-09
1975,4.7976435268992645e-08,3.998036124386317e-09
