year,un_DET auto_NOUN,un_DET poteau_NOUN
1800,5.345079578944478e-08,7.483111361672456e-07
1801,2.6193007984787187e-08,6.714934670526418e-07
1802,5.818384352096473e-08,6.691142004910944e-07
1803,7.41128918235745e-08,4.758827703010837e-07
1804,1.087614407424553e-07,8.08295241183643e-07
1805,5.117179835423258e-08,6.282759841269581e-07
1806,1.2679344241206536e-07,6.454938885624983e-07
1807,6.263301344233696e-08,6.861162091809092e-07
1808,6.798221896531231e-08,5.733166972277104e-07
1809,4.743964199249717e-08,8.426183786269803e-07
1810,3.2761773738343436e-08,7.394800687343661e-07
1811,1.0028307428910921e-07,9.326325858260986e-07
1812,6.13457871168066e-08,7.041429652687725e-07
1813,1.8404746526812232e-07,9.259887931989397e-07
1814,1.2272040628147352e-07,6.702422217230719e-07
1815,9.440282155992463e-08,3.2366682489737286e-07
1816,3.7081663961657796e-08,5.121904518290421e-07
1817,5.853844271541675e-07,5.15325113248366e-07
1818,6.985810045989638e-07,5.912903864313535e-07
1819,1.625114887104928e-07,6.6143209132008e-07
1820,8.306536791735653e-08,6.301101622696592e-07
1821,1.0157333107940758e-07,5.532295159760281e-07
1822,1.1529458276982041e-07,6.286061164928469e-07
1823,1.7591182199794275e-07,7.718378269849779e-07
1824,1.2968513996014508e-07,5.667408800036355e-07
1825,7.396572510032229e-08,8.206672807986592e-07
1826,1.330005638955356e-07,6.350556902567916e-07
1827,1.6314573042519598e-07,6.820782108007961e-07
1828,1.559291196717716e-07,7.071844549955131e-07
1829,1.8432328197093284e-07,5.075320466119138e-07
1830,8.76694201679129e-08,5.792443769081501e-07
1831,8.731075240575592e-08,5.815519830143501e-07
1832,1.3935868503622828e-07,7.116764133563436e-07
1833,5.09679658478035e-08,7.726280086828297e-07
1834,5.507373113111669e-08,7.299602975407993e-07
1835,9.756383434478266e-08,9.060579486686038e-07
1836,6.586334783120762e-08,7.238247707874734e-07
1837,8.558205955022657e-08,6.51954352282047e-07
1838,8.079567015428779e-08,6.413156565798772e-07
1839,6.921560213868361e-08,7.047407244442638e-07
1840,5.159447979963261e-08,6.879263469983243e-07
1841,4.8154113585496816e-08,8.340292723119092e-07
1842,5.702025385190268e-08,7.365675180892595e-07
1843,9.33291952609494e-08,7.041038259103516e-07
1844,8.232842063637946e-08,6.899121678394238e-07
1845,1.3504150975229834e-07,5.95968339567321e-07
1846,1.4460617836498102e-07,6.84976676268434e-07
1847,6.471868196911146e-08,7.270065687237093e-07
1848,7.240699673172202e-08,7.256789764653604e-07
1849,5.9493846293889874e-08,6.058317154611359e-07
1850,7.807345614452288e-08,7.800556467429942e-07
1851,6.96539399491769e-08,7.365259264702217e-07
1852,7.356916076339814e-08,6.588671874752094e-07
1853,5.673335201628049e-08,5.942072416331712e-07
1854,6.338710711872864e-08,5.824339677218404e-07
1855,9.393278332936461e-08,6.033987460796197e-07
1856,8.231731218888427e-08,5.606895783216714e-07
1857,9.714203447197534e-08,7.22463349589475e-07
1858,6.900083121541556e-08,7.183916190811601e-07
1859,1.1762920371083396e-07,7.017015040133856e-07
1860,1.254148355722684e-07,8.303011327370768e-07
1861,7.828499709594539e-08,6.781556125545762e-07
1862,8.5841740937731e-08,7.314619541176626e-07
1863,9.939295153582606e-08,7.796602892184978e-07
1864,8.294879128012411e-08,6.223556727746882e-07
1865,7.7192245373503e-08,7.06967997032848e-07
1866,1.0801660565995519e-07,6.870245385925955e-07
1867,9.899735076146499e-08,7.216130484266614e-07
1868,9.286963198462672e-08,6.955342466419268e-07
1869,8.643828897092476e-08,6.070214091380421e-07
1870,1.3417674615823216e-07,6.450804672653021e-07
1871,4.8857414336467286e-08,7.222400419948372e-07
1872,9.312902349289942e-08,6.168286148522384e-07
1873,5.6268441905871214e-08,7.057499011864365e-07
1874,7.647499716822992e-08,7.277074161038399e-07
1875,7.838492477318937e-08,7.226288794015545e-07
1876,5.320493179361563e-08,6.529696188195544e-07
1877,6.988842349286983e-08,7.050690467025333e-07
1878,8.27355143839803e-08,6.413512032565905e-07
1879,1.4784567603509657e-07,7.019614987058276e-07
1880,8.407378770947105e-08,6.841423907388844e-07
1881,4.671580178250423e-08,6.561129524129683e-07
1882,4.326000180299161e-08,6.788492985521088e-07
1883,4.9922777911604044e-08,6.698499115387335e-07
1884,4.027035060971684e-08,6.826154610450885e-07
1885,5.349877740812303e-08,8.166620268923452e-07
1886,4.581959500704613e-08,5.904919628818561e-07
1887,6.7900813083277e-08,6.835784187586569e-07
1888,4.5652425617603853e-08,6.308911686403462e-07
1889,4.0723389105323804e-08,5.676213934435737e-07
1890,4.588070512401288e-08,6.390526987587464e-07
1891,2.5496879274555795e-08,6.042760603008901e-07
1892,4.826754418374435e-08,7.503409307219044e-07
1893,3.140792365075029e-08,9.145248345276968e-07
1894,3.969969641914872e-08,6.276333355259567e-07
1895,5.2361944780088265e-08,9.467280435160319e-07
1896,5.189385499093646e-08,6.091630737614651e-07
1897,3.43776108691074e-08,6.158836267644574e-07
1898,6.620275028179634e-08,6.269457291097069e-07
1899,7.075300523240458e-08,6.074808389655573e-07
1900,5.035321459789799e-08,5.974901942096267e-07
1901,5.30930184816647e-08,5.672570226877838e-07
1902,1.3896103778776592e-07,9.000550420523723e-07
1903,1.134046274664513e-07,7.166092039767591e-07
1904,8.921877991951987e-08,6.514045765015908e-07
1905,1.0527948257621489e-07,5.888425995692614e-07
1906,1.3169111845456882e-07,6.461096031529223e-07
1907,9.87425901044503e-08,5.816555805893131e-07
1908,1.5863786995140572e-07,7.293412949138656e-07
1909,1.468762569345472e-07,5.963066289638164e-07
1910,1.4268882608803324e-07,6.610714606836154e-07
1911,1.367336083246684e-07,6.990971357367926e-07
1912,1.323192950763996e-07,5.777248013316694e-07
1913,2.5189200858477534e-07,7.174945100274499e-07
1914,2.1429580565612838e-07,7.051671353508482e-07
1915,4.606277985708118e-07,6.974211057553248e-07
1916,2.2634171603641562e-07,7.29567471324799e-07
1917,3.015766634195671e-07,8.871837415824757e-07
1918,2.4351117389187493e-07,5.869538526326323e-07
1919,2.780770152477352e-07,4.916990903325313e-07
1920,3.581665586338545e-07,5.974490591142967e-07
1921,3.67278243373903e-07,5.800724309779071e-07
1922,3.9176836530430137e-07,7.562383785852944e-07
1923,4.61793737471794e-07,7.070221315075287e-07
1924,3.17133954208515e-07,5.10508303186441e-07
1925,3.761376887734258e-07,5.829034535054234e-07
1926,2.0731817473862435e-07,5.327854282199951e-07
1927,2.709261703870425e-07,5.006002217200489e-07
1928,2.753675945044165e-07,5.735872719014878e-07
1929,2.729399606327121e-07,6.2831892222448e-07
1930,3.1615847806421016e-07,4.0543909252122035e-07
1931,3.7295516630564407e-07,5.520192498664755e-07
1932,2.115190583795723e-07,5.446889606020022e-07
1933,2.7988416206881084e-07,4.530911561495543e-07
1934,2.6119844598326836e-07,5.259913660182747e-07
1935,2.3816884819893858e-07,6.319254133302366e-07
1936,2.1945732697759013e-07,6.801965142244626e-07
1937,2.631543658537794e-07,4.860171678444658e-07
1938,1.6725126794625567e-07,5.575042116845452e-07
1939,1.6823455606385096e-07,5.398799824973821e-07
1940,1.0650288428948329e-07,6.669108962853443e-07
1941,2.0070217132683865e-07,4.663374060243086e-07
1942,1.4867637787574495e-07,6.462871109391699e-07
1943,1.7129088014655736e-07,5.458081950848737e-07
1944,1.8315160765780547e-07,9.446767137433199e-07
1945,1.721018194622559e-07,5.816605899156002e-07
1946,1.8375858168440118e-07,5.819021602349039e-07
1947,1.6927636714569871e-07,5.638572240229678e-07
1948,1.402473548406391e-07,5.294609426442776e-07
1949,1.659074371218594e-07,4.466738863229125e-07
1950,1.7867407819949221e-07,4.690194526091318e-07
1951,1.4925962865675046e-07,6.40750254632394e-07
1952,2.214408771905596e-07,5.272402043843272e-07
1953,2.100896319134904e-07,5.742450071011262e-07
1954,2.1792755089400373e-07,5.53125543589772e-07
1955,2.2337746141687376e-07,4.589562117018886e-07
1956,2.625063753036727e-07,4.7443010053882517e-07
1957,2.411965316362341e-07,4.903445915971361e-07
1958,2.51476205026524e-07,5.037796046991616e-07
1959,2.43373488473253e-07,5.270508314225708e-07
1960,2.5191833397109065e-07,4.796137442752979e-07
1961,3.710316924809831e-07,5.183326798885446e-07
1962,1.8962449144233062e-07,5.504818219037588e-07
1963,2.327779116129136e-07,6.084555970176098e-07
1964,2.8412133223909564e-07,5.213960854177913e-07
1965,2.0739043815609648e-07,5.083528558103012e-07
1966,2.5535135250720487e-07,5.001784533220643e-07
1967,2.3369790547178582e-07,4.974708511795711e-07
1968,2.1244397618858102e-07,4.922591774203511e-07
1969,2.0619579788050402e-07,5.513693839276357e-07
1970,2.276368915588023e-07,4.727489253397721e-07
1971,2.492122721520218e-07,4.305977112650794e-07
1972,4.273412428368317e-07,4.7146050974333775e-07
1973,2.2769531082822425e-07,4.939830517969312e-07
1974,2.2108497044204256e-07,5.119270447551116e-07
1975,2.5073398113306666e-07,5.248850278860573e-07
1976,2.3768272500168663e-07,4.639383748283876e-07
1977,3.5965905764712147e-07,4.49573815508586e-07
1978,2.3584147945676648e-07,5.215839324890226e-07
1979,2.639240115343e-07,5.102920859201276e-07
1980,2.626539608030498e-07,5.088209951153999e-07
1981,2.5808243364622285e-07,5.408344829760381e-07
1982,2.9113186572615746e-07,5.301206744690035e-07
1983,2.58296430466487e-07,5.431171885561525e-07
1984,3.1546605416821194e-07,5.201710679969551e-07
1985,2.4964566325280657e-07,4.860570905762529e-07
1986,2.61359555331353e-07,4.3340129707303277e-07
1987,2.6215403003959636e-07,4.638109905030774e-07
1988,2.2487077355748397e-07,7.231843976995833e-07
1989,2.4531906195335296e-07,4.198413385836375e-07
1990,2.642595832158534e-07,4.990964121986963e-07
1991,2.7255814460946937e-07,4.6012502608050454e-07
1992,2.8817008379533604e-07,4.6393729746796453e-07
1993,2.6809762809776316e-07,5.007443588667115e-07
1994,2.4211912763583143e-07,5.981766815210676e-07
1995,2.4401028220211174e-07,4.598238296793511e-07
1996,2.669046159642363e-07,5.124568325243217e-07
1997,2.4645757801255996e-07,5.183280933351853e-07
1998,2.4937316367434903e-07,4.935013819817868e-07
1999,2.5044701923437884e-07,4.7347284848342497e-07
2000,2.725925289936981e-07,5.222113408365203e-07
2001,2.5060530806086945e-07,4.442548648952993e-07
2002,2.4753900695895226e-07,5.209272293527079e-07
2003,2.833507680155556e-07,5.608678019797253e-07
2004,2.303705888273555e-07,5.660156521258841e-07
2005,2.3734760368210317e-07,4.913590903043996e-07
2006,2.5654455559909195e-07,5.5344442451144e-07
2007,2.5484778121143137e-07,5.81196781368476e-07
2008,2.2181260150855309e-07,5.33457209961341e-07
2009,2.6844924927438285e-07,5.98884964730928e-07
2010,2.4752674399053376e-07,6.4668728860795e-07
2011,3.5180541835266865e-07,8.450978334906267e-07
