year,en_ADP arc_NOUN,en_ADP parcs_NOUN
1800,1.3991532341606217e-06,4.087413785214267e-08
1801,8.738940096009173e-07,3.5717739876872656e-08
1802,1.3359905324250576e-06,2.2378401354217203e-08
1803,1.92108404917235e-06,7.411289004721766e-08
1804,1.16177000109019e-06,2.2246657849223084e-08
1805,1.9274709757155506e-06,4.8328921309348516e-08
1806,1.3976094805911998e-06,1.729001475325731e-08
1807,9.480360745328653e-07,2.8469551160981155e-09
1808,9.245582077710424e-07,6.798221985349073e-09
1809,1.3328279919733177e-06,3.388545621874073e-08
1810,2.6654042812879197e-06,1.6380887757350138e-08
1811,1.9379704099264927e-06,7.521229861140455e-09
1812,1.0722177421484957e-06,0.0
1813,9.432432648281974e-07,0.0
1814,1.3750978951065917e-06,0.0
1815,4.612252268998418e-07,2.697223555614414e-09
1816,1.5296185438273824e-06,0.0
1817,1.591124600963667e-06,7.784366928831332e-09
1818,8.154085548994772e-07,0.0
1819,8.767339636506222e-07,0.0
1820,7.606414555993979e-07,3.085285271708926e-08
1821,5.19700449785887e-07,3.0570614484304315e-08
1822,7.138238515835837e-07,1.9048670196752937e-08
1823,6.176679221425729e-07,1.581229902569703e-08
1824,6.80425898735848e-07,1.6842225392110777e-08
1825,1.376290697407967e-06,4.4027215206909887e-08
1826,8.305929100060894e-07,5.0205510859768765e-08
1827,8.949971856964112e-07,2.6730091917670507e-08
1828,1.3143907153789769e-06,1.2841221419535032e-08
1829,2.284751417391817e-06,1.800366966620004e-08
1830,1.2837308531743474e-06,3.757260813586072e-08
1831,1.6308401882270118e-06,2.0268567268999504e-08
1832,1.6682452042005025e-06,1.3529969367098715e-09
1833,1.1884802688655327e-06,4.6334514003376626e-09
1834,1.2050879831804195e-06,5.600718555598405e-09
1835,9.642936902309884e-07,1.663879345414898e-08
1836,7.117274094525783e-07,2.755507466645213e-08
1837,8.72519535732863e-07,3.6181031504156635e-08
1838,7.833393169676128e-07,1.3255539776935166e-08
1839,1.3150964832675527e-06,2.1673573158409454e-08
1840,9.802951126403059e-07,1.46502836528839e-08
1841,8.76404897098837e-07,3.4028907691663335e-08
1842,1.0022148444477352e-06,2.2137275124123335e-08
1843,8.169258194357099e-07,3.839492196400229e-08
1844,1.1169222489115782e-06,1.920996517412732e-08
1845,1.0167175332753686e-06,4.464182268293371e-08
1846,1.256375981029123e-06,2.0490753982471688e-08
1847,9.227805435330083e-07,2.480882876909618e-08
1848,1.247813884219795e-06,2.976732105253177e-08
1849,8.371035278287309e-07,2.3462362719328667e-08
1850,2.290607199029182e-06,1.0862393651223101e-08
1851,1.2640899740290479e-06,2.5152811389261842e-08
1852,1.2942964531248435e-06,2.018269107395554e-08
1853,1.756345113790303e-06,4.777545470346922e-09
1854,1.1669462764984928e-06,1.506742641765868e-08
1855,1.162219177786028e-06,1.963566731433275e-08
1856,1.0509694448046503e-06,4.866558001026533e-08
1857,1.2413677268341416e-06,3.7099468386259105e-08
1858,8.975001719591091e-07,2.7893953813418193e-08
1859,1.358591816824628e-06,1.629495471888731e-08
1860,1.0078958894155221e-06,3.158256944857385e-08
1861,7.30031160856015e-07,1.9807048445841247e-08
1862,1.0432030421725358e-06,9.939570055905733e-09
1863,1.5333486089730286e-06,1.9479021062807078e-08
1864,1.4566383015335305e-06,2.4932585773740357e-08
1865,9.145398394139193e-07,2.9182434246877165e-08
1866,1.4553048686138936e-06,2.8220554781910323e-08
1867,1.3854777307642507e-06,3.6396087921275466e-08
1868,1.1169055369464331e-06,2.6181332657415624e-08
1869,1.3532231832869002e-06,2.6859355628516823e-08
1870,1.3698642078452394e-06,2.408300403544672e-08
1871,2.2102669845480705e-06,3.9298356568906456e-08
1872,1.2330524441495072e-06,3.809823923006661e-08
1873,1.2666384918702533e-06,3.35216265301419e-08
1874,1.344287056781468e-06,2.5690820137924675e-08
1875,1.1477383168312372e-06,2.0597497041308088e-08
1876,1.5248049294314114e-06,2.5997863417615008e-08
1877,1.3235505775810452e-06,4.2675228684174726e-08
1878,1.1836614248750266e-06,2.5968081018845623e-08
1879,1.1057878737119609e-06,3.29903571127943e-08
1880,1.1404513315937947e-06,3.529815373326528e-08
1881,1.1553445347090019e-06,2.4403776777148778e-08
1882,1.1054594324377831e-06,1.5307385581309063e-08
1883,1.1431684470153414e-06,2.9068958795619437e-08
1884,1.1262494581387728e-06,1.1883054540362536e-08
1885,1.3336019719645265e-06,2.5782542378838258e-08
1886,1.3778145557807875e-06,2.6459201052375647e-08
1887,1.5636774151062127e-06,2.611569871469044e-08
1888,1.262416390090948e-06,2.53624587998047e-08
1889,1.1991471637884388e-06,4.573549716724301e-08
1890,1.2060071412633988e-06,1.3108772733971819e-08
1891,1.3615333500638371e-06,2.995883363610119e-08
1892,1.3408348422672134e-06,3.1969412672694375e-08
1893,1.1214476671739249e-06,5.049901474762919e-08
1894,1.429819235454488e-06,3.0877544077156927e-08
1895,1.5696546142862644e-06,3.5509824414248214e-08
1896,1.458924998587463e-06,1.8870492723976895e-08
1897,1.6798414890217828e-06,2.7968225069230357e-08
1898,1.7603142623556778e-06,3.5647634177848886e-08
1899,1.6361632333428133e-06,1.8241008703512307e-08
1900,1.8127157090930268e-06,2.595526638060619e-08
1901,1.4307171340988134e-06,2.8502569193733507e-08
1902,2.3166719529399415e-06,2.455141867585553e-08
1903,1.915998154800036e-06,4.212171833550826e-08
1904,1.37375423037156e-06,3.3860139581065596e-08
1905,1.4687519751532818e-06,2.838417501038748e-08
1906,1.4635204479418462e-06,3.9095802151223324e-08
1907,1.2702822687060689e-06,6.994267209847749e-08
1908,1.3525965414373786e-06,3.732655784460803e-08
1909,1.9000397060153773e-06,3.795678793494517e-08
1910,1.5455283346454962e-06,4.916618578931775e-08
1911,1.448205807719205e-06,4.203095471666529e-08
1912,1.3633055004902417e-06,4.7405731506966475e-08
1913,2.285588607264799e-06,6.787826795084939e-08
1914,1.51480344356969e-06,5.022557658662663e-08
1915,1.4808417745371116e-06,3.416420923940677e-08
1916,1.167967184301233e-06,4.2851102666219276e-08
1917,1.0955458265016205e-06,3.838248474608008e-08
1918,1.5678903082516626e-06,3.2161855401113826e-08
1919,1.602165639269515e-06,6.629650783906982e-08
1920,1.3978340120957e-06,3.710393414735336e-08
1921,1.5607432715114555e-06,2.196096815509918e-08
1922,1.4158258636598475e-06,5.5334517412575224e-08
1923,1.414044277225912e-06,2.9724654293517005e-08
1924,1.6024289379856782e-06,2.836157442231979e-08
1925,1.2911860949316178e-06,4.3992712583929006e-08
1926,1.4612587619922124e-06,5.684530535177146e-08
1927,1.3579756341641769e-06,3.4562596340492746e-08
1928,1.5859345694479998e-06,2.0566874425753667e-08
1929,1.2031638334519812e-06,5.570203143179242e-08
1930,1.3413101669357275e-06,5.146765613694981e-08
1931,1.4952422588976333e-06,3.9918748306888574e-08
1932,1.5562542330371798e-06,4.60300545457315e-08
1933,1.2652139957936015e-06,3.326492148403304e-08
1934,1.5192644013950485e-06,7.668211310374318e-08
1935,1.3081335055176169e-06,4.18889962716662e-08
1936,1.3822174196320702e-06,6.547346176333235e-08
1937,1.6330679954990046e-06,5.162358274191092e-08
1938,1.2744806099362904e-06,7.001215962532115e-08
1939,1.605875354471209e-06,3.058810094103137e-08
1940,1.7496902273705928e-06,4.817987520056022e-08
1941,1.8122226492778282e-06,5.017554549624492e-08
1942,2.378822046011919e-06,6.068423630267716e-08
1943,2.0003290046588518e-06,2.322588166236983e-08
1944,1.8925666154245846e-06,3.534504600111177e-08
1945,1.8865845277105109e-06,5.2284098384092204e-08
1946,1.1638043133643805e-06,4.1763314584386535e-08
1947,9.179070730169769e-07,4.649139562218352e-08
1948,1.484012727814843e-06,5.762100485640076e-08
1949,1.157425231212983e-06,4.9085039810492503e-08
1950,1.0582184586382937e-06,4.1477909551446146e-08
1951,1.078933905773738e-06,3.944718607318265e-08
1952,1.5711757441749796e-06,5.37785007637126e-08
1953,1.061221951204061e-06,4.632745942423355e-08
1954,1.1287279448879417e-06,4.5930918846082136e-08
1955,1.0577580269455211e-06,3.472675080828935e-08
1956,1.2235761914780596e-06,3.4012451299858526e-08
1957,1.2271867717572604e-06,4.5942195492365556e-08
1958,1.0894544857364963e-06,5.873292946434461e-08
1959,1.0099224709847476e-06,5.580538398053392e-08
1960,1.0665004310794757e-06,4.360125160918216e-08
1961,9.734370678415871e-07,5.697490690348417e-08
1962,9.804664387047524e-07,3.551495542097882e-08
1963,1.0921163493549102e-06,4.590897972889252e-08
1964,8.304616585519398e-07,3.832900219435942e-08
1965,9.444746638109791e-07,4.432355044103886e-08
1966,9.593677532393485e-07,4.2096967689531084e-08
1967,8.914046816244081e-07,4.881032189540946e-08
1968,9.584681492924574e-07,5.704098293701776e-08
1969,1.0945636859105434e-06,6.313043598993318e-08
1970,8.967513736024557e-07,5.426495519600394e-08
1971,1.8873333829105832e-06,6.371612970568208e-08
1972,1.3015182958042715e-06,6.207477687425467e-08
1973,1.3446704087982653e-06,6.836372457019735e-08
1974,8.252713428191782e-07,5.963106031181553e-08
1975,1.1679976523737423e-06,4.854758328676212e-08
1976,8.981664336715767e-07,4.856497937133497e-08
1977,1.177119429485174e-06,7.052138073504466e-08
1978,1.6853457509569125e-06,4.693067190419953e-08
1979,1.0041986797659774e-06,4.447499724058446e-08
1980,1.0534583907428896e-06,7.106438021375894e-08
1981,8.8114904883696e-07,5.123695245856652e-08
1982,9.733363413033658e-07,4.779776929808577e-08
1983,9.757163752510678e-07,4.2944150235868506e-08
1984,9.168232395495579e-07,3.421414884741125e-08
1985,1.0906206853178446e-06,4.571824163690508e-08
