year,en_ADP or_NOUN,en_ADP port_NOUN
1800,6.980045327509288e-06,6.917161821107243e-08
1801,6.350614057737403e-06,1.3096504858367553e-07
1802,7.655650733795483e-06,2.0364345232337655e-07
1803,5.9017265812144615e-06,1.2677205063482688e-07
1804,7.0299442995747086e-06,1.53254761769972e-07
1805,6.606847819057293e-06,1.2792949632967066e-07
1806,6.8151475716149434e-06,4.3225035106786436e-08
1807,6.0241568462515716e-06,1.4519471358553915e-07
1808,6.4809714785951655e-06,1.6089124699192325e-07
1809,7.76654724177206e-06,1.1521055398588942e-07
1810,5.911160315008601e-06,1.310471020588011e-07
1811,9.31880458665546e-06,2.055803021150382e-07
1812,6.8013810050615575e-06,1.5736528347076728e-07
1813,6.634335932176327e-06,8.627225156487839e-08
1814,5.903166311327368e-06,1.0069366851439554e-07
1815,1.0122679668711498e-05,1.2407228666688752e-07
1816,5.3258536354405805e-06,4.8669683394564345e-08
1817,5.930131010245532e-06,9.652615384769803e-08
1818,5.1046481530647725e-06,9.775365317210571e-08
1819,7.2146817728935275e-06,6.107119521203686e-08
1820,6.727108029735973e-06,8.543866503174513e-08
1821,6.427718290069606e-06,6.114122974576475e-08
1822,8.022498150239699e-06,4.210758675071702e-08
1823,6.740980552422116e-06,1.2155705386707183e-07
1824,6.967628451093333e-06,8.168479670445095e-08
1825,7.2732959779386874e-06,1.206345698889777e-07
1826,8.379035534744617e-06,1.1538459609994334e-07
1827,7.899203410488553e-06,1.3733737125321e-07
1828,6.4774790189403575e-06,8.438517318243299e-08
1829,6.618492079724092e-06,8.916102833822492e-08
1830,8.751287168706767e-06,1.4715938778664395e-07
1831,6.476586804637918e-06,3.5547949095438014e-07
1832,7.179001840995625e-06,8.659180239511954e-08
1833,7.363712484220741e-06,1.7143769781569063e-07
1834,6.873015081509948e-06,1.6148739123700295e-07
1835,7.255270247696899e-06,9.22696727911898e-08
1836,6.864574061182793e-06,9.610672435655943e-08
1837,7.021207693469478e-06,1.676851670850965e-07
1838,7.056365575408563e-06,1.3129297382619143e-07
1839,7.455709237547126e-06,2.761632744707754e-07
1840,7.969754733494483e-06,1.0382592829927262e-07
1841,7.788125003571622e-06,8.154096686752155e-08
1842,7.114786058082245e-06,1.2544455652019337e-07
1843,7.359420578723075e-06,1.0809647221776686e-07
1844,6.799778475397034e-06,1.4928887326348672e-07
1845,7.008766260696575e-06,1.411797696526662e-07
1846,7.009009095781948e-06,1.6568238536684987e-07
1847,8.276440894405823e-06,1.6017873516460668e-07
1848,6.6855791374109685e-06,1.158511894749914e-07
1849,5.945194970990997e-06,8.044238342108656e-08
1850,7.818886842869688e-06,1.4121111568954348e-07
1851,7.19241415936267e-06,1.3156854894447179e-07
1852,8.220215022447519e-06,1.1588770920667457e-07
1853,8.5852489064564e-06,1.236189879350036e-07
1854,7.341993295995053e-06,1.3560684486435548e-07
1855,7.917419679870363e-06,1.2736649068756378e-07
1856,8.091428753687069e-06,1.434081473017379e-07
1857,8.515304216416553e-06,1.1910882258270306e-07
1858,8.358888408110943e-06,1.081502423172509e-07
1859,7.205934707599226e-06,1.2985041908386563e-07
1860,8.530039849574678e-06,9.428999003802119e-08
1861,8.377909580303822e-06,1.5987117230054082e-07
1862,9.247414709534496e-06,1.4231656608743037e-07
1863,7.2911475399450865e-06,1.6682033732173807e-07
1864,7.302370704564964e-06,1.9178911392359055e-07
1865,7.4099853009101935e-06,1.0778673797950944e-07
1866,8.710906513442751e-06,1.8975890991868027e-07
1867,9.209665222442709e-06,1.6548087344858686e-07
1868,8.792975677351933e-06,1.3732850412395692e-07
1869,6.798835329391295e-06,2.2220012363405317e-07
1870,7.445089067914523e-06,1.5309910272875982e-07
1871,6.073189069866203e-06,1.2957836759142083e-07
1872,7.06631590219331e-06,1.4211247978401786e-07
1873,8.139169949572533e-06,2.0831295177714537e-07
1874,7.414490028168075e-06,1.5533984160098768e-07
1875,7.726350304437801e-06,1.1156978096948933e-07
1876,7.484966317861108e-06,1.789620442949058e-07
1877,9.371233318233863e-06,1.7750422109941155e-07
1878,1.0096752703248058e-05,3.158443497852659e-07
1879,9.032026355271228e-06,1.8877815577411639e-07
1880,7.997919965418987e-06,1.5467009273351096e-07
1881,1.044342207023874e-05,2.0568896696993022e-07
1882,7.564510724478168e-06,1.7170893951146127e-07
1883,9.607290849089622e-06,2.0917011878118785e-07
1884,7.816409379302058e-06,1.3929579978366746e-07
1885,9.4944216471049e-06,1.6565283411651421e-07
1886,9.35300522542093e-06,2.5749320453627433e-07
1887,7.971164450282231e-06,2.618098748907727e-07
1888,8.393071766477078e-06,5.002745222526528e-07
1889,8.273739695141558e-06,1.672791505313853e-07
1890,7.080048362695379e-06,2.1760562773920356e-07
1891,8.761365279497113e-06,2.1098669034103068e-07
1892,9.089342711376958e-06,2.68292324356878e-07
1893,9.538771337247454e-06,3.7073667247256026e-07
1894,1.042841722664889e-05,3.5099575157460094e-07
1895,9.170563316729385e-06,4.5199796172568085e-07
1896,9.294896699429955e-06,2.3175323349278187e-07
1897,1.0751451554824598e-05,2.7327285678779845e-07
1898,8.204048754123505e-06,2.9819530500407865e-07
1899,8.074133802438155e-06,3.1064991290463695e-07
1900,9.301328645960893e-06,9.98758604486838e-07
1901,7.562681275885552e-06,3.3308883562455094e-07
1902,7.296681815205375e-06,3.7367261462861734e-07
1903,7.375620953098405e-06,3.364337342048884e-07
1904,6.838135504949605e-06,2.4078320759457483e-07
1905,7.16468184691621e-06,3.777675576799311e-07
1906,7.4348899943288416e-06,3.3077107008949724e-07
1907,7.372780146397417e-06,3.080563195645425e-07
1908,7.036056103970623e-06,3.3544786770534074e-07
1909,6.1825553530070465e-06,3.3390970077817883e-07
1910,6.2622757468489e-06,2.896529651685853e-07
1911,6.615885467908811e-06,3.1869040206800037e-07
1912,6.261724138312275e-06,2.7766214749647133e-07
1913,6.590555585717084e-06,2.853008336245466e-07
1914,7.541872946603689e-06,2.544762521816679e-07
1915,8.198232535505667e-06,4.959700699025404e-07
1916,7.160529094107915e-06,5.658542781006304e-07
1917,5.998634151183069e-06,4.3098049307133124e-07
1918,5.382516064855736e-06,3.6756405208393517e-07
1919,6.98139047017321e-06,3.066213578595267e-07
1920,7.841045771783683e-06,4.399466666527019e-07
1921,7.103237294359133e-06,3.362299728637552e-07
1922,8.12753387435805e-06,3.7775028793873844e-07
1923,8.043703928706236e-06,9.809135672611546e-07
1924,8.326700481120497e-06,3.506521855101141e-07
1925,8.824938049656339e-06,2.9585097527373705e-07
1926,8.1400248745922e-06,3.8788561518288134e-07
1927,8.067579074122477e-06,4.3704961605328663e-07
1928,8.855182386469096e-06,7.175553617955188e-07
1929,1.1270749382674694e-05,8.32188360444519e-07
1930,7.525831733801169e-06,8.171803611567441e-07
1931,7.273195933521492e-06,7.972344464590719e-07
1932,7.509474471589783e-06,5.99486648766856e-07
1933,7.3159885687346105e-06,8.809468470261095e-07
1934,7.547197128587868e-06,1.0388029796359888e-06
1935,7.015808023425052e-06,9.299356875658304e-07
1936,6.872288395243231e-06,8.875291115373329e-07
1937,7.155532330216374e-06,5.11199382824401e-07
1938,6.883232344989665e-06,3.007929691989375e-07
1939,7.052086857584072e-06,4.358804455151244e-07
1940,5.931196028541308e-06,2.10469977446337e-07
1941,5.746575425291667e-06,2.33168706564868e-07
1942,5.1793995226034895e-06,2.639764131728839e-07
1943,5.707760465156753e-06,1.8290381853525162e-07
1944,6.905137070134515e-06,2.1849666254070144e-07
1945,6.2893413996789604e-06,2.2438591429363441e-07
1946,6.498371476482134e-06,2.213455587707358e-07
1947,6.525484877784038e-06,1.5497132288544435e-07
1948,5.5359651014441624e-06,1.4024735150997003e-07
1949,6.833619409007952e-06,1.4627342403983334e-07
1950,6.2078606788418256e-06,1.9250003635562507e-07
1951,6.310483513516374e-06,2.0363277553059334e-07
1952,6.2530689319828525e-06,2.0035128134310298e-07
1953,6.049504008842632e-06,1.5729788316320992e-07
1954,6.1772202570864465e-06,1.1336141536588684e-07
1955,6.206702437339118e-06,2.4871860482278407e-07
1956,6.0036336435587145e-06,1.517478622758972e-07
1957,6.971728453208925e-06,1.4401110792761074e-07
1958,4.993953552911989e-06,1.588270770458422e-07
1959,5.545659860217711e-06,1.5113958173884612e-07
1960,5.3352705435827374e-06,1.1419374956744832e-07
1961,6.085892891860567e-06,1.646713707614822e-07
1962,6.563290753547335e-06,2.1055295285066222e-07
1963,6.0923152886971366e-06,1.1121611454001368e-07
1964,5.8765049288922455e-06,1.2472135280106045e-07
1965,6.6567408794071525e-06,1.7018055409323551e-07
1966,6.204317742231069e-06,1.3459951198058207e-07
1967,6.0919228417333215e-06,1.424867042132405e-07
1968,6.53456072541303e-06,1.1632766927505145e-07
1969,7.288158940355061e-06,1.512405392034566e-07
1970,6.666771696473006e-06,2.2533752430664578e-07
1971,6.522681815113174e-06,1.4027825478990508e-07
1972,6.21466006123228e-06,1.47748234979872e-07
1973,5.915667770750588e-06,1.4113802260240504e-07
1974,5.516998044186039e-06,5.040512283116527e-07
1975,6.028467396390624e-06,1.399312687944132e-07
1976,6.0900483731529675e-06,1.3255382302901353e-07
1977,6.050147021596786e-06,1.7865416479523333e-07
1978,5.6108883654815145e-06,2.1742564992877078e-07
1979,5.7173779168806504e-06,1.7263320728488907e-07
1980,5.888678970222827e-06,2.1944681360963614e-07
1981,5.95044457440963e-06,1.8280837643658288e-07
1982,5.961064289294882e-06,2.185040823832196e-07
1983,5.759568011853844e-06,2.1030002406163817e-07
1984,6.095917797210859e-06,1.699109453134895e-07
1985,6.118424153100932e-06,1.5399828967588292e-07
1986,5.735523700423073e-06,1.354753775828499e-07
1987,5.65678328712238e-06,2.3159995610200212e-07
1988,5.375311047828291e-06,2.2547042943799056e-07
1989,6.06547246206901e-06,1.4653285784760328e-07
1990,5.819704256282421e-06,1.2804329951876525e-07
1991,5.580114702752326e-06,2.0339284301229554e-07
1992,5.430049895949196e-06,1.5097246741646586e-07
1993,5.8560499383020215e-06,1.2906352964137113e-07
1994,5.764439720223891e-06,1.0971847030916138e-07
1995,5.808529294881737e-06,1.214628966295095e-07
1996,5.747524028265616e-06,1.1476898542639447e-07
1997,5.329525265551638e-06,1.3953142552480813e-07
1998,5.069474809715757e-06,1.2206410815451818e-07
1999,5.412489372247364e-06,1.1059886917408335e-07
2000,5.48984598935931e-06,1.1310160541455616e-07
2001,5.306085768097546e-06,1.0252035487212652e-07
2002,6.18234162175213e-06,1.1434988422820425e-07
2003,6.024537015036913e-06,1.1709053593378371e-07
2004,5.382214567362098e-06,1.1892936591095804e-07
2005,5.035642516304506e-06,1.0268548811254163e-07
2006,5.536914613912813e-06,1.3712573032620412e-07
2007,6.016085535520688e-06,1.046553634864722e-07
2008,6.0127822507638484e-06,1.3964402612032245e-07
2009,6.098518042563228e-06,1.535357991855335e-07
2010,6.364838554873131e-06,1.0203393241425829e-07
2011,6.975689757382497e-06,1.0171765540967215e-07
2012,7.917270522739273e-06,1.1608501448989728e-07
2013,8.129462912620511e-06,9.510916498811639e-08
2014,8.145538231474347e-06,1.0502408809287544e-07
2015,8.120645361486822e-06,1.0174080844471689e-07
2016,8.165222425304819e-06,8.844622323422868e-08
2017,7.38835069569177e-06,1.1244782882613436e-07
2018,8.043333764362615e-06,9.422353253185634e-08
2019,7.576943971798755e-06,1.4795729130767654e-07
