year,en_ADP airs_NOUN,en_ADP pères_NOUN
1852,5.859490670445666e-09,3.971432738225644e-08
1853,1.1943863675867306e-09,2.090176165481239e-08
1854,7.27393034694046e-09,1.558699302961486e-08
1855,1.2736649068756378e-08,2.1227748447927297e-08
1856,1.0872097000458325e-08,1.4496130074093116e-08
1857,7.322263684272912e-09,2.880090343992947e-08
1858,2.4468379322684086e-08,3.27876283900963e-08
1859,1.3748867822016564e-08,3.00438236511269e-08
1860,1.373155189554609e-08,3.020941291564938e-08
1861,1.2733101684148096e-08,3.678451543365213e-08
1862,1.0843167252971853e-08,3.162590456184944e-08
1863,9.489779628779615e-09,1.448440001272644e-08
1864,1.3904711160250827e-08,1.3425238476472146e-08
1865,7.530950973944073e-09,1.6003271152698062e-08
1866,1.0704348518686402e-08,1.9949013108089275e-08
1867,2.426405742994575e-08,5.338092634588065e-09
1868,1.1855697756857353e-08,2.1735446442683326e-08
1869,1.5627261262807224e-08,1.855737197242746e-08
1870,8.027668307875047e-09,2.4656409802759072e-08
1871,6.37270636261178e-09,2.1242354542039266e-09
1872,1.269941263259966e-08,1.9956219454719815e-08
1873,1.496501056408306e-08,1.3767810447262718e-08
1874,3.5847653734322193e-09,1.5533982988813477e-08
1875,6.293679799540541e-09,1.94531928343622e-08
1876,2.0556450763820067e-08,4.171750322967682e-08
1877,7.421779191219002e-09,7.421779191219002e-09
1878,2.8383716710322915e-08,1.0266450800600069e-08
1879,5.498392852132383e-09,2.016077316202569e-08
1880,1.2193908105473383e-08,3.2731016341713826e-08
1881,2.022027217885025e-08,6.9725074602899895e-09
1882,9.983077475794744e-09,1.9966156061812512e-08
1883,7.583206784733676e-09,1.1374809816278031e-08
1884,1.9805090900604227e-08,7.2618666635548834e-09
1885,1.6114089618213256e-08,3.2228177904158883e-08
1886,1.5488312854472497e-08,7.744156649280853e-09
1887,1.8933882017790893e-08,2.0239665554644404e-08
1888,6.974675947901687e-09,1.3315290647852862e-08
1889,8.771191772893872e-09,1.7542383268231987e-08
1890,1.1797895993481688e-08,1.7696843102044113e-08
1891,1.1473596073230397e-08,1.6572971883732635e-08
1892,1.0656471260972467e-08,1.2537024751679837e-08
1893,2.3401982574000613e-08,2.4017824618027817e-08
1894,9.452309157609307e-09,1.764431090123253e-08
1895,9.027921299420427e-09,1.2639090662958097e-08
1896,1.4152869098893461e-08,1.2383760406020627e-08
1897,1.6897470089816125e-08,1.0488084400961384e-08
1898,5.6583546736987955e-09,1.2448380548590876e-08
1899,1.1055156790007459e-08,1.713549302451156e-08
1900,6.748368974740515e-09,8.305684806586555e-09
1901,2.235495566438317e-09,5.58873880507349e-09
1902,8.838511256215043e-09,1.178468123086418e-08
1903,1.1880484596105134e-08,1.5660639007819555e-08
1904,1.2361637935498493e-08,1.827372564378038e-08
1905,4.644683138099737e-09,1.1869745908388296e-08
1906,2.0576738091193647e-09,7.201858220895474e-09
1907,8.742833790265081e-09,1.6971383132169393e-08
1908,2.1118972570732808e-08,1.8172140014982574e-08
1909,9.351672325408344e-09,2.585462199888866e-08
1910,1.2825961404061559e-08,2.1911017888953666e-08
1911,1.702519769608557e-08,2.128149700908466e-08
1912,6.772247651554153e-09,1.458637982620914e-08
1913,5.833288518886093e-09,1.2727175369153798e-08
1914,7.36641797560722e-09,1.205413840965619e-08
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,1.5382446649780945e-08
1917,2.1932848870420685e-09,1.9739564316445524e-08
1918,1.4932289182922887e-08,1.033773866510046e-08
1919,1.289098744416961e-08,1.2890987832747669e-08
1920,1.2872794385998532e-08,1.590168663412328e-08
1921,2.2718242898012164e-08,1.1359120755116692e-08
1922,2.1396012073182646e-08,9.591316185719734e-09
1923,1.9108707505210987e-08,4.246379248229459e-09
1924,2.9650736976805092e-08,1.1602462102189293e-08
1925,2.3096173862313663e-08,2.1996355847875293e-09
1926,1.8948435376309192e-08,1.114613823460786e-08
1927,2.0068604777989663e-08,1.1149224765638621e-08
1928,6.8556245125250825e-09,9.140832757381645e-09
1929,1.2254447234738564e-08,2.0052731475317387e-08
1930,1.68057662230936e-08,9.453243188239924e-09
1931,7.983749661377715e-09,3.4216069977333063e-09
1932,5.4797681947604815e-09,1.4247397261968331e-08
1933,1.605892663292252e-08,1.7205992852709073e-08
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,4.787313656606784e-09,1.3165112555668657e-08
1936,1.2124714565686645e-08,6.0623572828433225e-09
1937,3.777335333410292e-09,8.813782481631449e-09
1938,1.0372171566075394e-08,3.889564337278273e-09
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,1.5214697057785997e-08
1941,0.0,8.854508237732261e-09
1942,6.068423541449874e-09,1.517105907566929e-08
1943,2.0322646676618206e-08,2.6129116870166058e-08
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,1.5249527862692958e-08,2.832055256973831e-08
1946,1.3921104269343232e-08,1.2528993842408909e-08
1947,7.152522574216391e-09,9.536696765621855e-09
1948,1.6307831529616124e-08,1.1959077061973744e-08
1949,8.835307596655184e-09,1.4725512254010198e-08
1950,7.444753036267571e-09,8.508289184305795e-09
1951,1.3859821956785368e-08,1.4925962243950153e-08
1952,1.0544803696888039e-08,5.272401848444019e-09
1953,5.386913581872932e-09,4.30953106533849e-09
1954,7.818028890937967e-09,1.759056478256582e-08
1955,1.2201290200408721e-08,1.783265535237888e-08
1956,1.744228317335228e-09,8.72114114258693e-09
1957,8.835037590415595e-09,1.236905244894615e-08
1958,1.1581141212690937e-08,1.1581140491045971e-08
1959,5.425523585955716e-09,1.7826720100089233e-08
1960,2.2838749558218296e-08,1.0381249859747754e-08
1961,4.863711378089164e-09,9.032606829162404e-09
1962,8.244543714397423e-09,8.87873907728931e-09
1963,1.6165133231993423e-08,5.1728425987107585e-09
1964,6.083968384640315e-09,8.517555771803131e-09
1965,1.2038495811328431e-08,1.5321721891226048e-08
1966,6.092982229866095e-09,1.1632057317356725e-08
1967,1.5284040255636455e-08,1.133977156619892e-08
1968,1.5719955531734442e-08,1.3474247384515081e-08
1969,8.629339798282842e-09,1.1808570010707342e-08
1970,1.6095537708205043e-08,1.0117194859660117e-08
1971,9.762954888969944e-09,1.0276794970565106e-08
1972,2.3598676068825597e-08,1.0773308412037608e-08
1973,9.372446541089374e-09,1.3231689299786353e-08
1974,9.563471792262135e-09,5.6255716751607565e-09
1975,3.4268881066168433e-09,1.5420996923865005e-08
1976,6.8562320265641574e-09,7.998937456843436e-09
1977,7.639816335114347e-09,1.8218023978278097e-08
1978,1.1287123569125868e-08,1.485147782531726e-08
1979,1.1118749476679568e-08,1.2289143924704149e-08
1980,6.253665585376211e-09,1.1938816213419301e-08
1981,1.2018544381930951e-08,1.2018544159886346e-08
1982,7.449002747961231e-09,1.1173504121941846e-08
1983,1.2630632317822688e-08,1.0736036948344463e-08
1984,1.0438215292118969e-08,9.278413592994639e-09
1985,7.82022557821449e-09,8.421781050316213e-09
1986,8.392279760016663e-09,1.0790073834421321e-08
1987,1.2221634038134255e-08,1.2832715778898773e-08
1988,1.4991384134077634e-08,1.1393452181707175e-08
1989,4.939309850016116e-09,1.2073869015694072e-08
1990,8.717841171179685e-09,1.4711357243513135e-08
1991,1.1722930182145319e-08,1.1136783939491579e-08
1992,7.713921945651236e-09,1.046889380740268e-08
1993,8.862731548653358e-09,9.970573089379542e-09
1994,7.912389743403025e-09,1.3187316683094252e-08
1995,1.3556126887692699e-08,2.1689802842672634e-08
1996,4.270473752399084e-09,1.4946658577486005e-08
1997,1.054876808126437e-08,1.7741109692437362e-08
1998,7.629006981701991e-09,1.6688451953683625e-08
1999,1.2339543165040823e-08,1.0511462478213218e-08
2000,1.192868470667463e-08,1.1486882001143783e-08
2001,7.0099388516098315e-09,1.1391150689377127e-08
2002,1.0076809608960957e-08,8.762443215459825e-09
2003,1.2500768864498468e-08,1.2500769142054224e-08
2004,1.4535811221350059e-08,1.894060289164834e-08
2005,1.1259373877692269e-08,1.6213498099659773e-08
2006,1.070651389767363e-08,1.1941880539989569e-08
2007,1.358123019601365e-08,1.4779574231127413e-08
2008,1.021785517307805e-08,2.1287198226360715e-08
2009,3.337734755248789e-09,1.3350939465084366e-08
2010,8.9752067999882e-09,1.9839930587295385e-08
2011,2.2943831279320648e-09,1.41486959925885e-08
2012,4.425528637996834e-09,1.668083826622535e-08
2013,6.693900156395927e-09,1.6176925354827176e-08
2014,4.547434789836657e-09,2.1437906783106087e-08
2015,6.871383573248124e-09,1.9727521977097595e-08
2016,4.349813981230355e-09,1.1599504134984784e-08
2017,4.024978267347379e-09,1.3584301017388611e-08
2018,1.8070267504555204e-09,1.3423627154285356e-08
2019,7.652963041060445e-09,2.2193593962605007e-08
