year,certain_ADJ air_NOUN,certain_ADJ pair_NOUN
1800,4.0245306109909507e-07,9.432493897065797e-09
1801,4.548058663012e-07,0.0
1802,5.370816325012129e-07,2.2378401354217203e-09
1803,5.148895745321624e-07,0.0
1804,7.390834433351756e-07,0.0
1805,4.747605641952646e-07,0.0
1806,5.993871923237748e-07,0.0
1807,4.98217161748471e-07,2.8469551160981155e-09
1808,4.804076860764894e-07,0.0
1809,4.0888451291465344e-07,0.0
1810,6.973577750812865e-07,0.0
1811,6.86939010563492e-07,0.0
1812,6.721364824713305e-07,0.0
1813,6.873022417863694e-07,0.0
1814,4.908816322313214e-07,0.0
1815,3.668224120012553e-07,0.0
1816,3.986278791501263e-07,0.0
1817,5.760431385226639e-07,1.556873407970727e-09
1818,5.698322702585301e-07,0.0
1819,5.682726600397814e-07,8.280840013696888e-09
1820,5.600979307018861e-07,1.4239777357261119e-08
1821,5.157558344848212e-07,1.3806083387635226e-08
1822,5.223346022376063e-07,1.303330066093622e-08
1823,5.208175863913311e-07,9.882686891060644e-10
1824,5.692672075952032e-07,0.0
1825,5.90845206538404e-07,5.283265824829186e-09
1826,3.9019371000925673e-07,8.807984341885344e-10
1827,3.972644548322357e-07,7.373818444733615e-09
1828,5.622620493639374e-07,9.172301251858528e-10
1829,5.17819831458155e-07,0.0
1830,5.844628239159988e-07,0.0
1831,3.1026501345898794e-07,0.0
1832,5.398457871841345e-07,0.0
1833,3.7067610136887197e-07,2.6642345218874652e-08
1834,4.72327278622231e-07,9.334530925997342e-10
1835,5.097521480479372e-07,0.0
1836,4.529785648799134e-07,6.720750067579218e-10
1837,4.7104920808394013e-07,1.3915781860163179e-09
1838,4.740433725558546e-07,6.312161904276081e-10
1839,4.6842882861497515e-07,2.0974426639952526e-09
1840,3.904619176875457e-07,6.369688665408546e-10
1841,4.5200661880073767e-07,6.420548537278137e-10
1842,5.091573451743159e-07,0.0
1843,5.038595127793144e-07,5.906911071384968e-10
1844,4.2152149903884606e-07,0.0
1845,5.290056295237378e-07,5.580227946389016e-10
1846,4.349894542343691e-07,8.196302303531411e-09
1847,3.446269838391913e-07,1.6179670936367074e-09
1848,4.5053242864190324e-07,0.0
1849,3.829392674070675e-07,0.0
1850,4.72514111393707e-07,0.0
1851,3.682629550194605e-07,0.0
1852,4.2904494446105446e-07,6.510545436100301e-10
1853,6.288444069912913e-07,5.971931837933653e-10
1854,5.497013022548458e-07,0.0
1855,5.497986990121717e-07,5.306937111981824e-10
1856,5.208252407129521e-07,5.177189232874468e-10
1857,5.696721321335474e-07,1.9526036343364694e-09
1858,5.931135289571898e-07,0.0
1859,6.334663549267816e-07,5.092173349652285e-10
1860,5.323265026557777e-07,0.0
1861,4.961193851293899e-07,1.4147891747029462e-09
1862,4.960749184768076e-07,0.0
1863,5.564007468095156e-07,0.0
1864,5.130358768923315e-07,4.794727948009836e-10
1865,4.979841126129259e-07,0.0
1866,4.417976597892448e-07,0.0
1867,4.940162234845502e-07,0.0
1868,5.364703152821448e-07,4.93987406535723e-10
1869,4.800499455726026e-07,4.883519144627257e-10
1870,4.696186093333665e-07,0.0
1871,4.418409815798441e-07,0.0
1872,4.928581636143292e-07,0.0
1873,4.381755167592871e-07,0.0
1874,4.719941233410907e-07,1.7923826867161097e-09
1875,4.582943331499223e-07,6.293679799540541e-09
1876,5.024238056705599e-07,7.859819461941697e-09
1877,4.075793698099517e-07,6.184816214727107e-09
1878,4.6621763583054587e-07,0.0
1879,3.958842726969891e-07,0.0
1880,4.081750315521049e-07,0.0
1881,4.2950645529060694e-07,0.0
1882,5.064748265226626e-07,0.0
1883,4.2276378664496406e-07,0.0
1884,4.700408249291854e-07,0.0
1885,3.3775132035618327e-07,0.0
1886,4.0527753952801504e-07,0.0
1887,2.8270242879990803e-07,6.528924623161458e-10
1888,3.2020102946894724e-07,6.340614699951175e-10
1889,4.097399528557588e-07,0.0
1890,3.074007223213826e-07,0.0
1891,3.295471712183584e-07,1.2748440081367107e-09
1892,3.72976478590914e-07,0.0
1893,3.1900597730061264e-07,0.0
1894,3.094055904817594e-07,0.0
1895,2.9069907636625203e-07,3.611168697403855e-09
1896,2.771603693219049e-07,5.89702897624278e-10
1897,2.79682260018177e-07,0.0
1898,2.942344670131547e-07,0.0
1899,2.747206337971875e-07,0.0
1900,2.720111974552353e-07,0.0
1901,2.403157783881227e-07,0.0
1902,2.1948968154106296e-07,0.0
1903,2.7541122449292743e-07,0.0
1904,2.3809589055900915e-07,0.0
1905,2.2500908869460545e-07,0.0
1906,2.3766132473124202e-07,1.0288369045596824e-09
1907,2.890277950307052e-07,8.228549397415463e-09
1908,2.534276810628455e-07,9.822778146428846e-10
1909,2.9870341222704155e-07,0.0
1910,2.7682700010078776e-07,0.0
1911,2.388848032719437e-07,2.6601871816467337e-09
1912,2.880809795158257e-07,0.0
1913,2.8158876008710365e-07,0.0
1914,2.872902955530776e-07,0.0
1915,2.0262910627177888e-07,0.0
1916,2.0326804417436506e-07,2.197492410260793e-09
1917,2.2261841081672173e-07,0.0
1918,2.2168705982039683e-07,0.0
1919,1.8968166970445566e-07,0.0
1920,2.5366976563745425e-07,0.0
1921,2.733761934603507e-07,0.0
1922,3.0470872647292424e-07,0.0
1923,3.301559843293944e-07,0.0
1924,2.836157299013209e-07,0.0
1925,3.365442580172129e-07,0.0
1926,2.6527808927312435e-07,0.0
1927,3.5008565912875156e-07,0.0
1928,3.130735313217059e-07,0.0
1929,3.197296689627649e-07,1.1140406375176326e-09
1930,2.888491016372896e-07,0.0
1931,2.2126391741039697e-07,0.0
1932,2.663167447680692e-07,0.0
1933,1.8008939561831028e-07,0.0
1934,1.9290344255296077e-07,0.0
1935,2.1183862841667178e-07,0.0
1936,1.7580836697561608e-07,0.0
1937,2.0145789725312113e-07,0.0
1938,2.1522255622130615e-07,0.0
1939,2.0188146265809337e-07,0.0
1940,2.5357829258609854e-07,0.0
1941,1.8889615960304695e-07,0.0
1942,2.2756587725325517e-07,0.0
1943,2.52581457971246e-07,0.0
1944,2.4420214117526484e-07,0.0
1945,2.483494654370588e-07,0.0
1946,2.0881655959925638e-07,0.0
1947,3.1232681396708983e-07,0.0
1948,2.0112992626941661e-07,0.0
1949,2.0713887094458983e-07,0.0
1950,2.3078735011949902e-07,0.0
1951,2.6866733016106537e-07,0.0
1952,2.087871203704239e-07,1.0544803918932644e-09
1953,2.2840514191102557e-07,0.0
1954,2.1695029928103793e-07,0.0
1955,2.139918535704055e-07,0.0
1956,2.3721504760487733e-07,0.0
1957,1.828852873586584e-07,0.0
1958,2.142511089653354e-07,0.0
1959,1.8369272325458041e-07,0.0
1960,2.1869833388699078e-07,0.0
1961,2.230359161248252e-07,0.0
1962,2.3148140781970028e-07,0.0
1963,1.7716985256654993e-07,0.0
1964,2.0198774908219974e-07,0.0
1965,2.456947368334461e-07,0.0
1966,2.0993093130527996e-07,0.0
1967,2.3369790680405345e-07,9.860671168482327e-10
1968,2.3310448094004954e-07,0.0
1969,1.9393305847326126e-07,0.0
1970,1.8946746971337802e-07,0.0
1971,2.2711716995971187e-07,5.138397485282553e-10
1972,2.0777095244284283e-07,1.5390440033513642e-09
1973,2.4423493982794753e-07,0.0
1974,1.029479639869102e-07,0.0
1975,1.325063432311424e-07,0.0
1976,1.3255381847709913e-07,0.0
1977,1.222370684672569e-07,0.0
1978,1.4792072944302959e-07,5.940591352171509e-10
1979,1.7555920528433688e-07,1.1703946700691858e-09
1980,1.2962143403072446e-07,5.685150683554241e-10
1981,1.1449244674555104e-07,0.0
1982,1.1608029260035124e-07,0.0
1983,1.174648799340261e-07,0.0
1984,1.2699828594309182e-07,0.0
1985,9.143647938802957e-08,1.2031116103372597e-09
1986,1.2528474885309393e-07,5.994485463567401e-10
1987,1.387155492693637e-07,0.0
1988,1.3792073605412014e-07,0.0
1989,1.218363081534335e-07,0.0
1990,1.2858816944572027e-07,1.089730194969718e-09
1991,1.2543534877451634e-07,0.0
1992,1.2562672069282854e-07,0.0
1993,1.2130864668336017e-07,0.0
1994,1.1182844161794492e-07,1.0549853213248639e-09
1995,1.2471636523514462e-07,5.422450821690461e-10
1996,9.982232285210557e-08,0.0
1997,1.0932359673088143e-07,0.0
1998,1.2683223360454576e-07,0.0
1999,1.0008740503053559e-07,0.0
2000,9.763849817545633e-08,0.0
