year,certain_ADJ air_NOUN,certain_ADJ pair_NOUN
2001,1.1084466020050421e-07,0.0
2002,1.30998518144132e-07,0.0
2003,1.1250691756004016e-07,0.0
2004,1.1804840430174046e-07,0.0
2005,1.1439524116862998e-07,0.0
2006,1.4165540773714014e-07,0.0
2007,8.947634172473684e-08,0.0
2008,1.0856471374665055e-07,0.0
2009,9.584066895662602e-08,0.0
2010,7.510830696277893e-08,0.0
2011,8.37449860568995e-08,0.0
2012,1.2663820558866945e-07,1.3617010852229328e-09
2013,1.5368079353539343e-07,0.0
2014,1.5353006344032138e-07,0.0
2015,2.2830726231770626e-07,2.2165753954528356e-10
2016,2.6306019540456305e-07,4.1426800878596737e-10
2017,9.458698771447338e-08,0.0
2018,1.794119376397063e-07,2.5814667070633845e-10
2019,1.6530401314440724e-07,5.1019755087367e-10
