year,certain_ADJ acte_NOUN,certain_ADJ pacte_NOUN
1845,7.923923384112186e-08,5.580227835366713e-09
1846,5.093416266532813e-08,0.0
1847,3.829188699455699e-08,0.0
1848,3.700802153616678e-08,4.82713291560799e-09
1849,7.290090864309207e-08,9.217356655710773e-09
1850,7.264225843073291e-08,0.0
1851,7.481349073579224e-08,6.449438760824933e-10
1852,5.729280161403949e-08,1.9531636308300904e-09
1853,7.644072841372918e-08,0.0
1854,4.5202280862799427e-08,6.234797567117312e-09
1855,5.041590256382733e-08,1.1144567935161831e-08
1856,5.5395924958290266e-08,0.0
1857,4.051652524594829e-08,3.4170564155999728e-09
1858,3.7191938417890924e-08,4.404308473482388e-09
1859,2.0877910733574367e-08,5.092173349652285e-09
1860,4.1194654964993305e-08,4.577183909670879e-10
1861,5.3761986862355116e-08,3.772770984511453e-09
1862,4.066187744844463e-08,0.0
1863,5.843706429864426e-08,1.9978483312144135e-09
1864,4.698833322436258e-08,4.794727948009836e-10
1865,3.388927893865912e-08,1.4120533631256649e-09
1866,8.855415833952662e-08,0.0
1867,5.241036227232598e-08,0.0
1868,9.237564702058165e-08,4.93987406535723e-10
1869,5.1765301378736694e-08,4.883519144627257e-10
1870,5.447346440590195e-08,0.0
1871,7.222400855155797e-08,4.248470908407853e-09
1872,6.53112621762375e-08,4.8378714367913744e-09
1873,2.035241503106633e-08,1.7958012854535355e-09
1874,5.377148326601855e-08,0.0
1875,4.4627910256167524e-08,0.0
1876,8.343500534913062e-08,0.0
1877,4.4530676035492434e-08,8.040260901509555e-09
1878,3.623453181944569e-08,2.4156354694326865e-09
1879,3.421222061206208e-08,0.0
1880,4.685027832351807e-08,0.0
1881,3.067903264764027e-08,1.3945015142624584e-09
1882,8.252677474729353e-08,0.0
1883,3.159669503816076e-08,0.0
1884,3.564916539744445e-08,0.0
1885,5.0920522909336796e-08,6.445635691854079e-10
1886,5.0982364996343676e-08,3.2267319927115068e-09
1887,7.44297439236874e-08,3.264462256069578e-09
1888,7.22830080235326e-08,0.0
1889,6.515742256851809e-08,2.5060546970934183e-09
1890,4.719158247512567e-08,6.554386478008212e-10
1891,6.119250883784844e-08,6.374220040683554e-10
1892,3.8864776286118285e-08,0.0
1893,5.542574843531156e-08,6.158416554491453e-10
1894,4.663138897242902e-08,6.301539290376468e-10
1895,5.11582243234443e-08,0.0
1896,6.604672453391913e-08,5.89702897624278e-10
1897,5.710179351581246e-08,0.0
1898,4.3569333252335696e-08,1.13167097914868e-09
1899,7.241127342183518e-08,0.0
1900,6.384995376862435e-08,0.0
1901,4.3033289376381845e-08,5.588738916095792e-10
1902,2.553347577816112e-08,1.9641135384773634e-09
1903,9.666394618079721e-08,3.2401321625741275e-09
1904,4.944655085381555e-08,0.0
1905,6.9154169057839e-08,3.096455536422127e-09
1906,4.629766053865225e-08,2.572092316910357e-09
1907,7.662836587485344e-08,0.0
1908,6.728603274552825e-08,9.822778146428846e-10
1909,8.361495318354173e-08,4.400786846048277e-09
1910,7.642135768648473e-08,2.137660271017694e-09
1911,6.96969012503601e-08,2.128149656499545e-09
1912,4.8968558097328696e-08,1.0418842455450772e-09
1913,7.212066321926613e-08,4.772690687104841e-09
1914,5.6922322855257335e-08,0.0
1915,7.65749517128711e-08,0.0
1916,3.735737053034427e-08,0.0
1917,6.031533672512523e-08,0.0
1918,2.5270027848023346e-08,5.743188147278033e-09
1919,4.4197673076951105e-08,3.6831393490643904e-09
1920,3.63467123065675e-08,0.0
1921,7.042655170153012e-08,3.0290989716519334e-09
1922,4.869437475463201e-08,1.4755870969551665e-09
1923,7.431163595583712e-08,0.0
1924,3.9964035636330664e-08,6.445812328337297e-09
1925,5.609070896639423e-08,2.1996355847875293e-09
1926,9.028372005559504e-08,0.0
1927,1.2152654982333644e-07,1.1149224876660924e-09
1928,7.198406137831626e-08,0.0
1929,4.67897081080082e-08,0.0
1930,4.3064773080914165e-08,2.100720708497761e-09
1931,2.167017854048936e-08,0.0
1932,6.137340424761106e-08,1.0959536611565568e-09
1933,3.326492148403304e-08,1.1470662197865522e-09
1934,4.553000465534751e-08,3.5944740517379614e-09
1935,5.505410882733486e-08,0.0
1936,3.031178508194898e-08,8.487299751891442e-09
1937,4.280980192561401e-08,5.0364472592434595e-09
1938,5.4453899167583586e-08,1.0372171566075394e-08
1939,4.129393715857077e-08,7.647025235257843e-09
1940,4.564409294971483e-08,7.607348528892999e-09
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,6.387117679196308e-08,0.0
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,5.2284097051824574e-08,0.0
1946,2.5057987684817817e-08,1.3921104269343232e-09
1947,4.2915136333476767e-08,1.1920870957027319e-09
1948,4.892349636520521e-08,2.174377566888097e-09
1949,1.2762110479513922e-08,3.9268033269479474e-09
1950,4.0414374069541736e-08,1.0635361480382244e-09
1951,2.9851925376078725e-08,1.0661401761424827e-09
1952,2.8470971358274255e-08,4.2179215675730575e-09
1953,3.232148060305917e-08,1.0773827385790469e-09
1954,8.99073313576082e-08,2.9317608341017376e-09
1955,5.443652728587267e-08,9.385607846468247e-10
1956,5.319896345667985e-08,0.0
1957,5.03597163969971e-08,0.0
1958,4.053399393910695e-08,8.272243445794913e-10
1959,2.4802393028267034e-08,0.0
1960,3.0451666077624395e-08,2.076250060767393e-09
1961,3.335116360858592e-08,6.25334317660986e-09
1962,3.868593267952747e-08,0.0
1963,3.2330266463986845e-08,2.5864212993553792e-09
1964,3.102823770140262e-08,1.8251904432275978e-09
1965,3.885150923199632e-08,6.0192477668863376e-09
1966,2.99110034518435e-08,2.215629901769489e-09
1967,4.240088746776394e-08,4.437302081328198e-09
1968,3.188905139950293e-08,3.1439910674890825e-09
1969,2.3162965101519717e-08,3.6334062425424918e-09
1970,3.9089162129357646e-08,4.1388523719376735e-09
1971,4.419021981671989e-08,2.0553589941130213e-09
1972,3.283293992240033e-08,1.5390440033513642e-09
1973,2.0398854161385316e-08,5.513203671370093e-09
1974,2.306484425673716e-08,3.3753431161187564e-09
1975,2.9699696924012642e-08,1.1422960355389478e-09
1976,2.971033907783749e-08,1.142705374768127e-09
1977,2.938390863960194e-08,2.3507127355770763e-09
1978,2.0792070287711795e-08,2.970295565063452e-09
1979,5.617894416332092e-08,1.1703946700691858e-09
1980,3.354238842234736e-08,5.685150683554241e-10
1981,2.5934753011824796e-08,2.5302198114474095e-09
1982,3.972801465579323e-08,0.0
1983,3.220811350956865e-08,2.5261264191556165e-09
1984,2.435583495996596e-08,2.3196033982486597e-09
1985,3.188245756291508e-08,1.8046674155058895e-09
1986,2.577628777089558e-08,2.3977941854269602e-09
1987,3.666490044906823e-08,6.110816741511371e-09
1988,2.5185526442150774e-08,3.597932174415064e-09
1989,2.0854864168917686e-08,1.0976244357863152e-09
1990,2.996758002860034e-08,3.814055737905164e-09
1991,4.278869525364826e-08,4.68917216167597e-09
1992,4.187557478552151e-08,3.30596661157756e-09
1993,4.043621554261634e-08,3.877445031719162e-09
1994,3.164955930667901e-08,3.6924485691258724e-09
1995,3.849940100053573e-08,1.0844901643380922e-09
1996,2.829188794351012e-08,3.2028553142993132e-09
1997,2.2056514059620724e-08,3.835915585170824e-09
1998,2.4794271524797296e-08,5.2449422582867555e-09
1999,2.970630674781205e-08,9.140402323914998e-10
2000,2.6508189421292627e-08,8.836062992401139e-10
2001,2.2344179839706158e-08,4.381211837767296e-09
2002,2.584920721915296e-08,3.066854992184176e-09
2003,3.1251921939201566e-08,6.250384210204629e-09
2004,2.81906634980178e-08,4.845270407116686e-09
2005,3.422849559342467e-08,3.602999676388663e-09
2006,3.1295964930677656e-08,4.117890028965121e-09
2007,2.5165221378964375e-08,3.994479413904628e-09
2008,2.6396126173722223e-08,5.108927503272298e-09
2009,3.1946889578193804e-08,3.814554005998616e-09
2010,1.1809482280966677e-08,6.140930874920514e-09
2011,2.5238215073386527e-08,1.911985902935953e-09
2012,9.19148224198807e-09,2.382976926895708e-09
2013,1.7850400269026068e-08,2.2313000336282585e-09
2014,1.3858849179371191e-08,4.330890313042346e-09
2015,1.4851055496478693e-08,3.768178213903184e-09
2016,1.7606391011781852e-08,2.899876117012923e-09
2017,1.33327402451755e-08,3.5218559180094644e-09
2018,1.4972506789945328e-08,3.0977600484760615e-09
2019,1.403043281555938e-08,1.7856913725466939e-09
