year,en_ADP eau_NOUN,en_ADP peaux_NOUN
1800,3.1787503758096136e-06,2.0751485863002017e-07
1801,2.576439555923571e-06,2.0716288418043405e-07
1802,1.4859258499200223e-06,2.64065135979763e-07
1803,2.201932985057553e-06,3.2960731632947216e-07
1804,3.030489324373775e-06,1.7055771195373381e-07
1805,2.771805839074659e-06,1.3077237781544682e-07
1806,1.8154515828427975e-06,1.412017933688503e-07
1807,1.3608445215140819e-06,1.4234775846944103e-07
1808,1.4004336890138802e-06,1.8808414559146058e-07
1809,2.3855361632740824e-06,2.2816208744558253e-07
1810,1.8884823020925978e-06,7.722418615685456e-08
1811,1.5669229469494894e-06,1.0279014617253779e-07
1812,1.2935960285176407e-06,1.520308643421231e-07
1813,4.155446731601842e-06,1.9267469486550226e-07
1814,1.2838443126383936e-06,6.922689976818219e-08
1815,1.4484090797850513e-06,1.1867783911156948e-07
1816,2.1762300548289204e-06,1.321034233114915e-07
1817,1.3918448757976876e-06,1.0898114055635233e-07
1818,1.5902850138971303e-06,7.391130196765516e-08
1819,1.3725492635785486e-06,1.2421260464634543e-07
1820,9.97971028482425e-07,1.4002448267547152e-07
1821,1.6942037053269132e-06,1.479223215028469e-07
1822,1.7294187273364514e-06,7.418955760840618e-08
1823,1.5199573006885458e-06,1.680056840314137e-07
1824,1.6134852103277808e-06,9.094802067011187e-08
1825,9.906123521474797e-07,8.101007864524945e-08
1826,1.0745741292339517e-06,2.9859067296467146e-07
1827,1.295948550250614e-06,2.2029283286428836e-07
1828,1.5776357807917307e-06,1.5409465464744088e-07
1829,1.1325165587550146e-06,1.3459886361033568e-07
1830,1.4121038334202751e-06,2.5987721041786926e-07
1831,1.3642305702887825e-06,2.9311468097148463e-07
1832,1.2853470745533002e-06,1.7588959622116818e-07
1833,1.4502702546659307e-06,2.4093948636227935e-07
1834,1.1350789714814624e-06,1.3908450569033448e-07
1835,1.5663155323863975e-06,2.752964007868286e-07
1836,1.5007434512881446e-06,1.3038254775832314e-07
1837,1.0840394311095736e-06,2.574419681877771e-07
1838,1.4972448525440996e-06,1.218247263068406e-07
1839,1.4038881772648892e-06,2.3491355893856536e-07
1840,1.4242623365134932e-06,1.987342841403006e-07
1841,1.6276090946121258e-06,2.5361165967296984e-07
1842,1.3577528821251406e-06,2.6698896249399695e-07
1843,1.7366319041145495e-06,1.9315599786295934e-07
1844,1.482460447732592e-06,1.8441565879934174e-07
1845,1.506103540216408e-06,1.5401429270811562e-07
1846,1.391614934398433e-06,2.3066735366228386e-07
1847,1.3439913750801225e-06,1.4561703665094683e-07
1848,1.6235256907748408e-06,1.8423557435198745e-07
1849,1.2527224966252248e-06,2.161889085527946e-07
1850,1.2641111135636152e-06,2.2946806144119591e-07
1851,1.2840832823712844e-06,1.9219326929942326e-07
1852,9.987177236325806e-07,1.5560203481257417e-07
1853,1.5377724897902567e-06,2.1498953906018414e-07
1854,1.4958318388380576e-06,1.4288076838342434e-07
1855,1.4493245217295225e-06,1.7512891758997284e-07
1856,1.6701612384206754e-06,1.4910305323745376e-07
1857,1.3028747867793733e-06,1.8696179893140652e-07
1858,1.2777388309626048e-06,1.49257112280754e-07
1859,1.353499639922262e-06,1.6651407008794195e-07
1860,1.8111916695318087e-06,1.6615178066725633e-07
1861,1.883084323139883e-06,2.1551954698662001e-07
1862,1.8085498547648626e-06,1.3599139264686144e-07
1863,1.7695941867401643e-06,1.0438757502839735e-07
1864,1.517531341921341e-06,1.0979927222987129e-07
1865,1.7208223508369258e-06,1.6050338863538016e-07
1866,1.852338885832694e-06,1.3623716199617775e-07
1867,1.6955722994538291e-06,1.8440683824394455e-07
1868,2.0530117073036536e-06,1.679557213307703e-07
1869,1.8576907141465426e-06,1.0841412700912656e-07
1870,2.1290523042338805e-06,1.2098842994134884e-07
1871,2.2368199523725707e-06,1.1895718898813357e-07
1872,1.9557096111455508e-06,1.1187577420024297e-07
1873,2.254329380946274e-06,1.448613033971924e-07
1874,2.2464530360366552e-06,1.5653476381771725e-07
1875,1.9190002786828586e-06,1.750787296805889e-07
1876,2.4728200003210077e-06,1.6566081173507996e-07
1877,2.013776033038539e-06,1.7935966223348032e-07
1878,2.335919546680998e-06,1.2621695932857335e-07
1879,2.146816937553808e-06,1.86334414897793e-07
1880,2.432363761073475e-06,2.182067788680797e-07
1881,2.5191669088542312e-06,1.6176217315644337e-07
1882,2.059841768264903e-06,1.8901294307482885e-07
1883,2.4588548654946862e-06,1.838927599084883e-07
1884,2.280226148343445e-06,1.8814836177938332e-07
1885,2.480925262560163e-06,2.4751240529363727e-07
1886,2.509752055068759e-06,1.7424352849459979e-07
1887,2.944544934990745e-06,1.4428923594822507e-07
1888,2.8526426163466567e-06,1.6802629598799967e-07
1889,2.7836001859071757e-06,2.0674951883847825e-07
1890,2.89048454860108e-06,1.9466527501066366e-07
1891,2.7166926770405553e-06,2.2564739321495608e-07
1892,3.2270301826287096e-06,1.90562770896463e-07
1893,3.2183885432246484e-06,1.7428318715984048e-07
1894,3.520670052381547e-06,1.5816863596640474e-07
1895,3.2428293863517865e-06,2.1426266982871311e-07
1896,3.2221366303986088e-06,1.9578136800646462e-07
1897,3.4051314283800593e-06,1.5965195676592714e-07
1898,3.4408455000800586e-06,1.465513880249958e-07
1899,3.4834797926208694e-06,2.0396763922292394e-07
1900,3.6404855165983463e-06,1.8635881138262533e-07
1901,4.084809301474479e-06,2.47022253485607e-07
1902,4.2861866802468285e-06,1.9395620709516947e-07
1903,4.779194757276173e-06,2.0250825638612469e-07
1904,4.806527314826781e-06,1.779000964319266e-07
1905,4.8232454261665225e-06,1.6359606452853726e-07
1906,5.007863460804174e-06,1.774743611515639e-07
1907,4.5509021333600685e-06,2.1805656547080332e-07
1908,4.656979236017378e-06,1.7631886550795173e-07
1909,4.872221001761545e-06,2.216896401452395e-07
1910,5.38262861482508e-06,2.0307772818917158e-07
1911,4.311099131015794e-06,1.638675202197959e-07
1912,4.8046492082676195e-06,1.7607843783018495e-07
1913,5.361322720887074e-06,1.6492297860715155e-07
1914,5.214084865201585e-06,1.6741859942825954e-07
1915,4.38362137167303e-06,2.2265639909591073e-07
1916,4.108212152686974e-06,1.3514578744988626e-07
1917,4.176014220647062e-06,1.370803062172854e-07
1918,4.414214593850829e-06,1.573633552354181e-07
1919,5.395798947205321e-06,2.3019620476461e-07
1920,4.749303581519371e-06,2.0217858942572775e-07
1921,5.319854864183071e-06,1.9159051634076718e-07
1922,5.671419106789699e-06,1.7559485787632667e-07
1923,5.074423363282676e-06,2.2399651244953134e-07
1924,5.249469680279617e-06,1.5985614565394712e-07
1925,5.724551691344004e-06,1.704717618178364e-07
1926,6.046779901680566e-06,1.9951587948430216e-07
1927,5.221181787362639e-06,2.3190388409588536e-07
1928,5.745013311297953e-06,1.8624447317705517e-07
1929,6.141706258233626e-06,2.0386944132866347e-07
1930,6.183471313647715e-06,2.436836048502755e-07
1931,7.438573604190424e-06,1.9160999009670832e-07
1932,7.076572863695674e-06,2.224785875526436e-07
1933,7.257488171319437e-06,1.8353059516584835e-07
1934,6.84747317336587e-06,1.8930896672486597e-07
1935,8.338303565835758e-06,1.5678451603662324e-07
1936,8.8195175464989e-06,1.7944576979900262e-07
1937,8.696685426912154e-06,2.1530812199799243e-07
1938,7.62354610372995e-06,1.5947213682920847e-07
1939,8.986784109765722e-06,1.8964622849892976e-07
1940,8.90566941080806e-06,1.6229010468826743e-07
1941,8.515085184512827e-06,2.567807175779535e-07
1942,9.093532824522299e-06,1.1833425617169269e-07
1943,9.513901794377944e-06,1.8871028828471026e-07
1944,8.685242278261285e-06,1.702988612350964e-07
1945,7.61169307139653e-06,1.2853174080618146e-07
1946,6.964728676450704e-06,1.280741663833851e-07
1947,7.451736657060337e-06,1.0013531470676185e-07
1948,8.904076075566536e-06,1.2720108255592777e-07
1949,1.0255828883032336e-05,1.2663940807122742e-07
1950,1.000255775096548e-05,1.34005560425976e-07
1951,9.75518294410449e-06,1.2473840393933955e-07
1952,1.1146911987225394e-05,1.5922654161837357e-07
1953,1.0788910842052246e-05,1.5729788005458545e-07
1954,1.1238416121273076e-05,1.329064849286965e-07
1955,1.0398314707060763e-05,1.5110829121312008e-07
1956,1.0689503376681841e-05,8.895564196365058e-08
1957,1.202006853873172e-05,1.263410390750508e-07
1958,1.2178396730178065e-05,9.761247349304725e-08
1959,1.144552912535346e-05,8.91336023878253e-08
1960,1.12657321125198e-05,1.107333328365101e-07
1961,1.199738642299053e-05,1.1950833983531695e-07
1962,1.1731351079902197e-05,1.0908165198886266e-07
1963,1.2621735876905404e-05,1.4483959320799045e-07
1964,1.2107096566182918e-05,1.1011982964381772e-07
1965,1.113451425283074e-05,8.64582858639551e-08
1966,1.1951107566687824e-05,1.2185964237687585e-07
1967,1.2112848139622656e-05,1.3509119822785465e-07
1968,1.1193955401722633e-05,1.0464998753678678e-07
1969,1.2181448965975505e-05,1.253525125921584e-07
1970,1.1858732534619776e-05,1.5313753976009536e-07
1971,1.1779776514231344e-05,1.0687867024739006e-07
1972,1.1121132260427657e-05,1.1491529072760187e-07
1973,1.302163599348205e-05,1.0199426880852513e-07
1974,1.202128431998517e-05,9.675982970414054e-08
1975,1.197583124223911e-05,6.682431852311765e-08
1976,1.2197808473501937e-05,1.2226947765370255e-07
1977,1.330797223886293e-05,1.2282473493829826e-07
1978,1.1307915684710679e-05,1.7584149780702774e-07
1979,1.2330693010653704e-05,1.1411347755618806e-07
1980,1.1343581405753866e-05,1.0119568560895686e-07
1981,1.1329692057415741e-05,1.3979464474900283e-07
1982,1.2385828924266207e-05,1.1111428932508716e-07
1983,1.1197686518471528e-05,9.346667817489163e-08
1984,1.1788224739461839e-05,1.4439530726662042e-07
1985,1.2007053783236188e-05,1.0828004348706344e-07
1986,1.1037047073614303e-05,8.39227960458544e-08
1987,1.193320315451274e-05,1.0266172206785384e-07
1988,1.1320294731831382e-05,1.1273521471899528e-07
1989,1.021778618337521e-05,8.5614706879511e-08
1990,1.128688012386192e-05,7.301192339603801e-08
1991,1.1207707771632158e-05,8.1474365587475e-08
1992,1.0600581731523562e-05,9.532203443241016e-08
1993,1.0196573356324734e-05,1.3460273656784594e-07
1994,1.0445936752034868e-05,7.543145119637273e-08
1995,1.04306267019183e-05,8.83859501144002e-08
1996,9.974224809639054e-06,9.234899756016546e-08
1997,1.0570824201749929e-05,8.966452869074715e-08
1998,1.0249570138398667e-05,1.0966696994962888e-07
1999,9.188846185281818e-06,8.409170054735071e-08
2000,9.242522168051437e-06,1.0117292292832758e-07
2001,9.386308008174638e-06,1.0383471660269095e-07
2002,8.724764299472554e-06,8.280508873026449e-08
2003,1.0066451999080073e-05,9.333907124986496e-08
2004,8.588902609574234e-06,1.1320313308971208e-07
2005,9.093971073070861e-06,8.28689903364932e-08
2006,9.61403758381607e-06,6.876876024186629e-08
2007,8.219840257339683e-06,8.94763431402712e-08
2008,9.740596006224678e-06,8.855474317726042e-08
2009,9.427669930062166e-06,1.0156250374038223e-07
2010,8.433387488793187e-06,1.1620530937506146e-07
2011,8.046019292606843e-06,9.904087236445314e-08
2012,7.813440756621048e-06,1.0961693408528816e-07
2013,6.205802995040699e-06,1.0710240400113591e-07
2014,4.880263917428351e-06,1.1260315055383607e-07
2015,4.7656369064341675e-06,1.0927716453945635e-07
2016,4.501021731329047e-06,1.3339429694170235e-07
2017,4.617656377270407e-06,9.40838624785556e-08
2018,5.414368375866729e-06,9.91283184426095e-08
2019,4.471881438483649e-06,1.0178441472996624e-07
