year,en_ADP anneaux_NOUN,en_ADP panneaux_NOUN
1851,1.8122922540442232e-07,5.611011744122152e-08
1852,2.9753192620773916e-07,3.6459056218518526e-08
1853,1.6363092925075762e-07,4.359510086260343e-08
1854,2.1458093613091478e-07,4.000661490977109e-08
1855,1.645150575768639e-07,5.625353338700734e-08
1856,1.418549828713367e-07,3.31340110903966e-08
1857,1.332652033170234e-07,2.5383847912507917e-08
1858,2.1140679962172726e-07,5.3830436996804565e-08
1859,1.5632971894774528e-07,1.6804172275897145e-08
1860,2.1833167807017162e-07,2.746310379109218e-08
1861,1.6175755490621668e-07,1.9807048445841247e-08
1862,1.346359965737065e-07,3.4788495639759276e-08
1863,1.0588595955596247e-07,4.6449972757045543e-08
1864,1.5966443811521458e-07,2.0617330065419992e-08
1865,1.6144475978308037e-07,3.388927893865912e-08
1866,1.6591739893101476e-07,4.7683005988119476e-08
1867,1.4946658666303847e-07,6.842464017609018e-08
1868,1.709196482124753e-07,7.064019769131846e-08
1869,1.4259876479627565e-07,4.444002499326416e-08
1870,1.5309910850191955e-07,6.020751186497364e-08
1871,1.667524855974989e-07,2.973929724703339e-08
1872,1.354603966774448e-07,4.5959779981785687e-08
1873,2.681730109088676e-07,3.8909028887701425e-08
1874,1.637042856827975e-07,5.197910013521323e-08
1875,1.7393442419688654e-07,6.694186538425129e-08
1876,1.7231141669071803e-07,4.111290152764013e-08
1877,2.2945667410567694e-07,4.7004601100297805e-08
1878,1.9808210538485582e-07,4.227361927178208e-08
1879,1.3868168480257737e-07,4.826366861720999e-08
1880,1.2514800573626417e-07,6.867095692086878e-08
1881,1.65945678531898e-07,5.9266312746331096e-08
1882,1.7437109534057527e-07,6.655385220710741e-08
1883,1.4281705773555586e-07,4.1707636455612374e-08
1884,2.1785599813028966e-07,5.941527092545584e-08
1885,1.9659188410514616e-07,8.18595751184148e-08
1886,1.54883139202866e-07,6.130790808356323e-08
1887,1.4755369193153456e-07,7.116528166761782e-08
1888,1.1539918887137901e-07,1.0779044856690234e-07
1889,1.7041172384324454e-07,9.898916175643535e-08
1890,1.4419650540276052e-07,7.406456603575862e-08
1891,1.5489354154851753e-07,9.497588138174251e-08
1892,1.5483225013213087e-07,6.456567547274972e-08
1893,1.453386317962213e-07,7.020594949835868e-08
1894,1.6131940583363757e-07,5.293292915098391e-08
1895,1.4203929765699286e-07,1.0893692348190598e-07
1896,1.5980948830929265e-07,6.132910357337096e-08
1897,2.0684832691131305e-07,6.933789364893528e-08
1898,2.687718563265662e-07,8.600699175076443e-08
1899,1.591942577761074e-07,7.793885714590942e-08
1900,1.4638770551300695e-07,6.69645885409409e-08
1901,1.3021761446907476e-07,6.035838140405758e-08
1902,1.487815950440563e-07,1.1342755357190981e-07
1903,1.3230540218955866e-07,8.478345847606761e-08
1904,1.9294904518574185e-07,5.965834048993202e-08
1905,1.5121024432573904e-07,5.8316576456718394e-08
1906,1.2809019267479016e-07,6.275904951280609e-08
1907,1.3371392526551062e-07,9.617117058269287e-08
1908,9.970119663194055e-08,7.268855739539504e-08
1909,1.6833010363370704e-07,8.526524197804974e-08
1910,1.6139334491072077e-07,9.298822334358192e-08
1911,1.7025197962539096e-07,6.650467554436545e-08
1912,1.1096066998561582e-07,7.397377999041055e-08
1913,1.8507434162984282e-07,7.636305099367746e-08
1914,1.1451431447540017e-07,1.0179050491387898e-07
1915,1.3076645188903058e-07,3.534228554258334e-08
1916,1.2415831918133335e-07,8.24059682713596e-08
1917,1.2282394834528532e-07,8.005489604556715e-08
1918,1.274987795341076e-07,3.2161853624756986e-08
1919,1.0312790266198135e-07,1.4548400883995782e-07
1920,1.2191293308205786e-07,5.982062845077962e-08
1921,1.0904756209129118e-07,9.768844222435291e-08
1922,1.313272548486566e-07,7.968170478989123e-08
1923,1.1040586400667962e-07,7.749642350063368e-08
1924,1.5856697643812367e-07,7.86389122708897e-08
1925,1.3417776756341482e-07,5.389107116116065e-08
1926,1.4267057224515156e-07,1.0142986184291658e-07
1927,1.371354727552898e-07,8.696395070728613e-08
1928,1.771036437503426e-07,8.112489524592092e-08
1929,1.6153589399436896e-07,7.909688548579652e-08
1930,1.344461253438567e-07,1.0818711615456778e-07
1931,1.779235674348456e-07,1.0721035437200044e-07
1932,2.6193291091658466e-07,7.342889318806556e-08
1933,1.307655423943288e-07,7.226517340086502e-08
1934,1.7852553924058157e-07,9.465448158607614e-08
1935,1.2447014796634903e-07,9.694310421082264e-08
1936,1.43071630986924e-07,1.2488456491155375e-07
1937,1.3472497073507839e-07,1.4605697629122005e-07
1938,2.2300169177924545e-07,1.0761127811065307e-07
1939,1.2388180437028495e-07,1.2082300315796601e-07
1940,2.0793419253095635e-07,9.63597486247636e-08
1941,2.4792620934022125e-07,9.739958528598436e-08
1942,2.306000936869168e-07,1.2136847260535433e-07
1943,2.7290411708236206e-07,9.580676163523094e-08
1944,1.799384250489311e-07,1.0603514510876266e-07
1945,1.8735134688085964e-07,1.6774481537140673e-07
1946,1.4477947729574225e-07,1.2111360092603718e-07
1947,1.335137511659923e-07,1.3709001223105588e-07
1948,2.6527405339038523e-07,1.511192380121429e-07
1949,1.2762110657149606e-07,1.5707213663063158e-07
1950,1.031630034731279e-07,1.414503145724666e-07
1951,1.194077015043149e-07,1.258045472241065e-07
1952,1.9718783050848288e-07,2.2038639713173325e-07
1953,1.3898237227749632e-07,1.842324479639501e-07
1954,1.358382490934673e-07,1.876326933825112e-07
1955,1.267057001541616e-07,1.7644943284267356e-07
1956,1.4477095078291313e-07,1.6831803861805383e-07
1957,1.9613783308614074e-07,2.526820708226296e-07
1958,2.5809399062382e-07,2.415495146124158e-07
1959,1.5036451372907322e-07,2.317473644097845e-07
1960,1.5641083450645965e-07,1.7994166512380616e-07
1961,1.2228760226662416e-07,2.1191885934968013e-07
1962,1.5220695104289916e-07,2.2831042656434875e-07
1963,1.3708033463899483e-07,2.3730414966394164e-07
1964,1.539244038895049e-07,2.129388860794279e-07
1965,1.1108247832680718e-07,2.249009867227869e-07
1966,1.4401594228274917e-07,2.298716026416514e-07
1967,1.3065388770883146e-07,1.8094331721840717e-07
1968,1.2036994689879066e-07,2.2412164923935052e-07
1969,1.185398801339943e-07,2.420756857191009e-07
1970,1.3520251229692803e-07,2.3959356099112483e-07
1971,9.55741938923893e-08,2.4921229169194703e-07
1972,1.205584538865878e-07,2.3701278450971586e-07
1973,1.1798255883377351e-07,2.6408247322251555e-07
1974,1.3895161998789263e-07,2.5090048438869417e-07
1975,8.967023745753977e-08,2.5530317770972033e-07
1976,8.798831174772204e-08,2.4739571813370276e-07
1977,7.992423434188822e-08,2.1861627885755297e-07
1978,9.683164137186395e-08,2.0376228349050507e-07
1979,8.48536103603692e-08,2.481236833773437e-07
1980,1.0176420062180114e-07,2.5469475417594367e-07
1981,9.551579438493718e-08,1.57506178766198e-07
1982,7.759378206628753e-08,1.9801932182872406e-07
1983,9.662433342327859e-08,2.0966849945125432e-07
1984,6.842829947117934e-08,1.60632538381833e-07
1985,9.203803585933201e-08,2.1174764697207138e-07
1986,1.0070735356748628e-07,1.9422132879753917e-07
1987,8.49403534175508e-08,2.1632291691275896e-07
1988,7.25583007010755e-08,1.5171281120274216e-07
1989,7.738252350009134e-08,1.6354604781554372e-07
1990,6.592867407562153e-08,1.7599143120605731e-07
1991,7.795748757644105e-08,1.6470717412175873e-07
1992,6.391535123384529e-08,1.212187754617844e-07
1993,5.483815357365529e-08,1.617448504021013e-07
1994,6.382661155157621e-08,1.4769794631774857e-07
1995,9.76041150124729e-08,1.371880102851719e-07
1996,6.725996115619637e-08,1.670822911137293e-07
1997,5.082588216964723e-08,1.5103917405667744e-07
1998,2.9276313284753996e-07,1.568714509403435e-07
1999,6.215473291604212e-08,1.403051754778062e-07
2000,5.169096795043515e-08,1.2944832405992202e-07
2001,6.834690680079802e-08,1.3406507548552327e-07
2002,6.703268695673614e-08,1.3537975007693603e-07
2003,6.208715319644398e-08,1.3459161607443093e-07
2004,7.532192825010497e-08,1.1276265610149494e-07
2005,5.6747243348809207e-08,1.3781473739982175e-07
2006,8.359316439054965e-08,1.4453793539814797e-07
2007,5.072988784604604e-08,1.0984818743509095e-07
2008,1.2559446815885167e-07,1.1111917785910919e-07
2009,7.77215376501772e-08,1.3875440174615505e-07
2010,7.747020447368413e-08,2.0217834162394865e-07
2011,7.074348218338855e-08,1.5181169032985053e-07
2012,5.8893572685292384e-08,1.1336161520603127e-07
2013,5.550358750383566e-08,7.3632904218357e-08
2014,6.214827408257406e-08,9.701194159106308e-08
2015,7.336864626950046e-08,7.292533155123238e-08
2016,1.2241619629094203e-07,6.876848601677921e-08
2017,6.691526266422443e-08,6.993399637167386e-08
2018,5.524338675400031e-08,6.634369498215165e-08
2019,5.5866632209244926e-08,9.92334250327076e-08
