year,en_ADP aire_NOUN,en_ADP père_NOUN
1876,3.748529087133079e-08,1.7593903045565185e-07
1877,5.999271590617639e-08,2.430632712879799e-07
1878,2.2344627481629686e-08,2.1801109895136506e-07
1879,1.8327976358811782e-08,2.3826368833468337e-07
1880,4.492492533536563e-08,1.7777434435650719e-07
1881,6.83305714233029e-08,1.805879501493024e-07
1882,6.25606177973026e-08,2.5290463057103807e-07
1883,3.475636339844712e-08,1.870524322100664e-07
1884,3.6969503902639644e-08,2.0465260686108877e-07
1885,3.287274280561192e-08,1.443822364999292e-07
1886,5.0982363997142954e-08,2.032841099897098e-07
1887,3.199173115309151e-08,1.68446258719257e-07
1888,2.4728397107764977e-08,1.8514595145902035e-07
1889,3.8217333020451605e-08,1.5098979994077055e-07
1890,3.211649390877369e-08,1.743466784276393e-07
1891,3.44207886637804e-08,1.3194634895796753e-07
1892,2.7581454897784852e-08,1.3978783042212228e-07
1893,2.832871559554917e-08,1.4657031610632032e-07
1894,3.591877373310126e-08,1.6320986340190302e-07
1895,2.106515117894503e-08,1.6852120410248972e-07
1896,2.122930492509667e-08,1.232479081014759e-07
1897,2.9133568113515196e-08,1.2818769246081274e-07
1898,2.6594268232038587e-08,1.4994640729071307e-07
1899,2.984892333302014e-08,1.2326500176129684e-07
1900,2.0764213348734017e-08,1.5936533559468558e-07
1901,3.409130783227354e-08,1.5313144730022543e-07
1902,2.8970674414985353e-08,1.0606212796915315e-07
1903,3.0781254878320397e-08,1.2474508670479167e-07
1904,3.117282521003517e-08,1.1501697549931578e-07
1905,2.5803795267176355e-08,1.1147239720177282e-07
1906,2.05767382577271e-08,1.6615715470180703e-07
1907,2.8799923057487575e-08,1.2702823570798216e-07
1908,2.897719486583128e-08,1.1394422738675303e-07
1909,1.925344239595006e-08,1.430255730516805e-07
1910,1.9238942772226153e-08,1.517738847933714e-07
1911,1.9685384544665396e-08,1.4631029010558905e-07
1912,2.5005221671037248e-08,1.5419886656431459e-07
1913,2.1742257383383645e-08,1.4795340663731338e-07
1914,1.808120764223986e-08,1.4464966424654335e-07
1915,2.3561524287174507e-08,1.2016377215484653e-07
1916,2.4172415624690302e-08,1.5162697808435155e-07
1917,5.3735480065597585e-08,9.431125214121039e-08
1918,1.033773866510046e-08,1.1601240412772995e-07
1919,1.6574127070789757e-08,1.1509810526888486e-07
1920,1.8930578438158818e-08,1.1888403772530864e-07
1921,2.4990065738972334e-08,1.1889213147320277e-07
1922,2.360939327372691e-08,1.1657137982679089e-07
1923,1.4862327812892318e-08,1.1359064666649488e-07
1924,5.156649773851996e-09,1.4438619089229832e-07
1925,8.798542339150117e-09,1.0888196100289349e-07
1926,6.687683296036084e-09,1.4378518287117004e-07
1927,1.0034302388994831e-08,1.572040693176291e-07
1928,1.4853853258500749e-08,1.119752055522838e-07
1929,2.116677166874581e-08,1.2365851320694787e-07
1930,1.1553964007759987e-08,1.1659000043184875e-07
1931,2.5091784650044247e-08,1.265994615806676e-07
1932,4.055028668403793e-08,1.1507513342223774e-07
1933,4.1294382802092855e-08,9.86476953457327e-08
1934,2.875579241390369e-08,1.1622132412014707e-07
1935,2.0346082152400413e-08,1.1130504429246457e-07
1936,1.9399542861009422e-08,1.2124714698913408e-07
1937,2.1404900962807005e-08,8.8137825371426e-08
1938,2.333738657878115e-08,1.2446605646143638e-07
1939,1.2235240376412548e-08,1.238818105875339e-07
1940,1.5214697057785997e-08,1.2171758267953692e-07
1941,1.1806010391524069e-08,1.3576912172297284e-07
1942,1.517105907566929e-08,1.1833425617169269e-07
1943,2.9032351855917682e-08,1.6838764604898415e-07
1944,4.4984606262232774e-08,1.542329375325835e-07
1945,1.3071024707045353e-08,1.2199622645425734e-07
1946,3.062643028073353e-08,1.433873748624137e-07
1947,1.6689218895749036e-08,1.525871489160835e-07
1948,2.5005341575123907e-08,1.3046265134875057e-07
1949,2.2579119796084512e-08,8.54079740264524e-08
1950,2.4461330738745346e-08,1.3187848368900745e-07
1951,2.3455083209000804e-08,1.2900295853768284e-07
1952,3.374337254058446e-08,9.173979464982551e-08
1953,3.124409986288157e-08,1.2928592973970865e-07
1954,3.029486128625081e-08,1.289974740359412e-07
1955,2.2525458831523792e-08,1.0887305323947771e-07
1956,2.703553869665143e-08,1.4302671913490883e-07
1957,7.951533903538532e-08,9.983592486051407e-08
1958,2.8125628048769613e-08,1.1663863408450936e-07
1959,1.9376869886400527e-08,1.309876390687137e-07
1960,2.629916601160076e-08,1.314958366638308e-07
1961,3.265634873628187e-08,1.2645650071529957e-07
1962,5.45408234131628e-08,1.3508367224801532e-07
1963,3.039045082253722e-08,1.3126088216353082e-07
1964,4.0154192526564714e-08,1.508824207796522e-07
1965,4.0493119801698896e-08,1.3953710187308843e-07
1966,5.151339477205141e-08,1.318299790442623e-07
1967,2.5144710702473816e-08,1.469240014095874e-07
1968,3.413475932467769e-08,1.4237788631410453e-07
1969,3.451736046988785e-08,1.4533625369850256e-07
1970,3.3570694335516293e-08,1.3658212982825546e-07
1971,3.956565930440803e-08,1.556934406954369e-07
1972,3.5398013353837854e-08,1.179933786232823e-07
1973,4.300298939163838e-08,1.1522596132795826e-07
1974,4.050411750444738e-08,1.0632330327275952e-07
1975,4.16938057412608e-08,1.1137386124460136e-07
1976,2.228275491900078e-08,1.4283817856286518e-07
1977,4.8189612078530786e-08,1.3516598151852577e-07
1978,5.287126469966097e-08,1.6336626806889853e-07
1979,5.442335160310563e-08,1.4746972865076202e-07
1980,3.581644952843632e-08,1.6657491785920797e-07
1981,6.135783220395652e-08,1.5624106786127356e-07
1982,3.165826112372372e-08,1.2973679774930247e-07
1983,3.6628833299801045e-08,1.2946398209034982e-07
1984,3.537395104613594e-08,1.3685660305018388e-07
1985,4.9327574580537714e-08,1.5700605926483036e-07
1986,5.874595604415944e-08,1.7084283077117846e-07
1987,4.8275453745638686e-08,1.509371765351375e-07
1988,3.238138990280248e-08,2.0268351930141648e-07
1989,7.079677288857056e-08,1.635460471494099e-07
1990,8.554382369130309e-08,1.5637627814868438e-07
1991,3.8099522925438833e-08,2.0808200673627653e-07
1992,4.573253731265936e-08,1.432585494676175e-07
1993,5.760775678709251e-08,1.7116151251883593e-07
1994,4.378189177867142e-08,1.7038012911640976e-07
1995,6.181593642518024e-08,1.8165209603182575e-07
1996,5.8719012541175175e-08,1.8416417768563065e-07
1997,4.842843426278165e-08,1.807675236165096e-07
1998,5.912480360859007e-08,2.0598318384301706e-07
1999,4.295989214364582e-08,1.974326928610992e-07
2000,5.610899900254651e-08,2.0764748454027426e-07
2001,6.790878490092744e-08,1.897064636491308e-07
2002,5.651775714099472e-08,2.0197431327417803e-07
2003,6.833753474211335e-08,1.804277673933541e-07
2004,6.7393305602792e-08,1.6958446202863797e-07
2005,6.71058666412705e-08,1.864552376940054e-07
2006,5.8474035113942335e-08,1.931290358747617e-07
2007,3.794755376596015e-08,2.2209305416964753e-07
2008,4.385162938325138e-08,2.3884236988180874e-07
2009,6.103286476211167e-08,2.4174736346083137e-07
2010,4.91274465552749e-08,2.63115270016101e-07
2011,4.0916501159449226e-08,2.7226680465730624e-07
2012,5.106378955788138e-08,2.4374448970299056e-07
2013,4.62994750871637e-08,2.7974924243778787e-07
2014,3.5729847039367435e-08,3.391087295412376e-07
2015,3.568686279820099e-08,2.591176624378022e-07
2016,3.749125579433077e-08,2.943374148856037e-07
2017,4.150758609045013e-08,2.739500697401809e-07
2018,3.252648211882203e-08,2.576303828050186e-07
2019,3.851991381420561e-08,2.655578308363715e-07
