year,ton_DET appât_NOUN,ton_DET papa_NOUN
1800,0.0,5.0306631749208464e-08
1801,0.0,2.1430643037945174e-08
1802,0.0,6.265952379180817e-08
1803,0.0,6.2410854706485e-08
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,2.5935023018064385e-08
1807,0.0,1.99286853685976e-08
1808,0.0,1.8128591960930862e-08
1809,0.0,6.325285539787728e-08
1810,0.0,1.4040760110134443e-08
1811,0.0,2.757784534068719e-08
1812,0.0,1.3336040716183106e-08
1813,0.0,1.150296680130225e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,1.8880564667256294e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,1.2454986930698908e-08
1818,0.0,2.5034471606844022e-08
1819,0.0,1.6561680027393777e-08
1820,0.0,2.0173017922786585e-08
1821,0.0,2.366757134719677e-08
1822,0.0,2.0051231786055723e-08
1823,0.0,1.8777105315059828e-08
1824,0.0,1.51580028528997e-08
1825,0.0,1.6730341556581152e-08
1826,0.0,1.0921900184257538e-07
1827,0.0,1.2904182056239222e-08
1828,0.0,1.4675682002973645e-08
1829,0.0,4.1151244023485134e-08
1830,0.0,1.2524203230057651e-08
1831,0.0,1.091384405071949e-08
1832,0.0,3.788391311765338e-08
1833,0.0,2.89590715851773e-08
1834,0.0,1.120143755528602e-08
1835,0.0,3.403389570166837e-08
1836,0.0,2.688300071440608e-08
1837,0.0,9.045258542172974e-09
1838,0.0,1.0730675015224733e-08
1839,0.0,7.690622361167243e-09
1840,0.0,1.592422138596561e-08
1841,0.0,7.0626033910059505e-09
1842,0.0,1.2745703159566801e-08
1843,0.0,1.2995204246024628e-08
1844,0.0,1.9209963619815085e-08
1845,0.0,1.2834524110161283e-08
1846,1.7563503984519002e-09,1.4050803187615202e-08
1847,0.0,1.0247124926365814e-08
1848,0.0,2.8962798159781755e-08
1849,0.0,5.865590457787562e-09
1850,0.0,6.1100964288129944e-09
1851,0.0,4.321123969752705e-08
1852,0.0,1.5625309046640723e-08
1853,0.0,4.0011943758244684e-08
1854,0.0,1.558699302961486e-08
1855,0.0,7.429711956774554e-09
1856,0.0,1.7602443058706285e-08
1857,0.0,1.8549734304151855e-08
1858,0.0,3.621320299185271e-08
1859,0.0,2.5970084527315862e-08
1860,0.0,3.249800720195317e-08
1861,9.431927461278633e-10,4.102888606638544e-08
1862,0.0,1.2198563104082183e-08
1863,0.0,3.596126973981484e-08
1864,0.0,3.643993284896396e-08
1865,0.0,3.388927782843609e-08
1866,0.0,4.865612784898943e-08
1867,0.0,3.785192781435853e-08
1868,9.87974813071446e-10,3.6555066751375875e-08
1869,0.0,5.3230358121325594e-08
1870,5.734048791339319e-10,3.039045770591997e-08
1871,0.0,2.9739296358854972e-08
1872,0.0,2.721302638786227e-08
1873,0.0,4.309923218315248e-08
1874,5.974609140757536e-10,3.2860349108432274e-08
1875,0.0,3.3184856362833415e-08
1876,0.0,1.9951848839738773e-08
1877,0.0,1.4225077116236662e-08
1878,0.0,4.7708801798052036e-08
1879,0.0,3.360128963958431e-08
1880,0.0,5.0059200340513144e-08
1881,0.0,1.248078866922242e-07
1882,6.655385131892899e-10,1.2445570329866484e-07
1883,6.319338941018771e-10,1.011094238889676e-07
1884,0.0,5.2813576623123026e-08
1885,0.0,1.8692343728421434e-08
1886,0.0,2.19417763958063e-08
1887,0.0,6.071899738557818e-08
1888,0.0,5.7699593991600295e-08
1889,0.0,4.1976415676714396e-08
1890,6.554386478008212e-10,2.5562106431564757e-08
1891,0.0,4.9081493980196456e-08
1892,0.0,4.0118478095152454e-08
1893,0.0,2.6481191017779793e-08
1894,0.0,4.285046717455998e-08
1895,6.018614495673091e-10,3.31023795041574e-08
1896,0.0,5.484236997865821e-08
1897,0.0,4.3700352225783945e-08
1898,0.0,6.167606692031313e-08
1899,0.0,4.532614461538742e-08
1900,0.0,4.7238585043629655e-08
1901,0.0,7.712459471065358e-08
1902,0.0,9.231333814030407e-08
1903,0.0,4.644189566249679e-08
1904,0.0,6.449550049580921e-08
1905,0.0,6.863809681734168e-08
1906,5.144184522798412e-10,6.173021516175936e-08
1907,0.0,4.525702124169584e-08
1908,0.0,5.8445530637385446e-08
1909,0.0,8.801573558869791e-08
1910,1.068830135508847e-09,8.229991832475747e-08
1911,0.0,7.980561433917899e-08
1912,0.0,6.563870647013914e-08
1913,5.30298971401777e-10,6.628736870517571e-08
1914,2.678697486047099e-09,9.040603698995398e-08
1915,0.0,1.0838301256477223e-07
1916,0.0,1.0987461918077202e-07
1917,0.0,1.1405081501436598e-07
1918,0.0,1.1601239791048101e-07
1919,0.0,1.0681104367638028e-07
1920,0.0,5.3762845730886966e-08
1921,0.0,6.361107918184672e-08
1922,7.377935484775833e-10,7.599273715852561e-08
1923,0.0,6.68804736037032e-08
1924,0.0,6.832561094682887e-08
1925,0.0,6.378943240292756e-08
1926,0.0,5.9074532376968136e-08
1927,0.0,1.3267577358977434e-07
1928,0.0,7.198405693742416e-08
1929,3.342121912552898e-09,1.1029002511264707e-07
1930,0.0,1.0503603764533409e-07
1931,0.0,1.1747517625337878e-07
1932,0.0,9.206010975759682e-08
1933,1.1470662197865522e-09,6.423570986235916e-08
1934,0.0,7.428579884560804e-08
1935,0.0,6.223507664770977e-08
1936,0.0,1.1639725627787811e-07
1937,0.0,8.43604895939265e-08
1938,0.0,6.223302795316243e-08
1939,0.0,1.0858775922883979e-07
1940,0.0,3.2965177032551196e-08
1941,2.9515025978810172e-09,7.969057369550114e-08
1942,0.0,8.19237175875287e-08
1943,0.0,1.4806500026054437e-07
1944,0.0,1.1888788975511488e-07
1945,0.0,1.721018150213638e-07
1946,0.0,1.5034792522072848e-07
1947,1.1920870957027319e-09,2.2411237199371215e-07
1948,0.0,9.349823892890186e-08
1949,0.0,7.362756315743013e-08
1950,0.0,9.57182537675294e-08
1951,3.1984206394497505e-09,1.204738375726322e-07
1952,0.0,6.959570475473242e-08
1953,0.0,1.2713116426255056e-07
1954,0.0,1.2215670208703955e-07
1955,0.0,9.479463747297245e-08
