year,ton_DET appât_NOUN,ton_DET papa_NOUN
1956,0.0,1.1424695500750204e-07
1957,8.835037701437898e-10,9.188439431540019e-08
1958,0.0,1.8777992449869885e-07
1959,7.750747821333448e-10,9.61092703199995e-08
1960,0.0,1.0035208675152063e-07
1961,0.0,1.8204177321123893e-07
1962,6.341956404476434e-10,9.893452146414461e-08
1963,0.0,2.799801057662421e-07
1964,0.0,1.5696638822060294e-07
1965,0.0,1.4008430737622035e-07
1966,0.0,1.1964401780417688e-07
1967,0.0,1.4544489568280028e-07
1968,0.0,9.746372531260761e-08
1969,0.0,9.31060338826839e-08
1970,0.0,6.852100309373554e-08
1971,5.138397485282553e-10,8.78665942227741e-08
1972,0.0,8.669948181605491e-08
1973,1.102640756478479e-09,9.75837046723882e-08
1974,0.0,9.338449080686928e-08
1975,0.0,1.1137386435322583e-07
1976,5.713526873840635e-10,1.0570024400191613e-07
1977,1.1753563677885381e-09,8.815172702902885e-08
1978,5.940591352171509e-10,9.148510748957506e-08
1979,0.0,9.012038848510429e-08
1980,0.0,8.641429349864893e-08
1981,6.325549528618524e-10,1.524457404755708e-07
1982,0.0,1.1297654056718898e-07
1983,6.315316047889041e-10,1.300955130290049e-07
1984,1.1598016991243298e-09,1.3163749135181035e-07
1985,0.0,1.756542942210615e-07
1986,0.0,1.2948088301545368e-07
1987,0.0,1.8332451112712533e-07
1988,0.0,1.0673865924459847e-07
1989,0.0,1.5476504211520137e-07
1990,0.0,1.3076762694907984e-07
1991,0.0,1.4829506334024245e-07
1992,0.0,1.2617772493506152e-07
1993,0.0,1.8057816097982737e-07
1994,0.0,1.5719281298842702e-07
1995,0.0,1.5887780935308626e-07
1996,5.338092190498855e-10,1.4839896067542213e-07
1997,4.79489448146353e-10,2.2536003285722472e-07
1998,0.0,1.4638156509150235e-07
1999,0.0,1.6361320676061553e-07
2000,0.0,1.7141962027622526e-07
2001,0.0,2.453478540331844e-07
2002,4.38122149670761e-10,3.150098191184725e-07
2003,4.1669229178253886e-10,1.9459529765342154e-07
2004,4.404791253964646e-10,2.5988269136689723e-07
2005,4.5037495954858286e-10,2.2608822769498715e-07
2006,1.2353669198716943e-09,2.2813109623598393e-07
2007,7.988958938831558e-10,4.401916329221933e-07
2008,4.257439678578834e-10,4.7129857883021486e-07
2009,9.53638501499654e-10,4.896933782916335e-07
2010,2.8342759250676863e-09,7.633649676819232e-07
2011,3.4415748029203996e-09,7.189067350310552e-07
2012,2.0425516833455504e-09,8.639993627213016e-07
2013,3.0680376017500066e-09,8.947513236989835e-07
2014,1.0827225782605865e-09,9.50846995806387e-07
2015,2.21657536769726e-09,8.753256430793499e-07
2016,2.4856081637381067e-09,8.212863065182319e-07
2017,3.018733707449428e-09,1.0278787669903977e-06
2018,4.130346731301415e-09,1.002641692338102e-06
2019,5.3570743396846865e-09,1.0081503525327662e-06
