year,en_ADP eau_NOUN,en_ADP pot_NOUN
1906,5.007863460804174e-06,2.1142598427559278e-07
1907,4.5509021333600685e-06,3.3737052262949874e-07
1908,4.656979236017378e-06,1.7779228755898657e-07
1909,4.872221001761545e-06,3.9552071484649787e-07
1910,5.38262861482508e-06,2.388835298461345e-07
1911,4.311099131015794e-06,2.7187113005311403e-07
1912,4.8046492082676195e-06,2.1775380787403265e-07
1913,5.361322720887074e-06,3.940121473533509e-07
1914,5.214084865201585e-06,2.1027774721460446e-07
1915,4.38362137167303e-06,2.344371665685685e-07
1916,4.108212152686974e-06,1.7689814058030606e-07
1917,4.176014220647062e-06,1.0527767813073297e-07
1918,4.414214593850829e-06,1.8148475078305637e-07
1919,5.395798947205321e-06,1.4824635741206293e-07
1920,4.749303581519371e-06,1.7416132891412417e-07
1921,5.319854864183071e-06,1.5448404155904427e-07
1922,5.671419106789699e-06,1.541988581266196e-07
1923,5.074423363282676e-06,1.6560879601001943e-07
1924,5.249469680279617e-06,3.454955219694966e-07
1925,5.724551691344004e-06,2.4305973056470975e-07
1926,6.046779901680566e-06,2.2626660722835368e-07
1927,5.221181787362639e-06,1.8061744810893288e-07
1928,5.745013311297953e-06,2.353764472218245e-07
1929,6.141706258233626e-06,2.15009848147929e-07
1930,6.183471313647715e-06,1.6490658083512244e-07
1931,7.438573604190424e-06,1.9617213808942324e-07
1932,7.076572863695674e-06,3.3316990766252275e-07
1933,7.257488171319437e-06,2.500604239230597e-07
1934,6.84747317336587e-06,2.6119843710148416e-07
1935,8.338303565835758e-06,2.501371341168124e-07
1936,8.8195175464989e-06,2.497691298231075e-07
1937,8.696685426912154e-06,2.417494613382587e-07
1938,7.62354610372995e-06,2.567112460383214e-07
1939,8.986784109765722e-06,1.942344454164413e-07
1940,8.90566941080806e-06,2.3075624255852745e-07
1941,8.515085184512827e-06,2.390717099842732e-07
1942,9.093532824522299e-06,1.7295006671247393e-07
1943,9.513901794377944e-06,1.1903264152124393e-07
1944,8.685242278261285e-06,2.2813621569639508e-07
1945,7.61169307139653e-06,1.7428033061150927e-07
1946,6.964728676450704e-06,1.7958224418634927e-07
1947,7.451736657060337e-06,1.8715766714194615e-07
1948,8.904076075566536e-06,3.261566234868951e-07
1949,1.0255828883032336e-05,1.7670615193310368e-07
1950,1.000255775096548e-05,2.1589784182651783e-07
1951,9.75518294410449e-06,2.0363277997148543e-07
1952,1.1146911987225394e-05,1.98242318560915e-07
1953,1.0788910842052246e-05,1.842324479639501e-07
1954,1.1238416121273076e-05,2.2183657222285547e-07
1955,1.0398314707060763e-05,2.5528854052936367e-07
1956,1.0689503376681841e-05,2.712274920213531e-07
1957,1.202006853873172e-05,2.1822543772032077e-07
1958,1.2178396730178065e-05,2.2252335440953175e-07
1959,1.144552912535346e-05,1.7361675475058291e-07
1960,1.12657321125198e-05,1.9309125320887688e-07
1961,1.199738642299053e-05,1.8690548131417017e-07
1962,1.1731351079902197e-05,2.0611358308997296e-07
1963,1.2621735876905404e-05,2.1661278992723965e-07
1964,1.2107096566182918e-05,1.6365875410428998e-07
1965,1.113451425283074e-05,2.1012647266616113e-07
1966,1.1951107566687824e-05,2.459349275341083e-07
1967,1.2112848139622656e-05,2.2876757554968208e-07
1968,1.1193955401722633e-05,2.3624846789971343e-07
1969,1.2181448965975505e-05,1.8939130086437217e-07
1970,1.1858732534619776e-05,1.8762797537874576e-07
1971,1.1779776514231344e-05,1.562072782235191e-07
1972,1.1121132260427657e-05,1.8160720571813727e-07
1973,1.302163599348205e-05,2.16117584272979e-07
1974,1.202128431998517e-05,2.2671054011880187e-07
1975,1.197583124223911e-05,2.3988215502868115e-07
1976,1.2197808473501937e-05,2.2339889937939006e-07
1977,1.330797223886293e-05,1.9628451752851106e-07
1978,1.1307915684710679e-05,2.2990089121321944e-07
1979,1.2330693010653704e-05,2.4636807438582764e-07
1980,1.1343581405753866e-05,1.8704145077208523e-07
1981,1.1329692057415741e-05,2.1823146312272002e-07
1982,1.2385828924266207e-05,2.2409082589547324e-07
1983,1.1197686518471528e-05,2.6461174229552853e-07
1984,1.1788224739461839e-05,2.603754865049268e-07
1985,1.2007053783236188e-05,2.749110024069523e-07
1986,1.1037047073614303e-05,2.529672826767637e-07
1987,1.193320315451274e-05,3.3242844210690237e-07
1988,1.1320294731831382e-05,2.500563027751923e-07
1989,1.021778618337521e-05,2.8757759196196275e-07
1990,1.128688012386192e-05,2.34291988476798e-07
1991,1.1207707771632158e-05,2.022205478624528e-07
1992,1.0600581731523562e-05,3.8239011246332666e-07
1993,1.0196573356324734e-05,2.370780833871322e-07
1994,1.0445936752034868e-05,2.5477896770098596e-07
1995,1.04306267019183e-05,2.852209206594125e-07
1996,9.974224809639054e-06,3.234883934055688e-07
1997,1.0570824201749929e-05,2.944065329302248e-07
1998,1.0249570138398667e-05,2.9467040008057666e-07
1999,9.188846185281818e-06,2.7329804197506746e-07
2000,9.242522168051437e-06,3.3179415481754404e-07
2001,9.386308008174638e-06,3.031798598840396e-07
2002,8.724764299472554e-06,2.633114206673781e-07
2003,1.0066451999080073e-05,2.5126544755949e-07
2004,8.588902609574234e-06,3.078949077917059e-07
2005,9.093971073070861e-06,2.720264831168606e-07
2006,9.61403758381607e-06,2.8495799142547185e-07
2007,8.219840257339683e-06,3.3433792623327463e-07
2008,9.740596006224678e-06,3.831695778444555e-07
2009,9.427669930062166e-06,3.437866666899936e-07
2010,8.433387488793187e-06,4.355337068773224e-07
2011,8.046019292606843e-06,5.609766731140553e-07
2012,7.813440756621048e-06,7.424675345646392e-07
2013,6.205802995040699e-06,5.553147843784245e-07
2014,4.880263917428351e-06,5.599841301773267e-07
2015,4.7656369064341675e-06,5.25328346157039e-07
2016,4.501021731329047e-06,5.46626665709482e-07
2017,4.617656377270407e-06,5.828671305607713e-07
2018,5.414368375866729e-06,8.52142136409384e-07
2019,4.471881438483649e-06,6.69379176088114e-07
