year,ton_DET anneau_NOUN,ton_DET panneau_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,8.951360541686881e-09,0.0
1803,1.950339267864365e-08,0.0
1804,0.0,0.0
1805,1.1371510844071508e-08,0.0
1806,2.0171682990621775e-08,0.0
1807,2.2775641372874134e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,6.7770915546105925e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.1337665856435706e-08,0.0
1813,8.627225156487839e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.668964788592575e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,0.0,0.0
1821,1.972297702934611e-08,0.0
1822,2.3058916553964082e-08,0.0
1823,4.941343334508019e-09,0.0
1824,9.263223965660927e-09,0.0
1825,4.4027217427355936e-09,0.0
1826,2.1139161976435616e-08,0.0
1827,9.217273055917019e-10,0.0
1828,1.834460228167245e-08,0.0
1829,6.858540846366168e-09,0.0
1830,1.5655253093882493e-08,0.0
1831,1.0913843828674885e-08,0.0
1832,4.7354891563600177e-08,0.0
1833,6.950177100506494e-09,0.0
1834,1.120143755528602e-08,0.0
1835,1.1344631900556124e-08,0.0
1836,1.8146025126952736e-08,0.0
1837,4.87052354003481e-09,0.0
1838,1.830526930035603e-08,0.0
1839,1.3283802724473048e-08,0.0
1840,3.821813088222825e-09,0.0
1841,1.5409316489467528e-08,0.0
1842,1.1404051036834062e-08,0.0
1843,9.451057714215949e-09,0.0
1844,8.232841963717874e-09,0.0
1845,1.6182660211860878e-08,0.0
1846,4.0981511517657054e-09,0.0
1847,1.6179670936367074e-08,0.0
1848,1.689496542667257e-08,0.0
1849,2.513824481908955e-09,0.0
1850,6.788996032014438e-09,0.0
1851,1.9348316282474798e-08,0.0
1852,9.114764054629632e-09,0.0
1853,1.015228412448721e-08,0.0
1854,3.117398617025202e-09,0.0
1855,3.1841622671890946e-09,0.0
1856,1.2425254325432178e-08,0.0
1857,7.322263684272912e-09,0.0
1858,1.6149130033227266e-08,2.202154192332273e-08
1859,1.1202780925145817e-08,0.0
1860,2.1512764902809067e-08,0.0
1861,1.3676294763342867e-08,0.0
1862,1.3102160245637151e-08,0.0
1863,1.5982786649715308e-08,0.0
1864,1.2466292886870178e-08,0.0
1865,7.060266649094871e-09,9.41368871743009e-10
1866,3.8924903300596725e-09,0.0
1867,2.232293283555009e-08,9.7056229719783e-10
1868,7.903798504571569e-09,0.0
1869,1.5138909237322196e-08,0.0
1870,1.1468097582678638e-09,0.0
1871,2.1242354542039266e-09,0.0
1872,3.023669647994609e-09,0.0
1873,7.781805422268917e-09,0.0
1874,5.974609251779839e-09,0.0
1875,1.8881039565155078e-08,0.0
1876,2.478866001354163e-08,1.209202959984168e-09
1877,5.566334504436554e-09,0.0
1878,3.019544281279707e-09,0.0
1879,3.0546627449723474e-09,0.0
1880,7.059631101924424e-09,0.0
1881,3.4862537301449947e-09,0.0
1882,1.9966155395678697e-09,0.0
1883,1.2006744043446815e-08,0.0
1884,1.1222884843675729e-08,0.0
1885,7.734762830224895e-09,0.0
1886,1.2906927748801422e-09,0.0
1887,1.9586774424595887e-09,0.0
1888,7.60873763994141e-09,0.0
1889,8.771191772893872e-09,0.0
1890,2.6217545912032847e-09,5.898947996740844e-09
1891,5.099376032546843e-09,0.0
1892,6.8953636134239105e-09,0.0
1893,1.1085149687062312e-08,6.158416554491453e-10
1894,1.5123694518948128e-08,0.0
1895,6.018614495673091e-10,0.0
1896,9.435246584033052e-09,0.0
1897,1.1653427223201618e-08,1.7480140668268973e-09
1898,0.0,0.0
1899,1.2713430308508578e-08,0.0
1900,1.1939421784568083e-08,0.0
1901,5.58873880507349e-09,0.0
1902,4.910283957215711e-09,0.0
1903,5.940242076007962e-09,2.1600881083827517e-09
1904,5.912087708281888e-09,0.0
1905,4.128607289377584e-09,0.0
1906,3.600929110447737e-09,0.0
1907,2.5714217422034835e-09,1.028568674676933e-09
1908,2.9468334439286537e-09,0.0
1909,4.950885035270858e-09,0.0
1910,6.412980813053082e-09,5.344150677544235e-10
1911,7.980561100850991e-09,9.044636151145369e-09
1912,9.897900277167082e-09,0.0
1913,2.0681659052002033e-08,0.0
1914,1.2723812781167965e-08,0.0
1915,9.424609537234119e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,1.2063066989753679e-08,0.0
1918,8.040463406189247e-09,0.0
1919,0.0,0.0
1920,2.2716695191604686e-09,0.0
1921,6.058197998815018e-09,0.0
1922,7.377935484775833e-10,1.1066902949607993e-08
1923,1.0615948120573648e-08,0.0
1924,2.191576153887098e-08,0.0
1925,1.8696901804560184e-08,0.0
1926,1.2260752413340015e-08,1.1146138456652466e-09
1927,1.5608915049369898e-08,0.0
1928,3.4278122562625413e-09,0.0
1929,7.798284240578823e-09,3.342121912552898e-09
1930,7.352522701786768e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,7.6716757391182e-09,0.0
1933,5.735331320977366e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,1.196828414151696e-08,0.0
1936,7.274828739411987e-09,0.0
1937,1.510934133364117e-08,0.0
1938,5.186085783037697e-09,0.0
1939,6.117620188206274e-09,0.0
1940,2.7893612752905028e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,1.517105907566929e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,2.832055256973831e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,4.7683483828109274e-09,0.0
1948,5.435944139264848e-09,4.348755133776194e-09
1949,1.2762110479513922e-08,0.0
1950,6.381216888229346e-09,0.0
1951,1.0661401539380222e-08,0.0
1952,9.490323193972472e-09,0.0
1953,1.2928592529881655e-08,2.1547654771580937e-09
1954,4.886268278880834e-09,0.0
1955,7.508486277174597e-09,0.0
1956,7.849027205963921e-09,0.0
1957,6.184526224473075e-09,1.7670075402875796e-09
1958,7.445019267748876e-09,0.0
1959,9.300897829689347e-09,0.0
1960,6.920833295342987e-09,6.920833350854139e-10
1961,4.1688955620955426e-09,0.0
1962,1.712328306924249e-08,6.341956404476434e-10
1963,8.405869333927285e-09,1.2932106496776896e-09
1964,7.300761772910391e-09,6.083968329129164e-10
1965,1.2038495811328431e-08,0.0
1966,3.8773522170743036e-09,0.0
1967,1.1339771788243524e-08,0.0
1968,4.491415683816058e-09,0.0
1969,8.175163657142548e-09,4.5417578031781147e-10
1970,1.4715920038099739e-08,4.5987250119061684e-10
1971,9.24911525146399e-09,5.138397485282553e-10
1972,1.4364410994005539e-08,0.0
1973,6.064523994098181e-09,0.0
1974,3.937900228123681e-09,1.1251143350321513e-09
1975,5.711480177694739e-09,0.0
1976,6.284879672247001e-09,5.713526873840635e-10
1977,7.05213826224238e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,4.158414057542359e-09
1979,1.4629933042797916e-08,4.096381456264453e-09
1980,5.116635615198817e-09,0.0
1981,3.795329828193417e-09,0.0
1982,6.828252629986764e-09,1.2415004579935385e-09
1983,3.78918940668882e-09,6.315316047889041e-10
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,5.414002135495366e-09,1.2031116103372597e-09
1986,6.593933898901838e-09,5.994485463567401e-10
1987,7.944061963804927e-09,0.0
1988,2.99827696004229e-09,2.398621523624911e-09
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,7.628111475810329e-09,0.0
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,6.611932834577061e-09,2.2039776670368383e-09
1993,4.985286683467649e-09,1.1078414852150331e-09
1994,7.3848970827405935e-09,3.6924485691258724e-09
1995,8.675921314704738e-09,2.7112254663563817e-09
1996,6.939519847648512e-09,1.6014276571496566e-09
1997,2.876936688878118e-09,0.0
1998,8.105819682135973e-09,1.9072516899143466e-09
1999,8.683382235474824e-09,0.0
2000,7.068850393920911e-09,0.0
2001,3.943090742808408e-09,0.0
2002,5.695587890208742e-09,8.76244299341522e-10
2003,5.0003075569016175e-09,4.1669229178253886e-10
2004,7.92862434040309e-09,8.809582507929292e-10
2005,7.205999130732721e-09,4.5037495954858286e-10
2006,8.235779613841032e-09,1.2353669198716943e-09
2007,1.0385647009059085e-08,3.994479469415779e-10
2008,7.2376473703172906e-09,1.7029758714315335e-09
2009,6.198650037703146e-09,0.0
2010,9.447585824773341e-09,9.447586046817946e-10
2011,6.500752380844688e-09,7.647943611743813e-09
2012,1.293616069819592e-08,2.382976926895708e-09
2013,2.1755175050319764e-08,1.9523875849358774e-09
2014,1.8622828529268887e-08,2.815078836704288e-09
2015,2.1057465826590516e-08,5.763096222466402e-09
2016,1.8434925586063855e-08,2.278474076078396e-09
2017,1.4338984222206363e-08,3.773417134311785e-09
2018,2.6330960967158035e-08,4.904786798931582e-09
2019,1.403043281555938e-08,3.3162841361900064e-09
