year,son_DET if_NOUN,son_DET pif_NOUN
2001,4.3812117822561447e-10,3.943090742808408e-09
2002,0.0,6.1337101509018055e-09
2003,0.0,7.083769126836614e-09
2004,4.404791253964646e-10,9.690540647699919e-09
2005,4.5037495954858286e-10,9.007498746882447e-09
2006,2.4707340062768424e-09,6.58862386870851e-09
2007,1.5977917877663117e-09,8.388407135573317e-09
2008,0.0,9.792111343998045e-09
2009,0.0,8.105927262747059e-09
2010,2.3618964561933353e-09,3.873510134866365e-08
2011,0.0,3.4033350804207885e-08
2012,2.3829769546512836e-09,1.906381574823257e-08
2013,2.2313000336282585e-09,2.0639525644128298e-08
2014,4.330890313042346e-09,4.222618121829669e-08
2015,1.7732603163622684e-09,3.9455041900282595e-08
2016,3.5212781579474495e-09,2.42346778200897e-08
2017,1.0062445321423752e-09,2.4149868438350097e-08
2018,1.290733298020541e-09,2.8396134554853347e-08
2019,2.55098775436835e-10,2.9591457062494442e-08
