year,ton_DET art_NOUN,ton_DET part_NOUN
1915,5.536958258556268e-08,1.1780761921542648e-09
1916,4.614734194774428e-08,1.0987462051303964e-09
1917,7.676497215669542e-08,2.1932848870420685e-09
1918,1.0452602516863863e-07,1.1486376294556067e-09
1919,1.3903850493157677e-07,2.762354511798293e-09
1920,9.541011802838284e-08,1.514446346106979e-09
1921,1.453967461984007e-07,1.5145494858259667e-09
1922,8.263287981646883e-08,1.4755870969551665e-09
1923,1.6879356934396128e-07,3.1847844361720945e-09
1924,1.4180786578332771e-07,1.289162443462999e-09
1925,8.908524251616257e-08,2.1996355847875293e-09
1926,1.3598288861604857e-07,3.343841648018042e-09
1927,1.0257287130777115e-07,1.1149224876660924e-09
1928,8.912312088327212e-08,1.1426041224282812e-09
1929,9.246536936124983e-08,0.0
1930,8.402882478719675e-08,1.0503603542488804e-09
1931,6.615106951102234e-08,3.4216069977333063e-09
1932,8.548438534816682e-08,1.0959536611565568e-09
1933,4.5882648125328274e-08,1.1470662197865522e-09
1934,5.391711255242626e-08,4.7926320689839486e-09
1935,5.864459051707627e-08,2.393656828303392e-09
1936,6.668592744674129e-08,0.0
1937,8.561960496145105e-08,0.0
1938,9.464606520737107e-08,1.2965214457594243e-09
1939,4.129393804674919e-08,4.588215141154706e-09
1940,4.05725257834888e-08,5.0715658339584024e-09
1941,8.854507882460894e-08,5.9030051957620344e-09
1942,9.102635112334667e-08,3.034211770724937e-09
1943,9.000029432826295e-08,0.0
1944,8.03296504869877e-08,3.2131861615880553e-09
1945,9.367567210816219e-08,4.357008087652048e-09
1946,7.517396394263187e-08,1.3921104269343232e-09
1947,5.1259744004994445e-08,0.0
1948,7.50160236151487e-08,3.2615663503321457e-09
1949,5.595694796411976e-08,9.817008317369869e-09
1950,1.1698897939282915e-07,0.0
1951,6.716683209617713e-08,3.1984206394497505e-09
1952,6.748674286072287e-08,0.0
1953,6.14108174312733e-08,1.0773827385790469e-09
1954,7.818029157391493e-08,1.9545072227344917e-09
1955,4.5050918551226005e-08,0.0
1956,8.023449904470681e-08,4.360570571293465e-09
1957,7.156380599226964e-08,2.6505113104313693e-09
1958,7.85863135122078e-08,1.6544486891589827e-09
1959,5.8130607105688625e-08,1.5501495642666896e-09
1960,7.543708435697738e-08,6.920833350854139e-10
1961,7.642975075050629e-08,3.474079635079619e-09
1962,7.800606605101734e-08,6.341956404476434e-10
1963,8.341208612705486e-08,1.2932106496776896e-09
1964,6.50984610661709e-08,2.4335873316516654e-09
1965,9.411914803081345e-08,1.0944086747954884e-09
1966,6.646889727512928e-08,1.1078149508847446e-09
1967,9.416940738304902e-08,1.479100675272349e-09
1968,1.1003968580780565e-07,1.3474247551048535e-09
1969,7.720988026704845e-08,9.083515606356229e-10
1970,6.944074648629339e-08,9.197450023812337e-10
1971,8.68389200547881e-08,1.0276794970565106e-09
1972,7.643918831234942e-08,1.0260293725750103e-09
1973,6.781240990960669e-08,0.0
1974,5.45680457486597e-08,1.1251143350321513e-09
1975,5.140332115516344e-08,0.0
1976,5.942067782260807e-08,5.713526873840635e-10
1977,5.289103621741731e-08,5.876781838942691e-10
1978,6.534650753842186e-08,5.940591352171509e-10
1979,4.857137991809424e-08,5.851973350345929e-10
1980,5.969408412020982e-08,5.685150683554241e-10
1981,6.452060508088664e-08,6.325549528618524e-10
1982,7.200702611953602e-08,4.9660017209518514e-09
1983,6.189009904566944e-08,6.315316047889041e-10
1984,6.610869629497529e-08,1.7397025486864948e-09
1985,6.196024626703434e-08,0.0
1986,4.8555334031252784e-08,1.7983456945813714e-09
1987,3.972031037413615e-08,1.8332450557601021e-09
1988,6.536243479793313e-08,1.1993107618124554e-09
1989,6.585746525900049e-08,5.488122178931576e-10
1990,5.612110332009479e-08,2.179460389939436e-09
1991,7.971592363986701e-08,2.344586136349136e-09
1992,5.509944034365333e-08,0.0
1993,4.92989451483794e-08,1.1078414852150331e-09
1994,4.747434001473039e-08,1.0549853213248639e-09
1995,7.211859487377126e-08,2.168980273165033e-09
1996,6.832757737385009e-08,5.338092190498855e-10
1997,5.8497714561234204e-08,2.397447240731765e-09
1998,6.723062084823539e-08,9.536258449571733e-10
1999,4.4787970221449314e-08,4.570201161957499e-10
2000,6.008522879241696e-08,1.7672125984802278e-09
2001,8.324302136486494e-08,3.066848275334877e-09
2002,8.543381557757357e-08,1.314366449012283e-09
2003,5.792023016759629e-08,2.500153750695233e-09
2004,7.840528359892573e-08,1.7619165015858584e-09
2005,7.025849280140051e-08,0.0
2006,7.535738788533308e-08,8.235779835885637e-10
2007,7.230007925684845e-08,1.9972397624634652e-09
2008,7.833689097402896e-08,8.514879357157668e-10
2009,7.533744095233885e-08,4.76819250749827e-10
2010,7.274641022902983e-08,4.723793023408973e-10
2011,6.730190538206671e-08,0.0
2012,9.804247835809576e-08,0.0
2013,1.0738131361875958e-07,0.0
2014,1.2343037236739463e-07,0.0
2015,1.241282230335372e-07,4.433150790905671e-10
2016,1.4872221498762883e-07,0.0
2017,9.30776167251679e-08,0.0
2018,1.1771488384049178e-07,2.5814667070633845e-10
2019,1.410696228720809e-07,1.275493877184175e-09
