year,en_ADP iles_NOUN,en_ADP pile_NOUN
1871,3.18635318130589e-09,5.20437686279962e-08
1872,5.442605366390296e-09,6.410179387295045e-08
1873,1.1972008717719973e-08,8.739566226267925e-08
1874,6.5720701658555924e-09,6.990292539255094e-08
1875,2.860763514966891e-09,5.492666116380107e-08
1876,3.02300739996042e-09,8.464420764298097e-08
1877,4.9478527941460015e-09,1.0947124517990403e-07
1878,8.454724254036705e-09,8.454724292894511e-08
1879,6.10932526790009e-10,4.520900587223764e-08
1880,6.417846032391594e-09,7.765594145503485e-08
1881,6.972507571312292e-10,7.600033541388385e-08
1882,8.652000671460769e-09,5.390862067855551e-08
1883,3.791603475633565e-09,6.319338857752044e-08
1884,5.941527270181268e-09,6.79974796469196e-08
1885,3.222817901438191e-09,9.21725913372029e-08
1886,1.1616235306988187e-08,5.356375154530468e-08
1887,3.264462256069578e-09,2.8727268341910417e-08
1888,6.340614699951175e-09,7.862362050303773e-08
1889,5.638623234993645e-09,8.708540349955385e-08
1890,3.2771931834929546e-09,6.095579418996522e-08
1891,5.736798147637501e-09,5.7367981809441915e-08
1892,1.2537024751679837e-09,6.39388233469873e-08
1893,8.621783287310336e-09,4.8035648403388365e-08
1894,6.301539512421073e-09,4.4110773700367645e-08
1895,4.213030146971164e-09,6.19917273070314e-08
1896,7.076434771491336e-09,5.2483556389759656e-08
1897,4.661370844871726e-09,6.176316702521945e-08
1898,4.526683805572418e-09,5.771521927044887e-08
1899,5.527578395003729e-09,6.964748777704699e-08
1900,2.07642125715779e-09,6.229264026824666e-08
1901,7.265360812969135e-09,4.13566674795085e-08
1902,3.928227187977029e-09,8.101968518303693e-08
1903,4.860198243861191e-09,3.726151831529023e-08
1904,5.912087708281888e-09,4.944655085381555e-08
1905,5.676834835544042e-09,4.8511136441220515e-08
1906,3.0865107691901983e-09,5.349951948119269e-08
1907,3.08570607954195e-09,3.034277540336916e-08
1908,3.929111258571538e-09,6.139236319313568e-08
1909,7.151278569317299e-09,6.931239227014885e-08
1910,3.740905585303267e-09,7.214603670036013e-08
1911,3.1922244847493175e-09,4.7351329746092574e-08
1912,6.251305251225858e-09,5.678269232589628e-08
1913,6.893886572711949e-09,6.045408440513711e-08
1914,6.696743715117748e-10,3.9510788085728166e-08
1915,2.3561523843085297e-09,3.416420923940677e-08
1916,0.0,4.1752354462687435e-08
1917,2.1932848870420685e-09,7.128176093829097e-08
1918,1.1486376294556067e-09,3.675640414257941e-08
1919,4.603924241841639e-09,5.985101442229634e-08
1920,1.514446346106979e-09,4.619061400035207e-08
1921,4.543648624011354e-09,7.194110157593414e-08
1922,5.902348387820666e-09,5.754789506040581e-08
1923,4.246379248229459e-09,4.777176698667063e-08
1924,3.867487330388997e-09,7.219309594574952e-08
1925,2.1996355847875293e-09,5.9390161011307896e-08
1926,8.916910765321973e-09,8.02521992193661e-08
1927,5.574612549352764e-09,5.797597069090443e-08
1928,3.4278123672848437e-09,5.5987602110008083e-08
1929,2.2280812750352652e-09,6.795647777835256e-08
1930,4.201441416995522e-09,6.617270287279098e-08
1931,2.2810713318222042e-09,7.52753521737759e-08
1932,3.2878609834696704e-09,5.2605777511871565e-08
1933,4.588264879146209e-09,5.047091278242988e-08
1934,1.1981580172459871e-09,3.354842448288764e-08
1935,3.590485242455088e-09,6.462873614054843e-08
1936,8.487300195980652e-09,7.638570442836112e-08
1937,6.295558963032022e-09,6.043736699989921e-08
1938,3.8895642262559704e-09,4.2785206488815675e-08
1939,7.647025235257843e-09,6.576441791139587e-08
1940,2.5357829169792012e-09,5.0715657229361e-08
1941,2.9515025978810172e-09,4.7224041566096275e-08
1942,0.0,4.8547388331598995e-08
1943,5.806470415592457e-09,5.516146828199453e-08
1944,6.4263723231761105e-09,6.42637232317611e-08
1945,0.0,4.7927088075994106e-08
1946,6.960552134671616e-09,6.821341003160342e-08
1947,4.7683483828109274e-09,6.437270627657199e-08
1948,3.2615663503321457e-09,1.1850357850562432e-07
1949,0.0,4.319483792869505e-08
1950,3.190608444114673e-09,4.892266147749069e-08
1951,2.1322803522849654e-09,8.635735326834038e-08
1952,7.381362521208246e-09,4.74516177462192e-08
1953,1.0773827385790469e-08,9.157753311228589e-08
1954,2.9317608341017376e-09,4.49536656788041e-08
1955,2.815682353940474e-09,5.631364530245264e-08
1956,3.488456634670456e-09,1.1337483840634377e-07
1957,5.301022620862739e-09,1.0690395413348597e-07
1958,1.6544486891589827e-09,6.286905201990933e-08
1959,2.325224457422337e-09,1.4958942706755352e-07
1960,4.152500121534786e-09,1.9655166738630214e-07
1961,5.558527305105088e-09,1.9941217033192515e-07
1962,1.2683912808952869e-09,4.001774471795727e-07
1963,3.2330265131719216e-09,5.476746992583159e-07
1964,3.650380997477498e-09,3.1940834332999657e-07
1965,3.2832260243864653e-09,4.974087417508599e-07
1966,5.539074976468328e-09,3.7333364522051937e-07
1967,3.944268467392931e-09,3.184996728577971e-07
1968,5.838840522187638e-09,2.3579933383643947e-07
1969,2.725054681906869e-09,1.5305724332392856e-07
1970,1.8394900047624674e-09,1.8027002540721426e-07
1971,2.0553589941130213e-09,1.690532729359262e-07
1972,5.130146751852749e-09,2.544552785144205e-07
1973,4.961883570686609e-09,1.9902665432391942e-07
1974,4.500457340128605e-09,1.8339363472286152e-07
1975,2.8557400888473694e-09,1.582080071393932e-07
1976,3.9994687561772935e-09,2.3711136520887521e-07
1977,2.9383909194713453e-09,1.3986740343696624e-07
1978,5.940591352171509e-10,1.2950489436391877e-07
1979,2.3407893401383717e-09,7.95868402292399e-08
1980,2.2740603289328476e-09,9.096241188055743e-08
1981,3.162774819820413e-09,8.41298102849386e-08
1982,1.2415004579935385e-09,7.511077504407382e-08
1983,4.4207211225000265e-09,1.0483424384144513e-07
1984,4.639206796497319e-09,1.4845461598911314e-07
1985,1.2031116103372597e-09,1.3354539485366246e-07
1986,1.1988970927134801e-09,5.7547062226603884e-08
1987,1.8332450557601021e-09,6.171924837872211e-08
1988,1.7989661427186832e-09,5.037105310634615e-08
1989,1.6464366536794728e-09,7.573608939992482e-08
1990,2.724325487424295e-09,5.88454294736529e-08
1991,1.1722930404189924e-09,5.4511627212150415e-08
1992,1.65298330578878e-09,5.4548447536717504e-08
1993,1.6617622278225497e-09,4.874502579355067e-08
1994,2.637463358823311e-09,4.694684813122407e-08
1995,1.6267352465071383e-09,9.814635859584087e-08
1996,2.135236876199542e-09,5.391473156812765e-08
1997,2.3974471297094624e-09,5.22643510691978e-08
1998,4.768129224785866e-10,4.5297226969331916e-08
1999,1.8280804925385752e-09,4.798711117359744e-08
2000,1.3254094488601709e-09,6.096883709005851e-08
2001,3.06684819206815e-09,6.133696217602846e-08
2002,8.76244299341522e-10,7.229015608345435e-08
2003,2.500153750695233e-09,4.625284333314994e-08
2004,8.809582507929292e-10,6.651234887855573e-08
2005,9.007499190971657e-10,4.638862194372706e-08
2006,1.6471559671771274e-09,6.218013481884554e-08
2007,7.988958938831558e-10,5.5123815206892246e-08
2008,8.514879357157668e-10,6.386159351334797e-08
2009,4.76819250749827e-10,5.292693572300777e-08
2010,1.8895172648747405e-09,7.416355174427736e-08
2011,3.82397197240536e-10,9.636409445401561e-08
2012,1.0212758139171996e-09,9.429780334357929e-08
2013,1.1156500168141292e-09,9.53880743281843e-08
2014,4.330890368553497e-10,1.0870534952744926e-07
2015,0.0,1.0329241462159189e-07
2016,6.214020409345267e-10,9.010329221625923e-08
2017,2.515611330355938e-10,9.005888301771847e-08
2018,5.162933414126769e-10,9.757944496868731e-08
2019,2.55098775436835e-10,9.158046054835722e-08
