year,en_ADP eaux_NOUN,en_ADP peau_NOUN
1837,1.8507989274496595e-07,6.978764872656029e-07
1838,2.057764847407384e-07,3.4338160048719146e-07
1839,2.551888466095775e-07,6.11754103374551e-07
1840,1.0828470919932442e-07,6.758239692317147e-07
1841,1.8491180320268086e-07,7.627611466887174e-07
1842,1.677066228111812e-07,5.339779249879939e-07
1843,2.0615119794564762e-07,6.745692644472001e-07
1844,1.9374621373913214e-07,5.944111762801185e-07
1845,1.696389348992966e-07,6.121509841250372e-07
1846,2.1603110056389596e-07,5.315887392498553e-07
1847,1.526282265018608e-07,6.04041019869328e-07
1848,3.07327463255902e-07,5.325936740518955e-07
1849,2.1618890544417013e-07,5.454999154608231e-07
1850,1.5003680609027015e-07,7.800556431902805e-07
1851,2.347595637886002e-07,8.726090641175688e-07
1852,2.8841716326333255e-07,6.289187126640172e-07
1853,2.3589130093704114e-07,6.724395120727422e-07
1854,2.202961661978975e-07,6.676428938590107e-07
1855,1.9529528572093113e-07,5.911928155910573e-07
1856,1.7602443536102186e-07,6.336879891932767e-07
1857,1.7768692828212806e-07,8.576811296734377e-07
1858,1.1842696068242731e-07,6.758166364306817e-07
1859,2.1896344959415615e-07,6.584180027857656e-07
1860,2.2657060874675672e-07,7.396729415631853e-07
1861,2.0090005414807877e-07,1.4228062354959548e-06
1862,2.177669320979625e-07,6.754389687557705e-07
1863,2.062778469147375e-07,6.932533551662345e-07
1864,2.1624223289773425e-07,7.024276555966935e-07
1865,1.8968582082834473e-07,6.057708787921001e-07
1866,1.965707678852624e-07,5.858198051100771e-07
1867,2.406994568104892e-07,9.676506351752323e-07
1868,2.7317504580626206e-07,8.200190677598584e-07
1869,1.982708842662717e-07,6.978548867664358e-07
1870,2.339491849134845e-07,5.825793323310791e-07
1871,1.561313054398994e-07,6.266494665396749e-07
1872,2.2677521704927983e-07,6.470652920143039e-07
1873,3.63949070603109e-07,7.739903935544135e-07
1874,2.0014940327328645e-07,7.862585675866285e-07
1875,1.8080025182554138e-07,7.277782287928858e-07
1876,2.0919211096703805e-07,9.111344070333871e-07
1877,2.739873469215226e-07,1.0495632523088716e-06
1878,3.7261177632252895e-07,9.759166914591333e-07
1879,2.736977664508089e-07,1.0410290087747853e-06
1880,2.182067788680797e-07,1.0467507536304765e-06
1881,3.221298540134754e-07,1.0186834060732508e-06
1882,2.555667919512672e-07,9.410714483237825e-07
1883,2.622525638873441e-07,1.2404861990944482e-06
1884,3.9082045955041167e-07,1.0298647339368472e-06
1885,3.5322082769795315e-07,1.3245780792203732e-06
1886,3.0331280659323667e-07,1.1254841183472308e-06
1887,3.597437401858805e-07,1.0302643431714387e-06
1888,3.322482216017164e-07,1.3315291198523482e-06
1889,4.0096875753015127e-07,1.4478730463451939e-06
1890,3.742554722241387e-07,1.3554471252064104e-06
1891,3.2189812004812524e-07,1.4240007430998958e-06
1892,4.0557275227115497e-07,1.152779418589489e-06
1893,3.9044360389262067e-07,1.2304516303629498e-06
1894,3.8124313794796194e-07,1.155072141045821e-06
1895,3.334312401737094e-07,9.130238254329015e-07
1896,3.6915402534809516e-07,1.0095714060298633e-06
1897,4.07287282677693e-07,1.0161788850382436e-06
1898,3.825047872885179e-07,1.161094473900448e-06
1899,4.151211463465643e-07,9.590348781784996e-07
1900,4.324147226952846e-07,1.0818155260494677e-06
1901,4.7057182750442905e-07,1.093157379727927e-06
1902,4.4094348128354e-07,1.2511403610915295e-06
1903,5.346217943902332e-07,9.666393907536985e-07
1904,5.213386184976798e-07,8.443536216873326e-07
1905,4.391805981107666e-07,7.86499697369436e-07
1906,5.267645146744826e-07,1.054043423209805e-06
1907,4.386845383619331e-07,9.267403697776899e-07
1908,3.934022714258134e-07,8.968196425485075e-07
1909,3.850688519158041e-07,1.016581791191129e-06
1910,3.7141846476185236e-07,1.074708734449814e-06
1911,3.963678709695273e-07,8.826500561553985e-07
1912,3.1725375282398716e-07,8.371540047846793e-07
1913,3.855273434938411e-07,8.373420996576897e-07
1914,6.375300076744139e-07,9.22811295822612e-07
1915,3.4399825743491874e-07,8.328998433171364e-07
1916,3.8016619030578624e-07,8.273559046756418e-07
1917,5.658675235054034e-07,8.685408374731196e-07
1918,5.099950879383641e-07,8.764105245973042e-07
1919,5.672034761872169e-07,9.59457793214824e-07
1920,5.550446107172036e-07,9.450145057599002e-07
1921,5.141895541571628e-07,1.1237957551202271e-06
1922,3.5782986773646996e-07,1.0292219485563692e-06
1923,3.184784369558713e-07,9.702976058179047e-07
1924,3.5709799539596077e-07,9.733176966619794e-07
1925,4.685223924383308e-07,8.556582429264381e-07
1926,5.04920076971338e-07,1.026559402816929e-06
1927,4.4819885358649003e-07,8.072038895079459e-07
1928,4.490434277748534e-07,9.894952199829277e-07
1929,5.926696364788597e-07,9.747855074238032e-07
1930,4.516549390043423e-07,9.673818794908584e-07
1931,4.7218176835173153e-07,9.899849828798324e-07
1932,4.679722247491469e-07,1.0082774224429158e-06
1933,4.347380988534155e-07,1.0977423698932398e-06
1934,3.9898663040105475e-07,1.038803020492196e-06
1935,3.8896924436926383e-07,1.162120383924048e-06
1936,3.297922255285357e-07,1.2488455922721187e-06
1937,5.099403077579723e-07,1.2263749340490904e-06
1938,5.108294457434326e-07,1.2524396879598498e-06
1939,4.7411555925691573e-07,1.0430542261019582e-06
1940,5.629437884735466e-07,1.021920525090536e-06
1941,3.423743151209635e-07,1.5318298665079055e-06
1942,3.1859223770247524e-07,8.586819149059011e-07
1943,3.367752867688978e-07,1.100326130654139e-06
1944,3.630900380358071e-07,1.368817265756661e-06
1945,4.095587566865788e-07,1.2395687463140348e-06
1946,3.3828283996228947e-07,8.436189204985567e-07
1947,3.564340396167154e-07,8.308846872751019e-07
1948,5.196762407067013e-07,1.0730552730819909e-06
1949,5.438622689979411e-07,8.059763558776467e-07
1950,4.7008297099360163e-07,1.057154918271408e-06
1951,5.458637639677022e-07,1.1023889783245977e-06
1952,6.516689001756504e-07,1.1040409617635305e-06
1953,7.175369067802251e-07,9.87959992926335e-07
1954,7.163268911369869e-07,8.912552971196419e-07
1955,4.814816754183937e-07,9.723489711177535e-07
1956,8.729862583933823e-07,8.215315574489068e-07
1957,6.458412817877957e-07,1.0478354397491785e-06
1958,6.047010234766503e-07,7.420202337016235e-07
1959,5.844063851734305e-07,8.076279414126475e-07
1960,6.637078948656949e-07,7.841304068278987e-07
1961,7.205240937224744e-07,7.830575441403198e-07
1962,6.836629276030237e-07,8.802635420579463e-07
1963,5.72892338901454e-07,7.662272878405929e-07
1964,5.883197442546617e-07,6.668029186585045e-07
1965,5.198441286324851e-07,7.633500445081154e-07
1966,5.971122352121938e-07,7.040164291538531e-07
1967,7.913188326824638e-07,7.489179552067071e-07
1968,6.777546541769652e-07,9.961960358850774e-07
1969,5.250271744028367e-07,7.648320092812355e-07
1970,5.509272362758111e-07,7.7718453894704e-07
1971,6.433273935790851e-07,7.558582524325175e-07
1972,7.284808272167709e-07,7.613137995576835e-07
1973,6.505580549820422e-07,7.084466915330268e-07
1974,5.63682276411015e-07,7.150101737352088e-07
1975,5.87711319610662e-07,7.179330623330316e-07
1976,5.667818649968126e-07,7.079059969328227e-07
1977,5.782753529359752e-07,7.680953899580345e-07
1978,5.500987743101149e-07,7.44950170883385e-07
1979,6.636137994675551e-07,8.239578619395616e-07
1980,6.861976715732965e-07,8.249153893302719e-07
1981,6.490014068383232e-07,8.103028790173994e-07
1982,6.275784931730755e-07,8.287015589303337e-07
1983,6.384784345669914e-07,7.332081963795645e-07
1984,7.463324180889686e-07,7.625696412105754e-07
1985,6.719378427000322e-07,8.048816653172253e-07
1986,5.940534943960074e-07,8.536147220183921e-07
1987,6.99077462140707e-07,7.296315516214236e-07
1988,6.02053999987362e-07,9.858334806267521e-07
1989,7.617513873015014e-07,7.601049105687707e-07
1990,6.631008142576889e-07,8.211117119572009e-07
1991,7.725411350634204e-07,7.315108518923807e-07
1992,6.650502832883376e-07,8.083088118837622e-07
1993,6.586117771156808e-07,9.139692451753945e-07
1994,4.821282986178232e-07,8.360758556591463e-07
1995,5.341113797907582e-07,7.667345585105068e-07
1996,7.377243234074626e-07,9.053404141923238e-07
1997,7.37934247041494e-07,8.266397912848333e-07
1998,5.55010232661246e-07,8.410979717154987e-07
1999,5.242020931217617e-07,8.212651323447062e-07
2000,6.794932208009641e-07,7.90385854543274e-07
2001,7.084419569869382e-07,8.740517500882561e-07
2002,5.450239475290886e-07,8.276127232420549e-07
2003,6.746248262246013e-07,8.43385180360201e-07
2004,5.347416616174883e-07,9.417443607162568e-07
2005,6.38631713734128e-07,8.300410740957886e-07
2006,5.793871101777981e-07,9.137597771768924e-07
2007,7.118162305141951e-07,8.923666996452084e-07
2008,7.625074589512337e-07,1.0464787010278087e-06
2009,5.407130330148391e-07,9.750954177434323e-07
2010,5.777198657241911e-07,1.185672090286971e-06
2011,6.412800903077276e-07,1.4527269058817183e-06
2012,6.423824953083468e-07,1.6357433878511074e-06
2013,5.645189153913321e-07,1.481583240092732e-06
2014,4.993516751206073e-07,1.5279381386790192e-06
2015,5.153537759872151e-07,1.5360867564595537e-06
2016,5.056141048065399e-07,1.458223437111883e-06
2017,6.065138782318513e-07,1.312142899223545e-06
2018,6.172287043693103e-07,1.4820200249232585e-06
2019,6.140227624129579e-07,1.2698817499767756e-06
