year,en_ADP air_NOUN,en_ADP paire_NOUN
1800,9.023752340908686e-07,3.144164484325529e-09
1801,4.4528114284680953e-07,0.0
1802,2.506380951672327e-07,0.0
1803,4.5442902552039754e-07,1.3652374786232713e-08
1804,3.8808059343864443e-07,2.4718509461507665e-09
1805,2.7575912708854844e-07,0.0
1806,3.7749865100522584e-07,2.0171682990621775e-08
1807,2.0498076924724273e-07,2.8469551160981155e-09
1808,2.062127402169267e-07,0.0
1809,2.4397530085096264e-07,2.259030518203531e-09
1810,1.7550951270095538e-07,0.0
1811,2.0808736911348547e-07,2.5070767684098882e-09
1812,1.3869483117545656e-07,0.0
1813,2.0992913585260453e-07,0.0
1814,1.3530711839848664e-07,0.0
1815,2.8320846801044297e-07,5.394447111228828e-09
1816,1.7150268938337376e-07,6.952811659743929e-09
1817,1.3077736582545185e-07,1.0898113522728181e-08
1818,2.2888661255215936e-07,1.1921177378582115e-09
1819,1.3870406800897683e-07,0.0
1820,1.8511710120350244e-07,2.3732962262101864e-09
1821,8.776724769177235e-08,1.97229765852569e-09
1822,1.0426640528748976e-07,2.0051231786055723e-09
1823,9.586206450862278e-08,1.9765373782121287e-09
1824,1.4905369027928828e-07,1.6842225392110777e-09
1825,1.1270966804310945e-07,1.7610886082763955e-09
1826,9.776862741617265e-08,1.3211976401805714e-08
1827,1.6222400611720644e-07,9.217273055917019e-10
1828,1.4033620721054518e-07,2.7516904310687096e-09
1829,1.3717081515096652e-07,4.286588028978855e-09
1830,1.8786305133744463e-07,3.1310507520032616e-09
1831,1.7306238930814288e-07,0.0
1832,1.1094574858816486e-07,0.0
1833,1.4247862734073635e-07,6.950177322551099e-09
1834,1.474855890748472e-07,2.8003592777992026e-09
1835,1.1722786297241328e-07,1.3613558280667348e-08
1836,1.9624590608113834e-07,6.720750067579218e-10
1837,9.253994626146067e-08,6.957891041103892e-09
1838,1.7484688585867048e-07,9.468242634369517e-09
1839,1.3143973565110656e-07,4.894032845648155e-09
1840,1.1720227499623093e-07,5.732719632334238e-09
1841,1.4703056194775854e-07,1.2841097074556274e-09
1842,1.1739464067517247e-07,7.379091560011375e-09
1843,1.9729083622355148e-07,1.7720733214154905e-09
1844,1.5203314940315238e-07,2.195424508855126e-09
1845,1.9419193170167048e-07,8.37034175305007e-09
1846,1.0362467706137579e-07,1.4050803409659807e-08
1847,9.977463566457345e-08,1.6179670936367074e-09
1848,7.562508130831702e-08,8.045221711050488e-10
1849,4.776266493422554e-08,8.379414939696517e-10
1850,1.0726613819400654e-07,1.0183494048021657e-08
1851,9.28719168236114e-08,1.483370937194195e-08
1852,1.295598495154593e-07,1.9531636308300904e-09
1853,1.8632426690423642e-07,4.180352286553557e-09
1854,1.5327209934579145e-07,4.1565315633818045e-09
1855,1.645150575768639e-07,2.1227748447927297e-09
1856,1.0457922500206607e-07,3.106313539724681e-09
1857,1.649950125415245e-07,7.322263684272912e-09
1858,1.1793758891709416e-07,8.319249178434518e-09
1859,9.522363986214089e-08,2.5460866748261424e-09
1860,2.2016254042078742e-07,3.661747127736703e-09
1861,1.787350306092783e-07,3.301174722469824e-09
1862,2.466820419877447e-07,2.7107918409985388e-09
1863,1.4883970733681195e-07,1.4484400345793347e-08
1864,9.829192038068868e-08,4.7947278369875335e-09
1865,8.425251213362017e-08,3.765475486972036e-09
1866,1.7954111974916032e-07,1.4596839292835284e-09
1867,1.465549051005155e-07,1.94112459439566e-09
1868,1.1262912769094413e-07,3.951899141263482e-09
1869,1.3771524309813543e-07,1.953407657850903e-09
1870,1.2614906896857292e-07,1.1468097582678638e-09
1871,1.115223595693493e-07,2.8677177965619194e-08
1872,1.5420715726577328e-07,3.0236697590169115e-09
1873,7.302925214558442e-08,2.3944017324417644e-09
1874,1.69081439682639e-07,2.9873046258899194e-09
1875,1.0241533254795598e-07,6.293679799540541e-09
1876,1.6566080840441089e-07,3.627608879952504e-09
1877,1.0699732011509866e-07,1.8554447978047506e-09
1878,1.6547102504871347e-07,1.0266450800600069e-08
1879,6.659164597522249e-08,4.887460214320072e-09
1880,1.1167052460514526e-07,4.492492600149944e-09
1881,1.1713813058422673e-07,2.0917522713936876e-09
1882,1.0715170062347568e-07,3.3276925659464496e-09
1883,1.131161653233903e-07,9.479008689083912e-09
1884,1.7296446674919252e-07,1.9144920315739e-08
1885,1.4180398011376383e-07,1.353583467533781e-08
1886,1.0906354014350583e-07,7.744156427236248e-09
1887,8.161155939934162e-08,9.140494583448344e-09
1888,1.0715638998348709e-07,2.53624587998047e-08
1889,8.645888804892365e-08,6.891650250473447e-09
1890,1.7238036653655087e-07,9.831579994568074e-09
1891,2.42220368873447e-07,9.561330394092238e-09
1892,1.1847488301519604e-07,1.6298132621272998e-08
1893,1.422594238520425e-07,1.046930819814662e-08
1894,1.9282710761459043e-07,1.0082462864602348e-08
1895,1.0352017021375559e-07,1.805584282088546e-08
1896,7.194375445385148e-08,8.845543353341867e-09
1897,1.1070755412401212e-07,1.2236098356765979e-08
1898,1.9181822974445595e-07,1.4145887128336199e-08
1899,1.0060192678906787e-07,1.2713430308508578e-08
1900,1.3496738171525635e-07,1.7130475371551768e-08
1901,1.279821263411307e-07,1.620734302321125e-08
1902,2.533706344731712e-07,1.767702145771821e-08
1903,1.3608554705335507e-07,9.1803746826713e-09
1904,1.4135264425618743e-07,4.837162670412454e-09
1905,1.475977098319703e-07,7.741138674521864e-09
1906,2.052529679552606e-07,7.201858220895474e-09
1907,2.2062798410438234e-07,1.2857107989372452e-08
1908,2.3329098763902323e-07,1.276961114626829e-08
1909,3.15206349466024e-07,1.4852655993990993e-08
1910,3.6340225884057276e-07,8.550641084070776e-09
1911,3.9902805815117404e-07,1.3832972989291648e-08
1912,4.625965921434272e-07,1.0418842122383865e-08
1913,5.09087001221431e-07,1.1666577037772186e-08
1914,3.0202313938687553e-07,2.4108276541756624e-08
1915,1.8377989163820274e-07,7.068456930880984e-09
1916,1.50528225217883e-07,4.394984820521586e-09
1917,1.381769423325352e-07,1.864292187292449e-08
1918,2.6303800471083605e-07,1.033773866510046e-08
1919,2.642652502382603e-07,9.207848705727883e-09
1920,2.854731246948461e-07,3.786115865267448e-09
1921,2.6504616346123555e-07,2.4232791773215467e-08
1922,2.751969887526684e-07,1.1804696775641332e-08
1923,2.558443532585386e-07,2.1231896241147297e-09
1924,2.2947091282699006e-07,6.445812328337297e-09
1925,3.277457034656095e-07,1.9796720707176974e-08
1926,2.920288224572687e-07,2.5636119005412183e-08
1927,2.129501930347999e-07,1.0034302277972529e-08
1928,2.31948637186008e-07,7.998228745975666e-09
1929,2.551153110985638e-07,1.2254446568604749e-08
1930,2.468346705919444e-07,1.05036033204442e-08
1931,4.573547949249246e-07,1.9389105432310316e-08
1932,3.9563927378694075e-07,1.2055489939655217e-08
1933,3.8082598163846626e-07,5.735331320977366e-09
1934,3.774197683270586e-07,1.4377896206951846e-08
1935,5.732808050495919e-07,9.574627313213568e-09
1936,4.692264652383926e-07,1.576212937948185e-08
1937,4.293571240765459e-07,1.2591118370153254e-08
1938,4.2914859399445504e-07,9.075650453382877e-09
1939,4.909389987872714e-07,1.070583532936098e-08
1940,6.187310546135194e-07,3.550096039361961e-08
1941,4.574829119974311e-07,2.6563522936839945e-08
1942,4.247896423503761e-07,1.8205270180260413e-08
1943,9.929064368474627e-07,2.6129116648121453e-08
1944,4.6269882147953467e-07,2.2492303131116387e-08
1945,9.389352637612092e-07,2.6142048525912287e-08
1946,4.134568101221703e-07,2.5057987684817817e-08
1947,5.161737379744125e-07,1.3112957830685446e-08
1948,4.435730192042797e-07,1.848220954059343e-08
1949,4.7317980900185574e-07,1.9634017078828947e-08
1950,5.221962715573625e-07,1.914365066468804e-08
1951,4.659032604159563e-07,7.462981344019681e-09
1952,5.388395063476992e-07,1.1599284199803606e-08
1953,5.289949411846351e-07,1.8315507332999914e-08
1954,6.74304979852991e-07,2.443134050622575e-08
1955,5.406109884198429e-07,2.9095383879962355e-08
1956,5.843164938568179e-07,1.657016923672927e-08
1957,5.009466179650701e-07,1.501956425897788e-08
1958,6.444077458311881e-07,1.6544486669545222e-08
1959,4.7512084933032384e-07,1.0851047171911432e-08
1960,5.294437523950535e-07,1.3149583255600561e-08
1961,4.3703921681625957e-07,2.084447814354462e-08
1962,4.7564672556177356e-07,1.712328306924249e-08
1963,4.4615768057809646e-07,1.9398160300276857e-08
1964,4.7637472228023725e-07,1.216793682479178e-08
1965,4.5801002546141945e-07,2.5171399187229326e-08
1966,5.383980679063427e-07,1.9940669560014612e-08
1967,5.166991521310393e-07,1.4791006641701188e-08
1968,4.051256959902716e-07,1.8863946849023705e-08
1969,4.514507359054676e-07,1.862120768691966e-08
1970,3.7893495408169997e-07,1.5175793066646293e-08
1971,4.3933299265219716e-07,1.3873672877195986e-08
1972,3.729616903092037e-07,1.6929485369132635e-08
1973,4.1018235097389777e-07,2.4809416743210022e-08
1974,4.0672883683257055e-07,1.6876715136504572e-08
1975,4.1065541767082436e-07,3.1413140089142644e-08
1976,4.079458255645818e-07,2.7996280849151844e-08
1977,4.01384201875743e-07,1.645498848290572e-08
1978,3.386137139571588e-07,1.6633656230169436e-08
1979,3.440960313350061e-07,1.7555919384903973e-08
1980,3.2234804003827833e-07,2.8994268319593175e-08
1981,2.859148393596911e-07,2.277197808098208e-08
1982,3.0478835211233957e-07,2.110550845202397e-08
1983,2.7345319608684804e-07,1.705135410645653e-08
1984,2.52836773739773e-07,2.9574943383181562e-08
1985,3.0739501566401373e-07,2.4062231318566774e-08
1986,2.673540528963514e-07,3.716581009616249e-08
1987,3.611492629396196e-07,3.055408442920182e-08
1988,2.5065594289053195e-07,2.4585870894711093e-08
1989,1.909866496063728e-07,2.7440611227724787e-08
1990,2.2557414969259781e-07,2.724325437464259e-08
1991,2.3035557727979494e-07,3.223805933316726e-08
1992,1.630943504693505e-07,3.0855687782604946e-08
1993,2.2046045700108152e-07,2.4926434250005514e-08
1994,1.524453796530878e-07,3.5342008430916394e-08
1995,2.125600774283143e-07,3.4703686757620034e-08
1996,2.0605035411236372e-07,2.402141396906643e-08
1997,1.0980308384755944e-07,3.308477047880842e-08
1998,1.316003657159115e-07,1.954932926651054e-08
1999,1.6955446535682483e-07,2.6964186355948883e-08
2000,1.9483518709506598e-07,2.9159007652879154e-08
2001,1.296838689768265e-07,3.3735329196815655e-08
2002,1.305603966050839e-07,2.6287329646379476e-08
2003,1.5042591949843143e-07,4.916968876500505e-08
2004,1.700249482594618e-07,3.3476414001976096e-08
2005,1.5763123639711552e-07,4.098412276221097e-08
2006,2.2442499875152677e-07,2.6766285188273287e-08
2007,1.6417310089167358e-07,3.5151418137369106e-08
2008,1.4092124867026712e-07,4.0871420026178384e-08
2009,2.5891284249901503e-07,4.005281883934231e-08
2010,2.116259318896141e-07,2.9287516412068726e-08
2011,2.2255517517777434e-07,5.009403197808737e-08
2012,2.291062098924712e-07,2.5872321174347235e-08
2013,1.5284404897286663e-07,2.119734965333464e-08
2014,1.4768336260850834e-07,2.3386808448155882e-08
2015,2.0569820136095984e-07,2.9702110992957387e-08
2016,1.6715714334925025e-07,2.4648946272964878e-08
2017,1.4439609019589739e-07,2.5156113636626287e-08
2018,1.3449441449431276e-07,4.775713513538449e-08
2019,1.9004859225235649e-07,2.423438338894357e-08
