year,long_ADJ an_NOUN,long_ADJ temps_NOUN
1900,5.191053142894475e-10,1.5095582135415953e-06
1901,5.588738916095792e-10,1.440217990200665e-06
1902,4.910283846193408e-10,1.3748794263079844e-06
1903,0.0,1.3711159017049113e-06
1904,7.524475265086039e-09,1.6274365250978917e-06
1905,1.0321518084666081e-09,1.7144041208894123e-06
1906,5.144184522798412e-10,1.5334814591483337e-06
1907,1.5428529565042481e-09,1.6102242526017108e-06
1908,4.911389073214423e-10,1.6620140721457233e-06
1909,0.0,1.7284090452207579e-06
1910,1.068830135508847e-09,1.4851395047088545e-06
1911,0.0,1.7110323327074184e-06
1912,0.0,1.4565541768263301e-06
1913,1.060597942803554e-09,1.5749879391790955e-06
1914,6.696743715117748e-10,1.7029819456837458e-06
1915,1.1780761921542648e-09,1.4808418202783002e-06
1916,0.0,1.6085643941288197e-06
1917,1.0966424435210342e-09,1.2063067060807953e-06
1918,1.1486376294556067e-09,2.0261967765833333e-06
1919,0.0,1.558888675035064e-06
1920,0.0,1.5818392498090361e-06
1921,1.5145494858259667e-09,1.4804720720462683e-06
1922,2.2133805899215986e-09,1.4202526372741886e-06
1923,2.1231896241147297e-09,1.97775111843157e-06
1924,1.289162443462999e-09,1.5083200892718196e-06
1925,1.0998177923937646e-09,2.2645248680674968e-06
1926,0.0,1.5716055630221604e-06
1927,1.1149224876660924e-09,1.78053123356392e-06
1928,1.1426041224282812e-09,1.3379894552301153e-06
1929,1.1140406375176326e-09,1.425971991153574e-06
1930,9.453243299262226e-09,1.2719864201926612e-06
1931,1.1405356659111021e-09,1.7438790607116061e-06
1932,0.0,1.48282533096733e-06
1933,3.4411986593596566e-09,1.4143326785287513e-06
1934,0.0,1.2341027169071594e-06
1935,2.393656828303392e-09,1.2830000564179045e-06
1936,0.0,1.0766746267876215e-06
1937,0.0,1.1772694925582528e-06
1938,0.0,1.6880708955113732e-06
1939,1.5294050470515685e-09,1.3779939713742806e-06
1940,0.0,1.536684500536012e-06
1941,0.0,1.5318298132172004e-06
1942,0.0,1.5080033008985083e-06
1943,0.0,1.628714926482644e-06
1944,0.0,1.0217931887268605e-06
1945,0.0,1.135000603724734e-06
1946,0.0,1.5647320719125446e-06
1947,0.0,1.182550354528189e-06
1948,0.0,1.189384554400874e-06
1949,0.0,9.041464927861398e-07
1950,0.0,2.057942360522702e-06
1951,0.0,1.1386377067879039e-06
1952,2.1089607837865287e-09,1.2906840360926708e-06
1953,1.0773827385790469e-09,1.0515255350895814e-06
1954,0.0,1.2723842388595585e-06
1955,1.8771215692936494e-09,8.972640830329226e-07
1956,8.72114158667614e-10,1.0064196835912753e-06
1957,3.534015080575159e-09,9.80689206286911e-07
1958,8.272243445794913e-10,1.2466271321898148e-06
1959,1.5501495642666896e-09,1.2246181420039193e-06
1960,6.920833350854139e-10,1.219450819434087e-06
1961,3.47407969059077e-09,1.5285950185628394e-06
1962,1.2683912808952869e-09,1.503677808933901e-06
1963,3.879632060055371e-09,1.1108679043303482e-06
1964,3.0419841090534305e-09,1.3488157755148222e-06
1965,6.019247600352884e-09,1.7083719470178949e-06
1966,0.0,1.7348381859960682e-06
1967,2.9582014060558492e-09,1.6590579754449664e-06
1968,2.5151928956246294e-08,1.5320219333148088e-06
1969,2.134626153615926e-08,2.036978454356131e-06
1970,2.0234389830342536e-08,1.5571283462634256e-06
1971,2.0553589941130213e-09,1.4998982678093853e-06
1972,4.104117490300041e-09,1.6611415016853925e-06
1973,1.1577727720979425e-08,1.2746527620066672e-06
1974,3.037808582462276e-08,1.007539900399479e-06
1975,6.282628195464213e-09,1.0954618741010336e-06
1976,1.5426522226302808e-08,1.0175791800293155e-06
1977,3.5260691033656144e-09,9.214793958989276e-07
1978,5.346532216954358e-09,1.366930040269665e-06
1979,1.7555920051037788e-09,1.17800223708997e-06
1980,1.1370301367108482e-09,1.025601182202962e-06
1981,3.795329828193417e-09,1.0222087780675793e-06
1982,6.20750217894539e-09,1.2315684507768765e-06
1983,1.8945948143667124e-09,8.355163227946605e-07
1984,2.203623328256299e-08,8.918874989660708e-07
1985,7.820225356169885e-09,7.874365515192494e-07
1986,4.196139880008332e-09,8.57211396976254e-07
1987,3.055408481777988e-09,9.221222470046087e-07
1988,2.3986214681137596e-09,9.396599827127261e-07
1989,5.488122178931576e-10,8.643792446250131e-07
1990,1.634595292454577e-09,7.530035910363608e-07
1991,2.344586080837985e-09,1.0292732426364637e-06
1992,6.0609386398624565e-09,9.74158108846268e-07
1993,3.877445309274918e-09,8.574693248775134e-07
1994,2.1099705871385765e-09,8.561205921964188e-07
1995,1.1387146947594573e-08,1.0161672747699413e-06
1996,8.540947726842774e-09,9.480451819143809e-07
1997,6.233362714880286e-09,8.961657975703474e-07
1998,7.629006759657386e-09,8.897329166757117e-07
1999,9.14040199084809e-09,9.899055619655428e-07
2000,1.2370488633450805e-08,9.719669309404821e-07
2001,1.051490838843705e-08,1.065510660147595e-06
2002,3.767850331737321e-08,9.664974776057988e-07
2003,2.0834615144238455e-09,8.333846022168245e-07
2004,2.1583476561559678e-08,9.294109659663263e-07
2005,3.1526246058177776e-09,8.984980217618954e-07
2006,2.470733950765691e-09,9.112890397844353e-07
2007,4.793375307787784e-09,1.1072696537439697e-06
2008,4.6831836186811415e-09,7.927352809744548e-07
2009,4.291373256748443e-09,8.85930143468272e-07
2010,2.3618964561933353e-09,7.251022315912792e-07
2011,3.4415747474092484e-09,5.942452308005386e-07
2012,2.382976926895708e-09,8.296163649390564e-07
2013,2.5102125378317908e-09,6.981179700993323e-07
2014,3.2481678735596375e-09,6.591615298034981e-07
2015,1.7732603163622684e-09,5.603502433171315e-07
2016,3.3141441813100414e-09,7.206191892095148e-07
2017,5.0312225496895735e-09,5.401017397765884e-07
2018,5.679226811050597e-09,5.854766369495223e-07
2019,3.826481520530223e-09,5.831557894353523e-07
