year,premier_ADJ art_NOUN,premier_ADJ bar_NOUN
1863,3.196557385454213e-08,2.4973103585068657e-09
1864,7.192091966423675e-08,0.0
1865,4.3302967545066906e-08,0.0
1866,3.113992252945508e-08,4.865612912574591e-10
1867,2.135237053835226e-08,0.0
1868,3.606107934484015e-08,4.93987406535723e-10
1869,3.2719577824913415e-08,4.883519144627257e-10
1870,3.268407811063412e-08,1.1468097582678638e-09
1871,2.8677179297886823e-08,0.0
1872,2.721302727604069e-08,0.0
1873,1.9753815583278822e-08,0.0
1874,2.6885741521986972e-08,0.0
1875,2.860763526069121e-08,9.154443425529735e-09
1876,3.1439278513900604e-08,0.0
1877,2.9068635498674666e-08,1.8554447978047506e-09
1878,3.442280532839348e-08,6.039088673581716e-10
1879,2.8102896787451925e-08,1.221865053580018e-09
1880,3.7865292457084365e-08,1.2835692508872398e-09
1881,3.207353549417036e-08,2.091752326904839e-09
1882,2.1297231533878858e-08,8.652000893505374e-09
1883,1.8326083373043645e-08,0.0
1884,2.772712726084592e-08,6.601696966868076e-10
1885,4.44748863293043e-08,0.0
1886,2.2587123060802128e-08,0.0
1887,4.831404343264012e-08,6.528924512139156e-09
1888,3.7409626507667326e-08,6.340614699951175e-10
1889,4.3855955533800284e-08,1.2530273485467092e-09
1890,3.998175801545045e-08,1.9663159989136147e-09
1891,3.56956323388502e-08,6.374220040683554e-10
1892,3.0088859626076214e-08,0.0
1893,5.419406567952478e-08,1.847525021858587e-09
1894,4.7891698606861155e-08,1.2603078580752936e-09
1895,5.717683726480516e-08,6.018614495673091e-10
1896,3.4792471126365854e-08,0.0
1897,3.0298910269621615e-08,5.826713556089658e-10
1898,4.922768748194528e-08,2.8291773368493978e-09
1899,3.537650172802387e-08,5.527578395003729e-09
1900,3.6856477869662285e-08,1.5573159428683425e-09
1901,4.19155422592965e-08,1.1177477832191585e-09
1902,3.584507146658922e-08,9.820567692386817e-10
1903,4.2661739252380926e-08,1.0800440541913758e-09
1904,3.3860139581065596e-08,0.0
1905,4.0253920030597357e-08,3.096455536422127e-09
1906,2.5206503495578403e-08,0.0
1907,2.0571373215982902e-08,1.5428529565042481e-09
1908,2.2592389736786345e-08,1.4734167219643268e-09
1909,4.455796759339492e-08,0.0
1910,3.5271394693836555e-08,1.068830135508847e-09
1911,3.937076764604086e-08,1.0640748282497725e-09
1912,2.604710525044851e-08,5.209421227725386e-10
1913,3.075733978619155e-08,0.0
1914,3.2144370609721307e-08,2.678697486047099e-09
1915,5.654765711238241e-08,2.3561523843085297e-09
1916,1.977743147030253e-08,0.0
1917,1.97395633172448e-08,0.0
1918,5.2837331843136326e-08,3.44591288836682e-09
1919,3.2227470136980685e-08,2.762354567309444e-09
1920,3.558949002169243e-08,7.572231730534895e-10
1921,2.9533715251162107e-08,0.0
1922,4.57432016709447e-08,0.0
1923,4.140219722614802e-08,0.0
1924,5.1566497294430746e-08,0.0
1925,9.788378663166952e-08,3.299453377181294e-09
1926,1.0365908709175642e-07,1.1146138456652466e-09
1927,8.807887441619755e-08,0.0
1928,2.7536759761304097e-07,3.4278122562625413e-09
1929,3.353262441052607e-07,1.1140406375176326e-09
1930,1.6490657173129364e-07,4.201441416995522e-09
1931,1.9731267553169118e-07,0.0
1932,4.0550285618223825e-07,7.6716757391182e-09
1933,3.315021330774215e-07,0.0
1934,1.761292320878738e-07,1.1981580172459871e-09
1935,5.146362083152667e-07,2.393656828303392e-09
1936,2.582564135877874e-07,2.424942913137329e-09
1937,1.7375742600300725e-07,2.5182236296217297e-09
1938,1.6465822649802675e-07,9.075650453382877e-09
1939,2.2176373803972638e-07,3.058810094103137e-09
1940,3.245802051576874e-07,0.0
1941,3.482772998886219e-07,1.7709016475464523e-08
1942,4.976107379484063e-07,6.068423541449874e-09
1943,4.122593861843882e-07,2.9032352077962287e-09
1944,3.6309005047030496e-07,6.4263723231761105e-09
1945,4.0955876778880906e-07,2.178504043826024e-09
1946,1.4199526443547938e-07,4.1763312808029696e-09
1947,2.2053611870020973e-07,4.7683483828109274e-09
1948,1.8808366042399882e-07,3.2615663503321457e-09
1949,2.414984063836556e-07,2.945102384188658e-09
1950,2.329144102031222e-07,5.317680518146517e-09
1951,1.7271470698076996e-07,8.529121409139861e-09
1952,1.0755699808573382e-07,1.0544804140977249e-08
1953,1.3036331125704237e-07,1.939288907237824e-08
1954,1.3095198059254187e-07,1.9545072227344917e-09
1955,1.145044152828234e-07,1.8771215692936494e-09
1956,3.3750817185485005e-07,6.976913269340912e-09
1957,3.083428143368927e-07,8.835037701437898e-10
1958,2.1921444465222706e-07,6.617794756635931e-09
1959,2.619752692556432e-07,7.750747599288843e-09
1960,1.8617041153135006e-07,1.314958364417862e-08
1961,2.160877516921289e-07,7.64297514166401e-09
1962,2.3338400195749287e-07,1.0147130691251505e-08
1963,2.062670988456361e-07,1.1638896069143811e-08
1964,1.8251905264943247e-07,9.125952438182594e-09
1965,2.4022270350698705e-07,6.0192477668863376e-09
1966,2.1602390831709783e-07,6.092982118843793e-09
1967,1.4051456764807568e-07,1.2818872185960117e-08
1968,2.034611381040996e-07,4.491415683816058e-09
1969,1.7531184504093744e-07,6.358460868938209e-09
1970,2.547693656040906e-07,5.978342709767048e-09
1971,2.1786805026735578e-07,4.1107179882260425e-09
1972,1.7699006443772092e-07,4.104117490300041e-09
1973,3.63871455855147e-07,6.615844760915479e-09
1974,2.5427583372206186e-07,8.438357568252286e-09
1975,2.181785467847419e-07,2.8557400888473694e-09
1976,1.1427053453472169e-07,6.8562320265641574e-09
1977,2.544646612867574e-07,2.938390863960194e-09
1978,2.417820627043099e-07,3.5643548113029055e-09
1979,1.49810518212945e-07,2.925986564150662e-09
1980,2.052339332925257e-07,3.97960553399912e-09
1981,1.6699450128276894e-07,4.427884725544118e-09
1982,2.0981357373717202e-07,4.345251713999687e-09
1983,1.9640633119877293e-07,9.47297440490047e-09
1984,1.0960125895742578e-07,5.219107812592938e-09
1985,1.588107336747413e-07,9.02333674446254e-09
1986,1.6424890514343815e-07,1.019062523255343e-08
1987,2.2060048177063862e-07,9.777306964053878e-09
1988,1.4991384372775585e-07,7.795519785247507e-09
1989,2.310499370716812e-07,2.140367705294466e-08
1990,2.7134282848395586e-07,1.743568273093743e-08
1991,1.4653662572250425e-07,9.37834432335194e-09
1992,1.4987047824988053e-07,1.322386644631024e-08
1993,1.728232728037682e-07,1.661762283333701e-08
1994,1.181583532128272e-07,1.3714808844156323e-08
1995,2.2503171376309083e-07,1.2471636778865758e-08
1996,1.3505372686850592e-07,1.2811421257197253e-08
1997,1.5391611141168937e-07,1.4864173003559245e-08
1998,1.1205103456202181e-07,9.536258005482523e-09
1999,1.096848292192476e-07,1.1882523409667556e-08
2000,1.6788520318389288e-07,1.8113929911578452e-08
2001,1.2793138254307834e-07,1.270551397425379e-08
2002,1.0953053586337802e-07,1.6210520370485426e-08
2003,1.1084014900353267e-07,1.5417615462087753e-08
2004,1.5372720835182818e-07,1.5416770082765652e-08
2005,1.4366960909839577e-07,1.1259373877692269e-08
2006,1.1900701524236723e-07,1.8942294122137326e-08
2007,9.706584783164551e-08,1.9972397791168106e-08
2008,1.0260429794684e-07,2.0435710179622646e-08
2009,1.3398621589999493e-07,3.0993250854649546e-08
2010,7.369116933331199e-08,3.9207481539182965e-08
2011,8.603936690887437e-08,8.412738372598483e-08
2012,5.344676867746756e-08,8.238291515638707e-08
2013,4.351035054472874e-08,6.944921437934681e-08
2014,6.041592082173253e-08,7.535749513287726e-08
2015,5.5414385413676825e-08,8.001837215054763e-08
2016,6.255446993730374e-08,6.752568737500297e-08
2017,3.622480312936993e-08,7.773239230068896e-08
2018,6.324593504469789e-08,7.873473695241273e-08
2019,4.744837300840743e-08,6.224410331601149e-08
