year,dernier_ADJ ail_NOUN,dernier_ADJ bail_NOUN
1905,1.5482277682110634e-09,3.6641388589941926e-08
1906,3.0865106026567446e-09,3.343719967574543e-08
1907,5.142843373384665e-10,3.034277540336916e-08
1908,0.0,2.504808449543816e-08
1909,1.1001967115120692e-09,2.8055016088046614e-08
1910,0.0,3.634022505139001e-08
1911,2.128149656499545e-09,3.2454281040372734e-08
1912,0.0,5.730363383804615e-08
1913,5.30298971401777e-10,2.3863453435524207e-08
1914,0.0,3.080502253283157e-08
1915,0.0,2.4739600590351074e-08
1916,0.0,1.0987461607214755e-08
1917,2.1932848870420685e-09,1.4256351654751143e-08
1918,0.0,8.040463406189247e-09
1919,2.762354567309444e-09,2.4861190439651182e-08
1920,1.514446346106979e-09,2.7260034229925623e-08
1921,0.0,3.256281289054641e-08
1922,7.377935484775833e-10,1.0329110011753073e-08
1923,0.0,1.6985516992917837e-08
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,0.0,1.7597084678300234e-08
1926,0.0,2.229227646921572e-08
1927,1.1149224876660924e-09,4.5711821883287485e-08
1928,0.0,1.9424270192303084e-08
1929,0.0,1.5596569369336066e-08
1930,3.1510811737689437e-09,1.7856125467119455e-08
1931,0.0,1.596749932275543e-08
1932,0.0,2.7398842306070037e-08
1933,1.1470662197865522e-09,1.9500125958415992e-08
1934,0.0,1.7972370258689807e-08
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,1.33371855781661e-08
1937,1.2591118148108649e-09,2.0145789036973838e-08
1938,0.0,1.0372171566075394e-08
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,0.0,2.5357829613881222e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,0.0
1945,0.0,1.3071024262956144e-08
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,0.0,2.622591566137089e-08
1948,1.0871887834440486e-09,5.435944139264848e-09
1949,0.0,1.2762110479513922e-08
1950,1.0635361480382244e-09,1.4889506516624351e-08
1951,0.0,3.5182626589858046e-08
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,0.0,3.3398865895151175e-08
1954,0.0,1.6613311615287785e-08
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,0.0,1.1337483840634377e-08
1957,0.0,1.3252556385623393e-08
1958,0.0,1.0753916868111446e-08
1959,0.0,9.300897829689347e-09
1960,6.920833350854139e-10,9.689166802218097e-09
1961,6.948159270159238e-10,1.389631876236308e-08
1962,0.0,1.1415521861124489e-08
1963,0.0,1.0992290633282664e-08
1964,0.0,7.300761772910391e-09
1965,0.0,1.3680108601477059e-08
1966,0.0,1.4401594583546284e-08
1967,4.930335584241163e-10,6.902469706915326e-09
1968,0.0,8.982831367632116e-09
1969,0.0,1.3171097990039016e-08
1970,0.0,1.103694025061941e-08
1971,0.0,8.735275613958038e-09
1972,1.0260293725750103e-09,1.6929485369132635e-08
1973,0.0,1.4334330167287135e-08
1974,5.625571675160757e-10,1.518904291231138e-08
1975,5.711480177694739e-10,6.8537762132336866e-09
1976,5.713526873840635e-10,1.085570122683066e-08
1977,5.876781838942691e-10,1.469195431980097e-08
1978,0.0,2.0198010375338527e-08
1979,5.851973350345929e-10,2.0481905949054635e-08
1980,0.0,6.253665585376211e-09
1981,0.0,5.060439622894819e-09
1982,0.0,1.3035754697909852e-08
1983,0.0,5.052252838311233e-09
1984,0.0,9.278413592994639e-09
1985,6.015558051686298e-10,7.218669662023558e-09
1986,0.0,8.991728250862252e-09
1987,6.110816852533674e-10,5.49973533381376e-09
1988,0.0,1.3192418713003917e-08
1989,0.0,2.359892548042808e-08
1990,0.0,1.3621627381610324e-08
1991,0.0,1.934283488935762e-08
1992,5.509944167592096e-10,1.1570882918476855e-08
1993,0.0,8.308811416668505e-09
1994,0.0,1.002236071911966e-08
1995,0.0,4.337960657352369e-09
1996,0.0,1.4412848692302305e-08
1997,0.0,1.1987236092636522e-08
1998,0.0,1.4781200263769279e-08
1999,9.140402323914998e-10,7.769341614505265e-09
2000,0.0,9.277866475088103e-09
2001,0.0,4.8193329327261836e-09
2002,0.0,1.0514931148009055e-08
2003,0.0,2.9168460979889232e-09
2004,4.404791253964646e-10,8.80958239690699e-09
2005,0.0,8.106749049829887e-09
2006,0.0,7.412201963319376e-09
2007,0.0,8.787854888225866e-09
2008,0.0,1.0217855006544596e-08
2009,0.0,7.629108011997232e-09
2010,0.0,3.3066551718974324e-09
2011,0.0,3.059177577924288e-09
2012,0.0,6.468080293586809e-09
2013,0.0,3.904775169871755e-09
2014,0.0,3.2481677347817595e-09
2015,0.0,4.43315073539452e-09
2016,0.0,5.799752234025846e-09
2017,0.0,5.0312225496895735e-09
2018,0.0,1.5488800242380307e-09
2019,0.0,3.06118530524202e-09
